quote_date,description,item_id,price,item_name
2013-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.281,Milk
2013-05-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2558993,Bread
2013-06-01,BANANAS-PER KG,212719,1.0180233,Bananas
2013-06-01,BREAKFAST CEREAL 1,210213,2.277384,Cereal
2013-06-01,BUTTER 250G SPEC COO,211306,1.4653846,Butter
2013-06-01,CHOCOLATE 4,212211,0.63234484,Chocolate
2013-06-01,FRESH BONELESS CHICKEN BREAST,210910,9.481176,Chicken
2013-06-01,FRESH WHITE FISH FILLETS KG,211101,13.690471,Fish
2013-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.281157,Milk
2013-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2577698,Bread
2013-07-01,BANANAS-PER KG,212719,1.0251373,Bananas
2013-07-01,BREAKFAST CEREAL 1,210213,2.2724998,Cereal
2013-07-01,BUTTER 250G SPEC COO,211306,1.4760001,Butter
2013-07-01,CHOCOLATE 4,212211,0.63251704,Chocolate
2013-07-01,FRESH BONELESS CHICKEN BREAST,210910,9.482617,Chicken
2013-07-01,FRESH WHITE FISH FILLETS KG,211101,13.317475,Fish
2013-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2899164,Milk
2013-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2577622,Bread
2013-08-01,BANANAS-PER KG,212719,1.0186905,Bananas
2013-08-01,BREAKFAST CEREAL 1,210213,2.311234,Cereal
2013-08-01,BUTTER 250G SPEC COO,211306,1.4647679,Butter
2013-08-01,CHOCOLATE 4,212211,0.62707484,Chocolate
2013-08-01,FRESH BONELESS CHICKEN BREAST,210910,9.689424,Chicken
2013-08-01,FRESH WHITE FISH FILLETS KG,211101,13.888982,Fish
2013-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.3245,Milk
2013-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2435863,Bread
2013-09-01,BANANAS-PER KG,212719,1.0160385,Bananas
2013-09-01,BREAKFAST CEREAL 1,210213,2.2772105,Cereal
2013-09-01,BUTTER 250G SPEC COO,211306,1.5069584,Butter
2013-09-01,CHOCOLATE 4,212211,0.62722224,Chocolate
2013-09-01,FRESH BONELESS CHICKEN BREAST,210910,9.813184,Chicken
2013-09-01,FRESH WHITE FISH FILLETS KG,211101,13.829369,Fish
2013-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.3102893,Milk
2013-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2249315,Bread
2013-10-01,BANANAS-PER KG,212719,0.9921875,Bananas
2013-10-01,BREAKFAST CEREAL 1,210213,2.3218646,Cereal
2013-10-01,BUTTER 250G SPEC COO,211306,1.486569,Butter
2013-10-01,CHOCOLATE 4,212211,0.6338194,Chocolate
2013-10-01,FRESH BONELESS CHICKEN BREAST,210910,9.797373,Chicken
2013-10-01,FRESH WHITE FISH FILLETS KG,211101,13.906751,Fish
2013-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.312697,Milk
2013-10-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2167605,Bread
2013-11-01,BANANAS-PER KG,212719,1.0019112,Bananas
2013-11-01,BREAKFAST CEREAL 1,210213,2.2644916,Cereal
2013-11-01,BUTTER 250G SPEC COO,211306,1.5118566,Butter
2013-11-01,CHOCOLATE 4,212211,0.63303703,Chocolate
2013-11-01,FRESH BONELESS CHICKEN BREAST,210910,9.879605,Chicken
2013-11-01,FRESH WHITE FISH FILLETS KG,211101,13.945345,Fish
2013-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.3171667,Milk
2013-11-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2249296,Bread
2013-12-01,BANANAS-PER KG,212719,0.99222225,Bananas
2013-12-01,BREAKFAST CEREAL 1,210213,2.3330975,Cereal
2013-12-01,BUTTER 250G SPEC COO,211306,1.526468,Butter
2013-12-01,CHOCOLATE 4,212211,0.6390362,Chocolate
2013-12-01,FRESH BONELESS CHICKEN BREAST,210910,9.823125,Chicken
2013-12-01,FRESH WHITE FISH FILLETS KG,211101,13.901455,Fish
2013-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.3240833,Milk
2013-12-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2145139,Bread
2014-01-01,BANANAS-PER KG,212719,1.0196497,Bananas
2014-01-01,BREAKFAST CEREAL 1,210213,2.3414893,Cereal
2014-01-01,BUTTER 250G SPEC COO,211306,1.547615,Butter
2014-01-01,CHOCOLATE 4,212211,0.63288134,Chocolate
2014-01-01,FRESH BONELESS CHICKEN BREAST,210910,9.505555,Chicken
2014-01-01,FRESH WHITE FISH FILLETS KG,211101,13.447565,Fish
2014-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.3512033,Milk
2014-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2181119,Bread
2014-02-01,BANANAS-PER KG,212719,1.0115079,Bananas
2014-02-01,BREAKFAST CEREAL 1,210213,2.3362393,Cereal
2014-02-01,BUTTER 250G SPEC COO,211306,1.557173,Butter
2014-02-01,CHOCOLATE 4,212211,0.64155173,Chocolate
2014-02-01,FRESH BONELESS CHICKEN BREAST,210910,9.656281,Chicken
2014-02-01,FRESH WHITE FISH FILLETS KG,211101,13.907767,Fish
2014-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.3528631,Milk
2014-02-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2326088,Bread
2014-03-01,BANANAS-PER KG,212719,1.0190189,Bananas
2014-03-01,BREAKFAST CEREAL 1,210213,2.2815,Cereal
2014-03-01,BUTTER 250G SPEC COO,211306,1.5585774,Butter
2014-03-01,CHOCOLATE 4,212211,0.64738804,Chocolate
2014-03-01,FRESH BONELESS CHICKEN BREAST,210910,9.819571,Chicken
2014-03-01,FRESH WHITE FISH FILLETS KG,211101,13.141339,Fish
2014-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2310833,Milk
2014-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2279861,Bread
2014-04-01,BANANAS-PER KG,212719,1.0150965,Bananas
2014-04-01,BREAKFAST CEREAL 1,210213,2.1652544,Cereal
2014-04-01,BUTTER 250G SPEC COO,211306,1.5510964,Butter
2014-04-01,CHOCOLATE 4,212211,0.64671534,Chocolate
2014-04-01,FRESH BONELESS CHICKEN BREAST,210910,9.596693,Chicken
2014-04-01,FRESH WHITE FISH FILLETS KG,211101,13.80099,Fish
2014-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2209663,Milk
2014-04-01,WHITE SLICED LOAF BRANDED 750G,210111,1.2042466,Bread
2014-05-01,BANANAS-PER KG,212719,1.0206463,Bananas
2014-05-01,BREAKFAST CEREAL 1,210213,2.258517,Cereal
2014-05-01,BUTTER 250G SPEC COO,211306,1.5158578,Butter
2014-05-01,CHOCOLATE 4,212211,0.6402127,Chocolate
2014-05-01,FRESH BONELESS CHICKEN BREAST,210910,9.557606,Chicken
2014-05-01,FRESH WHITE FISH FILLETS KG,211101,13.435575,Fish
2014-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2160417,Milk
2014-05-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1841096,Bread
2014-06-01,BANANAS-PER KG,212719,1.0139164,Bananas
2014-06-01,BREAKFAST CEREAL 1,210213,2.131883,Cereal
2014-06-01,BUTTER 250G SPEC COO,211306,1.5071849,Butter
2014-06-01,CHOCOLATE 4,212211,0.6464029,Chocolate
2014-06-01,FRESH BONELESS CHICKEN BREAST,210910,9.684715,Chicken
2014-06-01,FRESH WHITE FISH FILLETS KG,211101,13.888407,Fish
2014-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2167363,Milk
2014-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1749306,Bread
2014-07-01,BANANAS-PER KG,212719,1.0217242,Bananas
2014-07-01,BREAKFAST CEREAL 1,210213,2.2377825,Cereal
2014-07-01,BUTTER 250G SPEC COO,211306,1.5275418,Butter
2014-07-01,CHOCOLATE 4,212211,0.64496505,Chocolate
2014-07-01,FRESH BONELESS CHICKEN BREAST,210910,9.616364,Chicken
2014-07-01,FRESH WHITE FISH FILLETS KG,211101,14.280001,Fish
2014-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.2177407,Milk
2014-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1756251,Bread
2014-08-01,BANANAS-PER KG,212719,1.02834,Bananas
2014-08-01,BREAKFAST CEREAL 1,210213,2.2352118,Cereal
2014-08-01,BUTTER 250G SPEC COO,211306,1.5250001,Butter
2014-08-01,CHOCOLATE 4,212211,0.6418055,Chocolate
2014-08-01,FRESH BONELESS CHICKEN BREAST,210910,9.471544,Chicken
2014-08-01,FRESH WHITE FISH FILLETS KG,211101,14.232456,Fish
2014-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.211339,Milk
2014-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.176831,Bread
2014-09-01,BANANAS-PER KG,212719,1.0409765,Bananas
2014-09-01,BREAKFAST CEREAL 1,210213,2.1572034,Cereal
2014-09-01,BUTTER 250G SPEC COO,211306,1.5087342,Butter
2014-09-01,CHOCOLATE 4,212211,0.6394406,Chocolate
2014-09-01,FRESH BONELESS CHICKEN BREAST,210910,9.494782,Chicken
2014-09-01,FRESH WHITE FISH FILLETS KG,211101,13.963762,Fish
2014-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1402954,Milk
2014-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1661379,Bread
2014-10-01,BANANAS-PER KG,212719,1.0143182,Bananas
2014-10-01,BREAKFAST CEREAL 1,210213,2.2699568,Cereal
2014-10-01,BUTTER 250G SPEC COO,211306,1.5150622,Butter
2014-10-01,CHOCOLATE 4,212211,0.6437143,Chocolate
2014-10-01,FRESH BONELESS CHICKEN BREAST,210910,9.474876,Chicken
2014-10-01,FRESH WHITE FISH FILLETS KG,211101,13.853571,Fish
2014-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.166875,Milk
2014-10-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1699296,Bread
2014-11-01,BANANAS-PER KG,212719,1.0005406,Bananas
2014-11-01,BREAKFAST CEREAL 1,210213,2.3117511,Cereal
2014-11-01,BUTTER 250G SPEC COO,211306,1.510625,Butter
2014-11-01,CHOCOLATE 4,212211,0.6457143,Chocolate
2014-11-01,FRESH BONELESS CHICKEN BREAST,210910,9.4357195,Chicken
2014-11-01,FRESH WHITE FISH FILLETS KG,211101,14.259643,Fish
2014-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1669328,Milk
2014-11-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1685417,Bread
2014-12-01,BANANAS-PER KG,212719,1.0074717,Bananas
2014-12-01,BREAKFAST CEREAL 1,210213,2.2801816,Cereal
2014-12-01,BUTTER 250G SPEC COO,211306,1.5194216,Butter
2014-12-01,CHOCOLATE 4,212211,0.63978416,Chocolate
2014-12-01,FRESH BONELESS CHICKEN BREAST,210910,9.410348,Chicken
2014-12-01,FRESH WHITE FISH FILLETS KG,211101,14.304757,Fish
2014-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.152152,Milk
2014-12-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1543449,Bread
2015-01-01,BANANAS-PER KG,212719,1.0000777,Bananas
2015-01-01,BREAKFAST CEREAL 1,210213,2.201981,Cereal
2015-01-01,BUTTER 250G SPEC COO,211306,1.5178902,Butter
2015-01-01,CHOCOLATE 4,212211,0.6447857,Chocolate
2015-01-01,FRESH BONELESS CHICKEN BREAST,210910,9.280989,Chicken
2015-01-01,FRESH WHITE FISH FILLETS KG,211101,13.695185,Fish
2015-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1429288,Milk
2015-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1421831,Bread
2015-02-01,BANANAS-PER KG,212719,1.0076494,Bananas
2015-02-01,BREAKFAST CEREAL 1,210213,2.1982949,Cereal
2015-02-01,BUTTER 250G SPEC COO,211306,1.5036051,Butter
2015-02-01,CHOCOLATE 4,212211,0.6458823,Chocolate
2015-02-01,FRESH BONELESS CHICKEN BREAST,210910,9.358988,Chicken
2015-02-01,FRESH WHITE FISH FILLETS KG,211101,13.887924,Fish
2015-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1238397,Milk
2015-02-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1195744,Bread
2015-03-01,BANANAS-PER KG,212719,1.0175487,Bananas
2015-03-01,BREAKFAST CEREAL 1,210213,2.264322,Cereal
2015-03-01,BUTTER 250G SPEC COO,211306,1.4817156,Butter
2015-03-01,CHOCOLATE 4,212211,0.6561972,Chocolate
2015-03-01,FRESH BONELESS CHICKEN BREAST,210910,9.336562,Chicken
2015-03-01,FRESH WHITE FISH FILLETS KG,211101,13.755555,Fish
2015-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1285062,Milk
2015-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.1197946,Bread
2015-04-01,BANANAS-PER KG,212719,1.0179775,Bananas
2015-04-01,BREAKFAST CEREAL 1,210213,2.2623727,Cereal
2015-04-01,BUTTER 250G SPEC COO,211306,1.4799589,Butter
2015-04-01,CHOCOLATE 4,212211,0.6584828,Chocolate
2015-04-01,FRESH BONELESS CHICKEN BREAST,210910,9.233427,Chicken
2015-04-01,FRESH WHITE FISH FILLETS KG,211101,13.327934,Fish
2015-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1221721,Milk
2015-04-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0567123,Bread
2015-05-01,BANANAS-PER KG,212719,1.0136802,Bananas
2015-05-01,BREAKFAST CEREAL 1,210213,2.2642622,Cereal
2015-05-01,BUTTER 250G SPEC COO,211306,1.4631819,Butter
2015-05-01,CHOCOLATE 4,212211,0.6606164,Chocolate
2015-05-01,FRESH BONELESS CHICKEN BREAST,210910,9.307489,Chicken
2015-05-01,FRESH WHITE FISH FILLETS KG,211101,14.190583,Fish
2015-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1232927,Milk
2015-05-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0646576,Bread
2015-06-01,BANANAS-PER KG,212719,1.0011029,Bananas
2015-06-01,BREAKFAST CEREAL 1,210213,2.2514937,Cereal
2015-06-01,BUTTER 250G SPEC COO,211306,1.4902469,Butter
2015-06-01,CHOCOLATE 4,212211,0.6630345,Chocolate
2015-06-01,FRESH BONELESS CHICKEN BREAST,210910,9.039195,Chicken
2015-06-01,FRESH WHITE FISH FILLETS KG,211101,13.880431,Fish
2015-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1078689,Milk
2015-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0583448,Bread
2015-07-01,BANANAS-PER KG,212719,0.9775564,Bananas
2015-07-01,BREAKFAST CEREAL 1,210213,2.3187137,Cereal
2015-07-01,BUTTER 250G SPEC COO,211306,1.4823046,Butter
2015-07-01,CHOCOLATE 4,212211,0.6671233,Chocolate
2015-07-01,FRESH BONELESS CHICKEN BREAST,210910,9.22996,Chicken
2015-07-01,FRESH WHITE FISH FILLETS KG,211101,14.293583,Fish
2015-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1103265,Milk
2015-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0593104,Bread
2015-08-01,BANANAS-PER KG,212719,0.9831365,Bananas
2015-08-01,BREAKFAST CEREAL 1,210213,2.16325,Cereal
2015-08-01,BUTTER 250G SPEC COO,211306,1.4605738,Butter
2015-08-01,CHOCOLATE 4,212211,0.67,Chocolate
2015-08-01,FRESH BONELESS CHICKEN BREAST,210910,9.296329,Chicken
2015-08-01,FRESH WHITE FISH FILLETS KG,211101,13.949913,Fish
2015-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.102716,Milk
2015-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.059452,Bread
2015-09-01,BANANAS-PER KG,212719,0.98931557,Bananas
2015-09-01,BREAKFAST CEREAL 1,210213,2.1218143,Cereal
2015-09-01,BUTTER 250G SPEC COO,211306,1.4775621,Butter
2015-09-01,CHOCOLATE 4,212211,0.66923076,Chocolate
2015-09-01,FRESH BONELESS CHICKEN BREAST,210910,9.120584,Chicken
2015-09-01,FRESH WHITE FISH FILLETS KG,211101,14.220763,Fish
2015-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1074274,Milk
2015-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0547945,Bread
2015-10-01,BANANAS-PER KG,212719,0.9833717,Bananas
2015-10-01,BREAKFAST CEREAL 1,210213,2.3092887,Cereal
2015-10-01,BUTTER 250G SPEC COO,211306,1.4600855,Butter
2015-10-01,CHOCOLATE 4,212211,0.6698601,Chocolate
2015-10-01,FRESH BONELESS CHICKEN BREAST,210910,9.125543,Chicken
2015-10-01,FRESH WHITE FISH FILLETS KG,211101,13.633141,Fish
2015-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1082377,Milk
2015-10-01,WHITE SLICED LOAF BRANDED 750G,210111,1.063557,Bread
2015-11-01,BANANAS-PER KG,212719,0.9694677,Bananas
2015-11-01,BREAKFAST CEREAL 1,210213,2.277735,Cereal
2015-11-01,BUTTER 250G SPEC COO,211306,1.4489224,Butter
2015-11-01,CHOCOLATE 4,212211,0.67,Chocolate
2015-11-01,FRESH BONELESS CHICKEN BREAST,210910,9.105494,Chicken
2015-11-01,FRESH WHITE FISH FILLETS KG,211101,14.188644,Fish
2015-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1157724,Milk
2015-11-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0489041,Bread
2015-12-01,BANANAS-PER KG,212719,0.97456926,Bananas
2015-12-01,BREAKFAST CEREAL 1,210213,2.2836752,Cereal
2015-12-01,BUTTER 250G SPEC COO,211306,1.4134583,Butter
2015-12-01,CHOCOLATE 4,212211,0.67139864,Chocolate
2015-12-01,FRESH BONELESS CHICKEN BREAST,210910,9.127615,Chicken
2015-12-01,FRESH WHITE FISH FILLETS KG,211101,14.354102,Fish
2015-12-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.118653,Milk
2015-12-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0615069,Bread
2016-01-01,BANANAS-PER KG,212719,0.98171645,Bananas
2016-01-01,BREAKFAST CEREAL 1,210213,2.3613744,Cereal
2016-01-01,BUTTER 250G SPEC COO,211306,1.4158506,Butter
2016-01-01,CHOCOLATE 4,212211,0.67366904,Chocolate
2016-01-01,FRESH BONELESS CHICKEN BREAST,210910,8.845227,Chicken
2016-01-01,FRESH WHITE FISH FILLETS KG,211101,13.700248,Fish
2016-01-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.117317,Milk
2016-01-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0632886,Bread
2016-02-01,BANANAS-PER KG,212719,0.97805864,Bananas
2016-02-01,BREAKFAST CEREAL 1,210213,2.339064,Cereal
2016-02-01,BUTTER 250G SPEC COO,211306,1.3197469,Butter
2016-02-01,CHOCOLATE 4,212211,0.6652518,Chocolate
2016-02-01,FRESH BONELESS CHICKEN BREAST,210910,8.858698,Chicken
2016-02-01,FRESH WHITE FISH FILLETS KG,211101,14.165851,Fish
2016-02-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1130737,Milk
2016-02-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0439583,Bread
2016-03-01,BANANAS-PER KG,212719,0.9737362,Bananas
2016-03-01,BREAKFAST CEREAL 1,210213,2.2546217,Cereal
2016-03-01,BUTTER 250G SPEC COO,211306,1.3486611,Butter
2016-03-01,CHOCOLATE 4,212211,0.65713286,Chocolate
2016-03-01,FRESH BONELESS CHICKEN BREAST,210910,8.758974,Chicken
2016-03-01,FRESH WHITE FISH FILLETS KG,211101,14.125469,Fish
2016-03-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1077049,Milk
2016-03-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0119047,Bread
2016-04-01,BANANAS-PER KG,212719,0.9648889,Bananas
2016-04-01,BREAKFAST CEREAL 1,210213,2.1887112,Cereal
2016-04-01,BUTTER 250G SPEC COO,211306,1.3793725,Butter
2016-04-01,CHOCOLATE 4,212211,0.6595862,Chocolate
2016-04-01,FRESH BONELESS CHICKEN BREAST,210910,8.487882,Chicken
2016-04-01,FRESH WHITE FISH FILLETS KG,211101,13.961488,Fish
2016-04-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1078775,Milk
2016-04-01,WHITE SLICED LOAF BRANDED 750G,210111,0.9834899,Bread
2016-05-01,BANANAS-PER KG,212719,0.97165465,Bananas
2016-05-01,BREAKFAST CEREAL 1,210213,2.2697468,Cereal
2016-05-01,BUTTER 250G SPEC COO,211306,1.3662916,Butter
2016-05-01,CHOCOLATE 4,212211,0.6592517,Chocolate
2016-05-01,FRESH BONELESS CHICKEN BREAST,210910,8.524749,Chicken
2016-05-01,FRESH WHITE FISH FILLETS KG,211101,13.974102,Fish
2016-05-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1097143,Milk
2016-05-01,WHITE SLICED LOAF BRANDED 750G,210111,0.9839189,Bread
2016-06-01,BANANAS-PER KG,212719,0.9743796,Bananas
2016-06-01,BREAKFAST CEREAL 1,210213,2.1101708,Cereal
2016-06-01,BUTTER 250G SPEC COO,211306,1.3581591,Butter
2016-06-01,CHOCOLATE 4,212211,0.65791667,Chocolate
2016-06-01,FRESH BONELESS CHICKEN BREAST,210910,8.507778,Chicken
2016-06-01,FRESH WHITE FISH FILLETS KG,211101,14.074262,Fish
2016-06-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1216116,Milk
2016-06-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0107535,Bread
2016-07-01,BANANAS-PER KG,212719,0.96585184,Bananas
2016-07-01,BREAKFAST CEREAL 1,210213,2.3282833,Cereal
2016-07-01,BUTTER 250G SPEC COO,211306,1.3458403,Butter
2016-07-01,CHOCOLATE 4,212211,0.6518056,Chocolate
2016-07-01,FRESH BONELESS CHICKEN BREAST,210910,8.555613,Chicken
2016-07-01,FRESH WHITE FISH FILLETS KG,211101,13.851285,Fish
2016-07-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1214464,Milk
2016-07-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0061487,Bread
2016-08-01,BANANAS-PER KG,212719,0.9649243,Bananas
2016-08-01,BREAKFAST CEREAL 1,210213,2.2150638,Cereal
2016-08-01,BUTTER 250G SPEC COO,211306,1.3117334,Butter
2016-08-01,CHOCOLATE 4,212211,0.65475863,Chocolate
2016-08-01,FRESH BONELESS CHICKEN BREAST,210910,8.54504,Chicken
2016-08-01,FRESH WHITE FISH FILLETS KG,211101,14.301667,Fish
2016-08-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1197916,Milk
2016-08-01,WHITE SLICED LOAF BRANDED 750G,210111,1.007584,Bread
2016-09-01,BANANAS-PER KG,212719,0.95947766,Bananas
2016-09-01,BREAKFAST CEREAL 1,210213,2.2563865,Cereal
2016-09-01,BUTTER 250G SPEC COO,211306,1.3037554,Butter
2016-09-01,CHOCOLATE 4,212211,0.64979726,Chocolate
2016-09-01,FRESH BONELESS CHICKEN BREAST,210910,8.091892,Chicken
2016-09-01,FRESH WHITE FISH FILLETS KG,211101,13.50593,Fish
2016-09-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.120166,Milk
2016-09-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0086001,Bread
2016-10-01,BANANAS-PER KG,212719,0.96450186,Bananas
2016-10-01,BREAKFAST CEREAL 1,210213,2.3525524,Cereal
2016-10-01,BUTTER 250G SPEC COO,211306,1.395022,Butter
2016-10-01,CHOCOLATE 4,212211,0.65694445,Chocolate
2016-10-01,FRESH BONELESS CHICKEN BREAST,210910,8.50296,Chicken
2016-10-01,FRESH WHITE FISH FILLETS KG,211101,13.71,Fish
2016-10-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1167636,Milk
2016-10-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0138096,Bread
2016-11-01,BANANAS-PER KG,212719,0.96619046,Bananas
2016-11-01,BREAKFAST CEREAL 1,210213,2.288067,Cereal
2016-11-01,BUTTER 250G SPEC COO,211306,1.4052858,Butter
2016-11-01,CHOCOLATE 4,212211,0.654726,Chocolate
2016-11-01,FRESH BONELESS CHICKEN BREAST,210910,8.321909,Chicken
2016-11-01,FRESH WHITE FISH FILLETS KG,211101,14.07521,Fish
2016-11-01,SHOP MILK-WHOLE MILK-4PT/2LTR,211709,1.1272839,Milk
2016-11-01,WHITE SLICED LOAF BRANDED 750G,210111,1.0226666,Bread
2016-12-01,BANANAS-PER KG,212719,0.9836956,Bananas
2016-12-01,BREAKFAST CEREAL 1,210213,2.2174249,Cereal
2016-12-01,BUTTER 250G SPEC COO,211306,1.4515547,Butter
2016-12-01,CHOCOLATE 4,212211,0.65791947,Chocolate
