abbrv,discipline,event,event_id,year,competitor,medal,noc,position
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Ana Cabecinha,,POR,
ATH,athletics,"Shot Put, women",manual_25,2020,Auriol Dongmo,,POR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Luciana Diniz,,POR,
ATH,athletics,"200 metres, men",manual_2,2020,Femi Ogunode,,QAT,
ATH,athletics,"1,500 metres, men",manual_4,2020,Abdirahman Saeed Hassan,,QAT,
ATH,athletics,"1,500 metres, men",manual_4,2020,Adam Ali Musab,,QAT,
ATH,athletics,"1,500 metres, men",manual_4,2020,Paulo Amotun Lokoro,,EOR,
ATH,athletics,"5,000 metres, men",manual_5,2020,Jamal Abdelmaji Eisa Mohammed,,EOR,
ATH,athletics,"Marathon, men",manual_9,2020,Tachlowini Gabriyesos,,EOR,
ATH,athletics,"1,500 metres, women",manual_17,2020,Anjelina Lohalith,,EOR,
ATH,athletics,"400 metres, men",manual_3,2020,Gilles Anthony Afoumba,,CGO,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Sergey Shubenkov,,ROC,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Vasiliy Mizinov,,ROC,
ATH,athletics,"Decathlon, men",manual_15,2020,Ilya Shkurenyov,,ROC,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Elvira Khasanova,,ROC,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Semenov – Leshukov (ROC),,ROC,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Makroguzova – Kholomina (ROC),,ROC,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Marius Cocioran,,ROU,
ATH,athletics,"Shot Put, Men",manual_13,2020,Andrei Toader,,ROU,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Alexandru Novac,,ROU,
ATH,athletics,"1,500 metres, women",manual_17,2020,Claudia Bobocea,,ROU,
ATH,athletics,"High Jump, women",manual_23,2020,Daniela Stanciu,,ROU,
ATH,athletics,"Marathon, men",manual_9,2020,John Hakizimana,,RWA,
ATH,athletics,"High Jump, women",manual_23,2020,Levern Spencer,,LCA,
ATH,athletics,"400 metres, men",manual_3,2020,Mazen Al-Yassin,,KSA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Louis François Mendy,,SEN,
ATH,athletics,"Shot Put, Men",manual_13,2020,Armin Sinančević,,SRB,
ATH,athletics,"Shot Put, Men",manual_13,2020,Asmir Kolašinac,,SRB,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Marija Vučenović,,SRB,
TTN,Table Tennis,"Team, Men",manual_54,2020,Slovenia (SLO),,SLO,
ATH,athletics,"200 metres, men",manual_2,2020,Ján Volko,,SVK,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Miroslav Úradník,,SVK,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Matej Tóth,,SVK,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Michal Morvay,,SVK,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Mária Czaková,,SVK,
ATH,athletics,"400 metres, men",manual_3,2020,Luka Janežič,,SLO,
ATH,athletics,"400 metres, women",manual_16,2020,Anita Horvat,,SLO,
ATH,athletics,"Pole Vault, women",manual_24,2020,Tina Šutej,,SLO,
BAS,Basketball,"Basketball, Men",manual_62,2020,Slovenia,,SLO,
ATH,athletics,"Marathon, women",manual_21,2020,Sharon Firisua,,SOL,
ATH,athletics,"1,500 metres, men",manual_4,2020,Ali Idow Hassan,,SOM,
ATH,athletics,"200 metres, men",manual_2,2020,Shaun Maswanganyi,,RSA,
ATH,athletics,"200 metres, men",manual_2,2020,Clarence Munyai,,RSA,
ATH,athletics,"200 metres, men",manual_2,2020,Anaso Jobodwana,,RSA,
ATH,athletics,"400 metres, men",manual_3,2020,Wayde van Niekerk,,RSA,
ATH,athletics,"400 metres, men",manual_3,2020,Thapelo Phora,,RSA,
ATH,athletics,"400 metres, men",manual_3,2020,Zakithi Nene,,RSA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Lesiba Mashele,,RSA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Antonio Alkana,,RSA,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Clarence Munyai, Shaun Maswanganyi, Chederick van Wyk, Akani Simbine",,RSA,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Lythe Pillay, Zakithi Nene, Ranti Dikgale, Thapelo Phora",,RSA,
ATH,athletics,"Marathon, men",manual_9,2020,Elroy Gelant,,RSA,
ATH,athletics,"Marathon, men",manual_9,2020,Stephen Mokoka,,RSA,
ATH,athletics,"Marathon, men",manual_9,2020,Desmond Mokgobu,,RSA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Wayne Snyman,,RSA,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Marc Mundell,,RSA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Kyle Blignaut,,RSA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Jason van Rooyen,,RSA,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Rocco van Rooyen,,RSA,
ATH,athletics,"10,000 metres, women",manual_18,2020,Dominique Scott,,RSA,
ATH,athletics,"Marathon, women",manual_21,2020,Gerda Steyn,,RSA,
ATH,athletics,"Marathon, women",manual_21,2020,Irvette van Zyl,,RSA,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Jo-Ane van Dyk,,RSA,
HOK,Hockey,"Hockey, Women",manual_51,2020,South Africa,,RSA,
ATH,athletics,"Marathon, men",manual_9,2020,Shim Jung-sub,,KOR,
ATH,athletics,"Marathon, men",manual_9,2020,Oh Joo-han,,KOR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Choe Byeong-kwang,,KOR,
ATH,athletics,"Marathon, women",manual_21,2020,Choi Kyung-sun,,KOR,
ATH,athletics,"Marathon, women",manual_21,2020,Ahn Seul-ki,,KOR,
BSB,Baseball,"Baseball, Men",manual_61,2020,South Korea,,KOR,
ATH,athletics,"1,500 metres, men",manual_4,2020,Abraham Guem,,SSD,
ATH,athletics,"400 metres, men",manual_3,2020,Oscar Husillos,,ESP,
ATH,athletics,"1,500 metres, men",manual_4,2020,Adel Mechaal,,ESP,
ATH,athletics,"1,500 metres, men",manual_4,2020,Ignacio Fontes,,ESP,
ATH,athletics,"1,500 metres, men",manual_4,2020,Jesús Gómez,,ESP,
ATH,athletics,"5,000 metres, men",manual_5,2020,Mohamed Katir,,ESP,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Asier Martínez,,ESP,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Orlando Ortega,,ESP,
ATH,athletics,"Marathon, men",manual_9,2020,Ayad Lamdassem,,ESP,
ATH,athletics,"Marathon, men",manual_9,2020,Daniel Mateo,,ESP,
ATH,athletics,"Marathon, men",manual_9,2020,Javier Guerra,,ESP,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Álvaro Martín,,ESP,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Diego García,,ESP,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Miguel Ángel López,,ESP,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Marc Tur,,ESP,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Jesús Ángel García,,ESP,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Luis Manuel Corchete,,ESP,
ATH,athletics,"Triple Jump, men",manual_12,2020,Pablo Torrijos,,ESP,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Odei Jainaga,,ESP,
ATH,athletics,"Decathlon, men",manual_15,2020,Jorge Ureña,,ESP,
ATH,athletics,"400 metres, women",manual_16,2020,Aauri Bokesa,,ESP,
ATH,athletics,"1,500 metres, women",manual_17,2020,Marta Pérez,,ESP,
ATH,athletics,"1,500 metres, women",manual_17,2020,Esther Guerrero,,ESP,
ATH,athletics,"Marathon, women",manual_21,2020,Elena Loyo,,ESP,
ATH,athletics,"Marathon, women",manual_21,2020,Marta Galimany,,ESP,
ATH,athletics,"Marathon, women",manual_21,2020,Laura Méndez Esquer,,ESP,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,María Pérez,,ESP,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Raquel González,,ESP,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Laura García-Caro,,ESP,
ATH,athletics,"Shot Put, women",manual_25,2020,María Belén Toimil,,ESP,
ATH,athletics,"Heptathlon, women",manual_27,2020,María Vicente,,ESP,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Sebastián Mora
Albert Torres",,ESP,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Eduardo Álvarez Aznar,,ESP,
HOK,Hockey,"Hockey, Women",manual_51,2020,Spain,,ESP,
BAS,Basketball,"Basketball, Men",manual_62,2020,Spain,,ESP,
TTN,Table Tennis,"Team, Men",manual_54,2020,Serbia (SRB),,SRB,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Mathilda Karlsson,,SRI,
ATH,athletics,"400 metres, men",manual_3,2020,Sadam Koumi,,SUD,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Heidrich – Gerson (SUI),,SUI,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Hüberli – Betschart (SUI),,SUI,
TTN,Table Tennis,"Team, Men",manual_54,2020,Sweden (SWE),,SWE,
ATH,athletics,"1,500 metres, men",manual_4,2020,Kalle Berglund,,SWE,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Perseus Karlström,,SWE,
ATH,athletics,"Shot Put, Men",manual_13,2020,Wictor Petersson,,SWE,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Kim Amb,,SWE,
ATH,athletics,"10,000 metres, women",manual_18,2020,Meraf Bahta,,SWE,
ATH,athletics,"10,000 metres, women",manual_18,2020,Sarah Lahti,,SWE,
ATH,athletics,"Marathon, women",manual_21,2020,Carolina Wikström,,SWE,
ATH,athletics,"High Jump, women",manual_23,2020,Maja Nilsson,,SWE,
ATH,athletics,"High Jump, women",manual_23,2020,Erika Kinsey,,SWE,
ATH,athletics,"Pole Vault, women",manual_24,2020,Angelica Bengtsson,,SWE,
ATH,athletics,"Pole Vault, women",manual_24,2020,Michaela Meijer,,SWE,
ATH,athletics,"Shot Put, women",manual_25,2020,Fanny Roos,,SWE,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Henrik von Eckermann,,SWE,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Malin Baryard-Johnsson,,SWE,
ATH,athletics,"200 metres, men",manual_2,2020,William Reais,,SUI,
ATH,athletics,"400 metres, men",manual_3,2020,Ricky Petrucciani,,SUI,
ATH,athletics,"5,000 metres, men",manual_5,2020,Jonas Raess,,SUI,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Jason Joseph,,SUI,
ATH,athletics,"Marathon, men",manual_9,2020,Tadesse Abraham,,SUI,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Riccarda Dietsche, Ajla del Ponte, Mujinga Kambundji, Salome Kora",,SUI,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Léa Sprunger, Silke Lemmens, Rachel Pellaud, Yasmin Giger",,SUI,
ATH,athletics,"Marathon, women",manual_21,2020,Fabienne Schlumpf,,SUI,
ATH,athletics,"Marathon, women",manual_21,2020,Martina Strähl,,SUI,
ATH,athletics,"High Jump, women",manual_23,2020,Salome Lang,,SUI,
ATH,athletics,"Pole Vault, women",manual_24,2020,Angelica Moser,,SUI,
ATH,athletics,"Pole Vault, women",manual_24,2020,Andrina Hodel,,SUI,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Robin Froidevaux
Théry Schir",,SUI,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Martin Fuchs,,SUI,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Beat Mändli,,SUI,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Steve Guerdat,,SUI,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Ahmad Hamcho,,SYR,
ATH,athletics,"Marathon, men",manual_9,2020,Alphonce Simbu,,TAN,
ATH,athletics,"Marathon, men",manual_9,2020,Gabriel Geay,,TAN,
ATH,athletics,"Marathon, women",manual_21,2020,Failuna Abdi Matanga,,TAN,
TTN,Table Tennis,"Team, Men",manual_54,2020,Chinese Taipei (TPE),,TPE,
ATH,athletics,"200 metres, men",manual_2,2020,Jereem Richards,,TTO,
ATH,athletics,"200 metres, men",manual_2,2020,Kyle Greaux,,TTO,
ATH,athletics,"400 metres, men",manual_3,2020,Dwight St. Hillaire,,TTO,
ATH,athletics,"400 metres, men",manual_3,2020,Machel Cedenio,,TTO,
ATH,athletics,"400 metres, men",manual_3,2020,Deon Lendore,,TTO,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Kion Benjamin, Eric Harrison Jr., Akanni Hislop, Richard Thompson",,TTO,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Deon Lendore, Jereem Richards, Dwight St. Hillaire, Machel Cedenio",,TTO,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Keshorn Walcott,,TTO,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Khalifa St. Fort, Michelle-Lee Ahye, Kai Selvon, Kelly-Ann Baptiste",,TTO,
ATH,athletics,"Shot Put, women",manual_25,2020,Portious Warren,,TTO,
ATH,athletics,"200 metres, men",manual_2,2020,Ramil Guliyev,,TUR,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Ertan Özkan, Jak Ali Harvey, Kayhan Özer, Ramil Guliyev",,TUR,
ATH,athletics,"Marathon, men",manual_9,2020,Yavuz Ağralı,,TUR,
ATH,athletics,"Marathon, men",manual_9,2020,Polat Kemboi Arıkan,,TUR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Şahin Şenoduncu,,TUR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Abdülselam İmuk,,TUR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Salih Korkmaz,,TUR,
ATH,athletics,"Triple Jump, men",manual_12,2020,Necati Er,,TUR,
ATH,athletics,"10,000 metres, women",manual_18,2020,Yasemin Can,,TUR,
ATH,athletics,"Marathon, women",manual_21,2020,Meryem Erdoğan,,TUR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Meryem Bekmez,,TUR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Ayşe Tekdal,,TUR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Evin Demir,,TUR,
ATH,athletics,"Shot Put, women",manual_25,2020,Emel Dereli,,TUR,
ATH,athletics,"1,500 metres, men",manual_4,2020,Ronald Musagala,,UGA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Jacob Kiplimo,,UGA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Oscar Chelimo,,UGA,
ATH,athletics,"Marathon, men",manual_9,2020,Fred Musobo,,UGA,
ATH,athletics,"Marathon, men",manual_9,2020,Felix Chemonges,,UGA,
ATH,athletics,"Marathon, men",manual_9,2020,Stephen Kiprotich,,UGA,
ATH,athletics,"400 metres, women",manual_16,2020,Leni Shida,,UGA,
ATH,athletics,"1,500 metres, women",manual_17,2020,Winnie Nanyondo,,UGA,
ATH,athletics,"10,000 metres, women",manual_18,2020,Mercyline Chelangat,,UGA,
ATH,athletics,"Marathon, women",manual_21,2020,Immaculate Chemutai,,UGA,
ATH,athletics,"Marathon, women",manual_21,2020,Juliet Chekwel,,UGA,
ATH,athletics,"200 metres, men",manual_2,2020,Serhiy Smelyk,,UKR,
ATH,athletics,"Marathon, men",manual_9,2020,Bohdan-Ivan Horodyskyy,,UKR,
ATH,athletics,"Marathon, men",manual_9,2020,Mykola Nyzhnyk,,UKR,
ATH,athletics,"Marathon, men",manual_9,2020,Oleksandr Sitkovskyy,,UKR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Ivan Losev,,UKR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Eduard Zabuzhenko,,UKR,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Maryan Zakalnytskyy,,UKR,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Valeriy Litanyuk,,UKR,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Ivan Banzeruk,,UKR,
ATH,athletics,"Shot Put, Men",manual_13,2020,Ihor Musiyenko,,UKR,
ATH,athletics,"400 metres, women",manual_16,2020,Tetyana Melnyk,,UKR,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Kateryna Klymyuk, Alina Lohvynenko, Viktoriya Tkachuk, Anna Ryzhykova",,UKR,
ATH,athletics,"Marathon, women",manual_21,2020,Yeheniya Prokofyeva,,UKR,
ATH,athletics,"Marathon, women",manual_21,2020,Viktoriia Kaliuzhna,,UKR,
ATH,athletics,"Marathon, women",manual_21,2020,Darya Mykhaylova,,UKR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Mariia Sakharuk,,UKR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Hanna Shevchuk,,UKR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Lyudmila Olyanovska,,UKR,
ATH,athletics,"High Jump, women",manual_23,2020,Iryna Herashchenko,,UKR,
ATH,athletics,"High Jump, women",manual_23,2020,Yuliya Levchenko,,UKR,
ATH,athletics,"Pole Vault, women",manual_24,2020,Maryna Kylypko,,UKR,
ATH,athletics,"Pole Vault, women",manual_24,2020,Yana Hladiychuk,,UKR,
ATH,athletics,"Shot Put, women",manual_25,2020,Olha Golodna,,UKR,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Oleksandr Prodan,,UKR,
ATH,athletics,"200 metres, men",manual_2,2020,Erriyon Knighton,,USA,
ATH,athletics,"400 metres, men",manual_3,2020,Michael Cherry,,USA,
ATH,athletics,"400 metres, men",manual_3,2020,Michael Norman,,USA,
ATH,athletics,"400 metres, men",manual_3,2020,Randolph Ross,,USA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Cole Hocker,,USA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Matthew Centrowitz,,USA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Yared Nuguse,,USA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Grant Fisher,,USA,
ATH,athletics,"5,000 metres, men",manual_5,2020,Woody Kincaid,,USA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Devon Allen,,USA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Daniel Roberts,,USA,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Trayvon Bromell, Fred Kerley, Ronnie Baker, Cravon Gillespie",,USA,
ATH,athletics,"Marathon, men",manual_9,2020,Galen Rupp,,USA,
ATH,athletics,"Marathon, men",manual_9,2020,Jacob Riley,,USA,
ATH,athletics,"Marathon, men",manual_9,2020,Abdi Abdirahman,,USA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Nick Christie,,USA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Will Claye,,USA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Donald Scott,,USA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Chris Benard,,USA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Payton Otterdahl,,USA,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Curtis Thompson,,USA,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Michael Shuey,,USA,
ATH,athletics,"Decathlon, men",manual_15,2020,Garret Scantling,,USA,
ATH,athletics,"Decathlon, men",manual_15,2020,Zach Ziemek,,USA,
ATH,athletics,"Decathlon, men",manual_15,2020,Steven Bastien,,USA,
ATH,athletics,"400 metres, women",manual_16,2020,Quanera Hayes,,USA,
ATH,athletics,"400 metres, women",manual_16,2020,Wadeline Jonathas,,USA,
ATH,athletics,"1,500 metres, women",manual_17,2020,Elinor Purrier St. Pierre,,USA,
ATH,athletics,"1,500 metres, women",manual_17,2020,Cory McGee,,USA,
ATH,athletics,"1,500 metres, women",manual_17,2020,Heather MacLean,,USA,
ATH,athletics,"10,000 metres, women",manual_18,2020,Emily Sisson,,USA,
ATH,athletics,"10,000 metres, women",manual_18,2020,Karissa Schweizer,,USA,
ATH,athletics,"10,000 metres, women",manual_18,2020,Alicia Monson,,USA,
ATH,athletics,"Marathon, women",manual_21,2020,Sally Kipyego,,USA,
ATH,athletics,"Marathon, women",manual_21,2020,Aliphine Tuliamuk,,USA,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Robyn Stevens,,USA,
ATH,athletics,"High Jump, women",manual_23,2020,Vashti Cunningham,,USA,
ATH,athletics,"High Jump, women",manual_23,2020,Rachel McCoy,,USA,
ATH,athletics,"High Jump, women",manual_23,2020,Tynita Butts-Townsend,,USA,
ATH,athletics,"Pole Vault, women",manual_24,2020,Morgann LeLeux,,USA,
ATH,athletics,"Pole Vault, women",manual_24,2020,Sandi Morris,,USA,
ATH,athletics,"Shot Put, women",manual_25,2020,Jessica Ramsey,,USA,
ATH,athletics,"Shot Put, women",manual_25,2020,Adelaide Aquilla,,USA,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Maggie Malone,,USA,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Kara Winger,,USA,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Ariana Ince,,USA,
ATH,athletics,"Heptathlon, women",manual_27,2020,Kendell Williams,,USA,
ATH,athletics,"Heptathlon, women",manual_27,2020,Annie Kunz,,USA,
ATH,athletics,"Heptathlon, women",manual_27,2020,Erica Bougard,,USA,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Adrian Hegyvary
Gavin Hoover",,USA,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Megan Jastrab
Jennifer Valente",,USA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Jessica Springsteen,,USA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Kent Farrington,,USA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Laura Kraut,,USA,
ATH,athletics,"1,500 metres, women",manual_17,2020,María Pía Fernández,,URU,
TTN,Table Tennis,"Team, Men",manual_54,2020,United States (USA),,USA,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Gibb – Bourne (USA),,USA,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Lucena – Dalhausser (USA),,USA,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Claes – Sponcil (USA),,USA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Ruslan Kurbanov,,UZB,
ATH,athletics,"High Jump, women",manual_23,2020,Safina Sadullayeva,,UZB,
ATH,athletics,"High Jump, women",manual_23,2020,Svetlana Radzivil,,UZB,
ATH,athletics,"Heptathlon, women",manual_27,2020,Ekaterina Voronina,,UZB,
ATH,athletics,"Pole Vault, women",manual_24,2020,Robeilys Peinado,,VEN,
ATH,athletics,"Shot Put, women",manual_25,2020,Ahymara Espinoza,,VEN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Eddie Lovett,,ISV,
ATH,athletics,"400 metres, men",manual_3,2020,Ahmed Al-Yaari,,YEM,
ATH,athletics,"200 metres, men",manual_2,2020,Sydney Siame,,ZAM,
