abbrv,discipline,event,event_id,year,competitor,medal,noc,position
CTR,Cycling Track,Men's Keirin,manual_41,2020,SPIES Jean,,RSA,27
CTR,Cycling Track,Men's Sprint,manual_43,2020,SPIES Jean,,RSA,27
CTR,Cycling Track,Women's Keirin,manual_44,2020,du PREEZ Charlene,,RSA,27
DIV,Diving,Men's 10m Platform,manual_48,2020,FRICKER Samuel,,AUS,28
CTR,Cycling Track,Men's Sprint,manual_43,2020,BABEK Tomas,,CZE,28
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Rebecca Langrehr,,GER,28
CTR,Cycling Track,Women's Sprint,manual_47,2020,LEE Hoi Yan Jessica,,HKG,28
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Shohei Iwamoto,,JPN,28
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,KHATTALI Ghailene,,TUN,28
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,LEE Minjee,,AUS,29
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,HENDERSON Brooke,,CAN,29
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Amira Kandil,,EGY,29
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,CIGANDA Carlota,,ESP,29
CTR,Cycling Track,Women's Sprint,manual_47,2020,DEMAY Coralie,,FRA,29
DIV,Diving,Men's 10m Platform,manual_48,2020,ROSSET Matthieu,,FRA,29
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,DELACOUR Perrine,,FRA,29
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,TOME Takanori,,JPN,29
CTR,Cycling Track,Men's Sprint,manual_43,2020,PONOMARYOV Sergey,,KAZ,29
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Pavel Ilyashenko,,KAZ,29
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Sergio Villamayor,,ARG,30
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,da CONCEICAO TRISTE Buly,,STP,30
CTR,Cycling Track,Men's Sprint,manual_43,2020,BROWNE Kwesi,,TTO,30
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Alise Fakhrutdinova,,UZB,30
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Ed Fernon,,AUS,31
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Annika Schleu,,GER,31
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,LOBO Joaquim,,MOZ,31
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Gulnaz Gubaydullina,,ROC,32
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,FERNANDES dos RAMOS Roque,,STP,32
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Alexander Savkin,,UZB,32
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Elena Micheli,,ITA,33
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Duilio Carrillo,,MEX,33
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,THOMPSON Lexi,,USA,33
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Esteban Bustos,,CHI,34
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,BOUTIER Celine,,FRA,34
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Natsumi Takamiya,,JPN,34
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,TAN Kelly,,MAS,34
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,BABNIK Pia,,SLO,34
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,LEE Min,,TPE,34
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Marcela Cuaspud,,ECU,35
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Álvaro Sandoval,,MEX,35
MOP,Modern Penthatlon,"Modern Penthatlon, Women",manual_71,2020,Maria Iêda Guimarães,,BRA,36
MOP,Modern Penthatlon,"Modern Penthatlon, Men",manual_70,2020,Lester Ders,,CUB,36
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,DARQUEA Daniela,,ECU,38
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,LOPEZ Gaby,,MEX,38
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,EWART SHADOFF Jodi,,GBR,40
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,POPOV Sophia,,GER,40
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,MASSON Caroline,,GER,40
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,HADDIOUI Maha,,MAR,43
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,PAGDANGANAN Bianca,,PHI,43
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,JUTANUGARN Ariya,,THA,43
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,de ROEY Manon,,BEL,46
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,MOLINARO Giulia,,ITA,46
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,TORRES Maria,,PUR,48
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,SHARP Alena,,CAN,49
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,URIBE Mariajo,,COL,50
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,MUNOZ Azahara,,ESP,50
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,CHAN Tiffany,,HKG,50
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,DAGAR Diksha,,IND,50
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,METRAUX Kim,,SUI,54
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,REID Mel,,GBR,55
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,WOLF Christine,,AUT,56
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,van DAM Anne,,NED,57
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,SIMMERMACHER Magdalena,,ARG,58
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,COLOMBOTTO ROSSO Lucrezia,,ITA,59
GOL,Golf,Women's Individual Stroke Play,manual_50,2020,DAFFINRUD Tonje,,NOR,60
CTR,Cycling Track,Women's Omnium,manual_46,2020,KOPECKY Lotte,,BEL,DNF
CTR,Cycling Track,Women's Omnium,manual_46,2020,ZAYED AHMED Ebtissam,,EGY,DNF
CTR,Cycling Track,Women's Omnium,manual_46,2020,PANG Yao,,HKG,DNF
CTR,Cycling Track,Women's Keirin,manual_44,2020,van RIESSEN Laurine,,NED,DNF
CTR,Cycling Track,Women's Omnium,manual_46,2020,PIKULIK Daria,,POL,DNF
SWA,artistic swimming,Women's team,manual_1,2020,Greece,,GRE,DNS
CTR,Cycling Track,Women's Sprint,manual_47,2020,van RIESSEN Laurine,,NED,DNS
CAN,canoe sprint,Men's Canoe Single 1000m,manual_37,2020,WILLIAMS Rudolf,,SAM,DNS
BOX,boxing,Men's Super Heavy (+91kg),manual_32,2020,ALIEV Mourad,,FRA,DQB
BOX,boxing,Men's Heavy (81-91kg),manual_29,2020,BAALLA Youness,,MAR,DQB
CTR,Cycling Track,Men's Keirin,manual_41,2020,PAUL Nicholas,,TTO,DSQ
WRE,Wrestling,Men's Freestyle 97kg,manual_58,2020,FARDJ Mohammed,,ALG,
ATH,athletics,"Triple Jump, men",manual_12,2020,Yasser Triki,,ALG,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Azaad – Capogrosso (ARG),,ARG,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Gallay – Pereyra (ARG),,ARG,
ATH,athletics,"Marathon, men",manual_9,2020,Eulalio Muñoz,,ARG,
ATH,athletics,"Marathon, men",manual_9,2020,Joaquín Arbe,,ARG,
ATH,athletics,"Marathon, women",manual_21,2020,Marcela Cristina Gómez,,ARG,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,José Maria Larocca,,ARG,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Martín Dopazo,,ARG,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Fabian Sejanes,,ARG,
BAS,Basketball,"Basketball, Men",manual_62,2020,Argentina,,ARG,
ATH,athletics,"Triple Jump, men",manual_12,2020,Levon Aghasyan,,ARM,
TTN,Table Tennis,"Team, Men",manual_54,2020,Australia (AUS),,AUS,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,McHugh – Schumann (AUS),,AUS,
ATH,athletics,"400 metres, men",manual_3,2020,Steven Solomon,,AUS,
ATH,athletics,"400 metres, men",manual_3,2020,Alex Beck,,AUS,
ATH,athletics,"1,500 metres, men",manual_4,2020,Stewart McSweyn,,AUS,
ATH,athletics,"1,500 metres, men",manual_4,2020,Ollie Hoare,,AUS,
ATH,athletics,"1,500 metres, men",manual_4,2020,Jye Edwards,,AUS,
ATH,athletics,"5,000 metres, men",manual_5,2020,Patrick Tiernan,,AUS,
ATH,athletics,"5,000 metres, men",manual_5,2020,Morgan McDonald,,AUS,
ATH,athletics,"5,000 metres, men",manual_5,2020,David McNeill,,AUS,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Nicholas Hough,,AUS,
ATH,athletics,"Marathon, men",manual_9,2020,Liam Adams,,AUS,
ATH,athletics,"Marathon, men",manual_9,2020,Brett Robinson,,AUS,
ATH,athletics,"Marathon, men",manual_9,2020,Jack Rayner,,AUS,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Declan Tingay,,AUS,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Kyle Swan,,AUS,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Rhydian Cowley,,AUS,
ATH,athletics,"Decathlon, men",manual_15,2020,Cedric Dubler,,AUS,
ATH,athletics,"400 metres, women",manual_16,2020,Bendere Oboya,,AUS,
ATH,athletics,"1,500 metres, women",manual_17,2020,Linden Hall,,AUS,
ATH,athletics,"1,500 metres, women",manual_17,2020,Jessica Hull,,AUS,
ATH,athletics,"1,500 metres, women",manual_17,2020,Georgia Griffith,,AUS,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Bendere Oboya, Kendra Hubbard, Ellie Beer, Anneliese Rubie-Renshaw",,AUS,
ATH,athletics,"Marathon, women",manual_21,2020,Sinead Diver,,AUS,
ATH,athletics,"Marathon, women",manual_21,2020,Ellie Pashley,,AUS,
ATH,athletics,"Marathon, women",manual_21,2020,Lisa Jane Weightman,,AUS,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Jemima Montag,,AUS,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Katie Hayward,,AUS,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Rebecca Henderson,,AUS,
ATH,athletics,"High Jump, women",manual_23,2020,Eleanor Patterson,,AUS,
ATH,athletics,"Pole Vault, women",manual_24,2020,Nina Kennedy,,AUS,
ATH,athletics,"Pole Vault, women",manual_24,2020,Liz Parnov,,AUS,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Kathryn Mitchell,,AUS,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Mackenzie Little,,AUS,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Kelland O'Brien
Leigh Howard",,AUS,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Georgia Baker
Annette Edmondson",,AUS,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Edwina Tops-Alexander,,AUS,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Katie Laurie,,AUS,
HOK,Hockey,"Hockey, Women",manual_51,2020,Australia,,AUS,
ATH,athletics,"Marathon, men",manual_9,2020,Peter Herzog,,AUT,
ATH,athletics,"Marathon, men",manual_9,2020,Lemawork Ketema,,AUT,
ATH,athletics,"400 metres, women",manual_16,2020,Susanne Walli,,AUT,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Victoria Hudson,,AUT,
ATH,athletics,"Heptathlon, women",manual_27,2020,Ivona Dadic,,AUT,
ATH,athletics,"Heptathlon, women",manual_27,2020,Verena Mayr,,AUT,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Andreas Graf
Andreas Müller",,AUT,
ATH,athletics,"Triple Jump, men",manual_12,2020,Nazim Babayev,,AZE,
ATH,athletics,"400 metres, men",manual_3,2020,Alonzo Russell,,BAH,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Doneisha Anderson, Megan Moss, Brianne Bethel, Anthonique Strachan",,BAH,
ATH,athletics,"1,500 metres, men",manual_4,2020,Sadik Mikhou,,BRN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Birhanu Balew,,BRN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Dawit Fikadu,,BRN,
ATH,athletics,"Marathon, men",manual_9,2020,El-Hassan El-Abbassi,,BRN,
ATH,athletics,"Marathon, men",manual_9,2020,Shumi Dechasa,,BRN,
ATH,athletics,"Marathon, men",manual_9,2020,Alemu Bekele,,BRN,
ATH,athletics,"Shot Put, Men",manual_13,2020,Abdelrahman Mahmoud,,BRN,
ATH,athletics,"Marathon, women",manual_21,2020,Eunice Chumba,,BRN,
ATH,athletics,"Marathon, women",manual_21,2020,Tejitu Daba,,BRN,
ATH,athletics,"400 metres, men",manual_3,2020,Mohammad Jahir Rayhan,,BAN,
ATH,athletics,"400 metres, men",manual_3,2020,Jonathan Jones,,BAR,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Shane Brathwaite,,BAR,
ATH,athletics,"400 metres, women",manual_16,2020,Sada Williams,,BAR,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Vitali Parakhonka,,BLR,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Aliaksandr Liakhovich,,BLR,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Dzmitry Dziubin,,BLR,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Aliaksei Katkavets,,BLR,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Pavel Mialeshka,,BLR,
ATH,athletics,"Decathlon, men",manual_15,2020,Vitaliy Zhuk,,BLR,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Aliaksandra Khilmanovich, Yuliya Bliznets, Elvira Herman, Asteria Uzo Limai",,BLR,
ATH,athletics,"Marathon, women",manual_21,2020,Volha Mazuronak,,BLR,
ATH,athletics,"Marathon, women",manual_21,2020,Nina Savina,,BLR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Anastasiya Rarouskaya,,BLR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Anna Terlyukevich,,BLR,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Viktoryia Rashchupkina,,BLR,
ATH,athletics,"High Jump, women",manual_23,2020,Karyna Demidik,,BLR,
ATH,athletics,"Pole Vault, women",manual_24,2020,Iryna Zhuk,,BLR,
ATH,athletics,"Shot Put, women",manual_25,2020,Aliona Dubitskaya,,BLR,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Tatsiana Khaladovich,,BLR,
ATH,athletics,"200 metres, men",manual_2,2020,Robin Vanderbemden,,BEL,
ATH,athletics,"400 metres, men",manual_3,2020,Kevin Borlée,,BEL,
ATH,athletics,"400 metres, men",manual_3,2020,Jonathan Sacoor,,BEL,
ATH,athletics,"1,500 metres, men",manual_4,2020,Ismael Debjani,,BEL,
ATH,athletics,"5,000 metres, men",manual_5,2020,Isaac Kimeli,,BEL,
ATH,athletics,"5,000 metres, men",manual_5,2020,Robin Hendrix,,BEL,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Michael Obasuyi [nl],,BEL,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Alexander Doom, Jonathan Sacoor, Dylan Borlée, Kevin Borlée",,BEL,
ATH,athletics,"Marathon, men",manual_9,2020,Koen Naert,,BEL,
ATH,athletics,"Marathon, men",manual_9,2020,Dieter Kersten,,BEL,
ATH,athletics,"Decathlon, men",manual_15,2020,Thomas Van der Plaetsen,,BEL,
ATH,athletics,"400 metres, women",manual_16,2020,Cynthia Bolingo,,BEL,
ATH,athletics,"1,500 metres, women",manual_17,2020,Elise Vanderelst,,BEL,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Naomi Van Den Broeck, Imke Vervaet, Paulien Couckuyt, Camille Laus",,BEL,
ATH,athletics,"Marathon, women",manual_21,2020,Mieke Gorissen,,BEL,
ATH,athletics,"Marathon, women",manual_21,2020,Hanne Verbruggen,,BEL,
ATH,athletics,"Pole Vault, women",manual_24,2020,Fanny Smets,,BEL,
ATH,athletics,"Heptathlon, women",manual_27,2020,Noor Vidts,,BEL,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Kenny De Ketele
Robbe Ghys",,BEL,
CTR,Cycling Track,Women's Madison,manual_45,2020,"Lotte Kopecky
Jolien D'hoore",,BEL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Grégory Wathelet,,BEL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Jérôme Guery,,BEL,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Niels Bruynseels,,BEL,
ATH,athletics,"400 metres, women",manual_16,2020,Samantha Dirks,,BIZ,
ATH,athletics,"Heptathlon, women",manual_27,2020,Odile Ahouanwanou,,BEN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Ángela Castro,,BOL,
ATH,athletics,"Shot Put, Men",manual_13,2020,Mesud Pezer,,BIH,
ATH,athletics,"400 metres, men",manual_3,2020,Isaac Makwala,,BOT,
ATH,athletics,"400 metres, men",manual_3,2020,Leungo Scotch,,BOT,
ATH,athletics,"400 metres, women",manual_16,2020,Galefele Moroko,,BOT,
ATH,athletics,"400 metres, women",manual_16,2020,Amantle Montsho,,BOT,
TTN,Table Tennis,"Team, Men",manual_54,2020,Brazil (BRA),,BRA,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Alison – Álvaro (BRA),,BRA,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,Evandro – Schmidt (BRA),,BRA,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Ana Patrícia – Rebecca (BRA),,BRA,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Ágatha – Duda (BRA),,BRA,
ATH,athletics,"200 metres, men",manual_2,2020,Lucas Vilar,,BRA,
ATH,athletics,"200 metres, men",manual_2,2020,Aldemir Junior,,BRA,
ATH,athletics,"200 metres, men",manual_2,2020,Jorge Vides,,BRA,
ATH,athletics,"400 metres, men",manual_3,2020,Lucas Carvalho,,BRA,
ATH,athletics,"1,500 metres, men",manual_4,2020,Thiago André,,BRA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Rafael Henrique Pereira,,BRA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Gabriel Constantino,,BRA,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Eduardo de Deus,,BRA,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Rodrigo do Nascimento, Felipe Bardi dos Santos, Derick Silva, Paulo André de Oliveira",,BRA,
ATH,athletics,"Marathon, men",manual_9,2020,Paulo Roberto Paula,,BRA,
ATH,athletics,"Marathon, men",manual_9,2020,Daniel Ferreira do Nascimento,,BRA,
ATH,athletics,"Marathon, men",manual_9,2020,Daniel Chaves da Silva,,BRA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Caio Bonfim,,BRA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Matheus Corrêa,,BRA,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Lucas Mazzo,,BRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Mateus de Sá,,BRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Almir dos Santos,,BRA,
ATH,athletics,"Triple Jump, men",manual_12,2020,Alexsandro Melo,,BRA,
ATH,athletics,"Shot Put, Men",manual_13,2020,Darlan Romani,,BRA,
ATH,athletics,"Decathlon, men",manual_15,2020,Felipe dos Santos,,BRA,
ATH,athletics,"400 metres, women",manual_16,2020,Tiffani Marinho,,BRA,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Bruna Jessica Farias, Ana Cláudia Lemos, Vitória Cristina Rosa, Rosângela Santos",,BRA,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Érica de Sena,,BRA,
ATH,athletics,"Shot Put, women",manual_25,2020,Geisa Arcanjo,,BRA,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Jucilene de Lima,,BRA,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Laila Ferrer,,BRA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Yuri Mansur,,BRA,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Marlon Zanotelli,,BRA,
ATH,athletics,"200 metres, men",manual_2,2020,Muhd Noor Firdaus Ar-Rasyid,,BRU,
ATH,athletics,"High Jump, women",manual_23,2020,Mirela Demireva,,BUL,
ATH,athletics,"Heptathlon, women",manual_27,2020,Marthe Koala,,BUR,
ATH,athletics,"Marathon, men",manual_9,2020,Olivier Irabaruta,,BDI,
ATH,athletics,"10,000 metres, women",manual_18,2020,Francine Niyonsaba,,BDI,
ATH,athletics,"200 metres, men",manual_2,2020,Emmanuel Eseme,,CMR,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Bansley – Wilkerson (CAN),,CAN,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Pavan – Humana-Paredes (CAN),,CAN,
ATH,athletics,"200 metres, men",manual_2,2020,Aaron Brown,,CAN,
ATH,athletics,"200 metres, men",manual_2,2020,Brendon Rodney,,CAN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Justyn Knight,,CAN,
ATH,athletics,"5,000 metres, men",manual_5,2020,Lucas Bruchet,,CAN,
ATH,athletics,"Marathon, men",manual_9,2020,Ben Preisner,,CAN,
ATH,athletics,"Marathon, men",manual_9,2020,Trevor Hofbauer,,CAN,
ATH,athletics,"Marathon, men",manual_9,2020,Cameron Levins,,CAN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Mathieu Bilodeau,,CAN,
ATH,athletics,"Shot Put, Men",manual_13,2020,Tim Nedow,,CAN,
ATH,athletics,"Decathlon, men",manual_15,2020,Pierce Lepage,,CAN,
ATH,athletics,"400 metres, women",manual_16,2020,Kyra Constantine,,CAN,
ATH,athletics,"400 metres, women",manual_16,2020,Natassha McDonald,,CAN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Gabriela DeBues-Stafford,,CAN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Lucia Stafford,,CAN,
ATH,athletics,"1,500 metres, women",manual_17,2020,Natalia Hawthorn,,CAN,
ATH,athletics,"10,000 metres, women",manual_18,2020,Andrea Seccafien,,CAN,
ATH,athletics,"4 x 400 metres Relay, women",manual_20,2020,"Alicia Brown, Madeline Price, Kyra Constantine, Sage Watson",,CAN,
ATH,athletics,"Marathon, women",manual_21,2020,Malindi Elmore,,CAN,
ATH,athletics,"Marathon, women",manual_21,2020,Natasha Wodak,,CAN,
ATH,athletics,"Marathon, women",manual_21,2020,Dayna Pidhoresky,,CAN,
ATH,athletics,"Pole Vault, women",manual_24,2020,Anicka Newell,,CAN,
ATH,athletics,"Pole Vault, women",manual_24,2020,Alysha Newman,,CAN,
ATH,athletics,"Shot Put, women",manual_25,2020,Sarah Mitton,,CAN,
ATH,athletics,"Shot Put, women",manual_25,2020,Brittany Crew,,CAN,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Elizabeth Gleadle,,CAN,
ATH,athletics,"Heptathlon, women",manual_27,2020,Georgia Ellenwood,,CAN,
CTR,Cycling Track,Men's Madison,manual_42,2020,"Michael Foley
Derek Gee",,CAN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Mario Deslauriers,,CAN,
ATH,athletics,"400 metres, men",manual_3,2020,Bachir Mahamat,,CHA,
BVO,Beach Volleyball,"Beach Volleyball, Men",manual_66,2020,M. Grimalt – E. Grimalt (CHI),,CHI,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Samuel Parot,,CHI,
ATH,athletics,"200 metres, men",manual_2,2020,Xie Zhenye,,CHN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Xie Wenjun,,CHN,
ATH,athletics,"4 x 100 metres Relay, men",manual_7,2020,"Tang Xingqiang, Xie Zhenye, Su Bingtian, Wu Zhiqiang",,CHN,
ATH,athletics,"Marathon, men",manual_9,2020,Yang Shaohui,,CHN,
ATH,athletics,"Marathon, men",manual_9,2020,Peng Jianhua,,CHN,
ATH,athletics,"Marathon, men",manual_9,2020,Dong Guojian,,CHN,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Wang Kaihua,,CHN,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Zhang Jun,,CHN,
ATH,athletics,"20 kilometers Walk, men",manual_10,2020,Cai Zelin,,CHN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Bian Tongda,,CHN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Wang Qin,,CHN,
ATH,athletics,"50 kilometers Walk, men",manual_11,2020,Luo Yadong,,CHN,
ATH,athletics,"Triple Jump, men",manual_12,2020,Fang Yaoqing,,CHN,
ATH,athletics,"Triple Jump, men",manual_12,2020,Wu Ruiting,,CHN,
ATH,athletics,"4 x 100 metres Relay, women",manual_19,2020,"Liang Xiaojing, Ge Manqi, Huang Guifen, Wei Yongli",,CHN,
ATH,athletics,"Marathon, women",manual_21,2020,Zhang Deshun,,CHN,
ATH,athletics,"Marathon, women",manual_21,2020,Li Zhixuan,,CHN,
ATH,athletics,"Marathon, women",manual_21,2020,Bai Li,,CHN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Qieyang Shijie,,CHN,
ATH,athletics,"20 kilometers Walk, women",manual_22,2020,Yang Jiayu,,CHN,
ATH,athletics,"Pole Vault, women",manual_24,2020,Xu Huiqin,,CHN,
ATH,athletics,"Pole Vault, women",manual_24,2020,Li Ling,,CHN,
ATH,athletics,"Shot Put, women",manual_25,2020,Jiayuan Song,,CHN,
ATH,athletics,"Shot Put, women",manual_25,2020,Yang Gao,,CHN,
ATH,athletics,"Javelin Throw, women",manual_26,2020,Liu Shiying,,CHN,
ATH,athletics,"Heptathlon, women",manual_27,2020,Zheng Ninali,,CHN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Li Zhenqiang,,CHN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Zhang Xingjia,,CHN,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Zhang You,,CHN,
HOK,Hockey,"Hockey, Women",manual_51,2020,China,,CHN,
ATH,athletics,"110 metres Hurdles, men",manual_6,2020,Chen Kuei-ru,,TPE,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Huang Shih-feng,,TPE,
ATH,athletics,"Javelin Throw, men",manual_14,2020,Cheng Chao-tsun,,TPE,
EQU,equestrian jumping,"Individual, Open",manual_49,2020,Jasmine Chen,,TPE,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Wang F – Xia (CHN),,CHN,
BVO,Beach Volleyball,"Beach Volleyball, Women",manual_67,2020,Xue – Wang X (CHN),,CHN,
ATH,athletics,"200 metres, men",manual_2,2020,Bernardo Baloyes,,COL,
ATH,athletics,"400 metres, men",manual_3,2020,Jhon Perlaza,,COL,
ATH,athletics,"4 x 400 metres Relay, men",manual_8,2020,"Jhon Alejandro Perlaza, Diego Palomeque, Raúl Mena Pedroza, Jhon Solís",,COL,
ATH,athletics,"Marathon, men",manual_9,2020,Jeison Suárez,,COL,
