,date,dollar_index,bra_index,arg_index
72,01/12/1999,102.7140323,88.8248479,NA
73,01/01/2000,102.6457936,90.95421069,NA
74,01/02/2000,104.0516765,92.57925072,NA
75,01/03/2000,104.5496961,95.27697727,NA
76,01/04/2000,105.1318837,94.8767211,NA
77,01/05/2000,107.4351475,93.37175793,NA
78,01/06/2000,106.5268731,92.85943004,NA
79,01/07/2000,106.8075359,95.14889529,NA
80,01/08/2000,107.2912706,96.98206852,NA
81,01/09/2000,108.8197572,96.36567403,NA
82,01/10/2000,110.3656118,95.06884406,NA
83,01/11/2000,110.9913736,92.17899456,NA
84,01/12/2000,110.0991312,90.73006724,NA
85,01/01/2001,110.4671478,90.69804675,NA
86,01/02/2001,111.2964954,89.2010887,NA
87,01/03/2001,112.9341229,86.42331092,NA
88,01/04/2001,113.5888656,83.13320525,NA
89,01/05/2001,113.6387086,80.03522254,NA
90,01/06/2001,114.4914876,78.00192123,NA
91,01/07/2001,114.6250876,76.53698367,NA
92,01/08/2001,112.5877906,74.5517131,NA
93,01/09/2001,113.2100582,69.96477746,NA
94,01/10/2001,113.6010951,69.00416266,NA
95,01/11/2001,114.0842132,75.1040666,NA
96,01/12/2001,114.0133024,81.5321806,NA
97,01/01/2002,115.2929848,81.80435479,NA
98,01/02/2002,115.9333398,85.2145373,NA
99,01/03/2002,115.3479663,88.8568684,NA
100,01/04/2002,115.1589737,90.41786744,NA
101,01/05/2002,113.6476496,84.22990714,NA
102,01/06/2002,112.17435,76.66506564,NA
103,01/07/2002,110.548541,70.79731028,NA
104,01/08/2002,111.8845408,66.92283061,NA
105,01/09/2002,112.749241,63.14441242,NA
106,01/10/2002,113.5694422,56.01985271,NA
107,01/11/2002,112.2970565,60.41466539,NA
108,01/12/2002,111.6885599,60.35862952,NA
109,01/01/2003,110.3392001,63.76881204,NA
110,01/02/2003,110.4829742,61.47134166,NA
111,01/03/2003,109.9788912,64.04098623,NA
112,01/04/2003,108.7678587,70.91738713,NA
113,01/05/2003,105.1225317,73.63912904,NA
114,01/06/2003,104.6079663,75.16810759,NA
115,01/07/2003,105.9091273,76.15273775,NA
116,01/08/2003,107.3161407,73.81524175,NA
117,01/09/2003,106.2188738,75.70445085,NA
118,01/10/2003,103.8452131,75.97662504,NA
119,01/11/2003,103.4353695,74.90393852,NA
120,01/12/2003,102.0438742,73.70317003,NA
121,01/01/2004,100.5262812,74.91994877,89.67945803
122,01/02/2004,101.1490626,73.13480628,90.3892798
123,01/03/2004,102.086729,74.49567723,90.44538325
124,01/04/2004,102.6928619,74.91194364,92.75665396
125,01/05/2004,104.4892678,71.19756644,95.64508398
126,01/06/2004,103.6164488,70.12487992,93.38380494
127,01/07/2004,102.820604,72.54242715,92.15419858
128,01/08/2004,102.7903898,74.11943644,90.13683106
129,01/09/2004,102.5047942,76.87319885,90.42239319
130,01/10/2004,101.3040386,77.21741915,93.55630104
131,01/11/2004,99.03078349,77.89785463,90.60158264
132,01/12/2004,97.86311962,79.52289465,88.83045191
133,01/01/2005,98.25970604,80.97982709,88.87922756
134,01/02/2005,98.51262109,83.96573807,90.20306963
135,01/03/2005,98.11397929,80.39545309,92.25656206
136,01/04/2005,99.07692687,85.29458854,92.40352738
137,01/05/2005,99.32213423,90.48190842,91.96662819
138,01/06/2005,100.2108824,93.02753762,95.49099814
139,01/07/2005,100.8967642,95.07684918,95.24991013
140,01/08/2005,100.0354554,94.44444444,99.72631293
141,01/09/2005,100.9418799,96.72590458,100.8298687
142,01/10/2005,101.8604312,100.0960615,100.2877283
143,01/11/2005,101.9948533,103.6663465,99.96870339
144,01/12/2005,101.1767076,100.4803074,101.8726528
145,01/01/2006,100,100,100
146,01/02/2006,100.1981391,105.7877041,102.7745254
147,01/03/2006,100.3940172,106.1559398,102.378599
148,01/04/2006,99.8925034,106.0038425,100.9029823
149,01/05/2006,97.91296269,101.9532501,102.6100376
150,01/06/2006,99.19387824,99.13544669,106.8634463
151,01/07/2006,99.3639613,101.9292347,107.0273131
152,01/08/2006,98.90663827,102.6897214,107.3693978
153,01/09/2006,98.57274108,102.6657061,107.5260897
154,01/10/2006,98.30019711,104.1146334,107.679194
155,01/11/2006,97.28761199,103.0899776,109.9983802
156,01/12/2006,96.66596098,102.1853987,111.3929571
157,01/01/2007,97.62315349,103.8184438,113.4082703
158,01/02/2007,97.44567105,105.9878322,113.9419354
159,01/03/2007,97.19326985,105.5235351,113.2666602
160,01/04/2007,96.04246013,107.1725905,110.0189049
161,01/05/2007,95.36942451,109.414025,112.5936439
162,01/06/2007,95.10551316,112.5680435,116.3548408
163,01/07/2007,93.70404931,114.7054115,117.6663888
164,01/08/2007,93.91863144,110.7268652,118.2198279
165,01/09/2007,92.80759341,112.8802434,117.6515472
166,01/10/2007,90.8237364,117.6032661,127.2334785
167,01/11/2007,89.75103129,118.379763,132.4773076
168,01/12/2007,90.40135491,117.7633686,140.8370538
169,01/01/2008,89.72050883,117.9715018,149.4038316
170,01/02/2008,88.6295108,120.1649055,151.6508536
171,01/03/2008,86.91418976,119.5565162,155.8502633
172,01/04/2008,86.47238488,120.0368236,152.1845719
173,01/05/2008,86.84533438,123.2628882,151.7206703
174,01/06/2008,87.35352817,126.1847582,153.5495317
175,01/07/2008,86.95457806,127.7537624,159.1255989
176,01/08/2008,89.08138706,129.3707973,161.3100726
177,01/09/2008,91.24724835,119.1082293,159.0121203
178,01/10/2008,96.46823301,102.6657061,151.2318129
179,01/11/2008,97.32758922,102.1213577,139.5819694
180,01/12/2008,95.77967924,96.34165866,128.1532101
181,01/01/2009,96.5834373,101.104707,126.1267049
182,01/02/2009,99.28256808,102.9939161,128.1940211
183,01/03/2009,99.49735575,103.5462696,128.0828741
184,01/04/2009,97.04764587,107.1485751,128.1567335
185,01/05/2009,94.23474956,112.8081972,131.1021226
186,01/06/2009,93.60477425,118.5478706,140.4642455
187,01/07/2009,93.18732568,119.996798,136.8808328
188,01/08/2009,92.09971903,124.7198207,137.9625234
189,01/09/2009,91.43829633,125.2321486,137.8006435
190,01/10/2009,90.26919369,129.9551713,139.1222732
191,01/11/2009,89.81813959,130.323407,139.7251886
192,01/12/2009,90.05584479,129.610951,144.518134
193,01/01/2010,90.08235925,128.6103106,148.6748764
194,01/02/2010,91.10296037,126.3048351,143.9569554
195,01/03/2010,90.19417216,130.3794428,142.977564
196,01/04/2010,89.57118516,132.9410823,138.8359445
197,01/05/2010,91.82655844,132.5488313,138.3065774
198,01/06/2010,92.18881994,134.1338457,138.7752387
199,01/07/2010,90.68797826,134.5421069,140.2329208
200,01/08/2010,89.90138266,133.8856868,143.9140953
201,01/09/2010,88.924664,136.0630804,144.2520697
202,01/10/2010,86.50958734,136.2552033,151.9508818
203,01/11/2010,86.55922487,135.2305476,157.1577434
204,01/12/2010,87.21324819,138.3045149,160.9441599
205,01/01/2011,86.16613261,139.5693244,165.0016983
206,01/02/2011,85.55486129,139.5132885,168.6372876
207,01/03/2011,84.84112906,139.4332373,174.8345104
208,01/04/2011,83.52465536,144.5805315,171.9854306
209,01/05/2011,83.54520921,142.3791226,174.6620154
210,01/06/2011,83.33175754,144.4844701,175.8490614
211,01/07/2011,82.7505976,146.4857509,175.5592154
212,01/08/2011,83.31315631,143.8520653,174.395345
213,01/09/2011,85.7711905,134.9503682,174.3953832
214,01/10/2011,86.36273013,133.4614153,173.4666192
215,01/11/2011,86.90391284,133.8536663,171.784696
216,01/12/2011,87.60736814,131.9404419,172.1147431
217,01/01/2012,86.93227714,135.8389369,170.0654187
218,01/02/2012,85.63748774,139.7294268,174.2200098
219,01/03/2012,86.0115677,133.8536663,177.8037448
220,01/04/2012,86.22101137,130.1873199,179.3511605
221,01/05/2012,87.48497,123.8872879,175.9236228
222,01/06/2012,88.61676741,121.4217099,177.2955785
223,01/07/2012,88.09346655,123.5030419,178.6029726
224,01/08/2012,87.51785615,122.7665706,179.6508692
225,01/09/2012,86.33837382,121.5337816,178.8396679
226,01/10/2012,86.1377683,121.5017611,175.1624544
227,01/11/2012,86.42819412,120.7092539,179.1220878
228,01/12/2012,85.69750497,120.0048031,177.2935546
229,01/01/2013,85.57181821,123.5910983,180.1017867
230,01/02/2013,86.45213935,127.7857829,176.0439465
231,01/03/2013,86.86177746,128.8824848,178.0718804
232,01/04/2013,86.24917014,128.2180596,178.1056054
233,01/05/2013,86.55819718,127.0012808,178.9788623
234,01/06/2013,87.22784141,119.5725264,177.3097892
235,01/07/2013,87.68793921,115.8821646,176.6964272
236,01/08/2013,87.62442783,111.1991675,170.7126248
237,01/09/2013,87.21150111,114.4892731,170.5134373
238,01/10/2013,86.23118553,118.5558758,167.076892
239,01/11/2013,86.90792083,114.673391,170.8510712
240,01/12/2013,87.09321374,113.184438,168.7971371
241,01/01/2014,87.89532749,113.248479,173.1221635
242,01/02/2014,88.0699324,114.3611912,175.9390207
243,01/03/2014,87.99162225,117.6192763,170.9156173
244,01/04/2014,87.55588076,122.9106628,177.5370588
245,01/05/2014,87.23133557,123.7592059,177.8705275
246,01/06/2014,87.31108448,123.70317,181.2333556
247,01/07/2014,87.06536328,124.2395133,172.7449816
248,01/08/2014,87.71784505,122.790586,167.5963593
249,01/09/2014,88.87718462,121.3096382,167.5114999
250,01/10/2014,89.85986389,117.074928,160.2849437
251,01/11/2014,91.13019421,114.2731348,158.3887583
252,01/12/2014,92.96647463,112.9602946,158.4521499
253,01/01/2015,94.51068492,116.8908101,157.0127498
254,01/02/2015,95.71760663,111.0470701,152.4834825
255,01/03/2015,97.45790059,102.0733269,148.4580439
256,01/04/2015,96.4061604,105.1472943,145.1274897
257,01/05/2015,95.75028724,104.5389049,142.7182613
258,01/06/2015,96.56093084,103.6663465,144.0842992
259,01/07/2015,98.19023405,101.9772654,142.0881913
260,01/08/2015,99.86270032,94.56452129,142.3616016
261,01/09/2015,100.3645224,85.92699328,143.1941905
262,01/10/2015,99.41524314,86.34325969,138.1491684
263,01/11/2015,100.9374608,90.95421069,137.8459886
264,01/12/2015,101.7323807,90.69004163,137.4536411
265,01/01/2016,103.9687417,90.36183157,131.405598
266,01/02/2016,102.6439437,92.49919949,131.747377
267,01/03/2016,100.5865039,97.97470381,132.0136806
268,01/04/2016,99.10344133,100.584374,129.9896751
269,01/05/2016,100.1948504,102.0172911,133.34728
270,01/06/2016,100.6373747,105.2193404,140.9428122
271,01/07/2016,101.1891426,111.8315722,140.5176807
272,01/08/2016,100.397203,113.7528018,143.2363026
273,01/09/2016,101.0904842,112.4239513,143.8777486
274,01/10/2016,102.0491155,115.4658982,140.8713353
275,01/11/2016,104.462445,112.1357669,140.0470828
276,01/12/2016,106.1911261,113.3685559,139.0867406
277,01/01/2017,105.9440689,118.6679475,137.8638221
278,01/02/2017,104.5974838,120.8853666,139.5700383
279,01/03/2017,103.8792297,119.612552,140.2524414
280,01/04/2017,102.8564705,118.3317323,138.2842806
281,01/05/2017,102.2894927,115.4739033,139.7887317
282,01/06/2017,100.948971,111.3192443,139.7837751
283,01/07/2017,99.48039883,114.0569965,137.2243345
284,01/08/2017,98.50069986,114.8254883,136.6786066
285,01/09/2017,97.73434979,114.1770733,136.3725701
286,01/10/2017,99.33683023,113.4886327,139.2635126
287,01/11/2017,99.49314221,111.3592699,142.3846141
288,01/12/2017,99.13889671,109.7902658,145.2543058
289,01/01/2018,96.92730311,111.2872238,146.1685475
290,01/02/2018,97.34444337,109.0457893,143.45342
291,01/03/2018,97.63569134,108.1892411,150.0435194
292,01/04/2018,97.62973072,104.2667307,153.0129381
293,01/05/2018,100.2249618,100.8965738,158.9814581
294,01/06/2018,101.7637253,99.76785142,153.5955373
295,01/07/2018,102.0857013,99.49567723,151.738471
296,01/08/2018,103.0582064,97.89465258,143.6651953
297,01/09/2018,103.038372,95.02881844,146.3647857
298,01/10/2018,103.7070913,104.1946846,139.6724305
299,01/11/2018,104.8079552,103.8104387,142.5983727
300,01/12/2018,104.8277896,101.0726865,139.7047806
301,01/01/2019,103.1815295,104.154659,140.1529496
302,01/02/2019,103.1833793,104.5068844,140.423731
303,01/03/2019,103.5628033,102.1053474,142.3346446
304,01/04/2019,103.5355695,101.1287224,141.2485069
305,01/05/2019,104.4168155,99.39961575,137.203419
306,01/06/2019,103.9350334,102.3214858,138.6496851
307,01/07/2019,103.7093522,103.9945565,137.1775603
308,01/08/2019,105.6558012,100.5763689,136.6984726
309,01/09/2019,105.6122271,98.27089337,136.7189117
310,01/10/2019,105.0328142,98.3509446,134.8299145
311,01/11/2019,104.7771244,96.95004803,136.2727479
312,01/12/2019,104.2734524,98.40698047,139.3875904
313,01/01/2020,106.5576,97.13416587,137.3532989
314,01/02/2020,107.9292,93.56388088,137.8444749
315,01/03/2020,111.8173,84.62215818,139.4752914
316,01/04/2020,113.4395,78.97054115,131.0798762
317,01/05/2020,112.741,74.01536984,125.1179816
318,01/06/2020,110.1076,79.26673071,129.9743383
319,01/07/2020,109.5071,77.35350624,129.6519402
320,01/08/2020,108.1985,74.42363112,133.1363221
321,01/09/2020,107.7829,75.08805636,133.667491
322,01/10/2020,107.2473,72.46237592,138.2023714
323,01/11/2020,105.9375,74.94396414,140.2708252
324,01/12/2020,103.9602,78.77041306,138.788577
325,01/01/2021,103.2541,75.68043548,152.3770581
326,01/02/2021,103.9223,75.12808197,157.1393182
327,01/03/2021,105.3976,72.98270893,158.5870528
328,01/04/2021,105.236,73.831252,164.1810337
329,01/05/2021,104.2412,77.18539866,170.0010946
330,01/06/2021,105.1595,81.61223183,171.5381583
331,01/07/2021,106.6643,80.97182197,173.0534079
332,01/08/2021,106.9567,79.97918668,172.8516174
333,01/09/2021,107.1005,80.30739673,173.3455405
334,01/10/2021,108.0259,77.04931156,177.0491664
335,01/11/2021,109.1928,77.48158822,172.8823538
336,01/12/2021,110.3288,76.83317323,176.0911497
337,01/01/2022,109.697,78.12199808,185.8353496
338,01/02/2022,109.8047,83.22926673,190.8949118
339,01/03/2022,111.0657,88.17643292,196.1064662
340,01/04/2022,111.7026,93.37976305,204.5339129
341,01/05/2022,114.2813,90.69804675,208.1056585
342,01/06/2022,115.2503,89.32116555,207.9643399
343,01/07/2022,117.237,84.17387128,195.9405594
344,01/08/2022,116.6395,87.41594621,194.8868178
345,01/09/2022,119.4898,86.9996798,194.0338893
346,01/10/2022,121.0637,87.792187,189.0446695
347,01/11/2022,118.6006,86.48735191,194.3783382
348,01/12/2022,116.0552,85.87095741,188.1338896
349,01/01/2023,113.9621,85.39065002,191.0440445
350,01/02/2023,114.6457,86.623439,183.6622814
351,01/03/2023,114.8567,86.53538264,183.0848491
352,01/04/2023,113.6446,89.4092219,186.335771
353,01/05/2023,113.9606,90.714057,179.4391124
354,01/06/2023,113.7668,93.27569645,178.8401126
355,01/07/2023,112.429,93.94012168,174.3862814
356,01/08/2023,114.0143,93.49183477,172.222634
357,01/09/2023,115.7315,93.38776817,NA
358,01/10/2023,117.3549,91.37848223,NA
359,01/11/2023,115.4945,92.73935319,NA
360,01/12/2023,113.8402,95.18892091,NA
361,01/01/2024,114.2334,95.92539225,NA
362,01/02/2024,115.1114,94.74063401,NA
