Date,Country,Close
2025-01-22,Japan,7837.39990234375
2025-01-23,Japan,7892.60986328125
2025-01-24,Japan,7927.6201171875
2025-01-27,Japan,7906.580078125
2025-01-28,Japan,7897.3701171875
2025-01-29,Japan,7872.47998046875
2025-01-30,Japan,7941.64013671875
2025-01-31,Japan,7950.169921875
2025-02-03,Japan,7854.919921875
2025-02-04,Japan,7906.39990234375
2025-02-05,Japan,7891.68017578125
2025-02-06,Japan,8007.6201171875
2025-02-07,Japan,7973.02978515625
2025-02-10,Japan,8006.22021484375
2025-02-11,Japan,8028.89990234375
2025-02-12,Japan,8042.18994140625
2025-02-13,Japan,8164.10986328125
2025-02-14,Japan,8178.5400390625
2025-02-17,Japan,8189.1298828125
2025-02-18,Japan,8206.5595703125
2025-02-19,Japan,8110.5400390625
2025-02-20,Japan,8122.580078125
2025-02-21,Japan,8154.509765625
2025-02-24,Japan,8090.990234375
2025-02-25,Japan,8051.06982421875
2025-02-26,Japan,8143.919921875
2025-02-27,Japan,8102.52001953125
2025-02-28,Japan,8111.6298828125
2025-03-03,Japan,8199.7099609375
2025-03-04,Japan,8047.919921875
2025-03-05,Japan,8173.75
2025-03-06,Japan,8197.669921875
2025-03-07,Japan,8120.7998046875
2025-03-10,Japan,8047.60009765625
2025-03-11,Japan,7941.91015625
2025-03-12,Japan,7988.9599609375
2025-03-13,Japan,7938.2099609375
2025-03-14,Japan,8028.27978515625
2025-03-17,Japan,8073.97998046875
2025-03-18,Japan,8114.56982421875
2025-03-19,Japan,8171.47021484375
2025-03-20,Japan,8094.2001953125
2025-03-21,Japan,8042.9501953125
2025-03-24,Japan,8022.330078125
2025-03-25,Japan,8108.58984375
2025-03-26,Japan,8030.68017578125
2025-03-27,Japan,7990.10986328125
2025-03-28,Japan,7916.080078125
2025-03-31,Japan,7790.7099609375
2025-04-01,Japan,7876.35986328125
2025-04-02,Japan,7858.830078125
2025-04-03,Japan,7598.97998046875
2025-01-20,China,8520.5
2025-01-21,China,8548.2998046875
2025-01-22,China,8545.099609375
2025-01-23,China,8565.2001953125
2025-01-24,China,8502.400390625
2025-01-27,China,8503.7001953125
2025-01-28,China,8533.900390625
2025-01-29,China,8557.7998046875
2025-01-30,China,8646.900390625
2025-01-31,China,8674.0
2025-02-03,China,8583.599609375
2025-02-04,China,8570.7998046875
2025-02-05,China,8623.2998046875
2025-02-06,China,8727.2998046875
2025-02-07,China,8700.5
2025-02-10,China,8767.7998046875
2025-02-11,China,8777.400390625
2025-02-12,China,8807.400390625
2025-02-13,China,8764.7001953125
2025-02-14,China,8732.5
2025-02-17,China,8768.0
2025-02-18,China,8766.7001953125
2025-02-19,China,8712.5
2025-02-20,China,8663.0
2025-02-21,China,8659.400390625
2025-02-24,China,8659.0
2025-02-25,China,8668.7001953125
2025-02-26,China,8731.5
2025-02-27,China,8756.2001953125
2025-02-28,China,8809.7001953125
2025-03-03,China,8871.2998046875
2025-03-04,China,8759.0
2025-03-05,China,8755.7998046875
2025-03-06,China,8682.7998046875
2025-03-07,China,8679.900390625
2025-03-10,China,8600.2001953125
2025-03-11,China,8496.0
2025-03-12,China,8541.0
2025-03-13,China,8542.599609375
2025-03-14,China,8632.2998046875
2025-03-17,China,8680.2998046875
2025-03-18,China,8705.2001953125
2025-03-19,China,8706.7001953125
2025-03-20,China,8702.0
2025-03-21,China,8646.7998046875
2025-03-24,China,8638.0
2025-03-25,China,8663.7998046875
2025-03-26,China,8689.599609375
2025-03-27,China,8666.099609375
2025-03-28,China,8658.900390625
2025-03-31,China,8582.7998046875
2025-04-01,China,8634.7998046875
2025-04-02,China,8608.5
2025-04-03,China,8474.7001953125
2025-01-20,India,
2025-01-21,India,
2025-01-22,India,
2025-01-23,India,
2025-01-24,India,
2025-01-27,India,
2025-01-28,India,
2025-01-29,India,
2025-01-30,India,
2025-01-31,India,
2025-02-03,India,
2025-02-04,India,
2025-02-05,India,
2025-02-06,India,
2025-02-07,India,
2025-02-10,India,
2025-02-11,India,
2025-02-12,India,
2025-02-13,India,
2025-02-14,India,
2025-02-17,India,
2025-02-18,India,
2025-02-19,India,
2025-02-20,India,
2025-02-21,India,
2025-02-24,India,
2025-02-25,India,
2025-02-26,India,
2025-02-27,India,
2025-02-28,India,
2025-03-03,India,
2025-03-04,India,
2025-03-05,India,
2025-03-06,India,
2025-03-07,India,
2025-03-10,India,
2025-03-11,India,
2025-03-12,India,
2025-03-13,India,
2025-03-14,India,
2025-03-17,India,
2025-03-18,India,
2025-03-19,India,
2025-03-20,India,
2025-03-21,India,
2025-03-24,India,
2025-03-25,India,
2025-03-26,India,
2025-03-27,India,
2025-03-28,India,
2025-03-31,India,
2025-04-01,India,
2025-04-02,India,
2025-04-03,India,
2025-01-20,Brazil,20990.310546875
2025-01-21,Brazil,21042.0
2025-01-22,Brazil,21254.26953125
2025-01-23,Brazil,21411.529296875
2025-01-24,Brazil,21394.9296875
2025-01-27,Brazil,21282.1796875
2025-01-28,Brazil,21430.580078125
2025-01-29,Brazil,21637.529296875
2025-01-30,Brazil,21727.19921875
2025-01-31,Brazil,21732.05078125
2025-02-03,Brazil,21428.240234375
2025-02-04,Brazil,21505.69921875
2025-02-05,Brazil,21585.9296875
2025-02-06,Brazil,21902.419921875
2025-02-07,Brazil,21787.0
2025-02-10,Brazil,21911.740234375
2025-02-11,Brazil,22037.830078125
2025-02-12,Brazil,22148.029296875
2025-02-13,Brazil,22612.01953125
2025-02-14,Brazil,22513.419921875
2025-02-17,Brazil,22798.08984375
2025-02-18,Brazil,22844.5
2025-02-19,Brazil,22433.630859375
2025-02-20,Brazil,22314.650390625
2025-02-21,Brazil,22287.560546875
2025-02-24,Brazil,22425.9296875
2025-02-25,Brazil,22410.26953125
2025-02-26,Brazil,22794.109375
2025-02-27,Brazil,22550.890625
2025-02-28,Brazil,22551.4296875
2025-03-03,Brazil,23147.01953125
2025-03-04,Brazil,22326.810546875
2025-03-05,Brazil,23081.029296875
2025-03-06,Brazil,23419.48046875
2025-03-07,Brazil,23008.939453125
2025-03-10,Brazil,22620.94921875
2025-03-11,Brazil,22328.76953125
2025-03-12,Brazil,22676.41015625
2025-03-13,Brazil,22567.140625
2025-03-14,Brazil,22986.8203125
2025-03-17,Brazil,23154.5703125
2025-03-18,Brazil,23380.69921875
2025-03-19,Brazil,23288.060546875
2025-03-20,Brazil,22999.150390625
2025-03-21,Brazil,22891.6796875
2025-03-24,Brazil,22852.66015625
2025-03-25,Brazil,23109.7890625
2025-03-26,Brazil,22839.029296875
2025-03-27,Brazil,22678.740234375
2025-03-28,Brazil,22461.51953125
2025-03-31,Brazil,22163.490234375
2025-04-01,Brazil,22539.98046875
2025-04-02,Brazil,22390.83984375
2025-04-03,Brazil,21717.390625
2025-01-20,UK,
2025-01-21,UK,6049.240234375
2025-01-22,UK,6086.3701171875
2025-01-23,UK,6118.7099609375
2025-01-24,UK,6101.240234375
2025-01-27,UK,6012.27978515625
2025-01-28,UK,6067.7001953125
2025-01-29,UK,6039.31005859375
2025-01-30,UK,6071.169921875
2025-01-31,UK,6040.52978515625
2025-02-03,UK,5994.56982421875
2025-02-04,UK,6037.8798828125
2025-02-05,UK,6061.47998046875
2025-02-06,UK,6083.56982421875
2025-02-07,UK,6025.990234375
2025-02-10,UK,6066.43994140625
2025-02-11,UK,6068.5
2025-02-12,UK,6051.97021484375
2025-02-13,UK,6115.06982421875
2025-02-14,UK,6114.6298828125
2025-02-17,UK,
2025-02-18,UK,6129.580078125
2025-02-19,UK,6144.14990234375
2025-02-20,UK,6117.52001953125
2025-02-21,UK,6013.1298828125
2025-02-24,UK,5983.25
2025-02-25,UK,5955.25
2025-02-26,UK,5956.06005859375
2025-02-27,UK,5861.56982421875
2025-02-28,UK,5954.5
2025-03-03,UK,5849.72021484375
2025-03-04,UK,5778.14990234375
2025-03-05,UK,5842.6298828125
2025-03-06,UK,5738.52001953125
2025-03-07,UK,5770.2001953125
2025-03-10,UK,5614.56005859375
2025-03-11,UK,5572.06982421875
2025-03-12,UK,5599.2998046875
2025-03-13,UK,5521.52001953125
2025-03-14,UK,5638.93994140625
2025-03-17,UK,5675.1201171875
2025-03-18,UK,5614.66015625
2025-03-19,UK,5675.2900390625
2025-03-20,UK,5662.89013671875
2025-03-21,UK,5667.56005859375
2025-03-24,UK,5767.56982421875
2025-03-25,UK,5776.64990234375
2025-03-26,UK,5712.2001953125
2025-03-27,UK,5693.31005859375
2025-03-28,UK,5580.93994140625
2025-03-31,UK,5611.85009765625
2025-04-01,UK,5633.06982421875
2025-04-02,UK,5670.97021484375
2025-04-03,UK,5396.52001953125
2025-01-20,France,25130.80078125
2025-01-21,France,25281.599609375
2025-01-22,France,25311.5
2025-01-23,France,25434.099609375
2025-01-24,France,25468.5
2025-01-27,France,25289.19921875
2025-01-28,France,25419.5
2025-01-29,France,25473.30078125
2025-01-30,France,25808.30078125
2025-01-31,France,25533.099609375
2025-02-03,France,25241.80078125
2025-02-04,France,25279.400390625
2025-02-05,France,25569.80078125
2025-02-06,France,25534.5
2025-02-07,France,25442.900390625
2025-02-10,France,25658.900390625
2025-02-11,France,25631.80078125
2025-02-12,France,25563.099609375
2025-02-13,France,25698.5
2025-02-14,France,25483.19921875
2025-02-17,France,
2025-02-18,France,25648.80078125
2025-02-19,France,25626.19921875
2025-02-20,France,25514.099609375
2025-02-21,France,25147.0
2025-02-24,France,25151.30078125
2025-02-25,France,25204.0
2025-02-26,France,25328.400390625
2025-02-27,France,25128.19921875
2025-02-28,France,25393.5
2025-03-03,France,25001.599609375
2025-03-04,France,24572.0
2025-03-05,France,24870.80078125
2025-03-06,France,24584.0
2025-03-07,France,24758.80078125
2025-03-10,France,24380.69921875
2025-03-11,France,24248.19921875
2025-03-12,France,24423.30078125
2025-03-13,France,24203.19921875
2025-03-14,France,24553.400390625
2025-03-17,France,24785.099609375
2025-03-18,France,24706.099609375
2025-03-19,France,25069.19921875
2025-03-20,France,25060.19921875
2025-03-21,France,24968.5
2025-03-24,France,25304.099609375
2025-03-25,France,25339.5
2025-03-26,France,25161.099609375
2025-03-27,France,25161.099609375
2025-03-28,France,24759.19921875
2025-03-31,France,24917.5
2025-04-01,France,25033.30078125
2025-04-02,France,25307.19921875
2025-04-03,France,24335.80078125
2025-01-20,Italy,11943.599609375
2025-01-21,Italy,11927.400390625
2025-01-22,Italy,11882.7001953125
2025-01-23,Italy,11991.5
2025-01-24,Italy,11982.599609375
2025-01-27,Italy,11997.099609375
2025-01-28,Italy,12154.2001953125
2025-01-29,Italy,12286.5
2025-01-30,Italy,12419.599609375
2025-01-31,Italy,12368.900390625
2025-02-03,Italy,12205.7998046875
2025-02-04,Italy,12372.7998046875
2025-02-05,Italy,12536.7001953125
2025-02-06,Italy,12731.0
2025-02-07,Italy,12688.900390625
2025-02-10,Italy,12708.7998046875
2025-02-11,Italy,12774.7998046875
2025-02-12,Italy,12911.5
2025-02-13,Italy,12936.2998046875
2025-02-14,Italy,12956.0
2025-02-17,Italy,13016.900390625
2025-02-18,Italy,13143.900390625
2025-02-19,Italy,12929.400390625
2025-02-20,Italy,12967.099609375
2025-02-21,Italy,12952.0
2025-02-24,Italy,13012.900390625
2025-02-25,Italy,13116.7998046875
2025-02-26,Italy,13332.0
2025-02-27,Italy,13270.599609375
2025-02-28,Italy,13347.2998046875
2025-03-03,Italy,13373.099609375
2025-03-04,Italy,13031.7001953125
2025-03-05,Italy,13214.0
2025-03-06,Italy,13234.2001953125
2025-03-07,Italy,13257.099609375
2025-03-10,Italy,13082.7001953125
2025-03-11,Italy,12877.2998046875
2025-03-12,Italy,12804.0
2025-03-13,Italy,12821.2998046875
2025-03-14,Italy,13005.2001953125
2025-03-17,Italy,13147.2001953125
2025-03-18,Italy,13354.7001953125
2025-03-19,Italy,13408.099609375
2025-03-20,Italy,13306.2998046875
2025-03-21,Italy,13350.2001953125
2025-03-24,Italy,13323.2998046875
2025-03-25,Italy,13484.2998046875
2025-03-26,Italy,13432.2001953125
2025-03-27,Italy,13422.599609375
2025-03-28,Italy,13309.2998046875
2025-03-31,Italy,13135.400390625
2025-04-01,Italy,13297.0
2025-04-02,Italy,13350.2001953125
2025-04-03,Italy,13191.2001953125
2025-01-20,Spain,38902.5
2025-01-21,Spain,39027.98046875
2025-01-22,Spain,39646.25
2025-01-23,Spain,39958.87109375
2025-01-24,Spain,39931.98046875
2025-01-27,Spain,39565.80078125
2025-01-28,Spain,39016.87109375
2025-01-29,Spain,39414.78125
2025-01-30,Spain,39513.96875
2025-01-31,Spain,39572.48828125
2025-02-03,Spain,38520.08984375
2025-02-04,Spain,38798.37109375
2025-02-05,Spain,38831.48046875
2025-02-06,Spain,39066.53125
2025-02-07,Spain,38787.01953125
2025-02-10,Spain,38801.171875
2025-02-11,Spain,
2025-02-12,Spain,38963.69921875
2025-02-13,Spain,39461.46875
2025-02-14,Spain,39149.4296875
2025-02-17,Spain,39174.25
2025-02-18,Spain,39270.3984375
2025-02-19,Spain,39164.609375
2025-02-20,Spain,38678.0390625
2025-02-21,Spain,38776.94140625
2025-02-24,Spain,
2025-02-25,Spain,38237.7890625
2025-02-26,Spain,38142.37109375
2025-02-27,Spain,38256.171875
2025-02-28,Spain,37155.5
2025-03-03,Spain,37785.46875
2025-03-04,Spain,37331.1796875
2025-03-05,Spain,37418.23828125
2025-03-06,Spain,37704.9296875
2025-03-07,Spain,36887.171875
2025-03-10,Spain,37028.26953125
2025-03-11,Spain,36793.109375
2025-03-12,Spain,36819.08984375
2025-03-13,Spain,36790.03125
2025-03-14,Spain,37053.1015625
2025-03-17,Spain,37396.51953125
2025-03-18,Spain,37845.421875
2025-03-19,Spain,37751.87890625
2025-03-20,Spain,
2025-03-21,Spain,37677.05859375
2025-03-24,Spain,37608.48828125
2025-03-25,Spain,37780.5390625
2025-03-26,Spain,38027.2890625
2025-03-27,Spain,37799.96875
2025-03-28,Spain,37120.328125
2025-03-31,Spain,35617.55859375
2025-04-01,Spain,35624.48046875
2025-04-02,Spain,35725.87109375
2025-04-03,Spain,34735.9296875
2025-01-20,Canada,23344.75
2025-01-21,Canada,23024.650390625
2025-01-22,Canada,23155.349609375
2025-01-23,Canada,23205.349609375
2025-01-24,Canada,23092.19921875
2025-01-27,Canada,22829.150390625
2025-01-28,Canada,22957.25
2025-01-29,Canada,23163.099609375
2025-01-30,Canada,23249.5
2025-01-31,Canada,23508.400390625
2025-02-03,Canada,23361.05078125
2025-02-04,Canada,23739.25
2025-02-05,Canada,23696.30078125
2025-02-06,Canada,23603.349609375
2025-02-07,Canada,23559.94921875
2025-02-10,Canada,23381.599609375
2025-02-11,Canada,23071.80078125
2025-02-12,Canada,23045.25
2025-02-13,Canada,23031.400390625
2025-02-14,Canada,22929.25
2025-02-17,Canada,22959.5
2025-02-18,Canada,22945.30078125
2025-02-19,Canada,22932.900390625
2025-02-20,Canada,22913.150390625
2025-02-21,Canada,22795.900390625
2025-02-24,Canada,22553.349609375
2025-02-25,Canada,22547.55078125
2025-02-26,Canada,
2025-02-27,Canada,22545.05078125
2025-02-28,Canada,22124.69921875
2025-03-03,Canada,22119.30078125
2025-03-04,Canada,22082.650390625
2025-03-05,Canada,22337.30078125
2025-03-06,Canada,22544.69921875
2025-03-07,Canada,22552.5
2025-03-10,Canada,22460.30078125
2025-03-11,Canada,22497.900390625
2025-03-12,Canada,22470.5
2025-03-13,Canada,22397.19921875
2025-03-14,Canada,
2025-03-17,Canada,22508.75
2025-03-18,Canada,22834.30078125
2025-03-19,Canada,22907.599609375
2025-03-20,Canada,23190.650390625
2025-03-21,Canada,23350.400390625
2025-03-24,Canada,23658.349609375
2025-03-25,Canada,23668.650390625
2025-03-26,Canada,23486.849609375
2025-03-27,Canada,23591.94921875
2025-03-28,Canada,23519.349609375
2025-03-31,Canada,
2025-04-01,Canada,23165.69921875
2025-04-02,Canada,23332.349609375
2025-04-03,Canada,23250.099609375
2025-01-20,Australia,
2025-01-21,Australia,
2025-01-22,Australia,
2025-01-23,Australia,
2025-01-24,Australia,
2025-01-27,Australia,
2025-01-28,Australia,
2025-01-29,Australia,
2025-01-30,Australia,
2025-01-31,Australia,
2025-02-03,Australia,
2025-02-04,Australia,
2025-02-05,Australia,
2025-02-06,Australia,
2025-02-07,Australia,
2025-02-10,Australia,
2025-02-11,Australia,
2025-02-12,Australia,
2025-02-13,Australia,
2025-02-14,Australia,
2025-02-17,Australia,
2025-02-18,Australia,
2025-02-19,Australia,
2025-02-20,Australia,
2025-02-21,Australia,
2025-02-24,Australia,
2025-02-25,Australia,
2025-02-26,Australia,
2025-02-27,Australia,
2025-02-28,Australia,
2025-03-03,Australia,
2025-03-04,Australia,
2025-03-05,Australia,
2025-03-06,Australia,
2025-03-07,Australia,
2025-03-10,Australia,
2025-03-11,Australia,
2025-03-12,Australia,
2025-03-13,Australia,
2025-03-14,Australia,
2025-03-17,Australia,
2025-03-18,Australia,
2025-03-19,Australia,
2025-03-20,Australia,
2025-03-21,Australia,
2025-03-24,Australia,
2025-03-25,Australia,
2025-03-26,Australia,
2025-03-27,Australia,
2025-03-28,Australia,
2025-03-31,Australia,
2025-04-01,Australia,
2025-04-02,Australia,
2025-04-03,Australia,
