year,country,value,p10,p90
2005,Germany,0.187644203275559,,
2006,Germany,0.194624059220668,,
2007,Germany,0.197151702055684,,
2008,Germany,0.199630399184329,,
2009,Germany,0.188381977329318,,
2010,Germany,0.191861612229759,,
2011,Germany,0.20008118212828202,,
2012,Germany,0.19966312766139901,,
2013,Germany,0.19577146883983101,,
2014,Germany,0.19782574460457,,
2015,Germany,0.19747751074657502,,
2016,Germany,0.20043846883303398,,
2017,Germany,0.201339289732412,,
2018,Germany,0.208175234345652,,
2019,Germany,0.211522978107472,,
2020,Germany,0.213426763110307,,
2021,Germany,0.21181504152251002,,
2022,Germany,0.216010467765749,,
2023,Germany,0.21191687740412501,,
2024,Germany,0.204603173503166,,
2025,Germany,0.20262701096973898,,
1970,Italy,0.259650757745093,,
1971,Italy,0.254869761138137,,
1972,Italy,0.24919979074927198,,
1973,Italy,0.26484689314364,,
1974,Italy,0.27839574678142,,
1975,Italy,0.267107625477785,,
1976,Italy,0.255347730397992,,
1977,Italy,0.254176519954542,,
1978,Italy,0.24767232177722,,
1979,Italy,0.248393348645927,,
1980,Italy,0.263250006026616,,
1981,Italy,0.264452889208096,,
1982,Italy,0.249166773665131,,
1983,Italy,0.23530970071244098,,
1984,Italy,0.23362805877259302,,
1985,Italy,0.22932717374649803,,
1986,Italy,0.221353143323967,,
1987,Italy,0.221377840149983,,
1988,Italy,0.22542871367194198,,
1989,Italy,0.225904930843408,,
1990,Italy,0.228647148088222,,
1991,Italy,0.224516000909082,,
1992,Italy,0.218779051677426,,
1993,Italy,0.195935081592299,,
1994,Italy,0.19292672101605302,,
1995,Italy,0.19870110766971202,,
1996,Italy,0.196680414917594,,
1997,Italy,0.196429778111712,,
1998,Italy,0.199639380023847,,
1999,Italy,0.203715223230068,,
2000,Italy,0.212257586739508,,
2001,Italy,0.21191892455512998,,
2002,Italy,0.2181208675062,,
2003,Italy,0.212842346571997,,
2004,Italy,0.21359802085447602,,
2005,Italy,0.216734394073244,,
2006,Italy,0.219242418666958,,
2007,Italy,0.219944755997434,,
2008,Italy,0.21562045770846003,,
2009,Italy,0.203159597572588,,
2010,Italy,0.20238664522959302,,
2011,Italy,0.199088467204091,,
2012,Italy,0.18482391893923603,,
2013,Italy,0.173118980803026,,
2014,Italy,0.168397294480548,,
2015,Italy,0.17080917997036799,,
2016,Italy,0.172934651927051,,
2017,Italy,0.175794629155864,,
2018,Italy,0.179722011780771,,
2019,Italy,0.18129179030399498,,
2020,Italy,0.182018164062184,,
2021,Italy,0.207705217357607,,
2022,Italy,0.217757352760856,,
2023,Italy,0.22658714403148297,,
2024,Italy,0.221523278072561,,
1970,Japan,0.38893717805624706,,
1971,Japan,0.375119528975053,,
1972,Japan,0.373719521583575,,
1973,Japan,0.39860367923720097,,
1974,Japan,0.381004327173637,,
1975,Japan,0.35546931628729295,,
1976,Japan,0.34158274117858395,,
1977,Japan,0.330350032486989,,
1978,Japan,0.33303003001168396,,
1979,Japan,0.346933585975272,,
1980,Japan,0.34579200932223597,,
1981,Japan,0.33512152792318295,,
1982,Japan,0.323768853100865,,
1983,Japan,0.31271242340002703,,
1984,Japan,0.308595035531102,,
1985,Japan,0.30590199100868903,,
1986,Japan,0.306351586350164,,
1987,Japan,0.31812480409780497,,
1988,Japan,0.33427974203559996,,
1989,Japan,0.341982325631052,,
1990,Japan,0.349561918173421,,
1991,Japan,0.346463882443268,,
1992,Japan,0.33325531595846697,,
1993,Japan,0.316846376733457,,
1994,Japan,0.306213094478722,,
1995,Japan,0.306058604694855,,
1996,Japan,0.31575666015201603,,
1997,Japan,0.30583719409639,,
1998,Japan,0.292825836621016,,
1999,Japan,0.289020639123722,,
2000,Japan,0.284871419080841,,
2001,Japan,0.277309731011096,,
2002,Japan,0.262604182019213,,
2003,Japan,0.257133538154767,,
2004,Japan,0.253239274810451,,
2005,Japan,0.259010440257525,,
2006,Japan,0.260446863446433,,
2007,Japan,0.254051268567059,,
2008,Japan,0.252928155191183,,
2009,Japan,0.23624293447427,,
2010,Japan,0.226196594231882,,
2011,Japan,0.233511623002885,,
2012,Japan,0.237736492973571,,
2013,Japan,0.24556526963011302,,
2014,Japan,0.250845490939861,,
2015,Japan,0.249714561746572,,
2016,Japan,0.247606842913738,,
2017,Japan,0.250073498435107,,
2018,Japan,0.252677675892842,,
2019,Japan,0.255475785734924,,
2020,Japan,0.25471698113207497,,
2021,Japan,0.255546376460195,,
2022,Japan,0.262617706144091,,
2023,Japan,0.260120879352945,,
2024,Japan,0.26084090266016596,,
1970,OECD,,0.2060193003139146,0.29386491952971183
1971,OECD,,0.2064763304698042,0.30854346911978914
1972,OECD,,0.21094124523119082,0.3262964318607841
1973,OECD,,0.22016297846606311,0.3521340586052954
1974,OECD,,0.21691743574280767,0.3216188470122656
1975,OECD,,0.206487728677717,0.33473648901745895
1976,OECD,,0.213036996073801,0.299550434809964
1977,OECD,,0.205660663010561,0.307752284475682
1978,OECD,,0.214431052167228,0.317786515886456
1979,OECD,,0.21385775028991102,0.304868304177027
1980,OECD,,0.209630548650584,0.306032916327953
1981,OECD,,0.206726426502931,0.29381299436478797
1982,OECD,,0.200496716061069,0.29329432042521697
1983,OECD,,0.189939810826456,0.299563456960596
1984,OECD,,0.190741414255665,0.292647139487686
1985,OECD,,0.188219005345119,0.291591435249288
1986,OECD,,0.192672814328115,0.2906569999767775
1987,OECD,,0.1901463900612438,0.29805436178902733
1988,OECD,,0.19784793553098592,0.30222192649189483
1989,OECD,,0.205713397290301,0.3186307842287152
1990,OECD,,0.19569661606394198,0.3038663731035392
1991,OECD,,0.1775470675720606,0.27159626572251283
1992,OECD,,0.18433668772671222,0.28794432435624445
1993,OECD,,0.18063777257153302,0.27917008898831
1994,OECD,,0.18304314672304098,0.28473161615520903
1995,OECD,,0.17895046412612778,0.28566506736916336
1996,OECD,,0.1874032332242982,0.3097306407155298
1997,OECD,,0.19058628333687738,0.2977405927388908
1998,OECD,,0.19716186328360863,0.2962137110037488
1999,OECD,,0.1911530839806602,0.2824712406252956
2000,OECD,,0.18785483688379842,0.2775683763892386
2001,OECD,,0.18727966661732862,0.2756259134839532
2002,OECD,,0.183762998391971,0.2763020178763792
2003,OECD,,0.18396456005825582,0.2680240282926442
2004,OECD,,0.18738705344527978,0.289237891587552
2005,OECD,,0.189748311366008,0.3008078273445514
2006,OECD,,0.19034197672901404,0.32115877753093214
2007,OECD,,0.2040653520736198,0.2995312886048302
2008,OECD,,0.214314165077404,0.3098665420131862
2009,OECD,,0.1882697278317476,0.270413411702447
2010,OECD,,0.1737098304053114,0.2617475693078016
2011,OECD,,0.18012267910815719,0.2758605406329984
2012,OECD,,0.17792124652814,0.28013353466917956
2013,OECD,,0.17483779250606823,0.2803779305263646
2014,OECD,,0.17305115581971742,0.27484647215109176
2015,OECD,,0.1790429568030044,0.27339980161952093
2016,OECD,,0.173822898469148,0.2885954948672222
2017,OECD,,0.17537295324355479,0.29010641038009394
2018,OECD,,0.1791483654874038,0.28524565325686835
2019,OECD,,0.1809686019272366,0.2765642407091404
2020,OECD,,0.17688483675508948,0.294957574310621
2021,OECD,,0.18031560005546501,0.289850654238825
2022,OECD,,0.17375384611448852,0.2838632030820575
2023,OECD,,0.17069461240280182,0.2866794675927602
2024,OECD,,0.1672838223906975,0.2670794512150013
2025,OECD,,0.19110156344102008,0.2281623600350505
1970,United Kingdom,0.23977570486697,,
1971,United Kingdom,0.240502206785126,,
1972,United Kingdom,0.236098682709904,,
1973,United Kingdom,0.252224353964856,,
1974,United Kingdom,0.267683343334971,,
1975,United Kingdom,0.260334524155496,,
1976,United Kingdom,0.256878013380217,,
1977,United Kingdom,0.243799006609451,,
1978,United Kingdom,0.23979455333665498,,
1979,United Kingdom,0.241172719892859,,
1980,United Kingdom,0.23266838313686,,
1981,United Kingdom,0.21084331095056702,,
1982,United Kingdom,0.210870387560264,,
1983,United Kingdom,0.209187865409009,,
1984,United Kingdom,0.221586156938776,,
1985,United Kingdom,0.221728232671411,,
1986,United Kingdom,0.21993202538207499,,
1987,United Kingdom,0.22852457508462698,,
1988,United Kingdom,0.248285414198301,,
1989,United Kingdom,0.259784674486501,,
1990,United Kingdom,0.24016688214082302,,
1991,United Kingdom,0.21130119354441,,
1992,United Kingdom,0.197297623028422,,
1993,United Kingdom,0.188472337998221,,
1994,United Kingdom,0.19281788342474201,,
1995,United Kingdom,0.18324149248878002,,
1996,United Kingdom,0.188632117240526,,
1997,United Kingdom,0.175464952391087,,
1998,United Kingdom,0.179523615781349,,
1999,United Kingdom,0.17908681060104498,,
2000,United Kingdom,0.182268711999631,,
2001,United Kingdom,0.181067705481417,,
2002,United Kingdom,0.181258715971091,,
2003,United Kingdom,0.178654766487499,,
2004,United Kingdom,0.177987601938902,,
2005,United Kingdom,0.18130068148988498,,
2006,United Kingdom,0.183547575232734,,
2007,United Kingdom,0.188197810313528,,
2008,United Kingdom,0.18412612024463598,,
2009,United Kingdom,0.16988851517085,,
2010,United Kingdom,0.165928041098154,,
2011,United Kingdom,0.16181131713918698,,
2012,United Kingdom,0.162721553248286,,
2013,United Kingdom,0.16594580877684098,,
2014,United Kingdom,0.171780619988843,,
2015,United Kingdom,0.17949954772159601,,
2016,United Kingdom,0.18568952315869003,,
2017,United Kingdom,0.189676629369709,,
2018,United Kingdom,0.186901207841924,,
2019,United Kingdom,0.188313068890229,,
2020,United Kingdom,0.182216480289167,,
2021,United Kingdom,0.18536612458517202,,
2022,United Kingdom,0.190026614241506,,
2023,United Kingdom,0.18897529362349,,
2024,United Kingdom,0.18670312426487498,,
2025,United Kingdom,0.186162085928712,,
1970,United States,0.20260586724502802,,
1971,United States,0.20851349073026199,,
1972,United States,0.218686430408644,,
1973,United States,0.222178569023191,,
1974,United States,0.217895826093372,,
1975,United States,0.206487728677717,,
1976,United States,0.211247712729501,,
1977,United States,0.224539418760261,,
1978,United States,0.237350415610825,,
1979,United States,0.24426633395919,,
1980,United States,0.23531878093603498,,
1981,United States,0.233473784713074,,
1982,United States,0.225161037374069,,
1983,United States,0.22411240608931401,,
1984,United States,0.234759002410583,,
1985,United States,0.236853416437369,,
1986,United States,0.23597141341736902,,
1987,United States,0.230610590880116,,
1988,United States,0.22474857909135898,,
1989,United States,0.22022926201525098,,
1990,United States,0.212852817238692,,
1991,United States,0.201170193089492,,
1992,United States,0.198271651099707,,
1993,United States,0.20090153048184,,
1994,United States,0.204037991908043,,
1995,United States,0.208645990856506,,
1996,United States,0.213203021086514,,
1997,United States,0.21582836221803098,,
1998,United States,0.22255254629989799,,
1999,United States,0.227876835757891,,
2000,United States,0.231462794870174,,
2001,United States,0.225385088106337,,
2002,United States,0.215399006030501,,
2003,United States,0.216226056064488,,
2004,United States,0.221277370028278,,
2005,United States,0.22934640837162001,,
2006,United States,0.23038173633353,,
2007,United States,0.223230143949646,,
2008,United States,0.21235472613082,,
2009,United States,0.18810135358539198,,
2010,United States,0.183139365475553,,
2011,United States,0.18736982148154901,,
2012,United States,0.195126052281381,,
2013,United States,0.19754425813220902,,
2014,United States,0.204196434625853,,
2015,United States,0.206492816432713,,
2016,United States,0.20680202030182201,,
2017,United States,0.209891678107732,,
2018,United States,0.21295996866073602,,
2019,United States,0.21331113461468998,,
2020,United States,0.21580277704887202,,
2021,United States,0.212931408187217,,
2022,United States,0.213312121991138,,
2023,United States,0.21377025208657302,,
2024,United States,0.213498335194267,,
