Date,Series,Value,Series_Code,Date Label
2003-10-01,Temporarily sick,93,BEDI,2003 Q4
2004-01-01,Temporarily sick,96,BEDI,2004 Q1
2004-04-01,Temporarily sick,93,BEDI,2004 Q2
2004-07-01,Temporarily sick,104,BEDI,2004 Q3
2004-10-01,Temporarily sick,89,BEDI,2004 Q4
2005-01-01,Temporarily sick,84,BEDI,2005 Q1
2005-04-01,Temporarily sick,99,BEDI,2005 Q2
2005-07-01,Temporarily sick,104,BEDI,2005 Q3
2005-10-01,Temporarily sick,100,BEDI,2005 Q4
2006-01-01,Temporarily sick,94,BEDI,2006 Q1
2006-04-01,Temporarily sick,93,BEDI,2006 Q2
2006-07-01,Temporarily sick,92,BEDI,2006 Q3
2006-10-01,Temporarily sick,98,BEDI,2006 Q4
2007-01-01,Temporarily sick,108,BEDI,2007 Q1
2007-04-01,Temporarily sick,87,BEDI,2007 Q2
2007-07-01,Temporarily sick,100,BEDI,2007 Q3
2007-10-01,Temporarily sick,99,BEDI,2007 Q4
2008-01-01,Temporarily sick,87,BEDI,2008 Q1
2008-04-01,Temporarily sick,85,BEDI,2008 Q2
2008-07-01,Temporarily sick,92,BEDI,2008 Q3
2008-10-01,Temporarily sick,77,BEDI,2008 Q4
2009-01-01,Temporarily sick,81,BEDI,2009 Q1
2009-04-01,Temporarily sick,80,BEDI,2009 Q2
2009-07-01,Temporarily sick,83,BEDI,2009 Q3
2009-10-01,Temporarily sick,89,BEDI,2009 Q4
2010-01-01,Temporarily sick,89,BEDI,2010 Q1
2010-04-01,Temporarily sick,94,BEDI,2010 Q2
2010-07-01,Temporarily sick,79,BEDI,2010 Q3
2010-10-01,Temporarily sick,74,BEDI,2010 Q4
2011-01-01,Temporarily sick,77,BEDI,2011 Q1
2011-04-01,Temporarily sick,75,BEDI,2011 Q2
2011-07-01,Temporarily sick,79,BEDI,2011 Q3
2011-10-01,Temporarily sick,80,BEDI,2011 Q4
2012-01-01,Temporarily sick,81,BEDI,2012 Q1
2012-04-01,Temporarily sick,85,BEDI,2012 Q2
2012-07-01,Temporarily sick,93,BEDI,2012 Q3
2012-10-01,Temporarily sick,100,BEDI,2012 Q4
2013-01-01,Temporarily sick,90,BEDI,2013 Q1
2013-04-01,Temporarily sick,83,BEDI,2013 Q2
2013-07-01,Temporarily sick,101,BEDI,2013 Q3
2013-10-01,Temporarily sick,99,BEDI,2013 Q4
2014-01-01,Temporarily sick,97,BEDI,2014 Q1
2014-04-01,Temporarily sick,85,BEDI,2014 Q2
2014-07-01,Temporarily sick,77,BEDI,2014 Q3
2014-10-01,Temporarily sick,84,BEDI,2014 Q4
2015-01-01,Temporarily sick,89,BEDI,2015 Q1
2015-04-01,Temporarily sick,92,BEDI,2015 Q2
2015-07-01,Temporarily sick,93,BEDI,2015 Q3
2015-10-01,Temporarily sick,94,BEDI,2015 Q4
2016-01-01,Temporarily sick,92,BEDI,2016 Q1
2016-04-01,Temporarily sick,79,BEDI,2016 Q2
2016-07-01,Temporarily sick,80,BEDI,2016 Q3
2016-10-01,Temporarily sick,79,BEDI,2016 Q4
2017-01-01,Temporarily sick,77,BEDI,2017 Q1
2017-04-01,Temporarily sick,76,BEDI,2017 Q2
2017-07-01,Temporarily sick,99,BEDI,2017 Q3
2017-10-01,Temporarily sick,97,BEDI,2017 Q4
2018-01-01,Temporarily sick,81,BEDI,2018 Q1
2018-04-01,Temporarily sick,83,BEDI,2018 Q2
2018-07-01,Temporarily sick,81,BEDI,2018 Q3
2018-10-01,Temporarily sick,89,BEDI,2018 Q4
2019-01-01,Temporarily sick,89,BEDI,2019 Q1
2019-04-01,Temporarily sick,79,BEDI,2019 Q2
2019-07-01,Temporarily sick,75,BEDI,2019 Q3
2019-10-01,Temporarily sick,64,BEDI,2019 Q4
2020-01-01,Temporarily sick,84,BEDI,2020 Q1
2020-04-01,Temporarily sick,75,BEDI,2020 Q2
2020-07-01,Temporarily sick,76,BEDI,2020 Q3
2020-10-01,Temporarily sick,84,BEDI,2020 Q4
2021-01-01,Temporarily sick,88,BEDI,2021 Q1
2021-04-01,Temporarily sick,90,BEDI,2021 Q2
2021-07-01,Temporarily sick,102,BEDI,2021 Q3
2021-10-01,Temporarily sick,94,BEDI,2021 Q4
2022-01-01,Temporarily sick,104,BEDI,2022 Q1
2022-04-01,Temporarily sick,107,BEDI,2022 Q2
2022-07-01,Temporarily sick,83,BEDI,2022 Q3
2022-10-01,Temporarily sick,105,BEDI,2022 Q4
2023-01-01,Temporarily sick,101,BEDI,2023 Q1
2023-04-01,Temporarily sick,96,BEDI,2023 Q2
1993-04-01,Long-term sick,976,BEDL,1993 Q2
1993-07-01,Long-term sick,1021,BEDL,1993 Q3
1993-10-01,Long-term sick,1033,BEDL,1993 Q4
1994-01-01,Long-term sick,1040,BEDL,1994 Q1
1994-04-01,Long-term sick,1055,BEDL,1994 Q2
1994-07-01,Long-term sick,1061,BEDL,1994 Q3
1994-10-01,Long-term sick,1090,BEDL,1994 Q4
1995-01-01,Long-term sick,1104,BEDL,1995 Q1
1995-04-01,Long-term sick,1123,BEDL,1995 Q2
1995-07-01,Long-term sick,1134,BEDL,1995 Q3
1995-10-01,Long-term sick,1151,BEDL,1995 Q4
1996-01-01,Long-term sick,1155,BEDL,1996 Q1
1996-04-01,Long-term sick,1157,BEDL,1996 Q2
1996-07-01,Long-term sick,1187,BEDL,1996 Q3
1996-10-01,Long-term sick,1208,BEDL,1996 Q4
1997-01-01,Long-term sick,1215,BEDL,1997 Q1
1997-04-01,Long-term sick,1189,BEDL,1997 Q2
1997-07-01,Long-term sick,1210,BEDL,1997 Q3
1997-10-01,Long-term sick,1230,BEDL,1997 Q4
1998-01-01,Long-term sick,1244,BEDL,1998 Q1
1998-04-01,Long-term sick,1255,BEDL,1998 Q2
1998-07-01,Long-term sick,1261,BEDL,1998 Q3
1998-10-01,Long-term sick,1237,BEDL,1998 Q4
1999-01-01,Long-term sick,1219,BEDL,1999 Q1
1999-04-01,Long-term sick,1232,BEDL,1999 Q2
1999-07-01,Long-term sick,1217,BEDL,1999 Q3
1999-10-01,Long-term sick,1182,BEDL,1999 Q4
2000-01-01,Long-term sick,1203,BEDL,2000 Q1
2000-04-01,Long-term sick,1202,BEDL,2000 Q2
2000-07-01,Long-term sick,1203,BEDL,2000 Q3
2000-10-01,Long-term sick,1237,BEDL,2000 Q4
2001-01-01,Long-term sick,1243,BEDL,2001 Q1
2001-04-01,Long-term sick,1243,BEDL,2001 Q2
2001-07-01,Long-term sick,1232,BEDL,2001 Q3
2001-10-01,Long-term sick,1251,BEDL,2001 Q4
2002-01-01,Long-term sick,1257,BEDL,2002 Q1
2002-04-01,Long-term sick,1248,BEDL,2002 Q2
2002-07-01,Long-term sick,1219,BEDL,2002 Q3
2002-10-01,Long-term sick,1187,BEDL,2002 Q4
2003-01-01,Long-term sick,1205,BEDL,2003 Q1
2003-04-01,Long-term sick,1155,BEDL,2003 Q2
2003-07-01,Long-term sick,1156,BEDL,2003 Q3
2003-10-01,Long-term sick,1176,BEDL,2003 Q4
2004-01-01,Long-term sick,1167,BEDL,2004 Q1
2004-04-01,Long-term sick,1187,BEDL,2004 Q2
2004-07-01,Long-term sick,1196,BEDL,2004 Q3
2004-10-01,Long-term sick,1185,BEDL,2004 Q4
2005-01-01,Long-term sick,1190,BEDL,2005 Q1
2005-04-01,Long-term sick,1197,BEDL,2005 Q2
2005-07-01,Long-term sick,1164,BEDL,2005 Q3
2005-10-01,Long-term sick,1151,BEDL,2005 Q4
2006-01-01,Long-term sick,1156,BEDL,2006 Q1
2006-04-01,Long-term sick,1148,BEDL,2006 Q2
2006-07-01,Long-term sick,1124,BEDL,2006 Q3
2006-10-01,Long-term sick,1133,BEDL,2006 Q4
2007-01-01,Long-term sick,1140,BEDL,2007 Q1
2007-04-01,Long-term sick,1146,BEDL,2007 Q2
2007-07-01,Long-term sick,1121,BEDL,2007 Q3
2007-10-01,Long-term sick,1141,BEDL,2007 Q4
2008-01-01,Long-term sick,1140,BEDL,2008 Q1
2008-04-01,Long-term sick,1125,BEDL,2008 Q2
2008-07-01,Long-term sick,1151,BEDL,2008 Q3
2008-10-01,Long-term sick,1090,BEDL,2008 Q4
2009-01-01,Long-term sick,1108,BEDL,2009 Q1
2009-04-01,Long-term sick,1116,BEDL,2009 Q2
2009-07-01,Long-term sick,1133,BEDL,2009 Q3
2009-10-01,Long-term sick,1116,BEDL,2009 Q4
2010-01-01,Long-term sick,1132,BEDL,2010 Q1
2010-04-01,Long-term sick,1155,BEDL,2010 Q2
2010-07-01,Long-term sick,1154,BEDL,2010 Q3
2010-10-01,Long-term sick,1182,BEDL,2010 Q4
2011-01-01,Long-term sick,1161,BEDL,2011 Q1
2011-04-01,Long-term sick,1164,BEDL,2011 Q2
2011-07-01,Long-term sick,1146,BEDL,2011 Q3
2011-10-01,Long-term sick,1094,BEDL,2011 Q4
2012-01-01,Long-term sick,1086,BEDL,2012 Q1
2012-04-01,Long-term sick,1063,BEDL,2012 Q2
2012-07-01,Long-term sick,1021,BEDL,2012 Q3
2012-10-01,Long-term sick,1028,BEDL,2012 Q4
2013-01-01,Long-term sick,1052,BEDL,2013 Q1
2013-04-01,Long-term sick,1042,BEDL,2013 Q2
2013-07-01,Long-term sick,987,BEDL,2013 Q3
2013-10-01,Long-term sick,1032,BEDL,2013 Q4
2014-01-01,Long-term sick,990,BEDL,2014 Q1
2014-04-01,Long-term sick,986,BEDL,2014 Q2
2014-07-01,Long-term sick,996,BEDL,2014 Q3
2014-10-01,Long-term sick,1017,BEDL,2014 Q4
2015-01-01,Long-term sick,993,BEDL,2015 Q1
2015-04-01,Long-term sick,1017,BEDL,2015 Q2
2015-07-01,Long-term sick,1037,BEDL,2015 Q3
2015-10-01,Long-term sick,987,BEDL,2015 Q4
2016-01-01,Long-term sick,1017,BEDL,2016 Q1
2016-04-01,Long-term sick,984,BEDL,2016 Q2
2016-07-01,Long-term sick,961,BEDL,2016 Q3
2016-10-01,Long-term sick,949,BEDL,2016 Q4
2017-01-01,Long-term sick,948,BEDL,2017 Q1
2017-04-01,Long-term sick,956,BEDL,2017 Q2
2017-07-01,Long-term sick,1016,BEDL,2017 Q3
2017-10-01,Long-term sick,977,BEDL,2017 Q4
2018-01-01,Long-term sick,947,BEDL,2018 Q1
2018-04-01,Long-term sick,1013,BEDL,2018 Q2
2018-07-01,Long-term sick,975,BEDL,2018 Q3
2018-10-01,Long-term sick,950,BEDL,2018 Q4
2019-01-01,Long-term sick,952,BEDL,2019 Q1
2019-04-01,Long-term sick,951,BEDL,2019 Q2
2019-07-01,Long-term sick,957,BEDL,2019 Q3
2019-10-01,Long-term sick,964,BEDL,2019 Q4
2020-01-01,Long-term sick,964,BEDL,2020 Q1
2020-04-01,Long-term sick,951,BEDL,2020 Q2
2020-07-01,Long-term sick,1034,BEDL,2020 Q3
2020-10-01,Long-term sick,1060,BEDL,2020 Q4
2021-01-01,Long-term sick,1043,BEDL,2021 Q1
2021-04-01,Long-term sick,1018,BEDL,2021 Q2
2021-07-01,Long-term sick,1076,BEDL,2021 Q3
2021-10-01,Long-term sick,1079,BEDL,2021 Q4
2022-01-01,Long-term sick,1078,BEDL,2022 Q1
2022-04-01,Long-term sick,1135,BEDL,2022 Q2
2022-07-01,Long-term sick,1167,BEDL,2022 Q3
2022-10-01,Long-term sick,1122,BEDL,2022 Q4
2023-01-01,Long-term sick,1166,BEDL,2023 Q1
2023-04-01,Long-term sick,1145,BEDL,2023 Q2
1993-04-01,Retired,303,BEDR,1993 Q2
1993-07-01,Retired,295,BEDR,1993 Q3
1993-10-01,Retired,291,BEDR,1993 Q4
1994-01-01,Retired,290,BEDR,1994 Q1
1994-04-01,Retired,285,BEDR,1994 Q2
1994-07-01,Retired,290,BEDR,1994 Q3
1994-10-01,Retired,297,BEDR,1994 Q4
1995-01-01,Retired,318,BEDR,1995 Q1
1995-04-01,Retired,307,BEDR,1995 Q2
1995-07-01,Retired,301,BEDR,1995 Q3
1995-10-01,Retired,302,BEDR,1995 Q4
1996-01-01,Retired,305,BEDR,1996 Q1
1996-04-01,Retired,319,BEDR,1996 Q2
1996-07-01,Retired,317,BEDR,1996 Q3
1996-10-01,Retired,317,BEDR,1996 Q4
1997-01-01,Retired,325,BEDR,1997 Q1
1997-04-01,Retired,321,BEDR,1997 Q2
1997-07-01,Retired,329,BEDR,1997 Q3
1997-10-01,Retired,334,BEDR,1997 Q4
1998-01-01,Retired,337,BEDR,1998 Q1
1998-04-01,Retired,353,BEDR,1998 Q2
1998-07-01,Retired,347,BEDR,1998 Q3
1998-10-01,Retired,340,BEDR,1998 Q4
1999-01-01,Retired,345,BEDR,1999 Q1
1999-04-01,Retired,350,BEDR,1999 Q2
1999-07-01,Retired,369,BEDR,1999 Q3
1999-10-01,Retired,379,BEDR,1999 Q4
2000-01-01,Retired,373,BEDR,2000 Q1
2000-04-01,Retired,379,BEDR,2000 Q2
2000-07-01,Retired,385,BEDR,2000 Q3
2000-10-01,Retired,372,BEDR,2000 Q4
2001-01-01,Retired,372,BEDR,2001 Q1
2001-04-01,Retired,401,BEDR,2001 Q2
2001-07-01,Retired,398,BEDR,2001 Q3
2001-10-01,Retired,396,BEDR,2001 Q4
2002-01-01,Retired,396,BEDR,2002 Q1
2002-04-01,Retired,393,BEDR,2002 Q2
2002-07-01,Retired,394,BEDR,2002 Q3
2002-10-01,Retired,396,BEDR,2002 Q4
2003-01-01,Retired,398,BEDR,2003 Q1
2003-04-01,Retired,386,BEDR,2003 Q2
2003-07-01,Retired,399,BEDR,2003 Q3
2003-10-01,Retired,397,BEDR,2003 Q4
2004-01-01,Retired,399,BEDR,2004 Q1
2004-04-01,Retired,408,BEDR,2004 Q2
2004-07-01,Retired,401,BEDR,2004 Q3
2004-10-01,Retired,418,BEDR,2004 Q4
2005-01-01,Retired,402,BEDR,2005 Q1
2005-04-01,Retired,425,BEDR,2005 Q2
2005-07-01,Retired,419,BEDR,2005 Q3
2005-10-01,Retired,414,BEDR,2005 Q4
2006-01-01,Retired,431,BEDR,2006 Q1
2006-04-01,Retired,434,BEDR,2006 Q2
2006-07-01,Retired,432,BEDR,2006 Q3
2006-10-01,Retired,444,BEDR,2006 Q4
2007-01-01,Retired,439,BEDR,2007 Q1
2007-04-01,Retired,448,BEDR,2007 Q2
2007-07-01,Retired,453,BEDR,2007 Q3
2007-10-01,Retired,442,BEDR,2007 Q4
2008-01-01,Retired,434,BEDR,2008 Q1
2008-04-01,Retired,436,BEDR,2008 Q2
2008-07-01,Retired,443,BEDR,2008 Q3
2008-10-01,Retired,441,BEDR,2008 Q4
2009-01-01,Retired,421,BEDR,2009 Q1
2009-04-01,Retired,429,BEDR,2009 Q2
2009-07-01,Retired,435,BEDR,2009 Q3
2009-10-01,Retired,465,BEDR,2009 Q4
2010-01-01,Retired,466,BEDR,2010 Q1
2010-04-01,Retired,450,BEDR,2010 Q2
2010-07-01,Retired,468,BEDR,2010 Q3
2010-10-01,Retired,480,BEDR,2010 Q4
2011-01-01,Retired,469,BEDR,2011 Q1
2011-04-01,Retired,472,BEDR,2011 Q2
2011-07-01,Retired,506,BEDR,2011 Q3
2011-10-01,Retired,490,BEDR,2011 Q4
2012-01-01,Retired,468,BEDR,2012 Q1
2012-04-01,Retired,474,BEDR,2012 Q2
2012-07-01,Retired,471,BEDR,2012 Q3
2012-10-01,Retired,475,BEDR,2012 Q4
2013-01-01,Retired,471,BEDR,2013 Q1
2013-04-01,Retired,482,BEDR,2013 Q2
2013-07-01,Retired,468,BEDR,2013 Q3
2013-10-01,Retired,457,BEDR,2013 Q4
2014-01-01,Retired,466,BEDR,2014 Q1
2014-04-01,Retired,469,BEDR,2014 Q2
2014-07-01,Retired,459,BEDR,2014 Q3
2014-10-01,Retired,470,BEDR,2014 Q4
2015-01-01,Retired,477,BEDR,2015 Q1
2015-04-01,Retired,465,BEDR,2015 Q2
2015-07-01,Retired,451,BEDR,2015 Q3
2015-10-01,Retired,428,BEDR,2015 Q4
2016-01-01,Retired,425,BEDR,2016 Q1
2016-04-01,Retired,438,BEDR,2016 Q2
2016-07-01,Retired,444,BEDR,2016 Q3
2016-10-01,Retired,461,BEDR,2016 Q4
2017-01-01,Retired,472,BEDR,2017 Q1
2017-04-01,Retired,476,BEDR,2017 Q2
2017-07-01,Retired,476,BEDR,2017 Q3
2017-10-01,Retired,477,BEDR,2017 Q4
2018-01-01,Retired,479,BEDR,2018 Q1
2018-04-01,Retired,461,BEDR,2018 Q2
2018-07-01,Retired,460,BEDR,2018 Q3
2018-10-01,Retired,478,BEDR,2018 Q4
2019-01-01,Retired,498,BEDR,2019 Q1
2019-04-01,Retired,507,BEDR,2019 Q2
2019-07-01,Retired,505,BEDR,2019 Q3
2019-10-01,Retired,501,BEDR,2019 Q4
2020-01-01,Retired,515,BEDR,2020 Q1
2020-04-01,Retired,505,BEDR,2020 Q2
2020-07-01,Retired,499,BEDR,2020 Q3
2020-10-01,Retired,472,BEDR,2020 Q4
2021-01-01,Retired,508,BEDR,2021 Q1
2021-04-01,Retired,543,BEDR,2021 Q2
2021-07-01,Retired,544,BEDR,2021 Q3
2021-10-01,Retired,537,BEDR,2021 Q4
2022-01-01,Retired,556,BEDR,2022 Q1
2022-04-01,Retired,546,BEDR,2022 Q2
2022-07-01,Retired,504,BEDR,2022 Q3
2022-10-01,Retired,486,BEDR,2022 Q4
2023-01-01,Retired,479,BEDR,2023 Q1
2023-04-01,Retired,494,BEDR,2023 Q2
1993-04-01,Other,251,BEDU,1993 Q2
1993-07-01,Other,243,BEDU,1993 Q3
1993-10-01,Other,244,BEDU,1993 Q4
1994-01-01,Other,246,BEDU,1994 Q1
1994-04-01,Other,241,BEDU,1994 Q2
1994-07-01,Other,233,BEDU,1994 Q3
1994-10-01,Other,242,BEDU,1994 Q4
1995-01-01,Other,233,BEDU,1995 Q1
1995-04-01,Other,236,BEDU,1995 Q2
1995-07-01,Other,240,BEDU,1995 Q3
1995-10-01,Other,244,BEDU,1995 Q4
1996-01-01,Other,252,BEDU,1996 Q1
