"Constituency_Name","ID","Region","Country","ElectorateSize","Votes_CON","VoteShare_CON","Votes_GREEN","VoteShare_GREEN","Votes_LAB","VoteShare_LAB","Votes_LIBDEM","VoteShare_LIBDEM","Votes_REFORM","VoteShare_REFORM","Votes_IND","VoteShare_IND","Votes_OTH","VoteShare_OTH","Votes_UKIP","VoteShare_UKIP","Votes_SNP","VoteShare_SNP","Votes_PC","VoteShare_PC","Votes_APNI","VoteShare_APNI","Votes_DUP","VoteShare_DUP","Votes_SDLP","VoteShare_SDLP","Votes_SF","VoteShare_SF","Votes_UUP","VoteShare_UUP","Votes_TUV","VoteShare_TUV","GE_ElectionYear","TotalVotes","PartyNameWinner","PartyNameRunnerUp","WinMargin","Turnout","ShareMuslimReligion","Constituency","Region_or_Country","Cand_Conservative","Cand_Labour","Cand_LiberalDemocrats","Cand_ReformUK","Cand_Green","Cand_SNP","Cand_PlaidCymru","IncumbentLabour","IncumbentConservative","IncumbentLabourCand","IncumbentConservativeCand","VoteShare_Sans_C_L","gss_code","Leave.preds","Remain.preds","LeavePct","RemainPct"
"Newton Aycliffe and Spennymoor","E14001382","North East","England",71299,8195,0.2057,1701,0.0427,18394,0.4616,1491,0.0374,9555,0.2398,0,0,510,0.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39846,"LAB","REFORM",0.2218,0.558857767991136,0.00378751811766697,"NEWTON AYCLIFFE AND SPENNYMOOR","North East","Paul Howell","Alan Strickland","Anne-Marie Curry","John Grant","Jack Hughes",NA,NA,0,1,NA,1,0.0128,"E14001382",28184.2064725123,18399.0079242381,0.605029232900647,0.394970767099353
"Normanton and Hemsworth","E14001383","Yorkshire and the Humber","England",75388,4995,0.1374,2147,0.0591,17275,0.4753,1319,0.0363,10613,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36349,"LAB","REFORM",0.1833,0.482158964291399,0.00627014015607407,"NORMANTON AND HEMSWORTH","Yorkshire and The Humber","Alice Hopkin","Jon Trickett","Craig Dobson","Callum Daniel Bushrod","Ashton Howick",NA,NA,1,0,1,NA,-9.99999999999335e-05,"E14001383",37317.0280056352,16249.1260487968,0.696653113600707,0.303346886399293
"North Antrim","N05000012","Northern Ireland","Northern Ireland",71165,0,0,0,0,0,0,0,0,0,0,136,0.003,451,0.011,0,0,0,0,0,0,4488,0.109,11192,0.272,1661,0.04,7714,0.187,3901,0.095,11642,0.283,2024,41185,"TUV","DUP",0.011,0.578725497084241,NA,"NORTH ANTRIM","Northern Ireland",NA,NA,NA,NA,"",NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"North Ayrshire and Arran","S14000048","Scotland","Scotland",73588,5954,0.1409,1327,0.0314,16821,0.398,1005,0.0238,3415,0.0808,0,0,470,0.0111,0,0,13270,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42262,"LAB","SNP",0.084,0.574305593303256,NA,"NORTH AYRSHIRE AND ARRAN","Scotland","Todd Ferguson","Irene Campbell","Gillian Cole-Hamilton","Michael Mann",NA,"Patricia Gibson",NA,0,0,NA,NA,0.3251,"S14000048",20296.6388725415,28423.6452692366,0.416595248366726,0.583404751633274
"North Bedfordshire","E14001384","Eastern","England",76319,19981,0.3875,3027,0.0587,14567,0.2825,5553,0.1077,8433,0.1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,51561,"CON","LAB",0.105,0.675598474822783,0.0153924400472137,"NORTH BEDFORDSHIRE","East of England","Richard Fuller","Uday Nagaraju","Joanna Szaub-Newton","Pippa Clayton","Philippa Fleming",NA,NA,0,1,NA,1,8.32667268468867e-17,"E14001384",28976.2762313674,25555.1554690157,0.531368337999528,0.468631662000472
"North Cornwall","E14001385","South West","England",75034,14137,0.2716,1335,0.0256,2958,0.0568,24904,0.4784,8444,0.1622,0,0,277,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52055,"LIBDEM","CON",0.2068,0.69375216568489,0.00242006231660465,"NORTH CORNWALL","South West","Scott Mann","Robyn Harris","Ben Maguire","Rowland O'Connor","Lance Symonds",NA,NA,0,1,NA,1,0.00539999999999993,"E14001385",34937.5344006667,23463.2624547112,0.598237289247697,0.401762710752303
"North Cotswolds","E14001386","South West","England",70915,17426,0.3469,3191,0.0635,8593,0.1711,14069,0.2801,6502,0.1294,448,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50229,"CON","LIBDEM",0.0668,0.708298667418741,0.00341156466268831,"NORTH COTSWOLDS","South West","Geoffrey Clifton-Brown","Anna Mainwaring","Paul Hodgkinson","Jason Preece","Chloe Turner",NA,NA,0,1,NA,1,0.00899999999999998,"E14001386",24482.8963648997,27183.1905358098,0.473867827690343,0.526132172309656
"North Devon","E14001387","South West","England",76455,15076,0.2932,2348,0.0457,3216,0.0625,21820,0.4244,8137,0.1583,820,0.0159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,51417,"LIBDEM","CON",0.1312,0.672513243084167,0.0044014441604803,"NORTH DEVON","South West","Selaine Saxby","Nicky Edwards","Ian Roome","Nigel James","Cassius Lay",NA,NA,0,1,NA,1,0.0159,"E14001387",33100,24931,0.570384794334063,0.429615205665937
"North Dorset","E14001388","South West","England",72109,18208,0.3665,2082,0.0419,4370,0.088,16619,0.3345,7894,0.1589,317,0.0064,74,0.0015,119,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49683,"CON","LIBDEM",0.032,0.688998599342662,0.00284466008995566,"NORTH DORSET","South West","Simon Hoare","James Coldwell","Gary Jackson","Ash Leaning","Ken Huggins",NA,NA,0,1,NA,1,0.0102,"E14001388",31348.7336894115,24241.1162280046,0.563929093818079,0.436070906181921
"North Down","N05000013","Northern Ireland","Northern Ireland",70412,0,0,1247,0.029,0,0,0,0,0,0,20913,0.483,117,0.003,0,0,0,0,0,0,13608,0.314,0,0,657,0.015,0,0,6754,0.156,0,0,2024,43296,"IND","APNI",0.169,0.614895188320173,NA,"NORTH DOWN","Northern Ireland",NA,NA,NA,NA,"Barry McKee",NA,NA,0,0,NA,NA,0.971,NA,NA,NA,NA,NA
"North Durham","E14001389","North East","England",73079,6492,0.1562,2366,0.0569,16562,0.3985,4208,0.1012,10689,0.2572,0,0,1248,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41565,"LAB","REFORM",0.1413,0.568768045539758,0.00500115816294299,"NORTH DURHAM","North East","George Carter","Luke Akehurst","Craig Martin","Andrew Husband","Sunny Moon-Schott",NA,NA,1,0,0,NA,0.03,"E14001389",29437.7292193815,21167.4184316653,0.581714125653234,0.418285874346766
"North East Cambridgeshire","E14001390","Eastern","England",70806,16246,0.4147,2001,0.0511,8008,0.2044,2716,0.0693,9057,0.2312,958,0.0245,190,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39176,"CON","REFORM",0.1835,0.553286444651583,0.00662781731041416,"NORTH EAST CAMBRIDGESHIRE","East of England","Steve Barclay","Javeria Hussain","David Chalmers","Christopher Thornhill","Andrew Crawford",NA,NA,0,1,NA,1,0.0292999999999998,"E14001390",37571,15055,0.713924676015658,0.286075323984342
"North East Derbyshire","E14001391","East Midlands","England",72344,15838,0.3453,2271,0.0495,17591,0.3835,2159,0.0471,7899,0.1722,0,0,108,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45866,"LAB","CON",0.0382,0.633998673006746,0.00382942818199519,"NORTH EAST DERBYSHIRE","East Midlands","Lee Rowley","Louise Jones","Ross Shipman","Andy Egginton","Frank Adlington-Stringer",NA,NA,0,1,NA,1,0.00240000000000004,"E14001391",33668.2063649834,20629.2566907576,0.620069603075564,0.379930396924436
"North East Fife","S14000100","Scotland","Scotland",70452,1666,0.039,1653,0.0387,4026,0.0942,23384,0.5473,2094,0.049,0,0,0,0,0,0,9905,0.2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,42728,"LIBDEM","SNP",0.3155,0.606483847158349,NA,"NORTH EAST FIFE","Scotland","Bill Bowmanj","Jennifer Gallagher","Wendy Chamberlain","Matthew Wren",NA,"Stefan Hoggan-Radu",NA,0,0,NA,NA,0.2318,"S14000100",22650.5688709876,31374.2166749309,0.419262541111536,0.580737458888464
"North East Hampshire","E14001392","South East","England",73306,20544,0.3698,1425,0.0256,5057,0.091,21178,0.3812,6673,0.1201,0,0,683,0.0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,55560,"LIBDEM","CON",0.0114,0.757918860666248,0.00723927230953583,"NORTH EAST HAMPSHIRE","South East","Ranil Jayawardena","Bradley Phillips","Alex Brewer","Paul Morton","Mohamed Miah",NA,NA,0,1,NA,1,0.0123000000000001,"E14001392",26779.237293427,32086.1983703707,0.454922944023945,0.545077055976055
"North East Hertfordshire","E14001393","Eastern","England",76849,16435,0.3129,3802,0.0724,18358,0.3495,5463,0.104,8462,0.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,52520,"LAB","CON",0.0366,0.683418131660789,0.00829855334714804,"NORTH EAST HERTFORDSHIRE","East of England","Nikki Da Costa","Chris Hinchliff","Ruth Brown","Steven Adelantado","Vicky Burt",NA,NA,0,1,NA,0,0.000100000000000017,"E14001393",29835.7710202488,28959.408412306,0.507452673981105,0.492547326018895
"North East Somerset and Hanham","E14001394","South West","England",73113,15420,0.3016,3222,0.063,20739,0.4057,3878,0.0759,7424,0.1452,231,0.0045,211,0.0041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,51125,"LAB","CON",0.1041,0.699260049512399,0.00492956272371423,"NORTH EAST SOMERSET AND HANHAM","South West","Jacob Rees-Mogg","Dan Norris","Dine Romero","Paul MacDonnell","Edmund Cannon",NA,NA,1,1,0,1,0.00860000000000002,"E14001394",29144.9553650524,26520.7202446192,0.523571393787029,0.476428606212971
"North Herefordshire","E14001395","West Midlands","England",70894,15842,0.3146,21736,0.4316,3205,0.0636,1436,0.0285,8048,0.1598,0,0,95,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50362,"GREEN","CON",0.117,0.710384517730697,0.00294851690703889,"NORTH HEREFORDSHIRE","West Midlands","Bill Wiggin","Jon Browning","Cat Hornsey","Andrew Dye","Ellie Chowns",NA,NA,0,1,NA,1,0.00190000000000007,"E14001395",32996.2740146358,24304.9650667634,0.575838752243438,0.424161247756562
"North Norfolk","E14001396","Eastern","England",70719,16903,0.3593,1406,0.0299,2878,0.0612,19488,0.4143,6368,0.1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47043,"LIBDEM","CON",0.055,0.665210198108005,0.00170175579804298,"NORTH NORFOLK","East of England","Duncan Baker","Cathy Cordiner-Achenbach","Steffan Aquarone","Jason Patchett","Liz Dixon",NA,NA,0,1,NA,1,-9.9999999999989e-05,"E14001396",31318.4400441479,22356.2057654527,0.583486664359993,0.416513335640007
"North Northumberland","E14001397","North East","England",72541,12788,0.2618,1743,0.0357,17855,0.3656,5169,0.1058,7688,0.1574,3508,0.0718,92,0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48843,"LAB","CON",0.1038,0.673315780041632,0.00378787878787878,"NORTH NORTHUMBERLAND","North East","Anne-Marie Trevelyan","David Smith","Natalie Younes","Katherine Hales","Jan Rosen",NA,NA,0,1,NA,1,0.0736999999999999,"E14001397",28051.9163393597,25325.8709109375,0.525535391862905,0.474464608137095
"North Shropshire","E14001398","West Midlands","England",77052,10903,0.2198,1234,0.0249,3423,0.069,26214,0.5286,7687,0.155,133,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,49594,"LIBDEM","CON",0.3088,0.643643253906453,0.00441710986322805,"NORTH SHROPSHIRE","West Midlands","Simon Baynes","Natalie Rowley","Helen Morgan","Mark Whittle","Craig Emery",NA,NA,0,0,NA,NA,0.00270000000000009,"E14001398",32838.1602377787,21687.1377461634,0.602255493357407,0.397744506642593
"North Somerset","E14001399","South West","England",73963,18499,0.3441,3273,0.0609,19138,0.3559,7121,0.1324,5602,0.1042,0,0,133,0.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,53766,"LAB","CON",0.0118000000000001,0.72693103308411,0.00479789402173913,"NORTH SOMERSET","South West","Liam Fox","Sadik Al-Hassan","Ashley Cartman","Alexander Kokkinoftas","Oscar Livesey Lodwick",NA,NA,0,1,NA,1,0.0025,"E14001399",27916.1713225171,31731.8907723308,0.4680147240681,0.5319852759319
"North Warwickshire and Bedworth","E14001400","West Midlands","England",70245,12529,0.306,1755,0.0429,14727,0.3597,1228,0.03,10701,0.2614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40940,"LAB","CON",0.0537,0.582817282368852,0.00735160743056518,"NORTH WARWICKSHIRE AND BEDWORTH","West Midlands","Craig Tracey","Rachel Taylor","","Paul Hopkins","Alison Wilson",NA,NA,0,1,NA,1,0,"E14001400",36294.9696332048,17054.4003761363,0.680326114944746,0.319673885055254
"North West Cambridgeshire","E14001401","Eastern","England",73556,14746,0.3319,2960,0.0666,14785,0.3328,3192,0.0719,8741,0.1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44424,"LAB","CON",0.000900000000000012,0.603948012398717,0.0291481390707608,"NORTH WEST CAMBRIDGESHIRE","East of England","Shailesh Vara","Sam Carling","Bridget Smith","Karan Maheshwari","Elliot Tong",NA,NA,0,1,NA,1,2.77555756156289e-17,"E14001401",30493.0695282471,20724.7902994124,0.595360087884416,0.404639912115584
"North West Essex","E14001402","Eastern","England",76280,19360,0.356,2846,0.0523,16750,0.308,6055,0.1113,7668,0.141,1707,0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,54386,"CON","LAB",0.048,0.712978500262192,0.00908960436301009,"NORTH WEST ESSEX","East of England","Kemi Badenoch","Issy Waite","Smita Rajesh","Grant StClair-Armstrong","Edward Gildea",NA,NA,0,1,NA,1,0.0313999999999999,"E14001402",29090.132686245,27731.028585723,0.511959488948289,0.488040511051711
"North West Hampshire","E14001403","South East","England",76004,17770,0.3496,2745,0.054,14482,0.2849,7626,0.1501,7734,0.1522,0,0,466,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,50823,"CON","LAB",0.0647,0.66868849007947,0.00955399299620242,"NORTH WEST HAMPSHIRE","South East","Kit Malthouse","Andy Fitchet","Luigi Gregori","Andrew Meacham","Hina West",NA,NA,0,1,NA,1,0.00919999999999999,"E14001403",29977.0038404876,25449.6363137325,0.540841078533337,0.459158921466663
"North West Leicestershire","E14001404","East Midlands","England",75373,15859,0.3265,2831,0.0583,16871,0.3473,1629,0.0335,9678,0.1993,1704,0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,48572,"LAB","CON",0.0207999999999999,0.644421742533799,0.00414791547112064,"NORTH WEST LEICESTERSHIRE","East Midlands","Craig Smith","Amanda Hack","Alice Delamere","Noel Matthews","Carl Benfield",NA,NA,0,0,NA,NA,0.0351000000000001,"E14001404",33128.5595305508,21340.523897803,0.6082085000407,0.3917914999593
"North West Norfolk","E14001405","Eastern","England",75200,16097,0.3612,2137,0.048,11143,0.25,6492,0.1457,8697,0.1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,44566,"CON","LAB",0.1112,0.592632978723404,0.00596479317200911,"NORTH WEST NORFOLK","East of England","James Wild","Tim Leaver","Rob Colwell","Phil Walton","Michael de Whalley",NA,NA,0,1,NA,1,2.77555756156289e-17,"E14001405",37496.8787555005,20237.3524795978,0.649473942119542,0.350526057880458
"Northampton North","E14001406","East Midlands","England",75713,9195,0.2199,2558,0.0612,18209,0.4355,2251,0.0538,7010,0.1677,1059,0.0253,1531,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41813,"LAB","CON",0.2156,0.552256547752698,0.0725626057068034,"NORTHAMPTON NORTH","East Midlands","Dan Bennett","Lucy Rigby","Chris Leggett","Antony Antoniou","Eishar Bassan",NA,NA,0,1,NA,0,0.0619,"E14001406",31887.7795492257,22082.8274768273,0.590836036619575,0.409163963380425
"Northampton South","E14001407","East Midlands","England",71512,12819,0.292,2398,0.0546,16890,0.3847,3193,0.0727,8210,0.187,0,0,394,0.0089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43904,"LAB","CON",0.0927,0.613938919342208,0.0367317360387698,"NORTHAMPTON SOUTH","East Midlands","Andrew Lewer","Mike Reader","Jill Hope","Anthony Owens","Simon Sneddon",NA,NA,0,1,NA,1,0.00899999999999998,"E14001407",29566.2204507743,21722.1725231727,0.576470010783786,0.423529989216214
"Norwich North","E14001408","Eastern","England",71441,9944,0.2173,4372,0.0955,20794,0.4544,2073,0.0453,8229,0.1798,353,0.0077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45765,"LAB","CON",0.2371,0.640598535854761,0.0172257296730338,"NORWICH NORTH","East of England","Charlotte Salomon","Alice MacDonald","Chika Akinwale","Nick Taylor","Ben Price",NA,NA,0,1,NA,0,0.00769999999999996,"E14001408",29322.1212046952,22340.3589479301,0.56757091641883,0.43242908358117
"Norwich South","E14001409","Eastern","England",73301,5806,0.1288,8245,0.1828,21484,0.4764,3577,0.0793,5227,0.1159,301,0.0067,455,0.0101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45095,"LAB","GREEN",0.2936,0.615203066806728,0.0289962472091587,"NORWICH SOUTH","East of England","David Simister-Thomas","Clive Lewis","Sean Bennett","Graham Burton","Jamie Osborn",NA,NA,1,0,1,NA,0.0168,"E14001409",20358.416568582,29703.6297145774,0.40666369196,0.59333630804
"Nottingham East","E14001410","East Midlands","England",75327,3925,0.1078,4332,0.119,19494,0.5355,1741,0.0478,3578,0.0983,866,0.0238,2465,0.0677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,36401,"LAB","GREEN",0.4165,0.483239741394188,0.168642378401437,"NOTTINGHAM EAST","East Midlands","Johno Lee","Nadia Whittome","Anita Prabhakar","Debbie Stephens","Rosemary Palmer",NA,NA,1,0,1,NA,0.0916,"E14001410",16872.2681714782,25107.1923001262,0.401917222897394,0.598082777102606
"Nottingham North and Kimberley","E14001411","East Midlands","England",74515,6787,0.1939,3351,0.0957,16480,0.4708,1336,0.0382,7053,0.2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,35007,"LAB","REFORM",0.2693,0.469798027242837,0.075955651166639,"NOTTINGHAM NORTH AND KIMBERLEY","East Midlands","Caroline Henry","Alex Norris","David Schmitz","Golam Kadiri","Samuel Harvey",NA,NA,1,0,1,NA,-9.99999999999612e-05,"E14001411",27455.8363665448,19469.6658165123,0.585094140483338,0.414905859516662
"Nottingham South","E14001412","East Midlands","England",76076,5285,0.1607,2923,0.0889,15579,0.4738,2059,0.0626,4936,0.1501,601,0.0183,1496,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,32879,"LAB","CON",0.3131,0.432186234817814,0.101675691497146,"NOTTINGHAM SOUTH","East Midlands","Zarmeena Abdul Quraishi","Lilian Greenwood","Christina Morgan-Danvers","Mykel Hedge","Cath Sutherland",NA,NA,1,0,1,NA,0.0638999999999999,"E14001412",22429.5666340938,18948.682360243,0.542061763830645,0.457938236169355
"Nuneaton","E14001413","West Midlands","England",70335,11737,0.2848,2894,0.0702,15216,0.3692,1340,0.0325,9059,0.2198,0,0,967,0.0235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41213,"LAB","CON",0.0844,0.585952939503803,0.0353398799891447,"NUNEATON","West Midlands","Marcus Jones","Jodie Gosling","","Rob Howard","Keith Kondakor",NA,NA,0,1,NA,1,0.0235,"E14001413",32386.8747823869,18115.3034402149,0.641296591993184,0.358703408006817
"Old Bexley and Sidcup","E14001414","London","England",74317,17910,0.376,2601,0.0546,14362,0.3015,1927,0.0405,10384,0.218,198,0.0042,251,0.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,47633,"CON","LAB",0.0745,0.640943525707442,0.032028645756056,"OLD BEXLEY AND SIDCUP","London","Louie French","Edward Jones","Adrian Hyyrylainen-Trett","Maxine Fothergill","Bradley Davies",NA,NA,0,1,NA,0,0.00940000000000002,"E14001414",36323.9357122218,21379.2821758094,0.62949584168262,0.37050415831738
"Oldham East and Saddleworth","E14001415","North West","England",72997,6838,0.1707,1490,0.0372,14091,0.3517,3386,0.0845,7734,0.193,1879,0.0469,4647,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,40065,"LAB","REFORM",0.1587,0.548858172253654,0.208417350311668,"OLDHAM EAST AND SADDLEWORTH","North West","Tom Fish","Debbie Abrahams","Sam Al-Hamdani","Jacob Barden","Fesl Reza-Khan",NA,NA,1,0,1,NA,0.1629,"E14001415",30586.352905121,21992.8550519985,0.581719544540599,0.418280455459401
"Oldham West, Chadderton and Royton","E14001416","North West","England",74183,4066,0.1054,1857,0.0481,13232,0.343,1271,0.033,6848,0.1775,11299,0.2929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38573,"LAB","IND",0.0501,0.519970882816818,0.321135308818279,"OLDHAM WEST, CHADDERTON AND ROYTON","North West","Horatio Lovering","Jim McMahon","Hannah Kitching","David Silbiger","Samsuzzaman Syed",NA,NA,1,0,1,NA,0.293,"E14001416",27634.1231961938,17202.7066831143,0.616326427862527,0.383673572137473
"Orkney and Shetland","S14000051","Scotland","Scotland",34824,586,0.0283,2046,0.0989,1493,0.0722,11392,0.5507,1586,0.0767,0,0,0,0,0,0,3585,0.1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,20688,"LIBDEM","SNP",0.3774,0.59407305306685,NA,"ORKNEY AND SHETLAND","Scotland","Shane Painter","Conor Savage","Alistair Carmichael","Robert Smith",NA,"Robert Leslie",NA,0,0,NA,NA,0.1732,"S14000051",9508,14096,0.402813082528385,0.597186917471615
"Orpington","E14001417","London","England",71571,17504,0.3799,2319,0.0503,12386,0.2688,4728,0.1026,8896,0.1931,0,0,240,0.0052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46073,"CON","LAB",0.1111,0.643738385658996,0.0251985339034819,"ORPINGTON","London","Gareth Bacon","Ju Owens","Graeme Casey","Mark James","Seamus Mccauley",NA,NA,0,1,NA,1,0.0053,"E14001417",32137.9149322021,25108.1587574892,0.561399461322173,0.438600538677827
"Ossett and Denby Dale","E14001418","Yorkshire and the Humber","England",71595,12690,0.2892,2132,0.0486,17232,0.3928,1785,0.0407,9224,0.2102,0,0,810,0.0185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,43873,"LAB","CON",0.1036,0.612794189538376,0.0242960579243765,"OSSETT AND DENBY DALE","Yorkshire and The Humber","Mark Eastwood","Jade Botterill","James Wilkinson","Sandra Senior","Neil Doig",NA,NA,0,1,NA,NA,0.0184999999999999,"E14001418",29458.4601660394,23251.0050886656,0.558883684812375,0.441116315187625
"Oxford East","E14001419","South East","England",72371,4739,0.1205,5076,0.129,19541,0.4967,3437,0.0874,0,0,2361,0.0601,4187,0.1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,39341,"LAB","GREEN",0.3677,0.543601718920562,0.10510947662342,"OXFORD EAST","South East","Louise Brown","Anneliese Dodds","Theo Jupp","Lawrence Haar","Sushila Dhall",NA,NA,1,0,1,NA,0.1664,"E14001419",15063.1978485415,31880.3173155929,0.320879205485021,0.679120794514979
"Oxford West and Abingdon","E14001420","South East","England",72004,8520,0.1852,3236,0.0704,5981,0.13,23414,0.509,4164,0.0905,168,0.0037,515,0.0112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,45998,"LIBDEM","CON",0.3238,0.638825620798845,0.0293240229246854,"OXFORD WEST AND ABINGDON","South East","Vinay Raniga","Stephen Webb","Layla Moran","James Gunn","Cheryl Briggs",NA,NA,0,0,NA,NA,0.0148999999999999,"E14001420",22082.1261856233,39163.7155786928,0.360548986665885,0.639451013334115
"Paisley and Renfrewshire North","S14000101","Scotland","Scotland",69941,2659,0.064,1469,0.0354,19561,0.4711,1374,0.0331,3228,0.0777,0,0,0,0,0,0,13228,0.3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41519,"LAB","SNP",0.1525,0.59362891580046,NA,"PAISLEY AND RENFREWSHIRE NORTH","Scotland","David McGonigle","Alison Taylor","Grant Toghill","Andrew Scott",NA,"Gavin Newlands",NA,0,0,NA,NA,0.3187,"S14000101",15221.8885018972,27268.7377006523,0.358241096032231,0.641758903967769
"Paisley and Renfrewshire South","S14000102","Scotland","Scotland",69813,2219,0.0538,1724,0.0418,19583,0.4744,1315,0.0319,2956,0.0716,317,0.0077,113,0.0027,0,0,13056,0.3163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,41283,"LAB","SNP",0.1581,0.591336857032358,NA,"PAISLEY AND RENFREWSHIRE SOUTH","Scotland","Alec Leishman","Johanna Baxter","Jack Clark","Jim McIlroy",NA,"Jacqueline Cameron",NA,0,0,NA,NA,0.3265,"S14000102",16345.718691841,28557.9197441966,0.364017689014765,0.635982310985235
"Peckham","E14001421","London","England",71176,2276,0.0587,7585,0.1955,22813,0.588,2724,0.0702,1790,0.0461,708,0.0182,901,0.0232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,38797,"LAB","GREEN",0.3925,0.545085422052377,0.113109279456794,"PECKHAM","London","Ben Mascall","Miatta Fahnbulleh","David Watson","Linda Purcell","Claire Sheppard",NA,NA,1,0,0,NA,0.0415000000000001,"E14001421",11827.341928011,25054.1699082657,0.320684845581021,0.679315154418979
"Pendle and Clitheroe","E14001422","North West","England",76941,15227,0.3257,1421,0.0304,16129,0.345,2039,0.0436,8171,0.1748,3241,0.0693,526,0.0113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,46754,"LAB","CON",0.0193,0.607660415123276,0.164394266748797,"PENDLE AND CLITHEROE","North West","Andrew Stephenson","Jonathan Hinder","Anna Fryer","Victoria Fletcher","Lex Kristan",NA,NA,0,1,NA,1,0.0805000000000001,"E14001422",33855.7018165211,21306.8494619194,0.613744307177342,0.386255692822658
