date,measure,value
2020-05-29,UK risk premium,-0.2396165079558982
2020-06-02,UK risk premium,-0.2103513651983314
2020-06-03,UK risk premium,-0.1787246619929569
2020-06-04,UK risk premium,-0.1504790837878445
2020-06-05,UK risk premium,-0.0996512853440017
2020-06-08,UK risk premium,-0.09170629650198814
2020-06-09,UK risk premium,-0.0979185995934394
2020-06-10,UK risk premium,-0.1091417034174804
2020-06-11,UK risk premium,-0.1875806246099334
2020-06-12,UK risk premium,-0.1815562736405524
2020-06-15,UK risk premium,-0.1814652120878507
2020-06-16,UK risk premium,-0.1732925825001619
2020-06-17,UK risk premium,-0.1696279568821692
2020-06-18,UK risk premium,-0.1543217147015011
2020-06-19,UK risk premium,-0.1381290996724779
2020-06-22,UK risk premium,-0.1527650391210258
2020-06-23,UK risk premium,-0.1248956616646617
2020-06-24,UK risk premium,-0.1281511698740453
2020-06-25,UK risk premium,-0.1769776301703681
2020-06-26,UK risk premium,-0.1655904850885178
2020-06-29,UK risk premium,-0.161279966099713
2020-06-30,UK risk premium,-0.167652557585921
2020-07-01,UK risk premium,-0.1318747621184535
2020-07-02,UK risk premium,-0.1328037115598918
2020-07-03,UK risk premium,-0.1331831721846322
2020-07-06,UK risk premium,-0.1349586102157352
2020-07-07,UK risk premium,-0.1524146451092171
2020-07-08,UK risk premium,-0.1531948405266584
2020-07-09,UK risk premium,-0.1624226695893184
2020-07-10,UK risk premium,-0.1480839718183845
2020-07-13,UK risk premium,-0.1125056341836539
2020-07-14,UK risk premium,-0.1431608809788536
2020-07-15,UK risk premium,-0.1477973337609249
2020-07-16,UK risk premium,-0.1657157945529378
2020-07-17,UK risk premium,-0.1599915795595545
2020-07-20,UK risk premium,-0.1676692926108264
2020-07-21,UK risk premium,-0.1764095016190094
2020-07-22,UK risk premium,-0.1995015533692837
2020-07-23,UK risk premium,-0.2449209292518615
2020-07-24,UK risk premium,-0.2311746514459422
2020-07-27,UK risk premium,-0.2553352249792619
2020-07-28,UK risk premium,-0.2572693602021926
2020-07-29,UK risk premium,-0.2651569646235397
2020-07-30,UK risk premium,-0.2858661046395649
2020-07-31,UK risk premium,-0.2928984832210734
2020-08-03,UK risk premium,-0.2904237378022216
2020-08-04,UK risk premium,-0.3134680637153965
2020-08-05,UK risk premium,-0.2646328735935188
2020-08-06,UK risk premium,-0.2837365808747977
2020-08-07,UK risk premium,-0.261506471098129
2020-08-10,UK risk premium,-0.2634412712997223
2020-08-11,UK risk premium,-0.2128256239301929
2020-08-12,UK risk premium,-0.1825667474609604
2020-08-13,UK risk premium,-0.1609268911025584
2020-08-14,UK risk premium,-0.1538155516078053
2020-08-17,UK risk premium,-0.1584476201302776
2020-08-18,UK risk premium,-0.1639988514050437
2020-08-19,UK risk premium,-0.1570327569921398
2020-08-20,UK risk premium,-0.1449527110150557
2020-08-21,UK risk premium,-0.1508978997155647
2020-08-24,UK risk premium,-0.1518496846429456
2020-08-25,UK risk premium,-0.1097875202993662
2020-08-26,UK risk premium,-0.06996269837328944
2020-08-27,UK risk premium,-0.03674181074462879
2020-08-28,UK risk premium,-0.03315026682242572
2020-09-01,UK risk premium,-0.02865827469497495
2020-09-02,UK risk premium,-0.0857929046103234
2020-09-03,UK risk premium,-0.1007675860502712
2020-09-04,UK risk premium,-0.09144670498104651
2020-09-07,UK risk premium,-0.09591887212201222
2020-09-08,UK risk premium,-0.1267694211005
2020-09-09,UK risk premium,-0.1180050564455322
2020-09-10,UK risk premium,-0.1112011768319243
2020-09-11,UK risk premium,-0.1474174840863214
2020-09-14,UK risk premium,-0.1517691723119063
2020-09-15,UK risk premium,-0.147998903584776
2020-09-16,UK risk premium,-0.1571687186222938
2020-09-17,UK risk premium,-0.1559966952128339
2020-09-18,UK risk premium,-0.1531121368808766
2020-09-21,UK risk premium,-0.1729268037670703
2020-09-22,UK risk premium,-0.1854619517791681
2020-09-23,UK risk premium,-0.1691265069024142
2020-09-24,UK risk premium,-0.1796501987902255
2020-09-25,UK risk premium,-0.1913977882151563
2020-09-28,UK risk premium,-0.1865988064380945
2020-09-29,UK risk premium,-0.2135567089210854
2020-09-30,UK risk premium,-0.2097410553066189
2020-10-01,UK risk premium,-0.1802706298880343
2020-10-02,UK risk premium,-0.1800514042530119
2020-10-05,UK risk premium,-0.1530900390550175
2020-10-06,UK risk premium,-0.1488730942361189
2020-10-07,UK risk premium,-0.1329718016012768
2020-10-08,UK risk premium,-0.1414181967415603
2020-10-09,UK risk premium,-0.154497638190814
2020-10-12,UK risk premium,-0.1518393779702723
2020-10-13,UK risk premium,-0.1668570765693099
2020-10-14,UK risk premium,-0.1799050361880132
2020-10-15,UK risk premium,-0.2137223163122888
2020-10-16,UK risk premium,-0.1979934796451396
2020-10-19,UK risk premium,-0.1899608283773381
2020-10-20,UK risk premium,-0.1816310711404499
2020-10-21,UK risk premium,-0.1394113281023601
2020-10-22,UK risk premium,-0.1192628358964822
2020-10-23,UK risk premium,-0.04552365898635669
2020-10-26,UK risk premium,-0.0489786426088652
2020-10-27,UK risk premium,-0.08288252478842117
2020-10-28,UK risk premium,-0.1016662670107528
2020-10-29,UK risk premium,-0.09933821199848397
2020-10-30,UK risk premium,-0.08413787829241531
2020-11-02,UK risk premium,-0.09024878131492514
2020-11-03,UK risk premium,-0.06221176224339131
2020-11-04,UK risk premium,-0.09030939986670078
2020-11-05,UK risk premium,-0.08877762844205861
2020-11-06,UK risk premium,-0.0606057862854531
2020-11-09,UK risk premium,0.02397581529822651
2020-11-10,UK risk premium,0.04584369490705997
2020-11-11,UK risk premium,0.07154013270396387
2020-11-12,UK risk premium,0.04548862681367355
2020-11-13,UK risk premium,0.02413536780397185
2020-11-16,UK risk premium,0.02777589082017223
2020-11-17,UK risk premium,0.01741267544430031
2020-11-18,UK risk premium,0.02271329523067267
2020-11-19,UK risk premium,0.01388406472483217
2020-11-20,UK risk premium,0.004724157656343209
2020-11-23,UK risk premium,0.01010852681139651
2020-11-24,UK risk premium,0.01682417847085182
2020-11-25,UK risk premium,0.005879902855941033
2020-11-26,UK risk premium,-0.01257494710491414
2020-11-27,UK risk premium,-0.00381795030437615
2020-11-30,UK risk premium,-0.005850616427266364
2020-12-01,UK risk premium,0.03732762073860252
2020-12-02,UK risk premium,0.05005816552668219
2020-12-03,UK risk premium,0.03547718855337401
2020-12-04,UK risk premium,-0.007936189951781691
2020-12-07,UK risk premium,-0.03813428757905829
2020-12-08,UK risk premium,-0.05982741457562124
2020-12-09,UK risk premium,-0.05606481961946652
2020-12-10,UK risk premium,-0.07156487341283918
2020-12-11,UK risk premium,-0.1079836657083226
2020-12-14,UK risk premium,-0.08342362683267085
2020-12-15,UK risk premium,-0.08799631429473681
2020-12-16,UK risk premium,-0.05037272532660153
2020-12-17,UK risk premium,-0.07220489926401619
2020-12-18,UK risk premium,-0.06468827847199138
2020-12-21,UK risk premium,-0.09367663522200947
2020-12-22,UK risk premium,-0.07804455612555009
2020-12-23,UK risk premium,-0.0006870568526686216
2020-12-29,UK risk premium,-0.02645408985984921
2020-12-30,UK risk premium,-0.0300459280112787
2021-01-04,UK risk premium,-0.0693321052055201
2021-01-05,UK risk premium,-0.05377724064816958
2021-01-06,UK risk premium,-0.02713348013496464
2021-01-07,UK risk premium,0.02063484477847055
2021-01-08,UK risk premium,0.02287889991889408
2021-01-11,UK risk premium,0.03081091355491006
2021-01-12,UK risk premium,0.0374724446198707
2021-01-13,UK risk premium,0.04686937099658395
2021-01-14,UK risk premium,0.05021170804214203
2021-01-15,UK risk premium,0.06186915997062603
2021-01-18,UK risk premium,0.06051438471061477
2021-01-19,UK risk premium,0.04344254283974724
2021-01-20,UK risk premium,0.04055999803456656
2021-01-21,UK risk premium,0.05754180039267587
2021-01-22,UK risk premium,0.0534668893762863
2021-01-25,UK risk premium,0.01618900225019243
2021-01-26,UK risk premium,0.0315115844567479
2021-01-27,UK risk premium,0.02786403118403596
2021-01-28,UK risk premium,0.01958226613803205
2021-01-29,UK risk premium,0.04246197461830564
2021-02-01,UK risk premium,0.03565506793897388
2021-02-02,UK risk premium,0.04269123405972375
2021-02-03,UK risk premium,0.06494704909049948
2021-02-04,UK risk premium,0.0889456423062257
2021-02-05,UK risk premium,0.1453464294878016
2021-02-08,UK risk premium,0.1550741215124315
2021-02-09,UK risk premium,0.137808350769263
2021-02-10,UK risk premium,0.1580359723595042
2021-02-11,UK risk premium,0.1474509040641424
2021-02-12,UK risk premium,0.1995182116855964
2021-02-15,UK risk premium,0.2500641596394441
2021-02-16,UK risk premium,0.3099325068667261
2021-02-17,UK risk premium,0.293727834792616
2021-02-18,UK risk premium,0.3431819400925839
2021-02-19,UK risk premium,0.4098583949997442
2021-02-22,UK risk premium,0.4154564189355061
2021-02-23,UK risk premium,0.4623269465515203
2021-02-24,UK risk premium,0.4992607284981718
2021-02-25,UK risk premium,0.4786113750825234
2021-02-26,UK risk premium,0.5037818763174653
2021-03-01,UK risk premium,0.4516482706336115
2021-03-02,UK risk premium,0.4537952671598204
2021-03-03,UK risk premium,0.5149823898165913
2021-03-04,UK risk premium,0.4698076882159482
2021-03-05,UK risk premium,0.4951117812349562
2021-03-08,UK risk premium,0.4901134327990759
2021-03-09,UK risk premium,0.4640171879878767
2021-03-10,UK risk premium,0.4744246321445814
2021-03-11,UK risk premium,0.4730287343804856
2021-03-12,UK risk premium,0.5571982154556655
2021-03-15,UK risk premium,0.5374273357626431
2021-03-16,UK risk premium,0.5337016146318161
2021-03-17,UK risk premium,0.572995344486234
2021-03-18,UK risk premium,0.6403435810302763
2021-03-19,UK risk premium,0.6055081628232284
2021-03-22,UK risk premium,0.5742310806576564
2021-03-23,UK risk premium,0.5274128326504901
2021-03-24,UK risk premium,0.5115348841042787
2021-03-25,UK risk premium,0.5142083737493094
2021-03-26,UK risk premium,0.5152485282765438
2021-03-29,UK risk premium,0.5403012048479163
2021-03-30,UK risk premium,0.5712181239970181
2021-03-31,UK risk premium,0.5611497600108692
2021-04-01,UK risk premium,0.5496620597655715
2021-04-06,UK risk premium,0.5535668162301868
2021-04-07,UK risk premium,0.5477110618631972
2021-04-08,UK risk premium,0.5458606134953976
2021-04-09,UK risk premium,0.5754986124885298
2021-04-12,UK risk premium,0.5897073170008045
2021-04-13,UK risk premium,0.5882514744475824
2021-04-14,UK risk premium,0.5929267769564189
2021-04-15,UK risk premium,0.527594422225947
2021-04-16,UK risk premium,0.5574283996342043
2021-04-19,UK risk premium,0.547744664999116
2021-04-20,UK risk premium,0.521029235425051
2021-04-21,UK risk premium,0.5213939963209184
2021-04-22,UK risk premium,0.5053834063619005
2021-04-23,UK risk premium,0.5175443641897297
2021-04-26,UK risk premium,0.5197884476877078
2021-04-27,UK risk premium,0.520911752010315
2021-04-28,UK risk premium,0.5668581044537866
2021-04-29,UK risk premium,0.6106284268398532
2021-04-30,UK risk premium,0.6091916505048335
2021-05-04,UK risk premium,0.5925710612485993
2021-05-05,UK risk premium,0.6093752022693983
2021-05-06,UK risk premium,0.5861064130157749
2021-05-07,UK risk premium,0.5399205905200334
2021-05-10,UK risk premium,0.5595963330929015
2021-05-11,UK risk premium,0.5915695994990093
2021-05-12,UK risk premium,0.6087539962252698
2021-05-13,UK risk premium,0.6311025890078863
2021-05-14,UK risk premium,0.610146323983445
2021-05-17,UK risk premium,0.6226482216421747
2021-05-18,UK risk premium,0.609580887786699
2021-05-19,UK risk premium,0.6100980532685253
2021-05-20,UK risk premium,0.6348274633353486
2021-05-21,UK risk premium,0.6403463093384827
2021-05-25,UK risk premium,0.6018162703118202
2021-05-26,UK risk premium,0.5337694730960472
2021-05-27,UK risk premium,0.5720896555537971
2021-05-28,UK risk premium,0.5488108186215588
2021-06-01,UK risk premium,0.5861139630193876
2021-06-02,UK risk premium,0.5645761291405601
2021-06-03,UK risk premium,0.5857471609668048
2021-06-04,UK risk premium,0.5532024832554694
2021-06-07,UK risk premium,0.5530609187221416
2021-06-08,UK risk premium,0.5707080794306275
2021-06-09,UK risk premium,0.5331518718940024
2021-06-10,UK risk premium,0.5449021507370064
2021-06-11,UK risk premium,0.4991341286332346
2021-06-14,UK risk premium,0.5178132772832331
2021-06-15,UK risk premium,0.5260375403805448
2021-06-16,UK risk premium,0.514444766636746
2021-06-17,UK risk premium,0.5382994320948405
2021-06-18,UK risk premium,0.4944119805550549
2021-06-21,UK risk premium,0.4969357863506316
2021-06-22,UK risk premium,0.5213727954956043
2021-06-23,UK risk premium,0.5578506045540459
2021-06-24,UK risk premium,0.5394145042709126
2021-06-25,UK risk premium,0.5611998093874824
2021-06-28,UK risk premium,0.5278470838846295
2021-06-29,UK risk premium,0.539886565075812
2021-06-30,UK risk premium,0.5252514748651679
2021-07-01,UK risk premium,0.5248271797360522
2021-07-02,UK risk premium,0.504619752925821
2021-07-05,UK risk premium,0.5003966277846642
2021-07-06,UK risk premium,0.4053465523509781
2021-07-07,UK risk premium,0.348085895352409
2021-07-08,UK risk premium,0.324892157227622
2021-07-09,UK risk premium,0.3972437792918384
2021-07-12,UK risk premium,0.3838670768689255
2021-07-13,UK risk premium,0.3711772703402332
2021-07-14,UK risk premium,0.398780762065254
2021-07-15,UK risk premium,0.3672115856116188
2021-07-16,UK risk premium,0.358903446826668
2021-07-19,UK risk premium,0.3096513291627793
2021-07-20,UK risk premium,0.2876156028010356
2021-07-21,UK risk premium,0.3165539693187591
2021-07-22,UK risk premium,0.3233427257147801
2021-07-23,UK risk premium,0.3358241626321135
2021-07-26,UK risk premium,0.3192784446681919
2021-07-27,UK risk premium,0.3195348486697909
2021-07-28,UK risk premium,0.3227334900962961
2021-07-29,UK risk premium,0.3444950152514514
2021-07-30,UK risk premium,0.3588252584736789
2021-08-02,UK risk premium,0.3332848790335293
2021-08-03,UK risk premium,0.2886790442214147
2021-08-04,UK risk premium,0.2700687904464664
2021-08-05,UK risk premium,0.231226993476679
2021-08-06,UK risk premium,0.2575993129950951
2021-08-09,UK risk premium,0.2301698362144103
2021-08-10,UK risk premium,0.2202652420600469
2021-08-11,UK risk premium,0.2564428033067355
2021-08-12,UK risk premium,0.2519648473574658
2021-08-13,UK risk premium,0.2430110309651167
2021-08-16,UK risk premium,0.2424030212552053
2021-08-17,UK risk premium,0.2143462019060777
2021-08-18,UK risk premium,0.2304894268424705
2021-08-19,UK risk premium,0.2265065648351375
2021-08-20,UK risk premium,0.2214937920940143
2021-08-23,UK risk premium,0.2167202787898436
2021-08-24,UK risk premium,0.2084948089034235
2021-08-25,UK risk premium,0.247388881677419
2021-08-26,UK risk premium,0.2686618664122771
2021-08-27,UK risk premium,0.2776756810308972
2021-08-31,UK risk premium,0.2762742081661438
2021-09-01,UK risk premium,0.2832466153522392
2021-09-02,UK risk premium,0.2796520476326703
2021-09-03,UK risk premium,0.2737543811921972
2021-09-06,UK risk premium,0.2727911728371616
2021-09-07,UK risk premium,0.3041354663624813
2021-09-08,UK risk premium,0.2967000776241449
2021-09-09,UK risk premium,0.2983009775667388
2021-09-10,UK risk premium,0.3085238739307441
2021-09-13,UK risk premium,0.2985492177478697
2021-09-14,UK risk premium,0.2977721920438979
2021-09-15,UK risk premium,0.3162512260231068
2021-09-16,UK risk premium,0.3586752071511944
2021-09-17,UK risk premium,0.3999765035063132
2021-09-20,UK risk premium,0.3684622859580073
2021-09-21,UK risk premium,0.3489848551224008
2021-09-22,UK risk premium,0.3426249242694732
2021-09-23,UK risk premium,0.3598400981081011
2021-09-24,UK risk premium,0.3834176250164258
2021-09-27,UK risk premium,0.4233078746952191
2021-09-28,UK risk premium,0.4629947825559138
2021-09-29,UK risk premium,0.4392165727322634
2021-09-30,UK risk premium,0.4437140019029349
2021-10-01,UK risk premium,0.4116337716963387
2021-10-04,UK risk premium,0.4096102735905087
2021-10-05,UK risk premium,0.4423350091022671
2021-10-06,UK risk premium,0.4040807566338671
2021-10-07,UK risk premium,0.3976946310411724
2021-10-08,UK risk premium,0.3981536098769112
2021-10-11,UK risk premium,0.3792248123009219
2021-10-12,UK risk premium,0.3582803312785618
2021-10-13,UK risk premium,0.2587266304336269
2021-10-14,UK risk premium,0.2737466411181388
2021-10-15,UK risk premium,0.2682834015548212
2021-10-18,UK risk premium,0.03953272133439212
2021-10-19,UK risk premium,0.0637583231777834
2021-10-20,UK risk premium,0.1066416769132459
2021-10-21,UK risk premium,0.1552146815519992
2021-10-22,UK risk premium,0.1429782936790345
2021-10-25,UK risk premium,0.1635716417894919
2021-10-26,UK risk premium,0.1623355144014442
2021-10-27,UK risk premium,0.07635973931589413
2021-10-28,UK risk premium,0.02148356647974836
2021-10-29,UK risk premium,0.0308172023683182
2021-11-01,UK risk premium,0.1726153245521569
2021-11-02,UK risk premium,0.1300036467705368
2021-11-03,UK risk premium,0.1382648345276745
2021-11-04,UK risk premium,0.2254300030245773
2021-11-05,UK risk premium,0.1547533702778968
2021-11-08,UK risk premium,0.1432978041213809
2021-11-09,UK risk premium,0.05164281756867761
2021-11-10,UK risk premium,0.02953740005193217
2021-11-11,UK risk premium,0.03280680509294132
2021-11-12,UK risk premium,0.07493201107728131
2021-11-15,UK risk premium,0.08181509914285523
2021-11-16,UK risk premium,0.0668232460118019
2021-11-17,UK risk premium,0.08847357055206007
2021-11-18,UK risk premium,0.076673130762965
2021-11-19,UK risk premium,0.07835542997272626
2021-11-22,UK risk premium,0.0921578291402897
2021-11-23,UK risk premium,0.1049217107495901
2021-11-24,UK risk premium,0.1306519236217842
2021-11-25,UK risk premium,0.1183764847296167
2021-11-26,UK risk premium,0.08898252501867021
2021-11-29,UK risk premium,0.08648876835856856
2021-11-30,UK risk premium,0.06098267251480793
2021-12-01,UK risk premium,0.04212837720754314
2021-12-02,UK risk premium,0.02658969557343627
2021-12-03,UK risk premium,0.02866696499370636
2021-12-06,UK risk premium,0.1379824611741997
2021-12-07,UK risk premium,0.134517519753802
2021-12-08,UK risk premium,0.1948804038877477
2021-12-09,UK risk premium,0.220883797528816
2021-12-10,UK risk premium,0.2144293846151131
2021-12-13,UK risk premium,0.2224233372760627
2021-12-14,UK risk premium,0.1984074681502227
2021-12-15,UK risk premium,0.1421730290120954
2021-12-16,UK risk premium,0.1701094808718486
2021-12-17,UK risk premium,0.1649142959397131
2021-12-20,UK risk premium,0.1371065581078956
2021-12-21,UK risk premium,0.1500970728532733
2021-12-22,UK risk premium,0.1335801362017621
2021-12-23,UK risk premium,0.1459735620655628
2021-12-29,UK risk premium,0.2004395446455063
2021-12-30,UK risk premium,0.2007346227917421
2022-01-04,UK risk premium,0.1701824863514476
2022-01-05,UK risk premium,0.1605781347232895
2022-01-06,UK risk premium,0.1734511772783445
2022-01-07,UK risk premium,0.1930523947628118
2022-01-10,UK risk premium,0.1966403252738083
2022-01-11,UK risk premium,0.2004939806364512
2022-01-12,UK risk premium,0.1859551954934354
2022-01-13,UK risk premium,0.1986056205677915
2022-01-14,UK risk premium,0.1792898704993307
2022-01-17,UK risk premium,0.1181186332030884
2022-01-18,UK risk premium,0.1155953264742173
2022-01-19,UK risk premium,0.1102243210889526
2022-01-20,UK risk premium,0.07688568063466694
2022-01-21,UK risk premium,0.01016557738943247
2022-01-24,UK risk premium,-0.04248744954980732
2022-01-25,UK risk premium,-0.04326961338320867
2022-01-26,UK risk premium,-0.04304566864754666
2022-01-27,UK risk premium,-0.06955389287613523
2022-01-28,UK risk premium,-0.05971597383263183
2022-01-31,UK risk premium,-0.07139999781357109
2022-02-01,UK risk premium,-0.09341823987883902
2022-02-02,UK risk premium,-0.0848933954018567
2022-02-03,UK risk premium,-0.08313620213855488
2022-02-04,UK risk premium,-0.1851503645191062
2022-02-07,UK risk premium,-0.2118937812458557
2022-02-08,UK risk premium,-0.1955390539270496
2022-02-09,UK risk premium,-0.2159433740221948
2022-02-10,UK risk premium,-0.2670773028998812
2022-02-11,UK risk premium,-0.3697485798278497
2022-02-14,UK risk premium,-0.4356707341970982
2022-02-15,UK risk premium,-0.4404869337582025
2022-02-16,UK risk premium,-0.3608058446820039
2022-02-17,UK risk premium,-0.3566893848218968
2022-02-18,UK risk premium,-0.3712816786099702
2022-02-21,UK risk premium,-0.3609350016889881
2022-02-22,UK risk premium,-0.364122767545056
2022-02-23,UK risk premium,-0.3094377021374568
2022-02-24,UK risk premium,-0.308959645524957
2022-02-25,UK risk premium,-0.2468803545398943
2022-02-28,UK risk premium,-0.1969696295258492
2022-03-01,UK risk premium,-0.2250644591394129
2022-03-02,UK risk premium,-0.4060154123305462
2022-03-03,UK risk premium,-0.3541174085533936
2022-03-04,UK risk premium,-0.4795183883469194
2022-03-07,UK risk premium,-0.5207377104065587
2022-03-08,UK risk premium,-0.5638830400875858
2022-03-09,UK risk premium,-0.5676886519903017
2022-03-10,UK risk premium,-0.4786171428918597
2022-03-11,UK risk premium,-0.4584668507008254
2022-03-14,UK risk premium,-0.4328365186701613
2022-03-15,UK risk premium,-0.3856378043936701
2022-03-16,UK risk premium,-0.3793331401534683
2022-03-17,UK risk premium,-0.3297529249807929
2022-03-18,UK risk premium,-0.2768647211079533
2022-03-21,UK risk premium,-0.2492801418939181
2022-03-22,UK risk premium,-0.2648993828094082
2022-03-23,UK risk premium,-0.2583047055991208
2022-03-24,UK risk premium,-0.2042817589608537
2022-03-25,UK risk premium,-0.2261461196236343
2022-03-28,UK risk premium,-0.2301258846648375
2022-03-29,UK risk premium,-0.1844149536653519
2022-03-30,UK risk premium,-0.1772624829866041
2022-03-31,UK risk premium,-0.203528261040159
2022-04-01,UK risk premium,-0.2316957591894471
2022-04-04,UK risk premium,-0.27755418581439
2022-04-05,UK risk premium,-0.2806511334916038
2022-04-06,UK risk premium,-0.1776266310329766
2022-04-07,UK risk premium,-0.1439787568597533
2022-04-08,UK risk premium,-0.1292853088052102
2022-04-11,UK risk premium,-0.1148734532235336
2022-04-12,UK risk premium,-0.09850929504336481
2022-04-13,UK risk premium,-0.07239255870813488
2022-04-14,UK risk premium,-0.06785700004327411
2022-04-19,UK risk premium,-0.003443696137299668
2022-04-20,UK risk premium,-0.04858568066943469
2022-04-21,UK risk premium,-0.1299521909388739
2022-04-22,UK risk premium,-0.1641996496176317
2022-04-25,UK risk premium,-0.08686270582125055
2022-04-26,UK risk premium,-0.06369094743050319
2022-04-27,UK risk premium,-0.05196695358322256
2022-04-28,UK risk premium,-0.05303590242868172
2022-04-29,UK risk premium,-0.07681987343544439
2022-05-03,UK risk premium,-0.07990024276796825
2022-05-04,UK risk premium,-0.06359707765366052
2022-05-05,UK risk premium,0.04885858077872474
2022-05-06,UK risk premium,0.1529553604736533
2022-05-09,UK risk premium,0.2508191377196924
2022-05-10,UK risk premium,0.2094378444875544
2022-05-11,UK risk premium,0.214427630040493
2022-05-12,UK risk premium,0.1597790245853346
2022-05-13,UK risk premium,0.1548085622403224
2022-05-16,UK risk premium,0.1565177181206674
2022-05-17,UK risk premium,0.07466252810918905
2022-05-18,UK risk premium,0.04269962517924175
2022-05-19,UK risk premium,-0.01361920475526346
2022-05-20,UK risk premium,-0.007933694620392506
2022-05-23,UK risk premium,-0.002674545700331876
2022-05-24,UK risk premium,0.05735983144152623
2022-05-25,UK risk premium,0.09971217778260444
2022-05-26,UK risk premium,0.1490775388150529
2022-05-27,UK risk premium,0.09425791393822225
2022-05-30,UK risk premium,0.09414790613437551
2022-05-31,UK risk premium,0.04037194903776609
2022-06-01,UK risk premium,-0.002251134121429743
2022-06-06,UK risk premium,-0.02843718680711582
2022-06-07,UK risk premium,-0.001105621125919498
2022-06-08,UK risk premium,-0.04521786521931359
2022-06-09,UK risk premium,-0.04676525534982723
2022-06-10,UK risk premium,-0.1424022402852789
2022-06-13,UK risk premium,-0.1549219362326477
2022-06-14,UK risk premium,-0.142462301381316
2022-06-15,UK risk premium,-0.1270695558361412
2022-06-16,UK risk premium,-0.162226004511469
2022-06-17,UK risk premium,-0.326187136152015
2022-06-20,UK risk premium,-0.3285630001484563
2022-06-21,UK risk premium,-0.3038325489881126
2022-06-22,UK risk premium,-0.264079116469782
2022-06-23,UK risk premium,-0.2111750388593201
2022-06-24,UK risk premium,-0.2361696225373726
2022-06-27,UK risk premium,-0.2368904809684573
2022-06-28,UK risk premium,-0.2835511502981065
2022-06-29,UK risk premium,-0.2745156734911069
2022-06-30,UK risk premium,-0.1804202802803445
2022-07-01,UK risk premium,-0.08673089418151658
2022-07-04,UK risk premium,-0.1730418970071814
2022-07-05,UK risk premium,-0.2028051808605991
2022-07-06,UK risk premium,-0.3087202466824448
2022-07-07,UK risk premium,-0.4180016823130255
2022-07-08,UK risk premium,-0.42700866804726
2022-07-11,UK risk premium,-0.4397938169284865
2022-07-12,UK risk premium,-0.4568556197495881
2022-07-13,UK risk premium,-0.4954682762224865
2022-07-14,UK risk premium,-0.6763552087963602
2022-07-15,UK risk premium,-0.6731307135145972
2022-07-18,UK risk premium,-0.6813869610703005
2022-07-19,UK risk premium,-0.7369192501371287
2022-07-20,UK risk premium,-0.8121916987474194
2022-07-21,UK risk premium,-0.7628156160763488
2022-07-22,UK risk premium,-0.682335264244263
2022-07-25,UK risk premium,-0.6755749619193936
2022-07-26,UK risk premium,-0.6765141834041741
2022-07-27,UK risk premium,-0.620856361325409
2022-07-28,UK risk premium,-0.4697359414158306
2022-07-29,UK risk premium,-0.5326945219338028
2022-08-01,UK risk premium,-0.4749839469040853
2022-08-02,UK risk premium,-0.5134821838741241
2022-08-03,UK risk premium,-0.5648185909164951
2022-08-04,UK risk premium,-0.5818163717169971
2022-08-05,UK risk premium,-0.4714663232235514
2022-08-08,UK risk premium,-0.4530652575175536
2022-08-09,UK risk premium,-0.4596508137080386
2022-08-10,UK risk premium,-0.4877111372499967
2022-08-11,UK risk premium,-0.4213329996126576
2022-08-12,UK risk premium,-0.4092380102971251
2022-08-15,UK risk premium,-0.4770608227369815
2022-08-16,UK risk premium,-0.5202311077727702
2022-08-17,UK risk premium,-0.649893568128241
2022-08-18,UK risk premium,-0.648541877848376
2022-08-19,UK risk premium,-0.6056998239665248
2022-08-22,UK risk premium,-0.6208410697735536
2022-08-23,UK risk premium,-0.6184379741588284
2022-08-24,UK risk premium,-0.732030262477235
2022-08-25,UK risk premium,-0.7136516503719008
2022-08-26,UK risk premium,-0.7979546147424865
2022-08-30,UK risk premium,-0.8544927967523077
2022-08-31,UK risk premium,-0.8794926446347331
2022-09-01,UK risk premium,-0.8552419124916106
2022-09-02,UK risk premium,-0.8406181034356748
2022-09-05,UK risk premium,-0.8938172211367661
2022-09-06,UK risk premium,-0.661476461053156
2022-09-07,UK risk premium,-0.4817069157581031
2022-09-08,UK risk premium,-0.3591925978145918
2022-09-09,UK risk premium,-0.3644012595303803
2022-09-12,UK risk premium,-0.3504143676168954
2022-09-13,UK risk premium,-0.3354388925176348
2022-09-14,UK risk premium,-0.2889729015336417
2022-09-15,UK risk premium,-0.292399958119641
2022-09-16,UK risk premium,-0.3520793231409876
2022-09-20,UK risk premium,-0.3798080125237533
2022-09-21,UK risk premium,-0.3775625875190878
2022-09-22,UK risk premium,-0.2916431429760284
2022-09-23,UK risk premium,-0.2705868320219622
2022-09-26,UK risk premium,-0.3180392970775285
2022-09-27,UK risk premium,-0.2579770661655854
2022-09-28,UK risk premium,-0.3438171724979364
2022-09-29,UK risk premium,-0.3390124150804379
2022-09-30,UK risk premium,-0.2630257918529111
2022-10-03,UK risk premium,-0.183262706852271
2022-10-04,UK risk premium,-0.1918129447753398
2022-10-05,UK risk premium,-0.125082363468489
2022-10-06,UK risk premium,-0.08549676023859831
2022-10-07,UK risk premium,-0.0632514179230208
2022-10-10,UK risk premium,-0.005655655314195762
2022-10-11,UK risk premium,0.08312169396106484
2022-10-12,UK risk premium,0.383281387353466
2022-10-13,UK risk premium,0.3851043634457403
2022-10-14,UK risk premium,0.4610514596800339
2022-10-17,UK risk premium,0.4751077138228235
