WEO code,ISO3,WEO Subject Code,Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Estimates Start After,p21,GrowthLatest
439,JOR,NGDPRPPPPC,Jordan,8632.583,8898.378,9305.591,9468.43,9981.696,10513.041,10978.115,11395.678,11674.884,11662.34,11327.134,11027.717,10699.272,10425.626,10295.243,10156.264,10046.858,10051.768,10060.153,10115.62,9857.86,10012.856,10252.511,10517.628,2021.0,0,0.025858738410522084
916,KAZ,NGDPRPPPPC,Kazakhstan,10319.473,11723.982,12859.23,13975.826,15191.726,16507.351,18062.845,19449.966,19575.313,19540.075,20663.733,21902.709,22676.643,23663.587,24320.039,24209.924,24089.257,24699.302,25378.791,26184.843,25172.405,25363.34,25868.177,26665.236,2021.0,0,0.030812337490964327
664,KEN,NGDPRPPPPC,Kenya,3494.204,3537.308,3462.908,3464.761,3526.18,3626.716,3739.463,3883.721,3786.672,3808.131,4019.063,4128.62,4221.067,4275.546,4384.283,4506.427,4590.294,4649.975,4797.428,4926.242,4803.653,5049.853,5203.602,5358.637,2019.0,0,0.029793785151131822
826,KIR,NGDPRPPPPC,Kiribati,1955.248,1895.218,1937.262,1942.052,1875.409,1929.449,1887.163,1881.882,1800.935,1776.4,1722.335,1722.487,1783.304,1831.211,1786.3,1935.275,1898.602,1869.839,1939.843,1869.716,1815.464,1929.705,1923.619,1942.599,2020.0,0,0.00986681874113326
542,KOR,NGDPRPPPPC,Korea,22988.111,23919.361,25618.672,26288.354,27545.276,28671.226,30022.483,31603.575,32309.521,32398.459,34431.145,35426.691,36087.611,37060.588,38007.938,38870.121,39857.09,41001.067,42010.614,42804.158,42441.947,44279.342,45509.886,46257.465,2021.0,0,0.016426738577196127
967,UVK,NGDPRPPPPC,Kosovo,6507.254,6803.524,6600.54,6654.081,6309.126,6512.893,6652.425,7104.826,7145.313,7385.906,7630.945,8090.249,8067.497,8474.87,8834.853,9533.635,9997.564,10392.703,10763.672,11361.45,10658.539,11999.019,12316.834,12741.552,2021.0,0,0.034482725024953566
443,KWT,NGDPRPPPPC,Kuwait,50719.839,48803.055,47972.281,53486.413,54790.231,55521.323,56100.191,55672.331,56353.39,51718.125,49122.625,52173.87,54031.656,53456.853,51763.364,50281.416,50007.313,46479.559,45720.827,43994.793,41006.306,40969.133,43591.727,43264.432,2020.0,0,-0.007508190717013764
917,KGZ,NGDPRPPPPC,Kyrgyz Republic,3117.909,3252.256,3221.524,3416.941,3613.767,3563.334,3636.319,3903.051,4165.313,4238.22,4163.703,4363.927,4301.755,4677.586,4770.261,4855.549,4961.366,5094.365,5172.427,5298.562,4746.812,4822.646,5022.133,5098.127,2019.0,0,0.015131817496669364
544,LAO,NGDPRPPPPC,Lao P.D.R.,2795.642,2881.903,3030.682,3171.026,3352.31,3533.013,3788.739,4022.12,4269.942,4515.537,4805.491,5114.138,5434.972,5789.422,6145.653,6499.209,6850.741,7208.633,7546.503,7780.344,7632.892,7679.381,7797.812,7994.87,2020.0,0,0.02527093497509301
941,LVA,NGDPRPPPPC,Latvia,12918.787,13901.064,15094.379,16519.252,18067.431,20242.593,22888.301,25380.68,24746.827,21502.156,20954.22,21969.048,23858.782,24590.254,25337.908,26526.082,27390.751,28571.463,29953.715,30954.041,30467.201,31947.418,32644.047,32838.724,2021.0,0,0.0059636294482728605
446,LBN,NGDPRPPPPC,Lebanon,14657.516,14663.55,14468.915,14023.558,14478.172,14178.061,14213.178,15511.976,16927.762,18472.951,19382.062,18614.649,17934.944,17439.249,16879.154,16251.853,16058.264,15953.625,15561.543,14493.268,10786.067,,,,2019.0,0,
666,LSO,NGDPRPPPPC,Lesotho,1886.684,1946.996,1976.166,2055.036,2102.692,2166.462,2260.426,2357.375,2429.612,2422.055,2528.514,2638.663,2755.839,2785.864,2824.426,2896.618,2931.202,2831.961,2776.309,2703.342,2580.447,2603.144,2625.821,2651.964,2016.0,0,0.009956124198869622
668,LBR,NGDPRPPPPC,Liberia,1604.86,1589.952,1621.43,1132.167,1154.98,1191.464,1249.404,1358.826,1383.441,1398.668,1435.128,1497.157,1576.512,1670.569,1638.962,1598.028,1532.568,1531.993,1513.362,1440.028,1363.877,1398.489,1431.227,1458.559,2020.0,0,0.019096900771156413
672,LBY,NGDPRPPPPC,Libya,27423.467,27715.65,26283.004,30075.797,31313.667,34143.225,33636.56,35175.758,34521.444,32559.478,33737.312,17087.653,30094.639,24746.831,19065.775,18718.122,18256.662,23949.326,25595.531,22505.107,15718.945,19973.335,17241.88,20066.084,2019.0,0,0.16379907527485388
946,LTU,NGDPRPPPPC,Lithuania,13873.396,14900.902,16035.042,17873.966,19263.331,21093.653,23021.993,25884.832,26836.203,23109.128,23988.61,26018.358,27383.204,28643.77,29913.018,30807.017,31987.068,33826.612,35514.617,37255.724,37237.608,39380.874,39895.984,40188.626,2022.0,0,0.007335124257118206
137,LUX,NGDPRPPPPC,Luxembourg,100383.794,102197.257,104305.479,106010.916,108868.698,110071.175,114728.861,122171.363,119888.472,113725.267,115980.612,114970.479,113950.472,114915.546,115205.273,115035.255,117995.197,116621.216,115819.69,116212.059,113036.37,117190.25,117038.2,116235.155,2020.0,0,-0.006861392263380659
546,MAC,NGDPRPPPPC,Macao SAR,,51474.926,55525.34,61132.689,74743.433,77170.037,82534.964,90150.803,91324.485,93699.929,115074.308,138693.778,145082.041,153937.501,143982.438,111153.497,110723.953,120248.881,125279.779,119939.8,54608.525,65120.395,46757.896,73056.339,2021.0,0,0.5624385451389858
674,MDG,NGDPRPPPPC,Madagascar,1689.863,1738.589,1478.367,1575.598,1609.967,1637.253,1675.217,1719.135,1780.928,1660.101,1621.572,1599.036,1599.054,1588.039,1593.114,1595.005,1610.228,1624.661,1628.433,1645.73,1482.706,1521.182,1542.342,1563.262,2018.0,0,0.013563788057382762
676,MWI,NGDPRPPPPC,Malawi,1031.402,967.482,948.416,980.701,1011.747,1024.181,1042.685,1111.365,1163.501,1225.115,1272.677,1297.097,1284.562,1313.53,1349.534,1350.453,1342.446,1357.06,1377,1411.374,1384.384,1407.081,1378.633,1372.201,2016.0,0,-0.004665491106044912
548,MYS,NGDPRPPPPC,Malaysia,15764.355,15433.108,15868.023,16393.497,17110.04,17573.527,18309.683,19270.185,19835.386,19199.815,20279.336,21004.999,21818.4,22310.47,23269.507,24060.439,24775.657,25897.244,26849.887,27913.548,26319.321,27136.507,29126.928,30057.271,2021.0,0,0.03194099288465988
556,MDV,NGDPRPPPPC,Maldives,11767.125,11914.192,12434.622,15345.199,16022.62,13716.822,16996.376,17953.094,19357.207,17661.457,18632.155,19894.43,20058.601,21163.884,22340.178,22605.203,23641.213,24927.362,26507.365,27864.395,18262.19,25458.758,28124.719,29658.972,2014.0,0,0.05455176281050134
678,MLI,NGDPRPPPPC,Mali,1585.318,1774.649,1773.312,1873.954,1842.022,1898.588,1922.49,1925.027,1951.741,1977.622,2018.022,2017.095,1942.703,1930.099,2002.336,2060.06,2112.148,2153.805,2185.535,2219.189,2123.193,2119.665,2129.536,2166.381,2020.0,0,0.01730189111618672
181,MLT,NGDPRPPPPC,Malta,28020.626,27503.562,27978.499,28923.779,28778.121,29544.899,30112.204,31501.978,32529.644,31918.639,33435.781,33514.074,34680.396,36148.91,38281.808,40980.189,41357.218,44868.046,46104.039,47550.336,41681.189,46463.334,49182.353,50526.618,2022.0,0,0.02733226285452425
867,MHL,NGDPRPPPPC,Marshall Islands,2909.303,3147.637,3319.24,3248.758,3210.147,3238.984,3214.844,3303.795,3052.647,3144.062,3317.807,3281.638,3198.094,3310.044,3264.05,3302.382,3337.427,3433.988,3525.703,3753.11,3678.274,3710.251,3727.842,3808.575,2020.0,0,0.021656765495962467
682,MRT,NGDPRPPPPC,Mauritania,4253.36,4098.958,4036.918,4194.283,4270.507,4510.469,5507.578,5251.237,5094.405,4967.396,4969.398,5046.752,5143.963,5230.509,5327.567,5485.898,5426.839,5636.414,5774.013,5954.536,5772.181,5784.133,5939.241,6066.906,2014.0,0,0.021495170847588094
684,MUS,NGDPRPPPPC,Mauritius,12346.195,12642.753,12759.552,13425.58,13915.271,14034.056,14599.26,15365.209,16134.475,16625.14,17311.625,17988.683,18566.03,19147.676,19840.177,20545.446,21328.232,22148.852,23017.424,23685.997,20219.555,20962.529,22740.894,23790.525,2021.0,0,0.04615610098705887
273,MEX,NGDPRPPPPC,Mexico,17862.551,17555.728,17308.623,17320.651,17761.165,17930.841,18477.005,18624.141,18553.794,17308.159,17929.57,18325.537,18738.298,18748.605,19044.55,19442.915,19732.024,19933.504,20162.003,19923.177,18157.498,18840.643,19247.26,19430.951,2020.0,1,0.009543748045176433
868,FSM,NGDPRPPPPC,Micronesia,3035.836,3107.694,3135.286,3194.347,3102.639,3175.193,3187.932,3142.351,3089.443,3137.662,3225.479,3322.536,3254.84,3129.601,3052.121,3187.633,3210.733,3291.116,3292.345,3326.058,3259.9,3148.573,3123.272,3206.396,2018.0,0,0.026614396696797542
921,MDA,NGDPRPPPPC,Moldova,4999.33,5314.963,5744.573,6142.179,6609.524,7126.02,7486.475,7729.214,8344.216,7851.964,8417.166,8909.115,8856.684,9662.728,10152.892,10205.886,10732.387,11361.9,12042.55,12702.32,11859.25,13758.016,13226.402,13737.16,2019.0,0,0.03861654892993573
948,MNG,NGDPRPPPPC,Mongolia,4601.565,4757.028,4940.028,5240.922,5674.289,5974.005,6381.182,6841.467,7250.478,6968.893,7357.472,8474.033,9331.896,10196.617,10759.506,10796.04,10738.589,11137,11775.08,12214.531,11447.148,11455.736,11832.137,12186.589,2021.0,0,0.029956718722915335
943,MNE,NGDPRPPPPC,Montenegro,12439.217,12526.357,12714.121,12978.765,13525.532,14072.956,15265.834,16282.73,17421.138,16376.208,16788.498,17306.172,16821.223,17401.382,17694.681,18282.834,18819.032,19703.459,20710.633,21559.027,18279.582,20650.588,21958.1,22646.191,2021.0,0,0.03133654551167908
686,MAR,NGDPRPPPPC,Morocco,4858.588,5144.568,5234.847,5473.983,5661.945,5773.023,6130.969,6267.239,6555.355,6748.629,6919.927,7194.177,7321.057,7561.384,7673.535,7923.623,7881.314,8193.228,8356.171,8509.08,7817.346,8353.358,8365.889,8532.275,2021.0,0,0.019888621520079985
688,MOZ,NGDPRPPPPC,Mozambique,630.702,687.149,729.29,756.593,792.726,821.345,875.915,917.795,958.283,991.323,1027.208,1073.477,1120.126,1165.406,1217.087,1262.613,1273.782,1283.66,1292.895,1285.183,1233.424,1226.766,1243.073,1269.512,2015.0,0,0.021269064648656875
518,MMR,NGDPRPPPPC,Myanmar,1130.106,1256.079,1367.039,1534.691,1757.539,1983.664,2234.063,2497.732,2669.341,2767.993,2893.04,3028.997,3200.388,3424.733,3673.822,3914.339,4130.236,4332.722,4575.101,4848.559,4968.734,4050.696,4104.772,4186.006,2015.0,0,0.019790136943050766
728,NAM,NGDPRPPPPC,Namibia,7054.728,7216.072,7573.459,7708.454,8083.174,8313.373,8489.671,8791.717,8891.312,8785.84,9178.757,9503.526,9802.224,10160.982,10578.651,10822.652,10622.898,10316.885,10232.301,9959.541,8992.547,9065.866,9245.374,9331.984,2022.0,0,0.009367928220102354
836,NRU,NGDPRPPPPC,Nauru,,,,,4570.512,4243.699,4162.408,3916.655,6289.26,5815.15,5592.329,6000.459,7816.723,7860.244,8280.231,7472.218,7761.156,7132.761,7864.692,8984.711,9175.129,9246.795,9337.707,9251.923,2016.0,0,-0.009186837839311048
558,NPL,NGDPRPPPPC,Nepal,2005,2084.199,2055.722,2107.642,2179.094,2230.789,2285.51,2346.26,2473.941,2572.176,2682.699,2763.829,2886.098,2982.287,3152.293,3260.035,3244.674,3495.529,3719.308,3922.081,3761.803,3868.946,4039.855,4160.851,2020.0,0,0.029950579909427354
138,NLD,NGDPRPPPPC,Netherlands,47832.019,48568.571,48316.503,48131.742,48888.641,49743.929,51375.585,53235.951,54235.095,51991.289,52404.979,52958.918,52179.2,51960.084,52544.344,53346.881,54264.387,55509.264,56490.468,57258.337,54621.169,57065.695,59253.149,59527.372,2022.0,0,0.004627990319974478
196,NZL,NGDPRPPPPC,New Zealand,31945.406,32524.524,33503.933,34317.812,35444.939,36167.824,36745.286,37664.489,37219.819,36430.923,36665.377,37041.759,37754.477,38318.624,39115.661,39739.874,40376.494,40918.969,41608.219,42169.194,40727.112,42993.558,43921.81,44087.716,2021.0,0,0.003777303348837461
278,NIC,NGDPRPPPPC,Nicaragua,4072.43,4108.729,4056.602,4075.614,4206.587,4299.829,4431.783,4596.057,4692.465,4458.813,4597.126,4826.71,4990.043,5181.915,5373.953,5573.442,5767.494,5972.546,5712.166,5439.599,5388.726,5907.125,6081.464,6200.768,2020.0,0,0.01961764469871072
692,NER,NGDPRPPPPC,Niger,932.57,964.624,975.666,960.868,929.229,960.888,980.507,974.043,1010.452,991.773,1036.263,1020.349,1084.783,1098.617,1126.797,1131.518,1151.175,1163.226,1198.125,1224.373,1220.913,1192.47,1276.564,1305.567,2009.0,0,0.022719581626929733
694,NGA,NGDPRPPPPC,Nigeria,2773.092,2884.607,3223.57,3441.446,3704.771,3863.213,4016.807,4198.764,4383.329,4624.688,5009.749,5115.747,5193.536,5329.116,5516.383,5514.784,5284.9,5190.363,5155.068,5135.489,4916.712,4969.212,5004.245,5039.591,2012.0,1,0.007063203340364123
962,MKD,NGDPRPPPPC,North Macedonia,10270.886,9923.264,10043.622,10242.918,10689.43,11170.715,11715.304,12453.957,13113.368,13040.224,13448.361,13746.229,13666.934,14043.064,14528.77,15073.638,15484.844,15640.295,16076.645,16712.33,15986.153,16614.637,16982.983,17220.745,2021.0,0,0.014000014014027971
142,NOR,NGDPRPPPPC,Norway,56499.06,57389.613,57870.54,58071.327,60071.683,61272.968,62276.622,63487.744,62963.703,60995.711,60695.517,60572.33,61408.867,61284.985,61813.621,62323.8,62481.589,63513.245,63614.009,63930.194,62724.915,64843.847,66405.266,67424.797,2022.0,0,0.015353164913156175
449,OMN,NGDPRPPPPC,Oman,35395.498,36404.37,35526.594,34173.705,34254.983,34563.35,35469.834,36468.163,38889.676,39822.228,39237.206,36734.052,36375.707,35967.352,35181.382,35464.463,35102.334,34082.445,34208.006,33702.768,33891.38,34241.973,34936.037,34414.827,2021.0,0,-0.014918978932842303
564,PAK,NGDPRPPPPC,Pakistan,3618.314,3615.025,3654.517,3733.672,3935.268,4207.077,4370.404,4530.611,4569.187,4489.706,4510.397,4578.464,4658.293,4734.176,4829.119,4927.836,5054.384,5158.983,5353.947,5412.609,5256.156,5449.349,5661.685,5576.759,2021.0,1,-0.015000128053750849
565,PLW,NGDPRPPPPC,Palau,11851.459,12445.161,12976.588,12434.518,12838.569,13151.87,13275.601,13656.459,13183.208,12515.838,12532.038,13297.22,13889.726,13737.867,14388.976,15504.985,16061.19,15490.744,15487.011,15505.496,14458.375,12670.612,12302.167,13373.258,2021.0,0,0.08706523005255906
283,PAN,NGDPRPPPPC,Panama,14456.955,14249.156,14283.53,14600.282,15399.573,16198.687,17260.771,19004.184,20509.872,20407.11,21231.75,23240.427,25084.046,26375.428,27268.893,28381.536,29332.595,30510.958,31174.047,31646.186,25605.037,29130.71,31620.886,32773.868,2020.0,0,0.03646267217180454
853,PNG,NGDPRPPPPC,Papua New Guinea,2855.603,2783.662,2713.076,2888.631,2837.267,2889.181,2894.221,3049.102,2971.171,3101.92,3239.801,3106.633,3083.521,3133.146,3482.762,3634.892,3756.199,3809.52,3721.275,3808.579,3612.606,3541.3,3626.302,3683.527,2019.0,0,0.01578053896228166
288,PRY,NGDPRPPPPC,Paraguay,8592.713,8361.983,8208.36,8411.386,8601.109,8635.82,8900.723,9230.408,9672.816,9495.891,10385.969,10665.362,10429.608,11125.813,11542.794,11710.817,12034.672,12433.769,12651.444,12424.932,12153.216,12468.828,12325.047,12707.313,2021.0,0,0.0310153786837486
293,PER,NGDPRPPPPC,Peru,6685.9,6629.446,6893.536,7084.167,7338.911,7701.839,8181.415,8775.33,9468.133,9465.109,10138.962,10658.999,11186.474,11709.341,11856.376,12109.381,12453.363,12631.698,12996.772,12886.369,11353.51,12764.349,12979.364,13159.203,2017.0,0,0.013855763656832488
566,PHL,NGDPRPPPPC,Philippines,4514.052,4553.465,4625.019,4762.976,4976.233,5122.854,5294.501,5537.578,5676.054,5658.894,5970.908,6099.126,6414.787,6739.979,7058.124,7393.04,7790.259,8199.054,8587.915,8983.407,8017.74,8365.029,8890.186,9316.1,2022.0,1,0.04790833397636458
964,POL,NGDPRPPPPC,Poland,16330.673,16531.544,16775.324,17372.945,18251.942,18900.29,20067.907,21502.798,22411.69,23034.219,23780.674,24953.574,25338.455,25556.347,26568.133,27741.622,28589.868,30054.831,31838.525,33258.733,32599.467,34940.553,36824.34,36987.993,2022.0,0,0.004444152970562561
182,PRT,NGDPRPPPPC,Portugal,30421.133,30794.54,30862.493,30460.708,30931.335,31115.6,31564.123,32291.786,32348.237,31308.654,31837.939,31343.851,30194.561,30080.446,30482.572,31157.635,31887.22,33086.048,34083.355,34989.25,32051.277,33831.753,36107.305,36469.767,2022.0,0,0.01003846728522108
359,PRI,NGDPRPPPPC,Puerto Rico,30124.839,32906.423,33577.328,34341.883,35017.108,34370.825,34030.139,33832.144,33403.586,32930.521,32960.842,33224.69,33639.038,33922.304,34070.283,34301.813,34492.824,34627.223,34151.099,34724.612,33640.694,33281.811,35267.278,35766.007,2021.0,0,0.01414140892869587
453,QAT,NGDPRPPPPC,Qatar,86435.581,87650.41,91006.822,90264.581,98632.636,93270.343,101382.65,100604.627,87676.762,93993.734,105738.997,116493.398,115334.949,111365.6,106059.289,101000.905,96943.807,91742.857,91679.05,91022.868,91541.24,95338.561,97433.546,101832.049,2021.0,0,0.04514362024758903
968,ROU,NGDPRPPPPC,Romania,12268.886,12906.735,14012.698,14473.556,16047.583,16908.637,18373.08,19813.438,22197.316,21165.149,20482.886,21512.873,22036.361,22175.065,23175.096,24000.43,24822.705,27020.78,28812.185,30103.221,29120.262,31034.908,32793.815,33962.37,2021.0,0,0.03563339611448074
922,RUS,NGDPRPPPPC,Russia,14529.964,15338.276,16141.885,17403.778,18721.771,19993.878,21680.716,23550.149,24787.879,22833.742,23856.88,25032.038,25986.483,26383.753,26105.56,25542.032,25546.351,25999.323,26747.205,27341.101,26720.796,28342.526,28170.79,28418.173,2021.0,1,0.00878154286762984
714,RWA,NGDPRPPPPC,Rwanda,893.959,945.3,1043.469,1040.93,1079.366,1153.748,1232,1297.489,1396.705,1453.202,1512.951,1601.49,1690.186,1736.781,1793.709,1900.691,1979.164,2005.479,2125.052,2272.747,2146.371,2326.002,2427.743,2521.016,2012.0,0,0.03841963502726612
862,WSM,NGDPRPPPPC,Samoa,3982.145,4253.512,4468.037,4672.572,4786.727,5072.575,5147.732,5139.476,5286.666,5221.762,5313.956,5473.603,5224.177,5185.276,5178.547,5342.088,5738.051,5794.38,5736.445,5962.486,5738.79,5296.791,4944.805,5158.59,2021.0,0,0.04323426302958354
135,SMR,NGDPRPPPPC,San Marino,,,,,81052.662,82067.666,84131.599,88969.641,87504.132,77642.384,72207.025,65267.647,59835.509,58647.386,57582.589,58606.196,59669.633,59522.01,60095.926,61029.788,56658.725,61162.648,63802.999,64383.627,2020.0,0,0.009100324578786602
716,STP,NGDPRPPPPC,São Tomé and Príncipe,2602.582,2620.778,2633.587,2749.45,2790.713,2915.749,3097.575,3108.626,3290.404,3291.402,3430.753,3501.608,3532.685,3623.572,3780.057,3823.546,3903.417,3975.025,3997.402,4009.051,4035.575,4019.212,3983.57,3975.869,2011.0,0,-0.001933190580308623
456,SAU,NGDPRPPPPC,Saudi Arabia,42525.493,41004.021,38893.262,42226.588,44488.302,45426.514,45159.496,44482.612,45712.603,43303.866,43996.699,47434.59,48605.292,49677.209,50615.17,51456.176,51186.04,49855.994,50005.26,49235.979,46028.72,49099.552,52345.976,52889.638,2021.0,0,0.010385936829222491
722,SEN,NGDPRPPPPC,Senegal,2595.109,2642.686,2580.832,2658.562,2712.878,2758.353,2750.195,2754.192,2780.615,2780.613,2797.11,2757.079,2788.671,2777.112,2868.316,2966.455,3067.666,3203.906,3309.486,3368.267,3321.716,3429.061,3494.559,3682.993,2020.0,0,0.05392211148817339
942,SRB,NGDPRPPPPC,Serbia,8624.743,9070.96,9720.838,10176.43,11122.965,12289.29,12967.891,13859.041,14705.318,14361.077,14524.334,14932.558,14902.911,15408.766,15237.763,15588.003,16193.002,16621.467,17463.775,18318.294,18274.161,19732.725,20258.029,20746.26,2021.0,0,0.024100617093597794
718,SYC,NGDPRPPPPC,Seychelles,19051.434,18602.465,18481.896,17381.656,16948.852,18391.157,19705.313,21647.353,20725.008,20417.754,21110.627,22904.884,23547.744,24597.11,25359.897,26276.178,27490.204,28530.625,29121.158,29736.372,27213.247,29116.806,31411.049,32354.282,2015.0,0,0.03002870104720158
724,SLE,NGDPRPPPPC,Sierra Leone,838.145,955.123,1156.04,1206.681,1231.162,1238.396,1250.049,1314.61,1353.071,1365.223,1406.182,1461.32,1645.676,1942.844,1987.011,1545.724,1608.743,1633.73,1654.599,1705.192,1637.297,1670.092,1681.63,1698.615,2021.0,0,0.010100319333028013
576,SGP,NGDPRPPPPC,Singapore,55959.033,53886.497,55491.899,58877.613,63924.723,67039.195,70825.799,74064.653,71534.98,69498.543,78191.783,81337.737,82886.783,85484.437,87702.522,89248.125,91270.642,95334.146,98280.042,98455.328,94910.101,107741.118,108036.111,109223.414,2022.0,0,0.010989871710580176
936,SVK,NGDPRPPPPC,Slovak Republic,16062.848,16646.787,17396.932,18367.509,19347.938,20626.332,22377.126,24799.833,26168.406,24711.651,26332.214,27025.523,27321.693,27461.481,28175.583,29601.9,30150.075,30983.988,32186.786,32953.504,31797.987,32745.065,33444.819,33865.228,2022.0,0,0.012570227992562901
961,SVN,NGDPRPPPPC,Slovenia,26410.421,27227.945,28126.96,28944.848,30185.51,31313.844,33017.821,35199.222,36436.589,33319.964,33526.66,33762.428,32786.392,32396.565,33256.775,33962.3,35023.93,36680.185,38295.871,39350.416,37381.285,40199.065,42395.678,42941.338,2021.0,0,0.012870651579153977
813,SLB,NGDPRPPPPC,Solomon Islands,2014.156,1804.554,1707.762,1772.034,1842.637,1897.422,1943.713,1984.489,2052.844,2057.299,2180.881,2280.344,2251.063,2305.655,2270.41,2247.068,2309.478,2318.447,2320.695,2301.468,2168.417,2103.735,1969.027,1969.305,2019.0,0,0.00014118648449209687
726,SOM,NGDPRPPPPC,Somalia,,,,,,,,,,,,,1093.645,1124.01,1123.437,1142.998,1164.478,1157.535,1167.552,1166.41,1131.411,1132.932,1120.809,1120.809,2013.0,0,0.0
199,ZAF,NGDPRPPPPC,South Africa,11050.498,11144.34,11399.409,11622.507,12022.408,12511.386,13052.683,13572.23,13806.755,13392.678,13589.003,13804.426,13921.299,14049.389,14033.156,14004.891,13886.184,13838.851,13845.589,13690.072,12639.636,13145.758,13312.195,13125.815,2022.0,0,-0.014000696353982135
733,SSD,NGDPRPPPPC,South Sudan,,,,,,,,,,,,1056.03,506.731,624.2,614.478,594.939,501.118,458.781,435.422,425.947,386.686,395.815,409.862,420.718,2008.0,0,0.026486963904924082
184,ESP,NGDPRPPPPC,Spain,34809.163,35990.146,36385.396,36784.304,37347.224,37999.007,38933.747,39557.319,39260.537,37468.845,37373.569,36931.445,35814.51,35443.831,36046.055,37465.347,38570.376,39647.785,40382.949,40854.649,36036.17,37991.215,39899.45,40336.641,2021.0,0,0.010957318960537206
524,LKA,NGDPRPPPPC,Sri Lanka,6193.992,6030.265,6205.524,6518.903,6816.027,7182.992,7674.517,8135.801,8558.664,8800.104,9440.671,10190.349,11055.633,11414.165,12029.374,12420.551,12904.854,13584.193,13753.052,13639.02,13095.759,13386.681,12096.781,11602.397,2020.0,0,-0.040869054337678755
361,KNA,NGDPRPPPPC,St. Kitts and Nevis,19521.531,20282.562,20273.395,19201.677,19692.226,21324.477,21728.534,21607.439,23760.802,22707.907,22470.979,22587.958,22221.238,23233.744,24731.429,24656.762,25360.272,25340.706,25364.892,26124.753,22102.377,21686.516,23389.347,24196.631,2015.0,0,0.034515029427713374
362,LCA,NGDPRPPPPC,St. Lucia,12913.694,12323.187,12278.563,12683.641,13453.561,13243.703,13895.247,14001.092,14512.906,14727.948,14709.408,15271.246,15059.442,14586.815,14616.468,14448.678,14860.657,15235.585,15552.167,15354.321,11540.594,12870.906,14692.713,15038.368,2015.0,0,0.023525607557977935
364,VCT,NGDPRPPPPC,St. Vincent and the Grenadines,9396.432,9535.61,9988.666,10588.462,10972.905,11209.174,11928.532,12282.827,12321.62,12157.028,11624.148,11540.028,11648.253,11907.968,12017.096,12323.856,12806.273,12975.244,13376.586,13454.425,12941.005,13028.178,13707.76,14514.422,2016.0,0,0.05884710558107235
732,SDN,NGDPRPPPPC,Sudan,3970.494,4291.589,4435.335,4587.989,4701.391,4850.667,5036.534,5190.424,5253.495,4978.649,5039.705,5993.742,4634.77,4580.577,4649.379,4732.07,4808.909,4705.146,4465.804,4229.534,3972.719,3891.406,3697.974,3647.514,2011.0,0,-0.01364530956680605
366,SUR,NGDPRPPPPC,Suriname,13091.562,13533.415,13872.732,14585.375,15371.733,15942.968,16671.323,17325.095,17796.831,18085.781,18767.946,19543.729,20006.779,20271.887,20012.366,19038.952,17837.437,17879.62,18551.302,18507.186,15446.055,14844.318,14863.114,15031.733,2020.0,0,0.011344796251983306
144,SWE,NGDPRPPPPC,Sweden,41194.378,41667.947,42432.569,43243.978,44940.551,46039.556,47839.918,49109.794,48500.741,45977.012,48326.166,49516.497,48848.959,48973.203,49746.184,51432.456,51740.374,52413.085,52860.886,53402.352,51983.14,54400.103,55470.071,53710.084,2022.0,0,-0.031728587475577615
146,CHE,NGDPRPPPPC,Switzerland,59742.001,60433.111,59911.463,59389.254,60494.248,61774.293,63959.356,66030.745,67062.786,64590.395,65947.693,66472.843,66556.743,67071.338,67772.551,68031.073,68699.094,68910.1,70350.909,70659.713,68400.174,70761.322,71700.796,71754.942,2022.0,0,0.0007551659538060549
463,SYR,NGDPRPPPPC,Syria,,,,,,,,,,,,,,,,,,,,,,,,,,0,
528,TWN,NGDPRPPPPC,Taiwan Province of China,27909.026,27359.567,28711.616,29813.673,31767.359,33358.054,35119.304,37391.416,37561.504,36823.396,40521.886,41897.104,42660.864,43612.476,45553.255,46106.213,47008.921,48500.845,49815.034,51310.478,53142.481,57061.718,58565.003,59829.96,2021.0,0,0.021599196366471667
923,TJK,NGDPRPPPPC,Tajikistan,1344.074,1455.203,1557.94,1683.126,1823.834,1905.903,1996.674,2106.722,2224.223,2260.532,2354.283,2472.107,2597.979,2727.877,2846.278,2951.443,3087.801,3237.941,3412.92,3592.581,3677.767,3947.895,4185.985,4317.54,2014.0,0,0.03142748958727762
738,TZA,NGDPRPPPPC,Tanzania,1393.995,1439.503,1501.195,1560.281,1635.526,1707.169,1737.112,1831.685,1880.465,1925.555,1989.224,2084.1,2127,2204.25,2283.078,2352.072,2439.363,2527.809,2624.349,2725.857,2774.452,2827.428,2874.31,2936.62,2012.0,0,0.02167824625736262
578,THA,NGDPRPPPPC,Thailand,9809.622,10053.815,10583.76,11260.158,11886.325,12304.402,12837.878,13460.061,13620.532,13458.527,14399.045,14450.479,15424.544,15767.361,15854.132,16285.387,16782.099,17422.952,18101.518,18431.951,17253.068,17484.994,17914.655,18497.021,2021.0,1,0.032507798782616906
537,TLS,NGDPRPPPPC,Timor-Leste,2299.089,2624.93,2392.016,2279.509,2230.277,2243.266,2105.769,2277.175,2490.798,2695.313,2894.947,3013.261,3104.312,3144.337,3226.081,3254.366,3301.009,3138.376,3055.963,3701.139,4788.568,4946.533,4639.855,2967.1,2019.0,0,-0.36051880931623936
