Year,Country,Value
1985,ZMB,0.786980895
1986,ZMB,0.769151804
1987,ZMB,0.767001158
1988,ZMB,0.792919759
1989,ZMB,0.764171249
1990,ZMB,0.741189205
1991,ZMB,0.722675397
1992,ZMB,0.69311481
1993,ZMB,0.722634273
1994,ZMB,0.644462984
1995,ZMB,0.647107565
1996,ZMB,0.670524855
1997,ZMB,0.678482231
1998,ZMB,0.658610476
1999,ZMB,0.671413242
2000,ZMB,0.678545609
2001,ZMB,0.693530034
2002,ZMB,0.702962607
2003,ZMB,0.728914775
2004,ZMB,0.75576374
2005,ZMB,0.784040124
2006,ZMB,0.817267743
2007,ZMB,0.854790635
2008,ZMB,0.888923244
2009,ZMB,0.936977864
2010,ZMB,0.997952198
2011,ZMB,1.018500987
2012,ZMB,1.060292928
2013,ZMB,1.078064504
2014,ZMB,1.092649941
2015,ZMB,1.089231463
2016,ZMB,1.095344999
2017,ZMB,1.098973703
2018,ZMB,1.108835316
2019,ZMB,1.091490505
2020,ZMB,1.03041361
2021,ZMB,1.047612208
1960,ZWE,1
1961,ZWE,1.030762099
1962,ZWE,1.013579407
1963,ZWE,1.043839082
1964,ZWE,1.000583374
1965,ZWE,1.017423052
1966,ZWE,1.001093801
1967,ZWE,1.051364777
1968,ZWE,1.038804994
1969,ZWE,1.131369893
1970,ZWE,1.344354336
1971,ZWE,1.420419721
1972,ZWE,1.491620403
1973,ZWE,1.482284511
1974,ZWE,1.5294025
1975,ZWE,1.452252797
1976,ZWE,1.414617934
1977,ZWE,1.283945972
1978,ZWE,1.230821809
1979,ZWE,1.251061782
1980,ZWE,1.351453648
1981,ZWE,1.428227469
1982,ZWE,1.410001894
1983,ZWE,1.378904236
1984,ZWE,1.305542486
1985,ZWE,1.349300514
1986,ZWE,1.332761027
1987,ZWE,1.305312397
1988,ZWE,1.361163071
1989,ZWE,1.391568373
1990,ZWE,1.449434523
1991,ZWE,1.490713913
1992,ZWE,1.322709331
1993,ZWE,1.317621118
1994,ZWE,1.430865797
1995,ZWE,1.415470755
1996,ZWE,1.536391648
1997,ZWE,1.551997251
1998,ZWE,1.571062822
1999,ZWE,1.535859432
2000,ZWE,1.474001528
2001,ZWE,1.485643058
2002,ZWE,1.345189997
2003,ZWE,1.108142755
2004,ZWE,1.036486715
2005,ZWE,0.972185926
2006,ZWE,0.930485598
2007,ZWE,0.88784581
2008,ZWE,0.725161359
2009,ZWE,0.804028613
2010,ZWE,0.964343729
2011,ZWE,1.089548137
2012,ZWE,1.238323216
2013,ZWE,1.250561354
2014,ZWE,1.241617462
2015,ZWE,1.239969094
2016,ZWE,1.22536359
2017,ZWE,1.249562628
2018,ZWE,1.285917343
2019,ZWE,1.180763762
2020,ZWE,1.066579127
2021,ZWE,1.133470844
1960,WLD,1
1961,WLD,1.024068249
1962,WLD,1.059736711
1963,WLD,1.091450674
1964,WLD,1.139128937
1965,WLD,1.177859973
1966,WLD,1.219399226
1967,WLD,1.24444216
1968,WLD,1.291653034
1969,WLD,1.338624394
1970,WLD,1.363222518
1971,WLD,1.39219845
1972,WLD,1.441437334
1973,WLD,1.503902149
1974,WLD,1.501835552
1975,WLD,1.483823939
1976,WLD,1.534953455
1977,WLD,1.570307118
1978,WLD,1.607073472
1979,WLD,1.645062426
1980,WLD,1.647048988
1981,WLD,1.64970247
1982,WLD,1.626773568
1983,WLD,1.640577666
1984,WLD,1.687805934
1985,WLD,1.720119576
1986,WLD,1.748363012
1987,WLD,1.781746065
1988,WLD,1.83190017
1989,WLD,1.868084624
1990,WLD,1.888654371
1991,WLD,1.884491592
1992,WLD,1.892686309
1993,WLD,1.896932319
1994,WLD,1.92996987
1995,WLD,1.960228046
1996,WLD,2.001024696
1997,WLD,2.048845929
1998,WLD,2.077136406
1999,WLD,2.121644015
2000,WLD,2.187827416
2001,WLD,2.202386986
2002,WLD,2.223947295
2003,WLD,2.263929134
2004,WLD,2.335388491
2005,WLD,2.398608064
2006,WLD,2.473544947
2007,WLD,2.550145052
2008,WLD,2.570854385
2009,WLD,2.505394748
2010,WLD,2.587540778
2011,WLD,2.641399203
2012,WLD,2.679768848
2013,WLD,2.721366332
2014,WLD,2.771596471
2015,WLD,2.82320095
2016,WLD,2.868593877
2017,WLD,2.931951383
2018,WLD,2.99523183
2019,WLD,3.040737884
2020,WLD,2.91651273
2021,WLD,3.06131304
