date,region,value,region_short,label_wrapped
2016-07-01,Aberdeen City and Aberdeenshire,91.71699593424229,Aberdeen area,Aberdeen City and|Aberdeenshire
2016-08-01,Aberdeen City and Aberdeenshire,90.96126424172952,Aberdeen area,Aberdeen City and|Aberdeenshire
2016-09-01,Aberdeen City and Aberdeenshire,90.74140551995157,Aberdeen area,Aberdeen City and|Aberdeenshire
2016-10-01,Aberdeen City and Aberdeenshire,90.4761061825742,Aberdeen area,Aberdeen City and|Aberdeenshire
2016-11-01,Aberdeen City and Aberdeenshire,89.90905493139113,Aberdeen area,Aberdeen City and|Aberdeenshire
2016-12-01,Aberdeen City and Aberdeenshire,90.21652003268207,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-01-01,Aberdeen City and Aberdeenshire,89.60936562888516,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-02-01,Aberdeen City and Aberdeenshire,89.8611750861196,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-03-01,Aberdeen City and Aberdeenshire,89.52903418147676,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-04-01,Aberdeen City and Aberdeenshire,89.52492609143778,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-05-01,Aberdeen City and Aberdeenshire,90.0706645863964,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-06-01,Aberdeen City and Aberdeenshire,89.94880440836572,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-07-01,Aberdeen City and Aberdeenshire,89.28490919903112,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-08-01,Aberdeen City and Aberdeenshire,89.87575936442849,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-09-01,Aberdeen City and Aberdeenshire,90.32202725625001,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-10-01,Aberdeen City and Aberdeenshire,90.29493114353188,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-11-01,Aberdeen City and Aberdeenshire,90.30563690811184,Aberdeen area,Aberdeen City and|Aberdeenshire
2017-12-01,Aberdeen City and Aberdeenshire,89.54667475959162,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-01-01,Aberdeen City and Aberdeenshire,90.5269349139466,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-02-01,Aberdeen City and Aberdeenshire,90.7159618799338,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-03-01,Aberdeen City and Aberdeenshire,88.6268530642564,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-04-01,Aberdeen City and Aberdeenshire,89.80646128595167,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-05-01,Aberdeen City and Aberdeenshire,90.43412202380144,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-06-01,Aberdeen City and Aberdeenshire,92.00046323463889,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-07-01,Aberdeen City and Aberdeenshire,91.00016424166323,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-08-01,Aberdeen City and Aberdeenshire,92.01721723999502,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-09-01,Aberdeen City and Aberdeenshire,91.40477498314846,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-10-01,Aberdeen City and Aberdeenshire,91.95961980643469,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-11-01,Aberdeen City and Aberdeenshire,92.3895910577748,Aberdeen area,Aberdeen City and|Aberdeenshire
2018-12-01,Aberdeen City and Aberdeenshire,92.45873449627118,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-01-01,Aberdeen City and Aberdeenshire,93.15325944616197,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-02-01,Aberdeen City and Aberdeenshire,94.08356686440943,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-03-01,Aberdeen City and Aberdeenshire,98.3074254878316,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-04-01,Aberdeen City and Aberdeenshire,94.64345536451418,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-05-01,Aberdeen City and Aberdeenshire,94.3582040431487,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-06-01,Aberdeen City and Aberdeenshire,94.22345198582428,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-07-01,Aberdeen City and Aberdeenshire,94.29653174181878,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-08-01,Aberdeen City and Aberdeenshire,94.79366128932453,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-09-01,Aberdeen City and Aberdeenshire,94.59440573781069,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-10-01,Aberdeen City and Aberdeenshire,94.96205409746003,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-11-01,Aberdeen City and Aberdeenshire,94.43390299518946,Aberdeen area,Aberdeen City and|Aberdeenshire
2019-12-01,Aberdeen City and Aberdeenshire,94.8112355718794,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-01-01,Aberdeen City and Aberdeenshire,94.55349556711013,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-02-01,Aberdeen City and Aberdeenshire,94.33667109627775,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-03-01,Aberdeen City and Aberdeenshire,93.61503900923863,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-04-01,Aberdeen City and Aberdeenshire,89.75735802688503,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-05-01,Aberdeen City and Aberdeenshire,88.56340582966357,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-06-01,Aberdeen City and Aberdeenshire,89.8103307119746,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-07-01,Aberdeen City and Aberdeenshire,90.98631711039017,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-08-01,Aberdeen City and Aberdeenshire,90.60772566295392,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-09-01,Aberdeen City and Aberdeenshire,90.91514070737257,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-10-01,Aberdeen City and Aberdeenshire,90.94455478103058,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-11-01,Aberdeen City and Aberdeenshire,90.84047805177103,Aberdeen area,Aberdeen City and|Aberdeenshire
2020-12-01,Aberdeen City and Aberdeenshire,91.18020436030963,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-01-01,Aberdeen City and Aberdeenshire,90.23791845170877,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-02-01,Aberdeen City and Aberdeenshire,88.9679644285735,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-03-01,Aberdeen City and Aberdeenshire,88.70217286528539,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-04-01,Aberdeen City and Aberdeenshire,94.48319798995438,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-05-01,Aberdeen City and Aberdeenshire,93.70067708102377,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-06-01,Aberdeen City and Aberdeenshire,94.16176866006415,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-07-01,Aberdeen City and Aberdeenshire,95.0107826748785,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-08-01,Aberdeen City and Aberdeenshire,95.8823604207879,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-09-01,Aberdeen City and Aberdeenshire,96.16669835321308,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-10-01,Aberdeen City and Aberdeenshire,96.61186514282323,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-11-01,Aberdeen City and Aberdeenshire,96.86635964472761,Aberdeen area,Aberdeen City and|Aberdeenshire
2021-12-01,Aberdeen City and Aberdeenshire,97.79815402024357,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-01-01,Aberdeen City and Aberdeenshire,98.81494183633531,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-02-01,Aberdeen City and Aberdeenshire,98.59942048294886,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-03-01,Aberdeen City and Aberdeenshire,100.41948210191578,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-04-01,Aberdeen City and Aberdeenshire,101.1345357326774,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-05-01,Aberdeen City and Aberdeenshire,101.23695254029725,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-06-01,Aberdeen City and Aberdeenshire,101.92779771416039,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-07-01,Aberdeen City and Aberdeenshire,102.60790285832265,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-08-01,Aberdeen City and Aberdeenshire,102.34934808856977,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-09-01,Aberdeen City and Aberdeenshire,103.4893468733498,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-10-01,Aberdeen City and Aberdeenshire,104.72315015107827,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-11-01,Aberdeen City and Aberdeenshire,106.7667328373328,Aberdeen area,Aberdeen City and|Aberdeenshire
2022-12-01,Aberdeen City and Aberdeenshire,107.05621634806649,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-01-01,Aberdeen City and Aberdeenshire,106.03706915493221,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-02-01,Aberdeen City and Aberdeenshire,111.37076819145884,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-03-01,Aberdeen City and Aberdeenshire,111.09530969266935,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-04-01,Aberdeen City and Aberdeenshire,112.01408078960186,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-05-01,Aberdeen City and Aberdeenshire,110.31094159576438,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-06-01,Aberdeen City and Aberdeenshire,110.89434967485865,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-07-01,Aberdeen City and Aberdeenshire,110.54746568052045,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-08-01,Aberdeen City and Aberdeenshire,111.95456242356782,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-09-01,Aberdeen City and Aberdeenshire,112.56089208080242,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-10-01,Aberdeen City and Aberdeenshire,112.65735658998463,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-11-01,Aberdeen City and Aberdeenshire,113.88290733681119,Aberdeen area,Aberdeen City and|Aberdeenshire
2023-12-01,Aberdeen City and Aberdeenshire,114.38376656823812,Aberdeen area,Aberdeen City and|Aberdeenshire
2024-01-01,Aberdeen City and Aberdeenshire,114.03735766725023,Aberdeen area,Aberdeen City and|Aberdeenshire
2024-02-01,Aberdeen City and Aberdeenshire,115.70218279472151,Aberdeen area,Aberdeen City and|Aberdeenshire
2014-07-01,Caithness and Sutherland and Ross and Cromarty,100.0,,Caithness and Sutherland and|Ross and Cromarty
2014-08-01,Caithness and Sutherland and Ross and Cromarty,100.2757879760699,,Caithness and Sutherland and|Ross and Cromarty
2014-09-01,Caithness and Sutherland and Ross and Cromarty,101.1581348929247,,Caithness and Sutherland and|Ross and Cromarty
2014-10-01,Caithness and Sutherland and Ross and Cromarty,100.73171775592023,,Caithness and Sutherland and|Ross and Cromarty
2014-11-01,Caithness and Sutherland and Ross and Cromarty,101.17256188982786,,Caithness and Sutherland and|Ross and Cromarty
2014-12-01,Caithness and Sutherland and Ross and Cromarty,101.47869808899569,,Caithness and Sutherland and|Ross and Cromarty
2015-01-01,Caithness and Sutherland and Ross and Cromarty,102.31048917192602,,Caithness and Sutherland and|Ross and Cromarty
2015-02-01,Caithness and Sutherland and Ross and Cromarty,101.08288488589268,,Caithness and Sutherland and|Ross and Cromarty
2015-03-01,Caithness and Sutherland and Ross and Cromarty,100.05130101136723,,Caithness and Sutherland and|Ross and Cromarty
2015-04-01,Caithness and Sutherland and Ross and Cromarty,101.30098682931803,,Caithness and Sutherland and|Ross and Cromarty
2015-05-01,Caithness and Sutherland and Ross and Cromarty,100.88255871772243,,Caithness and Sutherland and|Ross and Cromarty
2015-06-01,Caithness and Sutherland and Ross and Cromarty,100.59177420705048,,Caithness and Sutherland and|Ross and Cromarty
2015-07-01,Caithness and Sutherland and Ross and Cromarty,100.9515683479721,,Caithness and Sutherland and|Ross and Cromarty
2015-08-01,Caithness and Sutherland and Ross and Cromarty,100.25642240283901,,Caithness and Sutherland and|Ross and Cromarty
2015-09-01,Caithness and Sutherland and Ross and Cromarty,100.23342909401585,,Caithness and Sutherland and|Ross and Cromarty
2015-10-01,Caithness and Sutherland and Ross and Cromarty,100.30001076310018,,Caithness and Sutherland and|Ross and Cromarty
2015-11-01,Caithness and Sutherland and Ross and Cromarty,101.57885536147162,,Caithness and Sutherland and|Ross and Cromarty
2015-12-01,Caithness and Sutherland and Ross and Cromarty,100.93034693421214,,Caithness and Sutherland and|Ross and Cromarty
2016-01-01,Caithness and Sutherland and Ross and Cromarty,101.29276017366742,,Caithness and Sutherland and|Ross and Cromarty
2016-02-01,Caithness and Sutherland and Ross and Cromarty,101.16718679707779,,Caithness and Sutherland and|Ross and Cromarty
2016-03-01,Caithness and Sutherland and Ross and Cromarty,101.24991311644287,,Caithness and Sutherland and|Ross and Cromarty
2016-04-01,Caithness and Sutherland and Ross and Cromarty,102.36122968587529,,Caithness and Sutherland and|Ross and Cromarty
2016-05-01,Caithness and Sutherland and Ross and Cromarty,101.22237771218437,,Caithness and Sutherland and|Ross and Cromarty
2016-06-01,Caithness and Sutherland and Ross and Cromarty,102.06919503349697,,Caithness and Sutherland and|Ross and Cromarty
2016-07-01,Caithness and Sutherland and Ross and Cromarty,102.90981847090053,,Caithness and Sutherland and|Ross and Cromarty
2016-08-01,Caithness and Sutherland and Ross and Cromarty,102.17084136938972,,Caithness and Sutherland and|Ross and Cromarty
2016-09-01,Caithness and Sutherland and Ross and Cromarty,102.20887253981346,,Caithness and Sutherland and|Ross and Cromarty
2016-10-01,Caithness and Sutherland and Ross and Cromarty,102.77562324923659,,Caithness and Sutherland and|Ross and Cromarty
2016-11-01,Caithness and Sutherland and Ross and Cromarty,102.83492749216848,,Caithness and Sutherland and|Ross and Cromarty
2016-12-01,Caithness and Sutherland and Ross and Cromarty,102.81391271340132,,Caithness and Sutherland and|Ross and Cromarty
2017-01-01,Caithness and Sutherland and Ross and Cromarty,101.81967294794856,,Caithness and Sutherland and|Ross and Cromarty
2017-02-01,Caithness and Sutherland and Ross and Cromarty,101.67320360771267,,Caithness and Sutherland and|Ross and Cromarty
2017-03-01,Caithness and Sutherland and Ross and Cromarty,102.99986483488534,,Caithness and Sutherland and|Ross and Cromarty
2017-04-01,Caithness and Sutherland and Ross and Cromarty,101.41954623937099,,Caithness and Sutherland and|Ross and Cromarty
2017-05-01,Caithness and Sutherland and Ross and Cromarty,101.61923313053227,,Caithness and Sutherland and|Ross and Cromarty
2017-06-01,Caithness and Sutherland and Ross and Cromarty,102.3439795383831,,Caithness and Sutherland and|Ross and Cromarty
2017-07-01,Caithness and Sutherland and Ross and Cromarty,102.1268539452987,,Caithness and Sutherland and|Ross and Cromarty
2017-08-01,Caithness and Sutherland and Ross and Cromarty,102.75358950166122,,Caithness and Sutherland and|Ross and Cromarty
2017-09-01,Caithness and Sutherland and Ross and Cromarty,103.55200903325535,,Caithness and Sutherland and|Ross and Cromarty
2017-10-01,Caithness and Sutherland and Ross and Cromarty,103.47580333938163,,Caithness and Sutherland and|Ross and Cromarty
2017-11-01,Caithness and Sutherland and Ross and Cromarty,103.80526475482978,,Caithness and Sutherland and|Ross and Cromarty
2017-12-01,Caithness and Sutherland and Ross and Cromarty,104.3019067941353,,Caithness and Sutherland and|Ross and Cromarty
2018-01-01,Caithness and Sutherland and Ross and Cromarty,104.11129505356381,,Caithness and Sutherland and|Ross and Cromarty
2018-02-01,Caithness and Sutherland and Ross and Cromarty,104.80407373656068,,Caithness and Sutherland and|Ross and Cromarty
2018-03-01,Caithness and Sutherland and Ross and Cromarty,105.20926687686783,,Caithness and Sutherland and|Ross and Cromarty
2018-04-01,Caithness and Sutherland and Ross and Cromarty,105.33553893802683,,Caithness and Sutherland and|Ross and Cromarty
2018-05-01,Caithness and Sutherland and Ross and Cromarty,105.51096558956542,,Caithness and Sutherland and|Ross and Cromarty
2018-06-01,Caithness and Sutherland and Ross and Cromarty,105.63607145448381,,Caithness and Sutherland and|Ross and Cromarty
2018-07-01,Caithness and Sutherland and Ross and Cromarty,104.58901320193551,,Caithness and Sutherland and|Ross and Cromarty
2018-08-01,Caithness and Sutherland and Ross and Cromarty,105.78825812667661,,Caithness and Sutherland and|Ross and Cromarty
2018-09-01,Caithness and Sutherland and Ross and Cromarty,105.78235482322623,,Caithness and Sutherland and|Ross and Cromarty
2018-10-01,Caithness and Sutherland and Ross and Cromarty,106.6469969956047,,Caithness and Sutherland and|Ross and Cromarty
2018-11-01,Caithness and Sutherland and Ross and Cromarty,107.24238731502906,,Caithness and Sutherland and|Ross and Cromarty
2018-12-01,Caithness and Sutherland and Ross and Cromarty,107.03958669282012,,Caithness and Sutherland and|Ross and Cromarty
2019-01-01,Caithness and Sutherland and Ross and Cromarty,108.31027824925712,,Caithness and Sutherland and|Ross and Cromarty
2019-02-01,Caithness and Sutherland and Ross and Cromarty,109.78125722980326,,Caithness and Sutherland and|Ross and Cromarty
2019-03-01,Caithness and Sutherland and Ross and Cromarty,112.08490420053036,,Caithness and Sutherland and|Ross and Cromarty
2019-04-01,Caithness and Sutherland and Ross and Cromarty,110.69908337492078,,Caithness and Sutherland and|Ross and Cromarty
2019-05-01,Caithness and Sutherland and Ross and Cromarty,110.37871906503038,,Caithness and Sutherland and|Ross and Cromarty
2019-06-01,Caithness and Sutherland and Ross and Cromarty,109.35690902566408,,Caithness and Sutherland and|Ross and Cromarty
2019-07-01,Caithness and Sutherland and Ross and Cromarty,108.84738846043267,,Caithness and Sutherland and|Ross and Cromarty
2019-08-01,Caithness and Sutherland and Ross and Cromarty,109.03869759410487,,Caithness and Sutherland and|Ross and Cromarty
2019-09-01,Caithness and Sutherland and Ross and Cromarty,109.38546081579341,,Caithness and Sutherland and|Ross and Cromarty
2019-10-01,Caithness and Sutherland and Ross and Cromarty,108.96551393700076,,Caithness and Sutherland and|Ross and Cromarty
2019-11-01,Caithness and Sutherland and Ross and Cromarty,109.81172943389683,,Caithness and Sutherland and|Ross and Cromarty
2019-12-01,Caithness and Sutherland and Ross and Cromarty,109.62496756153482,,Caithness and Sutherland and|Ross and Cromarty
2020-01-01,Caithness and Sutherland and Ross and Cromarty,111.26310650243903,,Caithness and Sutherland and|Ross and Cromarty
2020-02-01,Caithness and Sutherland and Ross and Cromarty,111.87092591667998,,Caithness and Sutherland and|Ross and Cromarty
2020-03-01,Caithness and Sutherland and Ross and Cromarty,109.99835182763873,,Caithness and Sutherland and|Ross and Cromarty
2020-04-01,Caithness and Sutherland and Ross and Cromarty,102.9831222345942,,Caithness and Sutherland and|Ross and Cromarty
2020-05-01,Caithness and Sutherland and Ross and Cromarty,103.60755251931838,,Caithness and Sutherland and|Ross and Cromarty
2020-06-01,Caithness and Sutherland and Ross and Cromarty,103.18196967109728,,Caithness and Sutherland and|Ross and Cromarty
2020-07-01,Caithness and Sutherland and Ross and Cromarty,106.66781547112869,,Caithness and Sutherland and|Ross and Cromarty
2020-08-01,Caithness and Sutherland and Ross and Cromarty,107.95279971172351,,Caithness and Sutherland and|Ross and Cromarty
2020-09-01,Caithness and Sutherland and Ross and Cromarty,108.95193156063068,,Caithness and Sutherland and|Ross and Cromarty
2020-10-01,Caithness and Sutherland and Ross and Cromarty,110.59969840073039,,Caithness and Sutherland and|Ross and Cromarty
2020-11-01,Caithness and Sutherland and Ross and Cromarty,110.45371336125885,,Caithness and Sutherland and|Ross and Cromarty
2020-12-01,Caithness and Sutherland and Ross and Cromarty,110.42628127449674,,Caithness and Sutherland and|Ross and Cromarty
2021-01-01,Caithness and Sutherland and Ross and Cromarty,109.93668548844549,,Caithness and Sutherland and|Ross and Cromarty
2021-02-01,Caithness and Sutherland and Ross and Cromarty,109.600895876343,,Caithness and Sutherland and|Ross and Cromarty
2021-03-01,Caithness and Sutherland and Ross and Cromarty,109.39527597795112,,Caithness and Sutherland and|Ross and Cromarty
2021-04-01,Caithness and Sutherland and Ross and Cromarty,113.22041643615026,,Caithness and Sutherland and|Ross and Cromarty
2021-05-01,Caithness and Sutherland and Ross and Cromarty,113.46556819160105,,Caithness and Sutherland and|Ross and Cromarty
2021-06-01,Caithness and Sutherland and Ross and Cromarty,114.06611405409564,,Caithness and Sutherland and|Ross and Cromarty
2021-07-01,Caithness and Sutherland and Ross and Cromarty,115.59143158040305,,Caithness and Sutherland and|Ross and Cromarty
2021-08-01,Caithness and Sutherland and Ross and Cromarty,116.30724231628425,,Caithness and Sutherland and|Ross and Cromarty
2021-09-01,Caithness and Sutherland and Ross and Cromarty,116.52644588251493,,Caithness and Sutherland and|Ross and Cromarty
2021-10-01,Caithness and Sutherland and Ross and Cromarty,116.53210638984879,,Caithness and Sutherland and|Ross and Cromarty
2021-11-01,Caithness and Sutherland and Ross and Cromarty,116.61233630020718,,Caithness and Sutherland and|Ross and Cromarty
2021-12-01,Caithness and Sutherland and Ross and Cromarty,118.9755819687309,,Caithness and Sutherland and|Ross and Cromarty
2022-01-01,Caithness and Sutherland and Ross and Cromarty,118.38377934936892,,Caithness and Sutherland and|Ross and Cromarty
2022-02-01,Caithness and Sutherland and Ross and Cromarty,119.52343849100045,,Caithness and Sutherland and|Ross and Cromarty
2022-03-01,Caithness and Sutherland and Ross and Cromarty,119.36909248313296,,Caithness and Sutherland and|Ross and Cromarty
2022-04-01,Caithness and Sutherland and Ross and Cromarty,121.46572089486074,,Caithness and Sutherland and|Ross and Cromarty
2022-05-01,Caithness and Sutherland and Ross and Cromarty,122.54578650457046,,Caithness and Sutherland and|Ross and Cromarty
2022-06-01,Caithness and Sutherland and Ross and Cromarty,122.67577670413105,,Caithness and Sutherland and|Ross and Cromarty
2022-07-01,Caithness and Sutherland and Ross and Cromarty,123.39582216589582,,Caithness and Sutherland and|Ross and Cromarty
2022-08-01,Caithness and Sutherland and Ross and Cromarty,123.01539681241245,,Caithness and Sutherland and|Ross and Cromarty
2022-09-01,Caithness and Sutherland and Ross and Cromarty,124.43000834986178,,Caithness and Sutherland and|Ross and Cromarty
2022-10-01,Caithness and Sutherland and Ross and Cromarty,125.50330149768267,,Caithness and Sutherland and|Ross and Cromarty
2022-11-01,Caithness and Sutherland and Ross and Cromarty,129.31183883421082,,Caithness and Sutherland and|Ross and Cromarty
2022-12-01,Caithness and Sutherland and Ross and Cromarty,128.13318508650167,,Caithness and Sutherland and|Ross and Cromarty
2023-01-01,Caithness and Sutherland and Ross and Cromarty,128.56594333484753,,Caithness and Sutherland and|Ross and Cromarty
2023-02-01,Caithness and Sutherland and Ross and Cromarty,133.17848063924396,,Caithness and Sutherland and|Ross and Cromarty
2023-03-01,Caithness and Sutherland and Ross and Cromarty,132.3677921549527,,Caithness and Sutherland and|Ross and Cromarty
2023-04-01,Caithness and Sutherland and Ross and Cromarty,134.05802248607156,,Caithness and Sutherland and|Ross and Cromarty
2023-05-01,Caithness and Sutherland and Ross and Cromarty,132.09841761247162,,Caithness and Sutherland and|Ross and Cromarty
2023-06-01,Caithness and Sutherland and Ross and Cromarty,132.7851793427721,,Caithness and Sutherland and|Ross and Cromarty
2023-07-01,Caithness and Sutherland and Ross and Cromarty,131.92903245153488,,Caithness and Sutherland and|Ross and Cromarty
2023-08-01,Caithness and Sutherland and Ross and Cromarty,132.5147858314828,,Caithness and Sutherland and|Ross and Cromarty
2023-09-01,Caithness and Sutherland and Ross and Cromarty,133.10910294041335,,Caithness and Sutherland and|Ross and Cromarty
2023-10-01,Caithness and Sutherland and Ross and Cromarty,133.686089830792,,Caithness and Sutherland and|Ross and Cromarty
2023-11-01,Caithness and Sutherland and Ross and Cromarty,136.6850790498954,,Caithness and Sutherland and|Ross and Cromarty
2023-12-01,Caithness and Sutherland and Ross and Cromarty,137.6265545699382,,Caithness and Sutherland and|Ross and Cromarty
2024-01-01,Caithness and Sutherland and Ross and Cromarty,137.61306259637746,,Caithness and Sutherland and|Ross and Cromarty
2024-02-01,Caithness and Sutherland and Ross and Cromarty,137.74892897854562,,Caithness and Sutherland and|Ross and Cromarty
2014-07-01,"Inverness and Nairn and Moray, Badenoch and Strathspey",100.0,Inverness area,"Inverness and Nairn and Moray,|Badenoch and Strathspey"
2014-08-01,"Inverness and Nairn and Moray, Badenoch and Strathspey",100.16795273082344,Inverness area,"Inverness and Nairn and Moray,|Badenoch and Strathspey"
2014-09-01,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.21178707223477,Inverness area,"Inverness and Nairn and Moray,|Badenoch and Strathspey"
2014-10-01,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.46007699790663,Inverness area,"Inverness and Nairn and Moray,|Badenoch and Strathspey"
2014-11-01,"Inverness and Nairn and Moray, Badenoch and Strathspey",101.98606202471925,Inverness area,"Inverness and Nairn and Moray,|Badenoch and Strathspey"
