STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CAN,Canada,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,467.449885,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CAD,Canadian dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHE,Switzerland,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,224.033082,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CHF,Swiss franc
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CHL,Chile,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,55458.76387,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CLP,Chilean peso
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,COL,Colombia,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,251226.7102,,A,Normal value,9,Billions,TOTALTAX,,3,Three,COP,Colombian peso
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CRI,Costa Rica,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,7272.850825,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CRC,Costa Rican colon
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,CZE,Czechia,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,2737.378095,,A,Normal value,9,Billions,TOTALTAX,,3,Three,CZK,Czech koruna
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,DNK,Denmark,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,976.410964,,A,Normal value,9,Billions,TOTALTAX,,3,Three,DKK,Danish krone
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,ITA,Italy,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,940.385501,,A,Normal value,9,Billions,TOTALTAX,,3,Three,EUR,Euro
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,GBR,United Kingdom,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,979.793856,,A,Normal value,9,Billions,TOTALTAX,,3,Three,GBP,Pound sterling
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,HUN,Hungary,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,27980.445,,A,Normal value,9,Billions,TOTALTAX,,3,Three,HUF,Forint
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,ISR,Israel,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,616.952413,,A,Normal value,9,Billions,TOTALTAX,,3,Three,ILS,New Israeli sheqel
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,ISL,Iceland,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,1699.050962,,A,Normal value,9,Billions,TOTALTAX,,3,Three,ISK,Iceland krona
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,JPN,Japan,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,79189.9,,A,Normal value,9,Billions,TOTALTAX,,3,Three,JPY,Yen
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,KOR,Korea,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,645785,,A,Normal value,9,Billions,TOTALTAX,,3,Three,KRW,Won
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,MEX,Mexico,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,4967.092054,,A,Normal value,9,Billions,TOTALTAX,,3,Three,MXN,Mexican peso
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,NOR,Norway,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,1809.791,,A,Normal value,9,Billions,TOTALTAX,,3,Three,NOK,Norwegian krone
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,NZL,New Zealand,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,133.169,,A,Normal value,9,Billions,TOTALTAX,,3,Three,NZD,New Zealand dollar
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,POL,Poland,TAX_REV,Tax revenue,S1311,Central government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,634.342,,A,Normal value,9,Billions,TOTALTAX,,3,Three,PLN,Zloty
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,SWE,Sweden,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,2643.673225,,A,Normal value,9,Billions,TOTALTAX,,3,Three,SEK,Swedish krona
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(2.1),Global Revenue Statistics - Comparative tax revenues,I,TUR,Türkiye,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,XDC,National currency,A,Annual,2024,,10398.57594,,A,Normal value,9,Billions,TOTALTAX,,3,Three,TRY,Turkish lira
