date,series,value
2020-08-01,Real Total Pay,0.015
2020-09-01,Real Total Pay,0.017
2020-10-01,Real Total Pay,0.028999999999999998
2020-11-01,Real Total Pay,0.042
2020-12-01,Real Total Pay,0.042
2021-01-01,Real Total Pay,0.033
2021-02-01,Real Total Pay,0.032
2021-03-01,Real Total Pay,0.031
2021-04-01,Real Total Pay,0.07200000000000001
2021-05-01,Real Total Pay,0.07
2021-06-01,Real Total Pay,0.062
2021-07-01,Real Total Pay,0.052000000000000005
2021-08-01,Real Total Pay,0.025
2021-09-01,Real Total Pay,0.017
2021-10-01,Real Total Pay,0.006
2021-11-01,Real Total Pay,-0.01
2021-12-01,Real Total Pay,0.011000000000000001
2022-01-01,Real Total Pay,0.003
2022-02-01,Real Total Pay,0.003
2022-03-01,Real Total Pay,0.034
2022-04-01,Real Total Pay,-0.027999999999999997
2022-05-01,Real Total Pay,-0.032
2022-06-01,Real Total Pay,-0.018000000000000002
2022-07-01,Real Total Pay,-0.027999999999999997
2022-08-01,Real Total Pay,-0.025
2022-09-01,Real Total Pay,-0.028999999999999998
2022-10-01,Real Total Pay,-0.026000000000000002
2022-11-01,Real Total Pay,-0.02
2022-12-01,Real Total Pay,-0.038
2023-01-01,Real Total Pay,-0.024
2023-02-01,Real Total Pay,-0.018000000000000002
2023-03-01,Real Total Pay,-0.033
2023-04-01,Real Total Pay,-0.002
2023-05-01,Real Total Pay,0.0
2023-06-01,Real Total Pay,0.013999999999999999
2023-07-01,Real Total Pay,0.015
2023-08-01,Real Total Pay,0.008
2023-09-01,Real Total Pay,0.017
2023-10-01,Real Total Pay,0.012
2023-11-01,Real Total Pay,0.013999999999999999
2023-12-01,Real Total Pay,0.016
2024-01-01,Real Total Pay,0.013999999999999999
2024-02-01,Real Total Pay,0.021
2024-03-01,Real Total Pay,0.022000000000000002
2024-04-01,Real Total Pay,0.024
2024-05-01,Real Total Pay,0.022000000000000002
2024-06-01,Real Total Pay,0.003
2024-07-01,Real Total Pay,0.01
2024-08-01,Real Total Pay,0.015
2024-09-01,Real Total Pay,0.016
2014-09-01,Real Regular Pay,0.004
2014-10-01,Real Regular Pay,0.004
2014-11-01,Real Regular Pay,0.005
2014-12-01,Real Regular Pay,0.006999999999999999
2015-01-01,Real Regular Pay,0.01
2015-02-01,Real Regular Pay,0.018000000000000002
2015-03-01,Real Regular Pay,0.025
2015-04-01,Real Regular Pay,0.025
2015-05-01,Real Regular Pay,0.023
2015-06-01,Real Regular Pay,0.024
2015-07-01,Real Regular Pay,0.025
2015-08-01,Real Regular Pay,0.021
2015-09-01,Real Regular Pay,0.016
2015-10-01,Real Regular Pay,0.013999999999999999
2015-11-01,Real Regular Pay,0.017
2015-12-01,Real Regular Pay,0.015
2016-01-01,Real Regular Pay,0.016
2016-02-01,Real Regular Pay,0.018000000000000002
2016-03-01,Real Regular Pay,0.013999999999999999
2016-04-01,Real Regular Pay,0.017
2016-05-01,Real Regular Pay,0.013000000000000001
2016-06-01,Real Regular Pay,0.013999999999999999
2016-07-01,Real Regular Pay,0.013000000000000001
2016-08-01,Real Regular Pay,0.013999999999999999
2016-09-01,Real Regular Pay,0.013000000000000001
2016-10-01,Real Regular Pay,0.013000000000000001
2016-11-01,Real Regular Pay,0.012
2016-12-01,Real Regular Pay,0.005
2017-01-01,Real Regular Pay,0.001
2017-02-01,Real Regular Pay,-0.006
2017-03-01,Real Regular Pay,-0.005
2017-04-01,Real Regular Pay,-0.006999999999999999
2017-05-01,Real Regular Pay,-0.003
2017-06-01,Real Regular Pay,-0.003
2017-07-01,Real Regular Pay,-0.005
2017-08-01,Real Regular Pay,-0.004
2017-09-01,Real Regular Pay,-0.004
2017-10-01,Real Regular Pay,-0.003
2017-11-01,Real Regular Pay,-0.005
2017-12-01,Real Regular Pay,0.0
2018-01-01,Real Regular Pay,0.0
2018-02-01,Real Regular Pay,0.004
2018-03-01,Real Regular Pay,0.006999999999999999
2018-04-01,Real Regular Pay,0.004
2018-05-01,Real Regular Pay,0.003
2018-06-01,Real Regular Pay,0.004
2018-07-01,Real Regular Pay,0.008
2018-08-01,Real Regular Pay,0.009000000000000001
2018-09-01,Real Regular Pay,0.009000000000000001
2018-10-01,Real Regular Pay,0.013000000000000001
2018-11-01,Real Regular Pay,0.013000000000000001
2018-12-01,Real Regular Pay,0.013000000000000001
2019-01-01,Real Regular Pay,0.018000000000000002
2019-02-01,Real Regular Pay,0.013999999999999999
2019-03-01,Real Regular Pay,0.013000000000000001
2019-04-01,Real Regular Pay,0.019
2019-05-01,Real Regular Pay,0.019
2019-06-01,Real Regular Pay,0.021
2019-07-01,Real Regular Pay,0.018000000000000002
2019-08-01,Real Regular Pay,0.018000000000000002
2019-09-01,Real Regular Pay,0.019
2019-10-01,Real Regular Pay,0.016
2019-11-01,Real Regular Pay,0.017
2019-12-01,Real Regular Pay,0.018000000000000002
2020-01-01,Real Regular Pay,0.009000000000000001
2020-02-01,Real Regular Pay,0.012
2020-03-01,Real Regular Pay,0.009000000000000001
2020-04-01,Real Regular Pay,-0.009000000000000001
2020-05-01,Real Regular Pay,-0.008
2020-06-01,Real Regular Pay,-0.009000000000000001
2020-07-01,Real Regular Pay,-0.001
2020-08-01,Real Regular Pay,0.015
2020-09-01,Real Regular Pay,0.021
2020-10-01,Real Regular Pay,0.027999999999999997
2020-11-01,Real Regular Pay,0.035
2020-12-01,Real Regular Pay,0.036000000000000004
2021-01-01,Real Regular Pay,0.033
2021-02-01,Real Regular Pay,0.037000000000000005
2021-03-01,Real Regular Pay,0.039
2021-04-01,Real Regular Pay,0.057999999999999996
2021-05-01,Real Regular Pay,0.051
2021-06-01,Real Regular Pay,0.046
2021-07-01,Real Regular Pay,0.038
2021-08-01,Real Regular Pay,0.018000000000000002
2021-09-01,Real Regular Pay,0.011000000000000001
2021-10-01,Real Regular Pay,0.0
2021-11-01,Real Regular Pay,-0.01
2021-12-01,Real Regular Pay,-0.011000000000000001
2022-01-01,Real Regular Pay,-0.006
2022-02-01,Real Regular Pay,-0.012
2022-03-01,Real Regular Pay,-0.018000000000000002
2022-04-01,Real Regular Pay,-0.035
2022-05-01,Real Regular Pay,-0.026000000000000002
2022-06-01,Real Regular Pay,-0.027999999999999997
2022-07-01,Real Regular Pay,-0.031
2022-08-01,Real Regular Pay,-0.027000000000000003
2022-09-01,Real Regular Pay,-0.025
2022-10-01,Real Regular Pay,-0.027000000000000003
2022-11-01,Real Regular Pay,-0.023
2022-12-01,Real Regular Pay,-0.024
2023-01-01,Real Regular Pay,-0.023
2023-02-01,Real Regular Pay,-0.02
2023-03-01,Real Regular Pay,-0.016
2023-04-01,Real Regular Pay,-0.001
2023-05-01,Real Regular Pay,-0.001
2023-06-01,Real Regular Pay,0.005
2023-07-01,Real Regular Pay,0.013000000000000001
2023-08-01,Real Regular Pay,0.016
2023-09-01,Real Regular Pay,0.011000000000000001
2023-10-01,Real Regular Pay,0.013999999999999999
2023-11-01,Real Regular Pay,0.02
2023-12-01,Real Regular Pay,0.019
2024-01-01,Real Regular Pay,0.017
2024-02-01,Real Regular Pay,0.02
2024-03-01,Real Regular Pay,0.025
2024-04-01,Real Regular Pay,0.027000000000000003
2024-05-01,Real Regular Pay,0.024
2024-06-01,Real Regular Pay,0.023
2024-07-01,Real Regular Pay,0.019
2024-08-01,Real Regular Pay,0.015
2024-09-01,Real Regular Pay,0.022000000000000002
2014-09-01,CPIH,0.013000000000000001
2014-10-01,CPIH,0.013000000000000001
2014-11-01,CPIH,0.011000000000000001
2014-12-01,CPIH,0.006999999999999999
2015-01-01,CPIH,0.005
2015-02-01,CPIH,0.004
2015-03-01,CPIH,0.003
2015-04-01,CPIH,0.003
2015-05-01,CPIH,0.004
2015-06-01,CPIH,0.003
2015-07-01,CPIH,0.005
2015-08-01,CPIH,0.004
2015-09-01,CPIH,0.002
2015-10-01,CPIH,0.002
2015-11-01,CPIH,0.004
2015-12-01,CPIH,0.005
2016-01-01,CPIH,0.006
2016-02-01,CPIH,0.006
2016-03-01,CPIH,0.008
2016-04-01,CPIH,0.006999999999999999
2016-05-01,CPIH,0.006999999999999999
2016-06-01,CPIH,0.008
2016-07-01,CPIH,0.009000000000000001
2016-08-01,CPIH,0.01
2016-09-01,CPIH,0.013000000000000001
2016-10-01,CPIH,0.013000000000000001
2016-11-01,CPIH,0.015
2016-12-01,CPIH,0.018000000000000002
2017-01-01,CPIH,0.019
2017-02-01,CPIH,0.023
2017-03-01,CPIH,0.023
2017-04-01,CPIH,0.026000000000000002
2017-05-01,CPIH,0.027000000000000003
2017-06-01,CPIH,0.026000000000000002
2017-07-01,CPIH,0.026000000000000002
2017-08-01,CPIH,0.027000000000000003
2017-09-01,CPIH,0.027999999999999997
2017-10-01,CPIH,0.027999999999999997
2017-11-01,CPIH,0.027999999999999997
2017-12-01,CPIH,0.027000000000000003
2018-01-01,CPIH,0.027000000000000003
2018-02-01,CPIH,0.025
2018-03-01,CPIH,0.023
2018-04-01,CPIH,0.022000000000000002
2018-05-01,CPIH,0.023
2018-06-01,CPIH,0.023
2018-07-01,CPIH,0.023
2018-08-01,CPIH,0.024
2018-09-01,CPIH,0.022000000000000002
2018-10-01,CPIH,0.022000000000000002
2018-11-01,CPIH,0.022000000000000002
2018-12-01,CPIH,0.02
2019-01-01,CPIH,0.018000000000000002
2019-02-01,CPIH,0.018000000000000002
2019-03-01,CPIH,0.018000000000000002
2019-04-01,CPIH,0.02
2019-05-01,CPIH,0.019
2019-06-01,CPIH,0.019
2019-07-01,CPIH,0.02
2019-08-01,CPIH,0.017
2019-09-01,CPIH,0.017
2019-10-01,CPIH,0.015
2019-11-01,CPIH,0.015
2019-12-01,CPIH,0.013999999999999999
2020-01-01,CPIH,0.018000000000000002
2020-02-01,CPIH,0.017
2020-03-01,CPIH,0.015
2020-04-01,CPIH,0.009000000000000001
2020-05-01,CPIH,0.006999999999999999
2020-06-01,CPIH,0.008
2020-07-01,CPIH,0.011000000000000001
2020-08-01,CPIH,0.005
2020-09-01,CPIH,0.006999999999999999
2020-10-01,CPIH,0.009000000000000001
2020-11-01,CPIH,0.006
2020-12-01,CPIH,0.008
2021-01-01,CPIH,0.009000000000000001
2021-02-01,CPIH,0.006999999999999999
2021-03-01,CPIH,0.01
2021-04-01,CPIH,0.016
2021-05-01,CPIH,0.021
2021-06-01,CPIH,0.024
2021-07-01,CPIH,0.021
2021-08-01,CPIH,0.03
2021-09-01,CPIH,0.028999999999999998
2021-10-01,CPIH,0.038
2021-11-01,CPIH,0.046
2021-12-01,CPIH,0.048
2022-01-01,CPIH,0.049
2022-02-01,CPIH,0.055
2022-03-01,CPIH,0.062
2022-04-01,CPIH,0.078
2022-05-01,CPIH,0.079
2022-06-01,CPIH,0.08199999999999999
2022-07-01,CPIH,0.08800000000000001
2022-08-01,CPIH,0.086
2022-09-01,CPIH,0.08800000000000001
2022-10-01,CPIH,0.096
2022-11-01,CPIH,0.09300000000000001
2022-12-01,CPIH,0.092
2023-01-01,CPIH,0.08800000000000001
2023-02-01,CPIH,0.092
2023-03-01,CPIH,0.08900000000000001
2023-04-01,CPIH,0.078
2023-05-01,CPIH,0.079
2023-06-01,CPIH,0.073
2023-07-01,CPIH,0.064
2023-08-01,CPIH,0.063
2023-09-01,CPIH,0.063
2023-10-01,CPIH,0.047
2023-11-01,CPIH,0.042
2023-12-01,CPIH,0.042
2024-01-01,CPIH,0.042
2024-02-01,CPIH,0.038
2024-03-01,CPIH,0.038
2024-04-01,CPIH,0.03
2024-05-01,CPIH,0.027999999999999997
2024-06-01,CPIH,0.027999999999999997
2024-07-01,CPIH,0.031
2024-08-01,CPIH,0.031
2024-09-01,CPIH,0.026000000000000002
