Line,Start Date Time,End Date Time,Service Status,Status Message
Piccadilly,02/01/2025 05:54,02/01/2025 06:13,Severe Delays,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 05:54,02/01/2025 06:13,Part Closure,"No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:13,02/01/2025 06:38,Part Suspended,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:13,02/01/2025 06:38,Severe Delays,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:13,02/01/2025 06:38,Part Closure,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:38,02/01/2025 07:05,Severe Delays,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:38,02/01/2025 07:05,Part Suspended,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:38,02/01/2025 07:05,Severe Delays,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 06:38,02/01/2025 07:05,Part Closure,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. For stations between Acton Town and Rayners Lane, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Jubilee,02/01/2025 06:42,02/01/2025 06:49,Severe Delays,"Severe delays, southbound only, while we fix a signal failure at Bond Street  and a faulty train at Kilburn. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 06:49,02/01/2025 06:50,Part Suspended,"Severe delays, southbound only, while we fix a signal failure at Bond Street  and a faulty train at Kilburn. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 06:49,02/01/2025 06:50,Severe Delays,"Severe delays, southbound only, while we fix a signal failure at Bond Street  and a faulty train at Kilburn. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 06:50,02/01/2025 06:57,Part Suspended,"No service between Waterloo and Stratford while we fix a signal failure at Bond Street and a faulty train at Kilburn. SEVERE delays on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 06:50,02/01/2025 06:57,Severe Delays,"No service between Waterloo and Stratford while we fix a signal failure at Bond Street and a faulty train at Kilburn. SEVERE delays on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 06:57,02/01/2025 07:03,Part Suspended,"No service between Waterloo and Stratford while we fix a signal failure at Bond Street and a faulty train at Kilburn. SEVERE delays on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 06:57,02/01/2025 07:03,Severe Delays,"No service between Waterloo and Stratford while we fix a signal failure at Bond Street and a faulty train at Kilburn. SEVERE delays on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 07:03,02/01/2025 08:05,Part Suspended,"No service between Waterloo and Stanmore while we fix a signal failure at Bond Street and a faulty train at Kilburn. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 07:03,02/01/2025 08:05,Severe Delays,"No service between Waterloo and Stanmore while we fix a signal failure at Bond Street and a faulty train at Kilburn. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Piccadilly,02/01/2025 07:05,02/01/2025 07:33,Severe Delays,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. For stations between Acton Town and South Harrow, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 07:05,02/01/2025 07:33,Part Suspended,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. For stations between Acton Town and South Harrow, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 07:05,02/01/2025 07:33,Severe Delays,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. For stations between Acton Town and South Harrow, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 07:05,02/01/2025 07:33,Part Closure,"No service between South Harrow and Rayners Lane while we fix a points failure at Rayners Lane. NO SERVICE between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. For stations between Acton Town and South Harrow, change at Acton Town. SEVERE DELAYS between King's Cross and South Harrow / Heathrow Terminal 4 due to a shortage of trains. Tickets are being accepted on London Buses and Elizabeth Line. GOOD SERVICE on the rest of the line."
Piccadilly,02/01/2025 07:33,02/01/2025 09:25,Severe Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan Line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane due to an earlier points failure. Tickets are being accepted on London Buses. GOOD SERVICE on the rest of the line.
Piccadilly,02/01/2025 07:33,02/01/2025 09:25,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan Line to complete your journey. SEVERE DELAYS between Acton Town and Rayners Lane due to an earlier points failure. Tickets are being accepted on London Buses. GOOD SERVICE on the rest of the line.
Jubilee,02/01/2025 08:05,02/01/2025 08:47,Part Suspended,"No service between Finchley Road and Waterloo while we fix a signal failure at Bond Street. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 08:05,02/01/2025 08:47,Severe Delays,"No service between Finchley Road and Waterloo while we fix a signal failure at Bond Street. SEVERE DELAYS on the rest of the line. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Jubilee,02/01/2025 08:47,02/01/2025 15:26,Severe Delays,"Severe delays due to an earlier signal failure at Bond Street. Tickets are being accepted on London Buses, C2C, DLR, London Overground, Elizabeth Line, Southeastern and Thameslink."
Piccadilly,02/01/2025 09:25,02/01/2025 11:59,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan line to complete your journey. GOOD SERVICE on the rest of the line.
Piccadilly,02/01/2025 11:59,02/01/2025 20:32,Minor Delays,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan Line to complete your journey. MINOR DELAYS on the rest of the line due to shortage of trains..
Piccadilly,02/01/2025 11:59,02/01/2025 20:33,Part Closure,No service between Rayners Lane and Uxbridge due a shortage of Piccadilly line trains while we fix damage caused by leaf fall. Please use the Metropolitan Line to complete your journey. MINOR DELAYS on the rest of the line due to shortage of trains..
