Line,Start Date Time,End Date Time,Service Status,Status Message
C&H,04/01/2020 13:50,04/01/2020 13:59,Part Suspended,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. NO SERVICE on the rest of the line while we fix a signal system failure at Baker Street. London Underground tickets are being accepted on London Bus services.
C&H,04/01/2020 13:50,04/01/2020 13:59,Part Closure,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. NO SERVICE on the rest of the line while we fix a signal system failure at Baker Street. London Underground tickets are being accepted on London Bus services.
District,04/01/2020 13:55,04/01/2020 13:59,Minor Delays,No service between Earls Court and East Ham due to planned engineering work. MINOR DELAYS between High Street Kensington an Edgware Road while we fix a signal systems failure. GOOD SERVICE on the rest of the line.
District,04/01/2020 13:55,04/01/2020 13:59,Part Closure,No service between Earls Court and East Ham due to planned engineering work. MINOR DELAYS between High Street Kensington an Edgware Road while we fix a signal systems failure. GOOD SERVICE on the rest of the line.
Metropolitan,04/01/2020 13:57,04/01/2020 14:05,Severe Delays,Severe delays between Wembley Park and Aldgate due to an earlier signal systems failure at Baker Street. London Underground tickets are being accepted on Chiltern and London bus services. GOOD SERVICE on the rest of the line.
C&H,04/01/2020 13:59,04/01/2020 14:58,Severe Delays,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. SEVERE DELAYS on the rest of the line due to an earlier signal system failure at Baker Street. London Underground tickets are being accepted on London Bus services.
C&H,04/01/2020 13:59,04/01/2020 14:58,Part Closure,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. SEVERE DELAYS on the rest of the line due to an earlier signal system failure at Baker Street. London Underground tickets are being accepted on London Bus services.
District,04/01/2020 13:59,04/01/2020 14:32,Minor Delays,No service between Earls Court and East Ham due to planned engineering work. MINOR DELAYS between High Street Kensington an Edgware Road due to an earlier signal systems failure. GOOD SERVICE on the rest of the line.
District,04/01/2020 13:59,04/01/2020 14:32,Part Closure,No service between Earls Court and East Ham due to planned engineering work. MINOR DELAYS between High Street Kensington an Edgware Road due to an earlier signal systems failure. GOOD SERVICE on the rest of the line.
Metropolitan,04/01/2020 14:05,04/01/2020 14:06,Minor Delays,Severe delays between Wembley Park and Aldgate due to an earlier signal systems failure at Baker Street. MINOR DELAYS on the rest of the line. London Underground tickets are being accepted on Chiltern and London bus services.
Metropolitan,04/01/2020 14:05,04/01/2020 14:06,Severe Delays,Severe delays between Wembley Park and Aldgate due to an earlier signal systems failure at Baker Street. MINOR DELAYS on the rest of the line. London Underground tickets are being accepted on Chiltern and London bus services.
Metropolitan,04/01/2020 14:06,04/01/2020 14:06,Minor Delays,Severe delays between Wembley Park and Aldgate. MINOR DELAYS on the rest of the line due to an earlier signal systems failure at Baker Street. London Underground tickets are being accepted on Chiltern and London bus services.
Metropolitan,04/01/2020 14:06,04/01/2020 14:06,Severe Delays,Severe delays between Wembley Park and Aldgate. MINOR DELAYS on the rest of the line due to an earlier signal systems failure at Baker Street. London Underground tickets are being accepted on Chiltern and London bus services.
Metropolitan,04/01/2020 14:06,04/01/2020 14:58,Severe Delays,Severe delays between Wembley Park and Aldgate. MINOR DELAYS on the rest of the line due to an earlier signal systems failure at Baker Street. London Underground tickets are being accepted on Chiltern and London bus services.
Metropolitan,04/01/2020 14:06,04/01/2020 14:58,Minor Delays,Severe delays between Wembley Park and Aldgate. MINOR DELAYS on the rest of the line due to an earlier signal systems failure at Baker Street. London Underground tickets are being accepted on Chiltern and London bus services.
District,04/01/2020 14:32,05/01/2020 01:37,Part Closure,No service between Earls Court and East Ham due to planned engineering work. GOOD SERVICE on the rest of the line.
C&H,04/01/2020 14:58,04/01/2020 14:58,Minor Delays,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. MINOR DELAYS on the rest of the line due to an earlier signal system failure at Baker Street. London Underground tickets are being accepted on London Bus services.
C&H,04/01/2020 14:58,04/01/2020 14:58,Part Closure,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. MINOR DELAYS on the rest of the line due to an earlier signal system failure at Baker Street. London Underground tickets are being accepted on London Bus services.
Metropolitan,04/01/2020 14:58,04/01/2020 15:30,Minor Delays,Minor delays due to an earlier signal systems failure at Baker Street.
C&H,04/01/2020 14:58,04/01/2020 15:30,Minor Delays,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. MINOR DELAYS on the rest of the line due to an earlier signal system failure at Baker Street.
C&H,04/01/2020 14:58,04/01/2020 15:30,Part Closure,No service between Edgware Road and Aldgate via Embankment due to planned engineering work. MINOR DELAYS on the rest of the line due to an earlier signal system failure at Baker Street.
Central,04/01/2020 15:00,04/01/2020 15:27,Minor Delays,Minor delays between White City and Ealing Broadway / West Ruislip due to an earlier temporary unavailability of train staff. GOOD SERVICE on the rest of the line.
Central,04/01/2020 15:00,04/01/2020 15:27,Minor Delays,Minor delays between White City and Ealing Broadway / West Ruislip due to an earlier temporary unavailability of train staff. GOOD SERVICE on the rest of the line.
C&H,04/01/2020 15:30,05/01/2020 01:36,Part Closure,No service between Edgware Road and Aldgate via Embankment due to planned engineering work.
Metropolitan,04/01/2020 18:19,04/01/2020 18:26,Part Suspended,No service between Harrow on the Hill and Uxbridge while we help a person ill on a train. GOOD SERVICE on the rest of the line. Tickets are being accepted on London bus services.
Metropolitan,04/01/2020 18:26,04/01/2020 18:59,Minor Delays,Minor delays between Harrow on the Hill and Uxbridge due to an earlier person ill on a train. GOOD SERVICE on the rest of the line.
Victoria,04/01/2020 21:33,04/01/2020 21:41,Part Suspended,No service Kings Cross to Victoria while emergency services deal with a casualty on the track. MINOR DELAYS on the rest of the line. London Underground tickets will be accepted on local bus services.
Victoria,04/01/2020 21:33,04/01/2020 21:41,Minor Delays,No service Kings Cross to Victoria while emergency services deal with a casualty on the track. MINOR DELAYS on the rest of the line. London Underground tickets will be accepted on local bus services.
Victoria,04/01/2020 21:41,04/01/2020 22:39,Part Suspended,No service Highbury & Islington to Victoria while emergency services deal with a casualty on the track. MINOR DELAYS on the rest of the line. London Underground tickets will be accepted on local bus services.
Victoria,04/01/2020 21:41,04/01/2020 22:39,Minor Delays,No service Highbury & Islington to Victoria while emergency services deal with a casualty on the track. MINOR DELAYS on the rest of the line. London Underground tickets will be accepted on local bus services.
Victoria,04/01/2020 22:39,04/01/2020 23:55,Severe Delays,Severe delays due to an earlier customer incident.  London Underground tickets will be accepted on local bus services.
Victoria,04/01/2020 23:55,05/01/2020 00:41,Minor Delays,Minor delays due to an earlier customer incident.
Northern,05/01/2020 03:56,05/01/2020 04:11,Severe Delays,Severe delays while we deal with a trespasser on the track at South Wimbledon.
Northern,05/01/2020 04:11,05/01/2020 04:29,Part Suspended,No service Stockwell to Morden while we deal with a trespasser on the track at South Wimbledon. MINOR DELAYS on the rest of the line.
Northern,05/01/2020 04:11,05/01/2020 04:29,Minor Delays,No service Stockwell to Morden while we deal with a trespasser on the track at South Wimbledon. MINOR DELAYS on the rest of the line.
Northern,05/01/2020 04:29,05/01/2020 05:26,Minor Delays,Minor delays due to an earlier trespasser on the track at South Wimbledon.
C&H,05/01/2020 05:58,06/01/2020 01:01,Part Closure,No service between Edgware Road and Aldgate via Embankment due to planned engineering work.
District,05/01/2020 05:59,05/01/2020 08:50,Part Closure,No service between Earls Court and East Ham due to planned engineering work. GOOD SERVICE on the rest of the line.
C&H,05/01/2020 05:59,06/01/2020 01:02,Planned Closure,No service due to planned engineering work.
District,05/01/2020 08:50,05/01/2020 08:56,Part Closure,No service between Earls Court and East Ham due to planned engineering work. GOOD SERVICE on the rest of the line. London Underground valid tickets can be used on C2C and London Buses.
District,05/01/2020 08:56,06/01/2020 01:01,Part Closure,"No service between Earls Court and East Ham due to planned engineering work. GOOD SERVICE on the rest of the line. London Underground valid tickets can be used on C2C, DLR and London Buses."
Northern,05/01/2020 10:35,05/01/2020 10:35,Minor Delays,Minor delays between Collindale and Edgware due to a faulty train at Edgware.
Northern,05/01/2020 10:35,05/01/2020 10:36,Minor Delays,Minor delays between Colindale and Edgware due to a faulty train at Edgware.
Northern,05/01/2020 10:36,05/01/2020 11:57,Minor Delays,Minor delays between Colindale and Edgware due to a faulty train at Edgware. GOOD SERVICE on the rest of the line.
Bakerloo,05/01/2020 14:00,05/01/2020 14:02,Minor Delays,Minor delays Harrow & Wealdstone to Queen's Park southbound only due to faulty train at Kensal Green.
Bakerloo,05/01/2020 14:02,05/01/2020 14:28,Minor Delays,Minor delays Harrow & Wealdstone to Queen's Park southbound only due to faulty train at Kensal Green. GOOD SERVICE on the rest of the line.
C&H,06/01/2020 05:17,06/01/2020 05:42,Minor Delays,Minor delays clockwise only due to an earlier signal failure. GOOD SERVICE anticlockwise.
Central,06/01/2020 07:17,06/01/2020 07:25,Minor Delays,Minor delays while we fix a track fault.
Central,06/01/2020 08:20,06/01/2020 08:31,Minor Delays,Minor delays while we fix a faulty train.
Metropolitan,06/01/2020 14:44,06/01/2020 14:49,Severe Delays,Severe delays between Baker Street and Aldgate due to a faulty train at Great Poortland Street.
C&H,06/01/2020 14:45,06/01/2020 14:50,Severe Delays,Severe delays anticlockwise due to a faulty train at Great Portland Street.
Metropolitan,06/01/2020 14:49,06/01/2020 14:49,Severe Delays,Severe delays between Harrow on the Hill and Aldgate due to a faulty train at Great Poortland Street.
Metropolitan,06/01/2020 14:49,06/01/2020 15:08,Severe Delays,Severe delays between Harrow on the Hill and Aldgate due to a faulty train at Great Portland Street.
