Line,Start Date Time,End Date Time,Service Status,Status Message
District,01/01/2021 11:08,01/01/2021 11:11,Part Suspended,No service between Earl's Court Ealing Broadway/Richmond due to faulty train at West Kensington.. SEVERE DELAYS on the rest of the line.
District,01/01/2021 11:08,01/01/2021 11:11,Severe Delays,No service between Earl's Court Ealing Broadway/Richmond due to faulty train at West Kensington.. SEVERE DELAYS on the rest of the line.
District,01/01/2021 11:11,01/01/2021 11:17,Severe Delays,Severe delays between Earl's Court - Ealing Broadway/Richmond due to an earlier faulty train at West Kensington.. MINOR DELAYS on the rest of the line.
District,01/01/2021 11:11,01/01/2021 11:17,Severe Delays,Severe delays between Earl's Court - Ealing Broadway/Richmond due to an earlier faulty train at West Kensington.. MINOR DELAYS on the rest of the line.
District,01/01/2021 11:11,01/01/2021 11:17,Minor Delays,Severe delays between Earl's Court - Ealing Broadway/Richmond due to an earlier faulty train at West Kensington.. MINOR DELAYS on the rest of the line.
District,01/01/2021 11:17,01/01/2021 11:40,Severe Delays,Severe delays between Earl's Court - Ealing Broadway/Richmond due to an earlier faulty train at West Kensington.. MINOR DELAYS on the rest of the line. Valid tickets are accepted on London Buses.
District,01/01/2021 11:17,01/01/2021 11:40,Severe Delays,Severe delays between Earl's Court - Ealing Broadway/Richmond due to an earlier faulty train at West Kensington.. MINOR DELAYS on the rest of the line. Valid tickets are accepted on London Buses.
District,01/01/2021 11:17,01/01/2021 11:40,Minor Delays,Severe delays between Earl's Court - Ealing Broadway/Richmond due to an earlier faulty train at West Kensington.. MINOR DELAYS on the rest of the line. Valid tickets are accepted on London Buses.
Bakerloo,01/01/2021 11:27,01/01/2021 13:58,Planned Closure,There will be no Bakerloo Line service from 14:00 due to temporary unavailability of control staff.
Central,01/01/2021 12:07,01/01/2021 14:00,Minor Delays,Minor delays between White City and  West Ruislip due to train cancellations. GOOD SERVICE on the rest of the line.
Bakerloo,01/01/2021 13:58,01/01/2021 14:16,Planned Closure,No service due to the temporary unavailability of control staff. Tickets are being accepted on local buses.
Bakerloo,01/01/2021 14:16,01/01/2021 14:18,Planned Closure,No service due to the temporary unavailability of control staff. Tickets are being accepted on London Overground ( Euston - Harrow Wealdstone) and london buses.
Bakerloo,01/01/2021 14:18,01/01/2021 18:37,Planned Closure,No service due to the temporary unavailability of control staff. Tickets are being accepted on London Overground ( Euston - Harrow Wealdstone) and london buses.
Central,01/01/2021 16:00,01/01/2021 16:04,Minor Delays,Minor delays between North Acton and West Ruislip due to train cancellations. GOOD SERVICE rest of the line.
Central,01/01/2021 16:04,01/01/2021 17:41,Minor Delays,Minor delays between North Acton and West Ruislip due to train cancellations. GOOD SERVICE on the rest of the line.
Bakerloo,01/01/2021 18:37,01/01/2021 19:04,Minor Delays,Minor delays due to the to the temporary unavailability of control staff earlier.
District,02/01/2021 00:35,02/01/2021 00:37,Severe Delays,"Severe delays between Turnham Green to Ealing Broadway while we fix a faulty, GOOD SERVICE on the rest of the line."
District,02/01/2021 00:37,02/01/2021 00:46,Severe Delays,"Severe delays between Turnham Green to Ealing Broadway while we fix a faulty train, GOOD SERVICE on the rest of the line."
District,02/01/2021 00:46,02/01/2021 00:54,Minor Delays,"Minor delays between Turnham Green and Ealing Broadway while we fix a faulty train, GOOD SERVICE on the rest of the line."
District,02/01/2021 00:53,02/01/2021 01:05,Minor Delays,
District,02/01/2021 05:26,03/01/2021 01:12,Part Closure,No service between Turnham Green and Ealing Broadway due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,02/01/2021 05:28,02/01/2021 16:53,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,02/01/2021 05:28,02/01/2021 16:53,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
C&H,02/01/2021 12:25,02/01/2021 13:17,Minor Delays,Severe delays eastbound only due to train cancellations. Good service westbound.
C&H,02/01/2021 13:17,02/01/2021 14:00,Severe Delays,Severe delays eastbound only due to train cancellations. Good service westbound.
C&H,02/01/2021 14:00,02/01/2021 15:22,Severe Delays,"Severe delays, westbound only, due to train cancellations."
C&H,02/01/2021 15:22,02/01/2021 16:32,Severe Delays,"Severe delays, eastbound only, due to train cancellations."
C&H,02/01/2021 16:32,02/01/2021 17:43,Severe Delays,"Severe delays, westbound only, due to train cancellations."
Piccadilly,02/01/2021 16:53,02/01/2021 17:00,Minor Delays,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and Arnos Grove while we investigate a report of a trespasser on the track.
Piccadilly,02/01/2021 16:53,02/01/2021 17:00,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and Arnos Grove while we investigate a report of a trespasser on the track.
Piccadilly,02/01/2021 16:53,02/01/2021 17:00,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and Arnos Grove while we investigate a report of a trespasser on the track.
Piccadilly,02/01/2021 17:00,02/01/2021 17:00,Minor Delays,"No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and King's Cross, westbound only while we investigate a report of a trespasser on the track"
Piccadilly,02/01/2021 17:00,02/01/2021 17:04,Part Closure,"No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and King's Cross, westbound only while we investigate a report of a trespasser on the track"
Piccadilly,02/01/2021 17:00,02/01/2021 17:04,Part Closure,"No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and King's Cross, westbound only while we investigate a report of a trespasser on the track"
Piccadilly,02/01/2021 17:00,02/01/2021 17:04,Minor Delays,"No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. MINOR DELAYS between Cockfosters and King's Cross, westbound only while we investigate a report of a trespasser on the track"
Piccadilly,02/01/2021 17:04,02/01/2021 17:14,Part Suspended,No service between Cockfosters and Arnos Grove and MINOR DELAYS between Arnos Grove and King's Cross due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:04,02/01/2021 17:14,Minor Delays,No service between Cockfosters and Arnos Grove and MINOR DELAYS between Arnos Grove and King's Cross due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:04,02/01/2021 17:14,Part Closure,No service between Cockfosters and Arnos Grove and MINOR DELAYS between Arnos Grove and King's Cross due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:04,02/01/2021 17:14,Part Closure,No service between Cockfosters and Arnos Grove and MINOR DELAYS between Arnos Grove and King's Cross due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:14,02/01/2021 17:20,Severe Delays,No service between Cockfosters and Arnos Grove and SEVERE DELAYS between Arnos Grove and Hammersmith due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:14,02/01/2021 17:20,Part Suspended,No service between Cockfosters and Arnos Grove and SEVERE DELAYS between Arnos Grove and Hammersmith due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:14,02/01/2021 17:20,Part Closure,No service between Cockfosters and Arnos Grove and SEVERE DELAYS between Arnos Grove and Hammersmith due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:14,02/01/2021 17:20,Part Closure,No service between Cockfosters and Arnos Grove and SEVERE DELAYS between Arnos Grove and Hammersmith due to a police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:20,02/01/2021 17:27,Severe Delays,Severe delays between Cockfosters and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:20,02/01/2021 17:27,Part Closure,Severe delays between Cockfosters and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:20,02/01/2021 17:27,Part Closure,Severe delays between Cockfosters and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:27,02/01/2021 17:42,Severe Delays,"Severe delays between Cockfosters and Hammersmith, westbound and MINOR DELAYS between Hammersmith and Cockfosters, eastbound following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 17:27,02/01/2021 17:42,Minor Delays,"Severe delays between Cockfosters and Hammersmith, westbound and MINOR DELAYS between Hammersmith and Cockfosters, eastbound following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 17:27,02/01/2021 17:42,Part Closure,"Severe delays between Cockfosters and Hammersmith, westbound and MINOR DELAYS between Hammersmith and Cockfosters, eastbound following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 17:27,02/01/2021 17:42,Part Closure,"Severe delays between Cockfosters and Hammersmith, westbound and MINOR DELAYS between Hammersmith and Cockfosters, eastbound following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 17:42,02/01/2021 17:54,Severe Delays,Severe delays between King's Cross and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:42,02/01/2021 17:54,Part Closure,Severe delays between King's Cross and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:42,02/01/2021 17:54,Part Closure,Severe delays between King's Cross and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:54,02/01/2021 18:16,Severe Delays,Severe delays between King's Cross and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:54,02/01/2021 18:16,Part Closure,Severe delays between King's Cross and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 17:54,02/01/2021 18:16,Part Closure,Severe delays between King's Cross and Hammersmith following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work.
Piccadilly,02/01/2021 18:16,02/01/2021 18:45,Severe Delays,"Severe delays between Hammersmith and Arnos Grove, eastbound only, following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 18:16,02/01/2021 18:45,Part Closure,"Severe delays between Hammersmith and Arnos Grove, eastbound only, following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 18:16,02/01/2021 18:45,Part Closure,"Severe delays between Hammersmith and Arnos Grove, eastbound only, following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 18:45,02/01/2021 19:14,Severe Delays,"Severe delays between King's Cross and Cockfosters, eastbound only, following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 18:45,02/01/2021 19:14,Part Closure,"Severe delays between King's Cross and Cockfosters, eastbound only, following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 18:45,02/01/2021 19:14,Part Closure,"Severe delays between King's Cross and Cockfosters, eastbound only, following an earlier police investigation. Tickets are being accepted on London Buses. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 19:14,02/01/2021 20:40,Minor Delays,"Minor delays between Cockfosters and Hammersmith, westbound only, following an earlier police investigation. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 19:14,02/01/2021 20:40,Part Closure,"Minor delays between Cockfosters and Hammersmith, westbound only, following an earlier police investigation. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Piccadilly,02/01/2021 19:14,02/01/2021 20:40,Part Closure,"Minor delays between Cockfosters and Hammersmith, westbound only, following an earlier police investigation. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work."
Metropolitan,02/01/2021 19:30,02/01/2021 19:30,Minor Delays,Minor delays between Wembley Park and Aldgate due to train cancellations.
Metropolitan,02/01/2021 19:30,02/01/2021 20:11,Minor Delays,Minor delays between Wembley Park and Aldgate due to train cancellations. GOOD SERVICE on the rest of the line.
Piccadilly,02/01/2021 20:40,03/01/2021 01:10,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,02/01/2021 20:40,03/01/2021 01:10,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
District,03/01/2021 04:05,04/01/2021 01:18,Part Closure,No service between Turnham Green and Ealing Broadway due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 04:08,03/01/2021 16:42,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 04:08,03/01/2021 16:42,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Waterloo & City,03/01/2021 04:44,04/01/2021 01:21,Planned Closure,No service until further notice.
Central,03/01/2021 10:37,03/01/2021 10:39,Part Suspended,No service between Epping and Leytonstone while we deal with a person on the track. MINOR delays on the rest of the line.
Central,03/01/2021 10:40,03/01/2021 10:41,Part Suspended,"No service between Leytonstone and Loughton and Woodford and Hainault
while we deal with a person on the track. Minor delays on the rest."
Central,03/01/2021 10:41,03/01/2021 10:43,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while we deal with a person on the track. Tickets are being accepted on London Buses. Minor delays on the rest of the line.
Central,03/01/2021 10:41,03/01/2021 10:43,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while we deal with a person on the track. Tickets are being accepted on London Buses. Minor delays on the rest of the line.
Central,03/01/2021 10:41,03/01/2021 10:53,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while we deal with a person on the track. Minor delays on the rest. London Underground tickets are valid on local buses.
Central,03/01/2021 10:41,03/01/2021 10:53,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while we deal with a person on the track. Minor delays on the rest. London Underground tickets are valid on local buses.
Central,03/01/2021 10:43,03/01/2021 10:53,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while we deal with a person on the track. Minor delays on the rest. London Underground tickets are valid on local buses.
Central,03/01/2021 10:43,03/01/2021 10:53,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while we deal with a person on the track. Minor delays on the rest. London Underground tickets are valid on local buses.
Central,03/01/2021 10:53,03/01/2021 11:34,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while emergency services deal with a casualty on the track. Minor delays on the rest. London Underground tickets are valid on local buses
Central,03/01/2021 10:53,03/01/2021 11:34,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while emergency services deal with a casualty on the track. Minor delays on the rest. London Underground tickets are valid on local buses
Central,03/01/2021 10:53,03/01/2021 11:34,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while emergency services deal with a casualty on the track. Minor delays on the rest. London Underground tickets are valid on local buses
Central,03/01/2021 10:53,03/01/2021 11:34,Part Suspended,No service between Leytonstone and Loughton and between Woodford and Hainault while emergency services deal with a casualty on the track. Minor delays on the rest. London Underground tickets are valid on local buses
Central,03/01/2021 11:34,03/01/2021 11:50,Severe Delays,Severe delays between Leytonstone and Epping due to an earlier customer incident. Minor delays on the rest.
Central,03/01/2021 11:34,03/01/2021 11:50,Minor Delays,Severe delays between Leytonstone and Epping due to an earlier customer incident. Minor delays on the rest.
Central,03/01/2021 11:50,03/01/2021 12:10,Severe Delays,Severe delays between Leytonstone and Epping/Hainault due to an earlier customer incident. Minor delays on the rest.
Central,03/01/2021 11:50,03/01/2021 12:10,Severe Delays,Severe delays between Leytonstone and Epping/Hainault due to an earlier customer incident. Minor delays on the rest.
Central,03/01/2021 11:50,03/01/2021 12:10,Minor Delays,Severe delays between Leytonstone and Epping/Hainault due to an earlier customer incident. Minor delays on the rest.
Central,03/01/2021 12:10,03/01/2021 12:45,Severe Delays,Severe delays between Leytonstone and Epping and between Leytonstone and Woodford via Hainault due to an earlier customer incident. Tickets are being accepted on London Buses. MINOR DELAYS on the rest of the line.
Central,03/01/2021 12:10,03/01/2021 12:45,Minor Delays,Severe delays between Leytonstone and Epping and between Leytonstone and Woodford via Hainault due to an earlier customer incident. Tickets are being accepted on London Buses. MINOR DELAYS on the rest of the line.
Central,03/01/2021 12:10,03/01/2021 12:45,Severe Delays,Severe delays between Leytonstone and Epping and between Leytonstone and Woodford via Hainault due to an earlier customer incident. Tickets are being accepted on London Buses. MINOR DELAYS on the rest of the line.
Central,03/01/2021 12:45,03/01/2021 13:32,Minor Delays,Minor delays due to an earlier customer incident.
Piccadilly,03/01/2021 16:42,03/01/2021 16:45,Minor Delays,Minor delays between Hammersmith and Cockfosters while we deal with a customer incidents at Arnos Grove. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 16:42,03/01/2021 16:45,Part Closure,Minor delays between Hammersmith and Cockfosters while we deal with a customer incidents at Arnos Grove. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 16:42,03/01/2021 16:45,Part Closure,Minor delays between Hammersmith and Cockfosters while we deal with a customer incidents at Arnos Grove. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 16:45,03/01/2021 17:30,Minor Delays,Minor delays between Hammersmith and Cockfosters while we deal with a customer incident at Arnos Grove. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 16:45,03/01/2021 17:30,Part Closure,Minor delays between Hammersmith and Cockfosters while we deal with a customer incident at Arnos Grove. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 16:45,03/01/2021 17:30,Part Closure,Minor delays between Hammersmith and Cockfosters while we deal with a customer incident at Arnos Grove. No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Metropolitan,03/01/2021 16:59,03/01/2021 17:00,Minor Delays,Minor delays between Harrow-On-the-Hill  and Uxbridge due to train cancellations. Good service on the rest.
Metropolitan,03/01/2021 17:00,03/01/2021 17:00,Minor Delays,Minor delays between Harrow-On-the-Hill and Uxbridge due to train cancellations. Good service on the rest.
Metropolitan,03/01/2021 17:00,03/01/2021 17:31,Minor Delays,Minor Delays between Harrow-on-the-Hill and Uxbridge due to train cancellations. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 17:30,04/01/2021 01:20,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Piccadilly,03/01/2021 17:30,04/01/2021 01:20,Part Closure,No service between Hammersmith and Northfields / Uxbridge due to planned engineering work. GOOD SERVICE on the rest of the line.
Central,03/01/2021 19:57,03/01/2021 20:31,Part Suspended,No service between Woodford and Hainault via Grange Hill due to a faulty train at Hainault.
Central,03/01/2021 20:31,03/01/2021 20:46,Part Suspended,No service between Woodford and Hainault via Grange Hill due to a faulty train at Hainault. London Buses are accepting tickets. GOOD SERVICE on the rest of the line.
Waterloo & City,04/01/2021 04:17,06/01/2021 01:54,Planned Closure,No service until further notice.
C&H,04/01/2021 07:41,04/01/2021 07:41,Minor Delays,Minor delays between Liverpool Street and Barking while we deal with a Customer incident at Bromley by Bow. GOOD SERVICE on the rest of the line.
C&H,04/01/2021 07:41,04/01/2021 07:57,Minor Delays,Minor delays between Liverpool Street and Barking while we deal with a Customer incident at Bromley by Bow. GOOD SERVICE on the rest of the line.
District,04/01/2021 07:56,04/01/2021 08:23,Minor Delays,Minor delays between Barking and Earl's Court westbound only due to an earlier customer incident. GOOD SERVICE on the rest of the line.
C&H,04/01/2021 07:57,04/01/2021 08:23,Minor Delays,Minor delays between Liverpool Street and Barking due to an earlier customer incident. GOOD SERVICE on the rest of the line.
C&H,04/01/2021 08:26,04/01/2021 12:01,Minor Delays,Minor delays due to train cancellations.
Central,04/01/2021 12:06,04/01/2021 15:47,Minor Delays,Minor delays due to train cancellations.
C&H,04/01/2021 12:56,04/01/2021 13:38,Minor Delays,Minor delays due to train cancellations.
C&H,04/01/2021 13:38,04/01/2021 16:19,Severe Delays,Severe delays due to train cancellations. Tickets are being accepted on local buses.
C&H,04/01/2021 14:48,04/01/2021 15:02,Minor Delays,Minor delays clockwise due to an earlier obstruction on the track at Paddington. GOOD SERVICE anticlockwise.
C&H,04/01/2021 14:48,04/01/2021 15:02,Minor Delays,Minor delays clockwise due to an earlier obstruction on the track at Paddington. GOOD SERVICE anticlockwise.
C&H,04/01/2021 15:02,04/01/2021 15:38,Minor Delays,Minor delays anti clockwise due to an earlier obstruction on the track at Paddington. GOOD SERVICE clockwise.
C&H,04/01/2021 16:20,04/01/2021 17:31,Minor Delays,Minor delays clockwise due to train cancellations. GOOD SERVICE anticlockwise.
C&H,04/01/2021 22:16,04/01/2021 23:54,Minor Delays,Minor delays while we fix a faulty train at Edgware Road
C&H,04/01/2021 22:16,04/01/2021 23:54,Minor Delays,Minor delays while we fix a faulty train at Edgware Road
District,04/01/2021 22:31,04/01/2021 23:16,Part Suspended,No service between High Street Kensington and Edgware Road while we fix a faulty train at Edgware Road. GOOD SERVICE on the rest of the line.
C&H,05/01/2021 05:37,05/01/2021 07:02,Minor Delays,Minor delays due to faulty track at Edgware Road
C&H,05/01/2021 05:38,05/01/2021 06:59,Minor Delays,Minor delays due to faulty track at Edgware Road
Jubilee,05/01/2021 05:43,05/01/2021 05:43,Minor Delays,Minor delays while we fix a signal failure. GOOD SERVICE on the rest of the line.
Jubilee,05/01/2021 05:43,05/01/2021 05:44,Minor Delays,Minor delays while we fix a signal failure. GOOD SERVICE on the rest of the line.
Jubilee,05/01/2021 05:44,05/01/2021 05:45,Minor Delays,Minor delays Wembley Central to Stanmore while we fix a signal failure. GOOD SERVICE on the rest of the line.
Jubilee,05/01/2021 05:45,05/01/2021 05:48,Minor Delays,Minor delays between Wembley Central and Stanmore while we fix a signal failure. GOOD SERVICE on the rest of the line.
Jubilee,05/01/2021 05:48,05/01/2021 06:02,Minor Delays,Minor delays between Wembley Park and Stanmore while we fix a signal failure. GOOD SERVICE on the rest of the line.
Metropolitan,05/01/2021 05:51,05/01/2021 05:52,Minor Delays,Minor delays Wembley Park to Aldgate while we fix a faulty train at Baker Street. GOOD SERVICE on the rest of the line
Metropolitan,05/01/2021 05:52,05/01/2021 05:53,Minor Delays,Minor delays Wembley Park to Aldgate while we fix a faulty train at Baker Street. GOOD SERVICE on the rest of the line.
Metropolitan,05/01/2021 05:53,05/01/2021 06:04,Minor Delays,Minor delays between Wembley Park and Aldgate while we fix a faulty train at Baker Street. GOOD SERVICE on the rest of the line.
Jubilee,05/01/2021 06:02,05/01/2021 06:43,Minor Delays,Minor delays between Wembley Park and North Greenwich southbound while we fix a signal failure. GOOD SERVICE on the rest of the line.
C&H,05/01/2021 16:48,05/01/2021 17:35,Minor Delays,"Minor delays, clockwise only, due to train cancellations."
C&H,05/01/2021 17:35,05/01/2021 18:13,Minor Delays,"Minor delays, anticlockwise only, due to train cancellations."
Metropolitan,05/01/2021 18:29,05/01/2021 19:32,Minor Delays,Minor delays between Harrow - on-the - Hill and Aldgate due to an earlier faulty train at Finchley Road. GOOD SERVICE on the rest of the line.
Metropolitan,05/01/2021 18:48,05/01/2021 19:32,Minor Delays,
C&H,05/01/2021 19:44,05/01/2021 20:38,Minor Delays,Minor delays clockwise only due to train cancellations.
District,05/01/2021 20:34,05/01/2021 20:48,Severe Delays,Severe delays between High Street Kensington and Edgware Road while we fix a faulty train at Paddington. GOOD SERVICE on the rest of the line.
