SDZ,Area,Series,Count,Population,Value
N21000035,Three_Mile_Water_J,No code required,350,1461,0.23956194387405885
N21000036,Three_Mile_Water_K,No code required,419,2122,0.19745523091423187
N21000037,Macedon_A,No code required,331,1669,0.1983223487118035
N21000038,Macedon_B,No code required,374,2078,0.17998075072184794
N21000039,Macedon_C,No code required,422,2211,0.19086386250565354
N21000040,Macedon_D,No code required,472,1785,0.26442577030812325
N21000041,Macedon_E,No code required,349,1677,0.2081097197376267
N21000042,Macedon_F,No code required,398,1672,0.23803827751196172
N21000043,Macedon_G,No code required,329,1898,0.1733403582718651
N21000044,Macedon_H,No code required,135,1306,0.10336906584992343
N21000045,Macedon_J,No code required,407,2049,0.19863347974621767
N21000046,Macedon_K,No code required,339,1888,0.1795550847457627
N21000047,Macedon_L,No code required,539,2090,0.2578947368421053
N21000048,Glengormley_Urban_A,No code required,312,1502,0.20772303595206393
N21000049,Glengormley_Urban_B,No code required,257,2081,0.12349831811629025
N21000050,Glengormley_Urban_C,No code required,449,2325,0.19311827956989247
N21000051,Glengormley_Urban_D,No code required,390,2143,0.18198786747550164
N21000052,Glengormley_Urban_E,No code required,309,1683,0.1836007130124777
N21000053,Glengormley_Urban_F,No code required,298,1898,0.15700737618545837
N21000054,Glengormley_Urban_G,No code required,350,1858,0.1883745963401507
N21000055,Glengormley_Urban_H,No code required,219,1307,0.1675592960979342
N21000056,Glengormley_Urban_J,No code required,487,2187,0.22267946959304985
N21000057,Glengormley_Urban_K,No code required,381,2119,0.1798017932987258
N21000058,Glengormley_Urban_L,No code required,537,2539,0.21150059078377315
N21000059,Airport_A,No code required,238,1547,0.15384615384615385
N21000060,Airport_B,No code required,333,1761,0.1890971039182283
N21000061,Airport_C,No code required,471,2443,0.19279574293900942
N21000062,Airport_D,No code required,627,2503,0.250499400719137
N21000063,Airport_E,No code required,915,2938,0.3114363512593601
N21000064,Airport_F,No code required,479,2962,0.16171505739365294
N21000065,Airport_G,No code required,513,2509,0.2044639298525309
N21000066,Airport_H,No code required,709,2885,0.24575389948006932
N21000067,Airport_J,No code required,494,2481,0.19911326078194277
N21000068,Armagh_A,No code required,814,3814,0.21342422653382276
N21000069,Armagh_B,No code required,400,1826,0.21905805038335158
N21000070,Armagh_C,No code required,619,3019,0.20503477972838688
N21000071,Armagh_D,No code required,887,3589,0.24714405126776262
N21000072,Armagh_E,No code required,656,2786,0.23546302943287867
N21000073,Armagh_F,No code required,395,2306,0.1712922810060711
N21000074,Armagh_G,No code required,771,3067,0.2513857189435931
N21000075,Armagh_H,No code required,575,2503,0.22972433080303636
N21000076,Armagh_J,No code required,823,3327,0.24737000300571085
N21000077,Armagh_K,No code required,825,3533,0.23351259552787998
N21000078,Armagh_L,No code required,599,2635,0.22732447817836812
N21000079,Portadown_A,No code required,721,2965,0.24317032040472175
N21000080,Portadown_B,No code required,667,3020,0.2208609271523179
N21000081,Portadown_C,No code required,466,1820,0.256043956043956
N21000082,Portadown_D,No code required,625,2448,0.25531045751633985
N21000083,Portadown_E,No code required,435,2013,0.21609538002980627
N21000084,Portadown_F,No code required,213,1475,0.14440677966101695
N21000085,Portadown_G,No code required,420,2043,0.2055800293685756
N21000086,Portadown_H,No code required,296,1901,0.1557075223566544
N21000087,Portadown_J,No code required,630,2919,0.2158273381294964
N21000088,Portadown_K,No code required,630,2360,0.2669491525423729
N21000089,Portadown_L,No code required,349,1901,0.18358758548132562
N21000090,Portadown_N,No code required,319,1526,0.209043250327654
N21000091,Portadown_P,No code required,270,1409,0.19162526614620298
N21000092,Portadown_Q,No code required,509,2203,0.23104857013163868
N21000093,Portadown_R,No code required,602,2921,0.2060938034919548
N21000094,Craigavon_A,No code required,672,3080,0.21818181818181817
N21000095,Craigavon_B,No code required,626,2685,0.23314711359404097
N21000096,Craigavon_C,No code required,471,2027,0.23236309817464232
N21000097,Craigavon_D,No code required,441,1680,0.2625
N21000098,Craigavon_E,No code required,661,2544,0.2598270440251572
N21000099,Craigavon_F,No code required,693,2672,0.2593562874251497
N21000100,Craigavon_G,No code required,718,2340,0.30683760683760686
N21000101,Craigavon_H,No code required,369,1858,0.19860064585575887
N21000102,Craigavon_J,No code required,675,2664,0.2533783783783784
N21000103,Craigavon_K,No code required,243,1378,0.17634252539912917
N21000104,Craigavon_L,No code required,341,1596,0.2136591478696742
N21000105,Craigavon_N,No code required,613,2721,0.22528482175670708
N21000106,Craigavon_P,No code required,380,1945,0.1953727506426735
N21000107,Lurgan_A,No code required,647,2824,0.22910764872521247
N21000108,Lurgan_B,No code required,535,2447,0.2186350633428688
N21000109,Lurgan_C,No code required,440,2367,0.18588931136459655
N21000110,Lurgan_D,No code required,825,2854,0.2890679747722495
N21000111,Lurgan_E,No code required,583,2858,0.2039888033589923
N21000112,Lurgan_F,No code required,615,2815,0.21847246891651864
N21000113,Lurgan_G,No code required,263,1585,0.16593059936908516
N21000114,Lurgan_H,No code required,500,2041,0.2449779519843214
N21000115,Lurgan_J,No code required,464,2250,0.20622222222222222
N21000116,Lurgan_K,No code required,342,1694,0.20188902007083825
N21000117,Lurgan_L,No code required,217,1404,0.15455840455840456
N21000118,Lurgan_N,No code required,608,2146,0.2833178005591799
N21000119,Lurgan_P,No code required,455,2139,0.21271622253389436
N21000120,Lurgan_Q,No code required,417,1801,0.23153803442531926
N21000121,Lurgan_R,No code required,515,2524,0.20404120443740095
N21000122,Lurgan_S,No code required,463,2627,0.17624666920441567
N21000123,Lurgan_T,No code required,386,1823,0.21173889193636863
N21000124,Lagan_River_A,No code required,424,1935,0.21912144702842376
N21000125,Lagan_River_B,No code required,448,1931,0.23200414293112376
N21000126,Lagan_River_C,No code required,264,1521,0.17357001972386588
N21000127,Lagan_River_D,No code required,393,1726,0.22769409038238703
N21000128,Lagan_River_E,No code required,488,1977,0.2468386444107233
N21000129,Lagan_River_F,No code required,603,2980,0.2023489932885906
N21000130,Lagan_River_G,No code required,550,2611,0.21064726158559938
N21000131,Lagan_River_H,No code required,334,1689,0.19775014801657786
N21000132,Lagan_River_J,No code required,342,1955,0.17493606138107418
N21000133,Lagan_River_K,No code required,486,2424,0.2004950495049505
N21000134,Lagan_River_L,No code required,362,1430,0.25314685314685315
N21000135,Lagan_River_N,No code required,611,2625,0.23276190476190475
N21000136,Banbridge_A,No code required,541,2305,0.23470715835140998
N21000137,Banbridge_B,No code required,419,1957,0.21410321921308126
N21000138,Banbridge_C,No code required,366,1926,0.19003115264797507
N21000139,Banbridge_D,No code required,579,2926,0.19788106630211894
N21000140,Banbridge_E,No code required,432,2524,0.17115689381933438
N21000141,Banbridge_F,No code required,420,2074,0.20250723240115717
N21000142,Banbridge_G,No code required,263,1525,0.17245901639344263
N21000143,Banbridge_H,No code required,694,2959,0.23453869550523826
N21000144,Banbridge_J,No code required,516,2511,0.2054958183990442
N21000145,Banbridge_K,No code required,616,3032,0.20316622691292877
N21000146,Banbridge_L,No code required,743,3400,0.2185294117647059
N21000147,Banbridge_N,No code required,694,2918,0.23783413296778616
N21000148,Banbridge_P,No code required,568,2396,0.2370617696160267
N21000149,Banbridge_Q,No code required,541,2490,0.21726907630522088
N21000150,Cusher_A,No code required,310,1410,0.2198581560283688
N21000151,Cusher_B,No code required,520,2738,0.18991964937910885
N21000152,Cusher_C,No code required,429,1832,0.2341703056768559
N21000153,Cusher_D,No code required,380,1778,0.21372328458942633
N21000154,Cusher_E,No code required,535,2975,0.17983193277310924
N21000155,Cusher_F,No code required,354,1713,0.20665499124343256
N21000156,Cusher_G,No code required,548,2345,0.23368869936034115
N21000157,Cusher_H,No code required,567,2524,0.22464342313787639
N21000158,Cusher_J,No code required,463,1906,0.2429171038824764
N21000159,Cusher_K,No code required,877,3592,0.24415367483296213
N21000160,Cusher_L,No code required,865,3382,0.255765819041987
N21000161,Oldpark_A,No code required,721,2707,0.2663465090506095
N21000162,Oldpark_B,No code required,416,1676,0.24821002386634844
N21000163,Oldpark_C,No code required,345,1998,0.17267267267267267
N21000164,Oldpark_D,No code required,614,2127,0.28866948754113775
N21000165,Oldpark_E,No code required,472,2310,0.20432900432900433
N21000166,Oldpark_F,No code required,270,1555,0.17363344051446947
N21000167,Oldpark_G,No code required,381,2192,0.1738138686131387
N21000168,Oldpark_H,No code required,408,1551,0.26305609284332687
N21000169,Oldpark_J,No code required,362,1337,0.2707554225878833
N21000170,Oldpark_K,No code required,428,1830,0.23387978142076501
N21000171,Oldpark_L,No code required,539,2262,0.2382847038019452
N21000172,Oldpark_N,No code required,686,2386,0.2875104777870914
N21000173,Oldpark_P,No code required,291,1275,0.22823529411764706
N21000174,Oldpark_Q,No code required,572,2046,0.27956989247311825
N21000175,Oldpark_R,No code required,588,2293,0.2564326210204972
N21000176,Oldpark_S,No code required,234,1459,0.16038382453735436
N21000177,Oldpark_T,No code required,315,1572,0.20038167938931298
N21000178,Oldpark_U,No code required,361,1775,0.20338028169014086
N21000179,Castle_A,No code required,307,1702,0.18037602820211515
N21000180,Castle_B,No code required,424,1939,0.2186694172253739
N21000181,Castle_C,No code required,347,1751,0.1981724728726442
N21000182,Castle_D,No code required,382,1797,0.2125765164162493
N21000183,Castle_E,No code required,287,1595,0.17993730407523512
N21000184,Castle_F,No code required,283,1388,0.20389048991354466
N21000185,Castle_G,No code required,512,2406,0.21280133000831256
N21000186,Castle_H,No code required,418,2411,0.173372044794691
N21000187,Castle_J,No code required,464,2442,0.19000819000819
N21000188,Castle_K,No code required,215,1486,0.14468371467025573
N21000189,Castle_L,No code required,411,2040,0.20147058823529412
N21000190,Castle_N,No code required,200,1140,0.17543859649122806
N21000191,Castle_P,No code required,242,1296,0.1867283950617284
N21000192,Castle_Q,No code required,101,2146,0.04706430568499534
N21000193,Castle_R,No code required,387,2219,0.17440288418206398
N21000194,Castle_S,No code required,369,1580,0.23354430379746835
N21000195,Castle_T,No code required,425,1967,0.21606507371631928
N21000196,Castle_U,No code required,635,2371,0.26781948544917755
N21000197,Titanic_A,No code required,189,1248,0.15144230769230768
N21000198,Titanic_B,No code required,285,1760,0.16193181818181818
N21000199,Titanic_C,No code required,296,1885,0.1570291777188329
N21000200,Titanic_D,No code required,396,2020,0.19603960396039605
N21000201,Titanic_E,No code required,295,1518,0.19433465085638998
N21000202,Titanic_F,No code required,461,1993,0.2313095835423984
N21000203,Titanic_G,No code required,131,1096,0.11952554744525548
N21000204,Titanic_H,No code required,619,2370,0.2611814345991561
N21000205,Titanic_J,No code required,352,1905,0.1847769028871391
N21000206,Titanic_K,No code required,249,1405,0.17722419928825622
N21000207,Titanic_L,No code required,337,1669,0.2019173157579389
N21000208,Titanic_N,No code required,321,1586,0.20239596469104665
N21000209,Titanic_P,No code required,352,1684,0.20902612826603326
N21000210,Titanic_Q,No code required,239,1836,0.13017429193899782
N21000211,Titanic_R,No code required,360,1991,0.1808136614766449
N21000212,Titanic_S,No code required,280,1472,0.19021739130434784
N21000213,Titanic_T,No code required,377,1860,0.20268817204301076
N21000214,Titanic_U,No code required,197,1179,0.1670907548770144
N21000215,Titanic_W,No code required,323,1457,0.22168840082361016
N21000216,Titanic_X,No code required,191,1240,0.15403225806451612
N21000217,Titanic_Y,No code required,296,1629,0.18170656844689995
N21000218,Titanic_Z,No code required,224,1320,0.1696969696969697
N21000219,Ormiston_A,No code required,358,1898,0.1886195995785037
N21000220,Ormiston_B,No code required,350,2079,0.16835016835016836
N21000221,Ormiston_C,No code required,492,2472,0.19902912621359223
N21000222,Ormiston_D,No code required,408,2219,0.18386660657954032
N21000223,Ormiston_E,No code required,325,1938,0.16769865841073273
N21000224,Ormiston_F,No code required,507,2482,0.20427074939564868
N21000225,Ormiston_G,No code required,374,2151,0.17387261738726173
N21000226,Ormiston_H,No code required,348,1872,0.1858974358974359
N21000227,Ormiston_J,No code required,298,1960,0.1520408163265306
N21000228,Ormiston_K,No code required,329,1989,0.16540975364504776
N21000229,Ormiston_L,No code required,458,2126,0.2154280338664158
N21000230,Ormiston_N,No code required,394,2362,0.1668077900084674
N21000231,Ormiston_P,No code required,451,2241,0.20124944221329763
N21000232,Ormiston_Q,No code required,206,1126,0.18294849023090587
N21000233,Ormiston_R,No code required,368,1758,0.20932878270762229
N21000234,Ormiston_S,No code required,391,1884,0.2075371549893843
N21000235,Ormiston_T,No code required,378,2059,0.18358426420592522
N21000236,Lisnasharragh_A,No code required,276,1744,0.15825688073394495
N21000237,Lisnasharragh_B,No code required,496,2562,0.19359875097580015
N21000238,Lisnasharragh_C,No code required,199,1291,0.1541440743609605
N21000239,Lisnasharragh_D,No code required,222,1522,0.14586070959264127
N21000240,Lisnasharragh_E,No code required,303,1871,0.1619454836985569
N21000241,Lisnasharragh_F,No code required,390,1914,0.20376175548589343
N21000242,Lisnasharragh_G,No code required,222,1501,0.14790139906728847
N21000243,Lisnasharragh_H,No code required,236,1278,0.18466353677621283
N21000244,Lisnasharragh_J,No code required,419,1929,0.21721099015033696
N21000245,Lisnasharragh_K,No code required,295,1978,0.14914054600606674
N21000246,Lisnasharragh_L,No code required,378,1849,0.20443482963764198
N21000247,Lisnasharragh_N,No code required,548,2797,0.1959242045048266
N21000248,Lisnasharragh_P,No code required,581,2641,0.21999242711094283
N21000249,Lisnasharragh_Q,No code required,325,1820,0.17857142857142858
N21000250,Lisnasharragh_R,No code required,437,2472,0.1767799352750809
N21000251,Botanic_A,No code required,293,3374,0.08684054534676941
N21000252,Botanic_B,No code required,306,1626,0.1881918819188192
N21000253,Botanic_C,No code required,206,2313,0.08906182447038478
N21000254,Botanic_D,No code required,445,1815,0.24517906336088155
N21000255,Botanic_E,No code required,338,1807,0.18705035971223022
N21000256,Botanic_F,No code required,305,1858,0.16415500538213132
N21000257,Botanic_G,No code required,312,1522,0.2049934296977661
N21000258,Botanic_H,No code required,108,2833,0.03812213201553124
N21000259,Botanic_J,No code required,64,1909,0.03352540597171294
N21000260,Botanic_K,No code required,191,2030,0.09408866995073892
N21000261,Botanic_L,No code required,99,2156,0.04591836734693878
N21000262,Botanic_N,No code required,266,2732,0.09736456808199122
N21000263,Botanic_P,No code required,342,2315,0.14773218142548597
N21000264,Botanic_Q,No code required,67,2694,0.024870081662954714
N21000265,Botanic_R,No code required,181,2710,0.06678966789667896
N21000266,Botanic_S,No code required,206,2101,0.09804854831032842
N21000267,Botanic_T,No code required,322,1797,0.1791875347801892
N21000268,Botanic_U,No code required,111,1307,0.08492731446059679
N21000269,Botanic_W,No code required,352,2416,0.1456953642384106
N21000270,Botanic_X,No code required,309,3639,0.08491343775762572
N21000271,Botanic_Y,No code required,583,2967,0.19649477586788
N21000272,Botanic_Z,No code required,322,1806,0.17829457364341086
N21000273,Balmoral_A,No code required,369,2265,0.1629139072847682
N21000274,Balmoral_B,No code required,166,1278,0.1298904538341158
N21000275,Balmoral_C,No code required,338,1569,0.2154238368387508
N21000276,Balmoral_D,No code required,318,2134,0.14901593252108716
N21000277,Balmoral_E,No code required,422,2229,0.18932256617317184
N21000278,Balmoral_F,No code required,300,2014,0.14895729890764647
N21000279,Balmoral_G,No code required,375,1824,0.20559210526315788
N21000280,Balmoral_H,No code required,256,1548,0.165374677002584
N21000281,Balmoral_J,No code required,447,2168,0.2061808118081181
N21000282,Balmoral_K,No code required,285,1514,0.1882430647291942
N21000283,Balmoral_L,No code required,364,1971,0.18467782851344494
N21000284,Balmoral_N,No code required,400,2125,0.18823529411764706
N21000285,Balmoral_P,No code required,365,1855,0.1967654986522911
N21000286,Collin_A,No code required,264,1732,0.15242494226327943
N21000287,Collin_B,No code required,1009,2902,0.34769124741557544
N21000288,Collin_C,No code required,448,1909,0.23467784180199058
N21000289,Collin_D,No code required,322,2401,0.13411078717201166
N21000290,Collin_E,No code required,656,2344,0.27986348122866894
N21000291,Collin_F,No code required,306,1787,0.17123670956911025
N21000292,Collin_G,No code required,829,2729,0.3037742762916819
N21000293,Collin_H,No code required,392,2765,0.14177215189873418
N21000294,Collin_J,No code required,404,1947,0.20749871597329225
N21000295,Collin_K,No code required,502,2077,0.2416947520462205
N21000296,Collin_L,No code required,686,2125,0.32282352941176473
N21000297,Collin_N,No code required,778,2607,0.29842731108553894
N21000298,Collin_P,No code required,561,2278,0.2462686567164179
N21000299,Collin_Q,No code required,517,2394,0.2159565580618212
N21000300,Collin_R,No code required,375,1912,0.1961297071129707
N21000301,Black_Mountain_A,No code required,755,3149,0.2397586535408066
N21000302,Black_Mountain_B,No code required,551,2205,0.24988662131519274
N21000303,Black_Mountain_C,No code required,459,1863,0.2463768115942029
N21000304,Black_Mountain_D,No code required,604,2696,0.22403560830860533
N21000305,Black_Mountain_E,No code required,559,2328,0.24012027491408935
N21000306,Black_Mountain_F,No code required,545,2411,0.226047283284944
N21000307,Black_Mountain_G,No code required,480,2800,0.17142857142857143
N21000308,Black_Mountain_H,No code required,386,2128,0.18139097744360902
N21000309,Black_Mountain_J,No code required,594,2626,0.2261995430312262
N21000310,Black_Mountain_K,No code required,434,1857,0.23371028540656974
N21000311,Black_Mountain_L,No code required,466,2438,0.1911402789171452
N21000312,Black_Mountain_N,No code required,462,2389,0.19338635412306404
N21000313,Black_Mountain_P,No code required,577,2561,0.22530261616556033
N21000314,Black_Mountain_Q,No code required,360,1788,0.20134228187919462
N21000315,Black_Mountain_R,No code required,425,2637,0.16116799393249906
N21000316,Court_A,No code required,317,1574,0.2013977128335451
N21000317,Court_B,No code required,312,1870,0.16684491978609625
N21000318,Court_C,No code required,415,1577,0.2631578947368421
N21000319,Court_D,No code required,412,1695,0.2430678466076696
N21000320,Court_E,No code required,431,2396,0.1798831385642738
N21000321,Court_F,No code required,226,1196,0.18896321070234115
N21000322,Court_G,No code required,336,1275,0.2635294117647059
N21000323,Court_H,No code required,393,1831,0.2146368104860732
N21000324,Court_J,No code required,323,1937,0.16675271037687145
N21000325,Court_K,No code required,330,1621,0.20357803824799506
N21000326,Court_L,No code required,321,1368,0.23464912280701755
N21000327,Court_N,No code required,415,1678,0.24731823599523242
N21000328,Court_P,No code required,408,1503,0.2714570858283433
N21000329,Court_Q,No code required,199,1288,0.1545031055900621
N21000330,Court_R,No code required,360,1521,0.23668639053254437
N21000331,Court_S,No code required,550,2189,0.25125628140703515
N21000332,Court_T,No code required,239,1435,0.16655052264808362
N21000333,Court_U,No code required,233,1267,0.18389897395422258
N21000334,Court_W,No code required,565,2045,0.2762836185819071
N21000335,Court_X,No code required,555,2210,0.251131221719457
N21000336,Benbradagh_A,No code required,723,3005,0.2405990016638935
N21000337,Benbradagh_B,No code required,344,1852,0.1857451403887689
N21000338,Benbradagh_C,No code required,326,1465,0.22252559726962456
N21000339,Benbradagh_D,No code required,586,2975,0.1969747899159664
N21000340,Benbradagh_E,No code required,860,3308,0.2599758162031439
N21000341,Benbradagh_F,No code required,825,3346,0.24656306037059175
N21000342,Benbradagh_G,No code required,386,1868,0.20663811563169165
N21000343,Limavady_A,No code required,413,2860,0.14440559440559442
N21000344,Limavady_B,No code required,178,1228,0.1449511400651466
N21000345,Limavady_C,No code required,386,2268,0.17019400352733685
N21000346,Limavady_D,No code required,782,3232,0.24195544554455445
N21000347,Limavady_E,No code required,562,2739,0.20518437385907265
N21000348,Limavady_F,No code required,411,2095,0.19618138424821002
N21000349,Limavady_G,No code required,330,1808,0.18252212389380532
N21000350,Bann_A,No code required,155,1155,0.1341991341991342
N21000351,Bann_B,No code required,527,2783,0.18936399568810636
N21000352,Bann_C,No code required,509,2402,0.2119067443796836
N21000353,Bann_D,No code required,688,3529,0.1949560782091244
N21000354,Bann_E,No code required,319,1863,0.17122920021470747
N21000355,Bann_F,No code required,236,1252,0.18849840255591055
N21000356,Bann_G,No code required,750,2857,0.2625131256562828
N21000357,Bann_H,No code required,413,1694,0.24380165289256198
N21000358,Coleraine_A,No code required,720,2830,0.254416961130742
N21000359,Coleraine_B,No code required,378,2729,0.13851227555881276
N21000360,Coleraine_C,No code required,594,2624,0.2263719512195122
N21000361,Coleraine_D,No code required,165,1288,0.1281055900621118
N21000362,Coleraine_E,No code required,326,1877,0.17368140649973363
N21000363,Coleraine_F,No code required,468,2351,0.19906422798809018
N21000364,Coleraine_G,No code required,454,2188,0.20749542961608775
N21000365,Coleraine_H,No code required,398,2775,0.14342342342342343
N21000366,Coleraine_J,No code required,420,2793,0.15037593984962405
N21000367,Coleraine_K,No code required,495,2171,0.228005527406725
N21000368,Causeway_A,No code required,212,1427,0.14856341976173792
N21000369,Causeway_B,No code required,100,1286,0.07776049766718507
N21000370,Causeway_C,No code required,226,1247,0.18123496391339214
N21000371,Causeway_D,No code required,321,1783,0.18003365114974762
N21000372,Causeway_E,No code required,569,3081,0.18468029860434923
N21000373,Causeway_F,No code required,326,2068,0.1576402321083172
N21000374,Causeway_G,No code required,337,2653,0.12702600829249905
N21000375,Causeway_H,No code required,502,3132,0.1602809706257982
N21000376,Causeway_J,No code required,345,1999,0.17258629314657328
N21000377,Causeway_K,No code required,489,2985,0.16381909547738693
N21000378,Causeway_L,No code required,587,2882,0.20367800138792505
N21000379,The_Glens_A,No code required,714,3155,0.22630744849445325
N21000380,The_Glens_B,No code required,444,2614,0.16985462892119357
N21000381,The_Glens_C,No code required,503,2789,0.1803513804230907
N21000382,The_Glens_D,No code required,409,1882,0.2173219978746015
N21000383,The_Glens_E,No code required,316,1922,0.16441207075962538
N21000384,The_Glens_F,No code required,692,3088,0.22409326424870465
N21000385,The_Glens_G,No code required,384,2027,0.18944252590034533
N21000386,Ballymoney_A,No code required,534,2591,0.20609803164801235
N21000387,Ballymoney_B,No code required,491,2375,0.20673684210526316
N21000388,Ballymoney_C,No code required,343,2209,0.15527387958352196
N21000389,Ballymoney_D,No code required,345,1928,0.17894190871369295
N21000390,Ballymoney_E,No code required,376,2188,0.17184643510054845
N21000391,Ballymoney_F,No code required,576,2347,0.2454196847038773
N21000392,Ballymoney_G,No code required,350,1725,0.2028985507246377
N21000393,Ballymoney_H,No code required,723,3237,0.22335495829471733
N21000394,Ballymoney_J,No code required,254,1236,0.20550161812297735
N21000395,Ballymoney_K,No code required,691,3312,0.2086352657004831
N21000396,Ballymoney_L,No code required,296,1370,0.21605839416058395
N21000397,The_Moor_A,No code required,493,2560,0.192578125
N21000398,The_Moor_B,No code required,516,2920,0.17671232876712328
N21000399,The_Moor_C,No code required,113,1150,0.09826086956521739
N21000400,The_Moor_D,No code required,907,2922,0.31040383299110197
N21000401,The_Moor_E,No code required,290,1565,0.1853035143769968
N21000402,The_Moor_F,No code required,427,2228,0.19165170556552963
N21000403,The_Moor_G,No code required,249,1735,0.1435158501440922
N21000404,The_Moor_H,No code required,442,2047,0.2159257449926722
N21000405,Foyleside_A,No code required,683,2956,0.2310554803788904
N21000406,Foyleside_B,No code required,296,2117,0.13982050070854984
N21000407,Foyleside_C,No code required,644,2420,0.26611570247933886
N21000408,Foyleside_D,No code required,431,3103,0.13889784079922657
N21000409,Foyleside_E,No code required,514,3366,0.1527035056446821
N21000410,Foyleside_F,No code required,123,1544,0.07966321243523317
N21000411,Foyleside_G,No code required,334,2063,0.1619001454192923
N21000412,Ballyarnett_A,No code required,508,2472,0.20550161812297735
N21000413,Ballyarnett_B,No code required,911,2284,0.398861646234676
N21000414,Ballyarnett_C,No code required,339,1470,0.23061224489795917
N21000415,Ballyarnett_D,No code required,710,3044,0.23324572930354795
N21000416,Ballyarnett_E,No code required,763,2031,0.37567700640078777
N21000417,Ballyarnett_F,No code required,500,2102,0.23786869647954328
N21000418,Ballyarnett_G,No code required,689,2863,0.24065665385958784
N21000419,Ballyarnett_H,No code required,332,1962,0.1692150866462793
N21000420,Ballyarnett_J,No code required,410,2100,0.19523809523809524
N21000421,Ballyarnett_K,No code required,565,2446,0.23098937040065412
N21000422,Ballyarnett_L,No code required,508,2476,0.20516962843295639
N21000423,Waterside_A,No code required,483,2429,0.1988472622478386
N21000424,Waterside_B,No code required,398,1994,0.1995987963891675
N21000425,Waterside_C,No code required,624,2533,0.2463482037110146
N21000426,Waterside_D,No code required,382,1995,0.19147869674185464
N21000427,Waterside_E,No code required,378,2066,0.1829622458857696
N21000428,Waterside_F,No code required,370,2209,0.16749660479855139
N21000429,Waterside_G,No code required,465,2208,0.2105978260869565
N21000430,Waterside_H,No code required,431,2190,0.19680365296803654
N21000431,Waterside_J,No code required,434,2542,0.17073170731707318
N21000432,Waterside_K,No code required,410,2202,0.18619436875567666
N21000433,Waterside_L,No code required,512,2265,0.2260485651214128
N21000434,Waterside_N,No code required,583,2110,0.27630331753554505
N21000435,Waterside_P,No code required,651,2303,0.2826747720364742
N21000436,Faughan_A,No code required,692,2608,0.26533742331288346
N21000437,Faughan_B,No code required,210,1145,0.18340611353711792
N21000438,Faughan_C,No code required,585,2426,0.2411376751854905
N21000439,Faughan_D,No code required,488,2475,0.19717171717171716
N21000440,Faughan_E,No code required,680,3420,0.19883040935672514
N21000441,Faughan_F,No code required,646,2837,0.22770532252379275
N21000442,Faughan_G,No code required,607,2990,0.20301003344481605
N21000443,Faughan_H,No code required,257,1335,0.19250936329588014
N21000444,Sperrin_A,No code required,543,2122,0.25589066918001885
N21000445,Sperrin_B,No code required,612,2978,0.20550705171255876
N21000446,Sperrin_C,No code required,537,2509,0.21402949382223993
N21000447,Sperrin_D,No code required,719,2887,0.24904745410460685
N21000448,Sperrin_E,No code required,205,1393,0.14716439339554918
N21000449,Sperrin_F,No code required,611,3048,0.20045931758530183
N21000450,Sperrin_G,No code required,612,2720,0.225
N21000451,Sperrin_H,No code required,529,2932,0.18042291950886766
N21000452,Sperrin_J,No code required,208,1439,0.14454482279360667
N21000453,Sperrin_K,No code required,592,2691,0.21999256781865478
