"Name","Code","year","Per Capita Constant (2024 USD) gross exports","Sector"
"Chemicals","5",2023,12.85296692855529,"Chemicals"
"Chemicals","5",2024,13.136632150228778,"Chemicals"
"Vehicles","6",1995,0.06521097663265607,"Vehicles"
"Vehicles","6",1996,3.029221381980271,"Vehicles"
"Vehicles","6",1997,0.10414449537462644,"Vehicles"
"Vehicles","6",1998,0.16830077114106246,"Vehicles"
"Vehicles","6",1999,0.24310469842144045,"Vehicles"
"Vehicles","6",2000,2.1391772894473604,"Vehicles"
"Vehicles","6",2001,0.13068305651205492,"Vehicles"
"Vehicles","6",2002,0.11911155908845217,"Vehicles"
"Vehicles","6",2003,0.10653557003286807,"Vehicles"
"Vehicles","6",2004,0.19425025788157058,"Vehicles"
"Vehicles","6",2005,0.17116376552249335,"Vehicles"
"Vehicles","6",2006,0.3568386810257209,"Vehicles"
"Vehicles","6",2007,0.19671118850189373,"Vehicles"
"Vehicles","6",2008,0.26979453237707673,"Vehicles"
"Vehicles","6",2009,0.13805910250749776,"Vehicles"
"Vehicles","6",2010,0.18179413968030644,"Vehicles"
"Vehicles","6",2011,0.2936274234775311,"Vehicles"
"Vehicles","6",2012,0.21881997893024163,"Vehicles"
"Vehicles","6",2013,0.4048599871020713,"Vehicles"
"Vehicles","6",2014,0.32067191189953803,"Vehicles"
"Vehicles","6",2015,0.37722651392873274,"Vehicles"
"Vehicles","6",2016,0.3617095434574793,"Vehicles"
"Vehicles","6",2017,0.6920062108995921,"Vehicles"
"Vehicles","6",2018,0.32797791112884056,"Vehicles"
"Vehicles","6",2019,0.2707112932414333,"Vehicles"
"Vehicles","6",2020,0.570727148310624,"Vehicles"
"Vehicles","6",2021,0.30970976063757405,"Vehicles"
"Vehicles","6",2022,0.606474708033673,"Vehicles"
"Vehicles","6",2023,0.28723826106835304,"Vehicles"
"Vehicles","6",2024,0.3632613270593623,"Vehicles"
"Machinery","7",1995,0.8491563638451467,"Machinery"
"Machinery","7",1996,0.9742707405047639,"Machinery"
"Machinery","7",1997,1.0008264781979932,"Machinery"
"Machinery","7",1998,1.4666948188884348,"Machinery"
"Machinery","7",1999,1.2959862064638372,"Machinery"
"Machinery","7",2000,1.225819619754553,"Machinery"
"Machinery","7",2001,1.4666804320268696,"Machinery"
"Machinery","7",2002,1.5291239481754033,"Machinery"
"Machinery","7",2003,2.92499161610467,"Machinery"
"Machinery","7",2004,1.8027522071230422,"Machinery"
"Machinery","7",2005,1.607589112220296,"Machinery"
"Machinery","7",2006,1.4764859070563006,"Machinery"
"Machinery","7",2007,1.4477666784992067,"Machinery"
"Machinery","7",2008,1.8944007590667553,"Machinery"
"Machinery","7",2009,1.3325608350363751,"Machinery"
"Machinery","7",2010,1.5812684755587014,"Machinery"
"Machinery","7",2011,1.5072934698825264,"Machinery"
"Machinery","7",2012,1.5095642056274556,"Machinery"
"Machinery","7",2013,1.5708822430063378,"Machinery"
"Machinery","7",2014,1.6536836504265437,"Machinery"
"Machinery","7",2015,1.9051270376901641,"Machinery"
"Machinery","7",2016,1.8038128617999547,"Machinery"
"Machinery","7",2017,1.73603217117045,"Machinery"
"Machinery","7",2018,1.6049710040936276,"Machinery"
"Machinery","7",2019,1.5774288654293827,"Machinery"
"Machinery","7",2020,1.3076584991011373,"Machinery"
"Machinery","7",2021,1.3453164828751625,"Machinery"
"Machinery","7",2022,1.2564049028955395,"Machinery"
"Machinery","7",2023,1.3115420482329796,"Machinery"
"Machinery","7",2024,1.6148018648691504,"Machinery"
"Electronics","8",1995,1.865730826544393,"Electronics"
"Electronics","8",1996,1.765128542260399,"Electronics"
"Electronics","8",1997,1.844614325416103,"Electronics"
"Electronics","8",1998,1.8777187745187476,"Electronics"
"Electronics","8",1999,1.734014862388733,"Electronics"
"Electronics","8",2000,3.451354965852026,"Electronics"
"Electronics","8",2001,3.3813353031727758,"Electronics"
"Electronics","8",2002,2.62900068694222,"Electronics"
"Electronics","8",2003,2.978197808232764,"Electronics"
"Electronics","8",2004,3.7749887438896437,"Electronics"
"Electronics","8",2005,4.821064264630905,"Electronics"
"Electronics","8",2006,5.133422771833381,"Electronics"
"Electronics","8",2007,5.6054452876830965,"Electronics"
"Electronics","8",2008,5.546819762932529,"Electronics"
"Electronics","8",2009,4.205296399127832,"Electronics"
"Electronics","8",2010,6.143978308677973,"Electronics"
"Electronics","8",2011,6.141797826822611,"Electronics"
"Electronics","8",2012,4.960480925783841,"Electronics"
"Electronics","8",2013,6.032335111341297,"Electronics"
"Electronics","8",2014,6.488863726408638,"Electronics"
"Electronics","8",2015,6.411016536047313,"Electronics"
"Electronics","8",2016,7.106572964753639,"Electronics"
"Electronics","8",2017,8.638443501326805,"Electronics"
"Electronics","8",2018,10.223971080476218,"Electronics"
"Electronics","8",2019,7.8962523220261716,"Electronics"
"Electronics","8",2020,6.748548751698223,"Electronics"
"Electronics","8",2021,6.80380278485795,"Electronics"
"Electronics","8",2022,6.764632182447855,"Electronics"
"Electronics","8",2023,5.740086581253408,"Electronics"
"Electronics","8",2024,6.179624673431391,"Electronics"
"Other","9",1995,13.67022016389405,"Other"
"Other","9",1996,13.381226562712264,"Other"
"Other","9",1997,0.41370093964496846,"Other"
"Other","9",1998,25.564298415230866,"Other"
"Other","9",1999,24.359629322801588,"Other"
"Other","9",2000,36.448708303998515,"Other"
"Other","9",2001,35.21143986501978,"Other"
"Other","9",2002,36.584217426587855,"Other"
"Other","9",2003,35.44874120418304,"Other"
"Other","9",2004,33.022221028490854,"Other"
"Other","9",2005,6.4764778796970575,"Other"
"Other","9",2006,6.5941139093705345,"Other"
"Other","9",2007,4.374245542596498,"Other"
"Other","9",2008,4.906545745092657,"Other"
"Other","9",2009,4.126013824420056,"Other"
"Other","9",2010,4.740204673245714,"Other"
"Other","9",2011,5.491450215759926,"Other"
"Other","9",2012,5.573876550781591,"Other"
"Other","9",2013,1.6424243343335547,"Other"
"Other","9",2014,1.4709055621129181,"Other"
"Other","9",2015,2.2025438014942296,"Other"
"Other","9",2016,1.9702991010957192,"Other"
"Other","9",2017,0.07741383903235999,"Other"
"Other","9",2018,0.026023838946088063,"Other"
"Other","9",2019,0.7842562718684434,"Other"
"Other","9",2020,1.4472422469443131,"Other"
"Other","9",2021,2.395022365873956,"Other"
"Other","9",2022,1.7248869202904018,"Other"
"Other","9",2023,1.7007846004898965,"Other"
"Other","9",2024,1.2032126557064657,"Other"
"Services","services",1995,15.96582886272008,"Services"
"Services","services",1996,21.052983898095853,"Services"
"Services","services",1997,26.423577556416674,"Services"
"Services","services",1998,32.94205862431363,"Services"
"Services","services",1999,34.569540557621536,"Services"
"Services","services",2000,36.29970802055149,"Services"
"Services","services",2001,40.24052052861039,"Services"
"Services","services",2002,40.45161316682788,"Services"
"Services","services",2003,44.375734211954125,"Services"
"Services","services",2004,40.067607308896015,"Services"
"Services","services",2005,37.05403194994773,"Services"
"Services","services",2006,37.210150177634006,"Services"
"Services","services",2007,35.40221322094126,"Services"
"Services","services",2008,36.320399514274655,"Services"
"Services","services",2009,29.012101283958728,"Services"
"Services","services",2010,31.462956256228807,"Services"
"Services","services",2011,32.49663176576678,"Services"
"Services","services",2012,36.894938346530864,"Services"
"Services","services",2013,41.68894104421746,"Services"
"Services","services",2014,46.544710492318956,"Services"
"Services","services",2015,52.6449118760635,"Services"
"Services","services",2016,52.02988748060278,"Services"
"Services","services",2017,49.575556008569066,"Services"
"Services","services",2018,53.20652231892619,"Services"
"Services","services",2019,62.929960709597694,"Services"
"Services","services",2020,41.36538092696867,"Services"
"Services","services",2021,48.05090917175035,"Services"
"Services","services",2022,62.75385274755595,"Services"
"Services","services",2023,75.02555146496513,"Services"
"Services","services",2024,86.59676684805359,"Services"
