id,date,value,country,name,iso3
BG32,2020-01-01,5.7,Bulgaria,Severen tsentralen,BGR
BG32,2021-01-01,6.7,Bulgaria,Severen tsentralen,BGR
BG32,2022-01-01,5.8,Bulgaria,Severen tsentralen,BGR
BG32,2023-01-01,6.0,Bulgaria,Severen tsentralen,BGR
BG33,2012-01-01,18.2,Bulgaria,Severoiztochen,BGR
BG33,2013-01-01,16.8,Bulgaria,Severoiztochen,BGR
BG33,2014-01-01,12.6,Bulgaria,Severoiztochen,BGR
BG33,2015-01-01,10.3,Bulgaria,Severoiztochen,BGR
BG33,2016-01-01,9.7,Bulgaria,Severoiztochen,BGR
BG33,2017-01-01,9.4,Bulgaria,Severoiztochen,BGR
BG33,2018-01-01,7.4,Bulgaria,Severoiztochen,BGR
BG33,2019-01-01,5.9,Bulgaria,Severoiztochen,BGR
BG33,2020-01-01,6.1,Bulgaria,Severoiztochen,BGR
BG33,2021-01-01,6.1,Bulgaria,Severoiztochen,BGR
BG33,2022-01-01,5.3,Bulgaria,Severoiztochen,BGR
BG33,2023-01-01,4.5,Bulgaria,Severoiztochen,BGR
BG34,2012-01-01,11.9,Bulgaria,Yugoiztochen,BGR
BG34,2013-01-01,13.0,Bulgaria,Yugoiztochen,BGR
BG34,2014-01-01,11.9,Bulgaria,Yugoiztochen,BGR
BG34,2015-01-01,10.4,Bulgaria,Yugoiztochen,BGR
BG34,2016-01-01,7.9,Bulgaria,Yugoiztochen,BGR
BG34,2017-01-01,7.0,Bulgaria,Yugoiztochen,BGR
BG34,2018-01-01,5.4,Bulgaria,Yugoiztochen,BGR
BG34,2019-01-01,4.0,Bulgaria,Yugoiztochen,BGR
BG34,2020-01-01,4.6,Bulgaria,Yugoiztochen,BGR
BG34,2021-01-01,5.5,Bulgaria,Yugoiztochen,BGR
BG34,2022-01-01,4.4,Bulgaria,Yugoiztochen,BGR
BG34,2023-01-01,4.6,Bulgaria,Yugoiztochen,BGR
BG41,2012-01-01,8.2,Bulgaria,Yugozapaden,BGR
BG41,2013-01-01,9.8,Bulgaria,Yugozapaden,BGR
BG41,2014-01-01,8.9,Bulgaria,Yugozapaden,BGR
BG41,2015-01-01,6.7,Bulgaria,Yugozapaden,BGR
BG41,2016-01-01,5.4,Bulgaria,Yugozapaden,BGR
BG41,2017-01-01,3.3,Bulgaria,Yugozapaden,BGR
BG41,2018-01-01,2.6,Bulgaria,Yugozapaden,BGR
BG41,2019-01-01,2.3,Bulgaria,Yugozapaden,BGR
BG41,2020-01-01,3.6,Bulgaria,Yugozapaden,BGR
BG41,2021-01-01,3.5,Bulgaria,Yugozapaden,BGR
BG41,2022-01-01,3.1,Bulgaria,Yugozapaden,BGR
BG41,2023-01-01,3.5,Bulgaria,Yugozapaden,BGR
BG42,2012-01-01,13.8,Bulgaria,Yuzhen tsentralen,BGR
BG42,2013-01-01,13.5,Bulgaria,Yuzhen tsentralen,BGR
BG42,2014-01-01,12.0,Bulgaria,Yuzhen tsentralen,BGR
BG42,2015-01-01,9.2,Bulgaria,Yuzhen tsentralen,BGR
BG42,2016-01-01,7.1,Bulgaria,Yuzhen tsentralen,BGR
BG42,2017-01-01,5.2,Bulgaria,Yuzhen tsentralen,BGR
BG42,2018-01-01,4.2,Bulgaria,Yuzhen tsentralen,BGR
BG42,2019-01-01,3.0,Bulgaria,Yuzhen tsentralen,BGR
BG42,2020-01-01,3.4,Bulgaria,Yuzhen tsentralen,BGR
BG42,2021-01-01,4.0,Bulgaria,Yuzhen tsentralen,BGR
BG42,2022-01-01,2.9,Bulgaria,Yuzhen tsentralen,BGR
BG42,2023-01-01,3.1,Bulgaria,Yuzhen tsentralen,BGR
CH01,2012-01-01,7.1,Switzerland,Région lémanique,CHE
CH01,2013-01-01,7.4,Switzerland,Région lémanique,CHE
CH01,2014-01-01,7.5,Switzerland,Région lémanique,CHE
CH01,2015-01-01,7.5,Switzerland,Région lémanique,CHE
CH01,2016-01-01,7.6,Switzerland,Région lémanique,CHE
CH01,2017-01-01,7.8,Switzerland,Région lémanique,CHE
CH01,2018-01-01,7.5,Switzerland,Région lémanique,CHE
CH01,2019-01-01,7.5,Switzerland,Région lémanique,CHE
CH01,2020-01-01,7.6,Switzerland,Région lémanique,CHE
CH01,2021-01-01,7.7,Switzerland,Région lémanique,CHE
CH01,2022-01-01,6.9,Switzerland,Région lémanique,CHE
CH01,2023-01-01,6.7,Switzerland,Région lémanique,CHE
CH02,2012-01-01,3.9,Switzerland,Espace Mittelland,CHE
CH02,2013-01-01,4.1,Switzerland,Espace Mittelland,CHE
CH02,2014-01-01,4.5,Switzerland,Espace Mittelland,CHE
CH02,2015-01-01,4.4,Switzerland,Espace Mittelland,CHE
CH02,2016-01-01,4.6,Switzerland,Espace Mittelland,CHE
CH02,2017-01-01,4.2,Switzerland,Espace Mittelland,CHE
CH02,2018-01-01,4.3,Switzerland,Espace Mittelland,CHE
CH02,2019-01-01,3.8,Switzerland,Espace Mittelland,CHE
CH02,2020-01-01,4.3,Switzerland,Espace Mittelland,CHE
CH02,2021-01-01,4.5,Switzerland,Espace Mittelland,CHE
CH02,2022-01-01,3.9,Switzerland,Espace Mittelland,CHE
CH02,2023-01-01,3.5,Switzerland,Espace Mittelland,CHE
CH03,2012-01-01,4.5,Switzerland,Nordwestschweiz,CHE
CH03,2013-01-01,4.4,Switzerland,Nordwestschweiz,CHE
CH03,2014-01-01,4.6,Switzerland,Nordwestschweiz,CHE
CH03,2015-01-01,4.3,Switzerland,Nordwestschweiz,CHE
CH03,2016-01-01,4.9,Switzerland,Nordwestschweiz,CHE
CH03,2017-01-01,4.4,Switzerland,Nordwestschweiz,CHE
CH03,2018-01-01,4.2,Switzerland,Nordwestschweiz,CHE
CH03,2019-01-01,3.5,Switzerland,Nordwestschweiz,CHE
CH03,2020-01-01,4.7,Switzerland,Nordwestschweiz,CHE
CH03,2021-01-01,4.8,Switzerland,Nordwestschweiz,CHE
CH03,2022-01-01,4.3,Switzerland,Nordwestschweiz,CHE
CH03,2023-01-01,3.8,Switzerland,Nordwestschweiz,CHE
CH04,2012-01-01,3.8,Switzerland,Zürich,CHE
CH04,2013-01-01,4.4,Switzerland,Zürich,CHE
CH04,2014-01-01,4.1,Switzerland,Zürich,CHE
CH04,2015-01-01,4.1,Switzerland,Zürich,CHE
CH04,2016-01-01,3.9,Switzerland,Zürich,CHE
CH04,2017-01-01,4.4,Switzerland,Zürich,CHE
CH04,2018-01-01,4.3,Switzerland,Zürich,CHE
CH04,2019-01-01,4.0,Switzerland,Zürich,CHE
CH04,2020-01-01,4.3,Switzerland,Zürich,CHE
CH04,2021-01-01,4.7,Switzerland,Zürich,CHE
CH04,2022-01-01,3.9,Switzerland,Zürich,CHE
CH04,2023-01-01,3.4,Switzerland,Zürich,CHE
CH05,2012-01-01,3.5,Switzerland,Ostschweiz,CHE
CH05,2013-01-01,3.9,Switzerland,Ostschweiz,CHE
CH05,2014-01-01,3.5,Switzerland,Ostschweiz,CHE
CH05,2015-01-01,3.9,Switzerland,Ostschweiz,CHE
CH05,2016-01-01,4.0,Switzerland,Ostschweiz,CHE
CH05,2017-01-01,3.7,Switzerland,Ostschweiz,CHE
CH05,2018-01-01,3.6,Switzerland,Ostschweiz,CHE
CH05,2019-01-01,3.4,Switzerland,Ostschweiz,CHE
CH05,2020-01-01,3.8,Switzerland,Ostschweiz,CHE
CH05,2021-01-01,4.1,Switzerland,Ostschweiz,CHE
CH05,2022-01-01,3.1,Switzerland,Ostschweiz,CHE
CH05,2023-01-01,3.0,Switzerland,Ostschweiz,CHE
CH06,2012-01-01,2.8,Switzerland,Zentralschweiz,CHE
CH06,2013-01-01,2.8,Switzerland,Zentralschweiz,CHE
CH06,2014-01-01,3.7,Switzerland,Zentralschweiz,CHE
CH06,2015-01-01,3.4,Switzerland,Zentralschweiz,CHE
CH06,2016-01-01,3.4,Switzerland,Zentralschweiz,CHE
CH06,2017-01-01,2.9,Switzerland,Zentralschweiz,CHE
CH06,2018-01-01,2.9,Switzerland,Zentralschweiz,CHE
CH06,2019-01-01,2.7,Switzerland,Zentralschweiz,CHE
CH06,2020-01-01,2.9,Switzerland,Zentralschweiz,CHE
CH06,2021-01-01,3.3,Switzerland,Zentralschweiz,CHE
CH06,2022-01-01,2.4,Switzerland,Zentralschweiz,CHE
CH06,2023-01-01,2.8,Switzerland,Zentralschweiz,CHE
CH07,2012-01-01,7.4,Switzerland,Ticino,CHE
CH07,2013-01-01,7.7,Switzerland,Ticino,CHE
CH07,2014-01-01,7.1,Switzerland,Ticino,CHE
CH07,2015-01-01,6.9,Switzerland,Ticino,CHE
CH07,2016-01-01,6.9,Switzerland,Ticino,CHE
CH07,2017-01-01,6.0,Switzerland,Ticino,CHE
CH07,2018-01-01,6.6,Switzerland,Ticino,CHE
CH07,2019-01-01,6.8,Switzerland,Ticino,CHE
CH07,2020-01-01,6.5,Switzerland,Ticino,CHE
CH07,2021-01-01,7.8,Switzerland,Ticino,CHE
CH07,2022-01-01,6.5,Switzerland,Ticino,CHE
CH07,2023-01-01,6.3,Switzerland,Ticino,CHE
CY00,2012-01-01,11.8,Cyprus,Kýpros,CYP
CY00,2013-01-01,15.9,Cyprus,Kýpros,CYP
CY00,2014-01-01,16.1,Cyprus,Kýpros,CYP
CY00,2015-01-01,14.9,Cyprus,Kýpros,CYP
CY00,2016-01-01,13.0,Cyprus,Kýpros,CYP
CY00,2017-01-01,11.1,Cyprus,Kýpros,CYP
CY00,2018-01-01,8.4,Cyprus,Kýpros,CYP
CY00,2019-01-01,7.1,Cyprus,Kýpros,CYP
CY00,2020-01-01,7.6,Cyprus,Kýpros,CYP
CY00,2021-01-01,7.5,Cyprus,Kýpros,CYP
CY00,2022-01-01,6.8,Cyprus,Kýpros,CYP
CY00,2023-01-01,6.1,Cyprus,Kýpros,CYP
CZ01,2012-01-01,3.1,Czechia,Praha,CZE
CZ01,2013-01-01,3.1,Czechia,Praha,CZE
CZ01,2014-01-01,2.5,Czechia,Praha,CZE
CZ01,2015-01-01,2.8,Czechia,Praha,CZE
CZ01,2016-01-01,2.2,Czechia,Praha,CZE
