OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM,LAD25CD,LAD25NM,CAUTH25CD,CAUTH25NM
E00189818,E01034967,Richmondshire 004K,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189868,E01034967,Richmondshire 004K,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189908,E01034967,Richmondshire 004K,E02005785,Richmondshire 004,E07000166,Richmondshire,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189839,E01034968,Ryedale 009B,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189847,E01034968,Ryedale 009B,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189859,E01034968,Ryedale 009B,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189884,E01034968,Ryedale 009B,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141541,E01034969,Ryedale 009C,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189812,E01034969,Ryedale 009C,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189828,E01034969,Ryedale 009C,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189873,E01034969,Ryedale 009C,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189874,E01034969,Ryedale 009C,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141511,E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141515,E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141516,E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141517,E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141519,E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141528,E01034970,Ryedale 009D,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141531,E01034971,Ryedale 009E,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141532,E01034971,Ryedale 009E,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141534,E01034971,Ryedale 009E,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141535,E01034971,Ryedale 009E,E02007044,Ryedale 009,E07000167,Ryedale,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141983,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141987,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141989,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141990,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141991,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141992,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141993,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141994,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141995,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141996,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141997,E01034972,Scarborough 001F,E02005795,Scarborough 001,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141781,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141782,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141783,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141784,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141785,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141786,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141787,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141788,E01034973,Scarborough 004G,E02005798,Scarborough 004,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141863,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141865,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141866,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141868,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141869,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141870,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141875,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141876,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141877,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00141878,E01034974,Scarborough 006F,E02005800,Scarborough 006,E07000168,Scarborough,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189810,E01034975,Selby 004F,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189854,E01034975,Selby 004F,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189881,E01034975,Selby 004F,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189885,E01034975,Selby 004F,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189901,E01034975,Selby 004F,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142222,E01034976,Selby 004G,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142224,E01034976,Selby 004G,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189825,E01034976,Selby 004G,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189843,E01034976,Selby 004G,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189902,E01034976,Selby 004G,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142139,E01034977,Selby 004H,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142140,E01034977,Selby 004H,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142143,E01034977,Selby 004H,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142144,E01034977,Selby 004H,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142141,E01034978,Selby 004I,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189889,E01034978,Selby 004I,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189906,E01034978,Selby 004I,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189909,E01034978,Selby 004I,E02005812,Selby 004,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142172,E01034979,Selby 005G,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142173,E01034979,Selby 005G,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142177,E01034979,Selby 005G,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189833,E01034979,Selby 005G,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142186,E01034980,Selby 005H,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189829,E01034980,Selby 005H,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189834,E01034980,Selby 005H,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189886,E01034980,Selby 005H,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142199,E01034981,Selby 005I,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142201,E01034981,Selby 005I,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142205,E01034981,Selby 005I,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170119,E01034981,Selby 005I,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142196,E01034982,Selby 005J,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142202,E01034982,Selby 005J,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170111,E01034982,Selby 005J,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00170112,E01034982,Selby 005J,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189870,E01034982,Selby 005J,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189816,E01034983,Selby 005K,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189821,E01034983,Selby 005K,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189836,E01034983,Selby 005K,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00189890,E01034983,Selby 005K,E02005813,Selby 005,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142206,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142207,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142209,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142210,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142212,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142215,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142216,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00142217,E01034984,Selby 006F,E02005814,Selby 006,E07000169,Selby,E06000065,North Yorkshire,E47000012,York and North Yorkshire
E00067299,E01013335,York 012A,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067305,E01013335,York 012A,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067306,E01013335,York 012A,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067310,E01013335,York 012A,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067321,E01013335,York 012A,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067308,E01013336,York 012B,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067309,E01013336,York 012B,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067311,E01013336,York 012B,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067312,E01013336,York 012B,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067314,E01013336,York 012B,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067300,E01013337,York 012C,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067307,E01013337,York 012C,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067313,E01013337,York 012C,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067322,E01013337,York 012C,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067323,E01013337,York 012C,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067304,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067315,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067316,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067320,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00170126,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00170151,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00170152,E01013338,York 012D,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067301,E01013339,York 012E,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067302,E01013339,York 012E,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067303,E01013339,York 012E,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067317,E01013339,York 012E,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067319,E01013339,York 012E,E02002783,York 012,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067331,E01013340,York 024A,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067332,E01013340,York 024A,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067334,E01013340,York 024A,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067335,E01013340,York 024A,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067327,E01013341,York 024B,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067328,E01013341,York 024B,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067329,E01013341,York 024B,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067336,E01013341,York 024B,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067337,E01013341,York 024B,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067330,E01013342,York 024C,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067333,E01013342,York 024C,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00170155,E01013342,York 024C,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185493,E01013342,York 024C,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185552,E01013342,York 024C,E02002795,York 024,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067360,E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067362,E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067365,E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067366,E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067367,E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067368,E01013343,York 009A,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067372,E01013344,York 007A,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067373,E01013344,York 007A,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067375,E01013344,York 007A,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067376,E01013344,York 007A,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067377,E01013344,York 007A,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067338,E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067341,E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067353,E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067361,E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067364,E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067370,E01013345,York 009B,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067339,E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067342,E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067350,E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067354,E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067371,E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067374,E01013346,York 007B,E02002778,York 007,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067345,E01013347,York 009C,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067349,E01013347,York 009C,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067357,E01013347,York 009C,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067379,E01013347,York 009C,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067380,E01013347,York 009C,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067346,E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067352,E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067358,E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067359,E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185506,E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185539,E01013348,York 010A,E02002781,York 010,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067344,E01013349,York 009D,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067347,E01013349,York 009D,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067348,E01013349,York 009D,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067351,E01013349,York 009D,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067343,E01013350,York 009E,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067355,E01013350,York 009E,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067356,E01013350,York 009E,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067363,E01013350,York 009E,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067378,E01013350,York 009E,E02002780,York 009,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067382,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067384,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067385,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067388,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067391,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067392,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067393,E01013351,York 020A,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067381,E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067383,E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067386,E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067387,E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067389,E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067390,E01013352,York 020B,E02002791,York 020,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067400,E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067417,E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067419,E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067422,E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067424,E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067426,E01013353,York 022A,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067394,E01013354,York 022B,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067401,E01013354,York 022B,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067405,E01013354,York 022B,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067408,E01013354,York 022B,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067409,E01013354,York 022B,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067397,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067403,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067404,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067429,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185477,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185479,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185516,E01013355,York 022C,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067407,E01013356,York 022D,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067416,E01013356,York 022D,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067423,E01013356,York 022D,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067425,E01013356,York 022D,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067427,E01013356,York 022D,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067395,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067406,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067421,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067428,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067430,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185533,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00185541,E01013357,York 021A,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067398,E01013358,York 021B,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067399,E01013358,York 021B,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067410,E01013358,York 021B,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067411,E01013358,York 021B,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067418,E01013358,York 021B,E02002792,York 021,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067412,E01013359,York 022E,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067413,E01013359,York 022E,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067414,E01013359,York 022E,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
E00067415,E01013359,York 022E,E02002793,York 022,E06000014,York,E06000014,York,E47000012,York and North Yorkshire
