LSOA21CD,LSOA21NM,LAD24CD,LAD24NM,imd_rank,imd_decile,population,rurality_score,pct_rural,dominant_ruc,urban_rural_flag,town,dist_to_centre_km,dist_to_coast_km,coastal
E01027617,Hambleton 003D,E06000065,North Yorkshire,17072,6,1036,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,12.966565554465083,12.26532348757093,Inland
E01027618,Hambleton 002B,E06000065,North Yorkshire,25991,8,2427,57.5,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,15.904248467375405,10.934688687901227,Inland
E01027619,Hambleton 011B,E06000065,North Yorkshire,27667,9,2256,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,37.66967632567586,16.719274664745083,Inland
E01027620,Hambleton 008A,E06000065,North Yorkshire,24967,8,1960,16.666666666666668,0.0,Urban: Further from a major town or city,Urban,Hambleton,13.892782396574628,35.796358470224035,Inland
E01027622,Hambleton 010E,E06000065,North Yorkshire,20989,7,1969,75.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,32.375085837071275,26.099963280308323,Inland
E01027623,Hambleton 001D,E06000065,North Yorkshire,30694,10,1189,53.75,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,21.62894597649577,10.56106367033915,Inland
E01027624,Hambleton 002C,E06000065,North Yorkshire,30828,10,1288,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,22.483833578128916,9.201034680698235,Inland
E01027625,Hambleton 001E,E06000065,North Yorkshire,7647,3,1795,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Hambleton,21.1831650422656,9.90946653722547,Inland
E01027626,Hambleton 002D,E06000065,North Yorkshire,23094,7,1593,59.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,21.396810862140146,7.563164741876791,Inland
E01027627,Hambleton 002E,E06000065,North Yorkshire,17160,6,1748,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,17.431254916548166,17.78347878531917,Inland
E01027628,Hambleton 007B,E06000065,North Yorkshire,17799,6,1913,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,14.663328516777922,39.884445519739685,Inland
E01027629,Hambleton 009B,E06000065,North Yorkshire,7099,3,1500,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,13.372137868114912,34.80524336591522,Inland
E01027630,Hambleton 008B,E06000065,North Yorkshire,17616,6,1716,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,13.067885773583894,34.96068916954418,Inland
E01027631,Hambleton 008C,E06000065,North Yorkshire,29463,9,1322,0.0,0.0,Urban: Nearer to a major town or city,Urban,Hambleton,13.841602203640578,34.66845474000756,Inland
E01027632,Hambleton 008D,E06000065,North Yorkshire,24610,8,1857,28.0,20.0,Urban: Further from a major town or city,Urban,Hambleton,12.33841969018954,35.520282442090554,Inland
E01027633,Hambleton 007C,E06000065,North Yorkshire,20490,7,1891,91.25,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,7.0751576136654775,31.350076996233746,Inland
E01027634,Hambleton 011C,E06000065,North Yorkshire,26402,8,2087,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Hambleton,31.948310772451215,22.449732431214375,Inland
E01027635,Hambleton 009C,E06000065,North Yorkshire,20578,7,2642,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,18.26727442902526,36.27919387744739,Inland
E01027636,Hambleton 009D,E06000065,North Yorkshire,20770,7,2013,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,21.90463889447916,33.93713798402431,Inland
E01027637,Hambleton 008E,E06000065,North Yorkshire,16773,5,1817,86.875,100.0,Smaller rural: Further from a major town or city,Rural,Hambleton,12.257743938263435,30.7222688876227,Inland
E01027638,Harrogate 010A,E06000065,North Yorkshire,31635,10,1254,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.1299038552174605,27.765737237888573,Inland
E01027639,Harrogate 010B,E06000065,North Yorkshire,30941,10,1206,13.0,20.0,Urban: Nearer to a major town or city,Urban,Harrogate,3.0425186535286244,26.93661837303555,Inland
E01027640,Harrogate 010C,E06000065,North Yorkshire,29214,9,1471,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.858394815912692,27.80260102369273,Inland
E01027641,Harrogate 008A,E06000065,North Yorkshire,33500,10,1233,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.634740892429896,28.29419390250031,Inland
E01027642,Harrogate 007A,E06000065,North Yorkshire,26563,8,1653,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Ripon,7.092544222627644,31.60514261851468,Inland
E01027643,Harrogate 003A,E06000065,North Yorkshire,18614,6,1559,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Ripon,4.319180484311816,34.83955508741391,Inland
E01027644,Harrogate 005A,E06000065,North Yorkshire,19078,6,1730,56.0,100.0,Larger rural: Nearer to a major town or city,Rural,Ripon,11.362141348869706,27.794524532836835,Inland
E01027645,Harrogate 005B,E06000065,North Yorkshire,21361,7,2123,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Ripon,9.496762809286787,29.394381395552976,Inland
E01027646,Harrogate 007B,E06000065,North Yorkshire,24880,8,1673,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,7.458595874034819,27.747523323997857,Inland
E01027647,Harrogate 005C,E06000065,North Yorkshire,21694,7,1903,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,12.26742352700817,25.018079540140704,Inland
E01027648,Harrogate 014A,E06000065,North Yorkshire,20934,7,1522,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.0500072203617137,25.066055095477555,Inland
E01027649,Harrogate 013A,E06000065,North Yorkshire,19916,6,2430,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.4931244214352313,26.10208489850763,Inland
E01027650,Harrogate 014B,E06000065,North Yorkshire,27409,9,1580,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.8150404378239966,25.63001841649674,Inland
E01027651,Harrogate 013B,E06000065,North Yorkshire,7406,3,1512,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.756419578348773,25.22952170801197,Inland
E01027652,Harrogate 015A,E06000065,North Yorkshire,28095,9,1679,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.3199509912421357,27.51288986619865,Inland
E01027653,Harrogate 020A,E06000065,North Yorkshire,24839,8,1789,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.7960241968873225,27.54707579334035,Inland
E01027654,Harrogate 020B,E06000065,North Yorkshire,33214,10,1165,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.2041985219065965,28.35208840701084,Inland
E01027655,Harrogate 015B,E06000065,North Yorkshire,28918,9,1345,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.9681333070853745,27.521890243966595,Inland
E01027656,Harrogate 019A,E06000065,North Yorkshire,25937,8,1854,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.389660062975825,26.33088672278408,Inland
E01027657,Harrogate 013C,E06000065,North Yorkshire,17339,6,1191,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.9980514099853723,27.077765799148505,Inland
E01027658,Harrogate 013D,E06000065,North Yorkshire,19156,6,1588,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.9862005742207006,26.459293275902386,Inland
E01027659,Harrogate 015C,E06000065,North Yorkshire,17234,6,1790,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.699475893773576,26.651405890773823,Inland
E01027660,Harrogate 017A,E06000065,North Yorkshire,29835,9,1530,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.4734649968552023,24.169823714588965,Inland
E01027661,Harrogate 017B,E06000065,North Yorkshire,24726,8,1434,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.716926994199868,24.177407157911084,Inland
E01027662,Harrogate 017C,E06000065,North Yorkshire,33728,10,1247,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.908170235789505,24.704353683652418,Inland
E01027663,Harrogate 017D,E06000065,North Yorkshire,30594,10,1331,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,3.170457961561115,24.198491988303832,Inland
E01027665,Harrogate 008C,E06000065,North Yorkshire,26441,8,1653,61.25,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,5.211770390753317,30.705999878388774,Inland
E01027666,Harrogate 001A,E06000065,North Yorkshire,17555,6,1799,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Ripon,10.231710846345948,44.14723571878177,Inland
E01027667,Harrogate 001B,E06000065,North Yorkshire,18447,6,1456,79.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Ripon,4.471379846260739,41.72141401699458,Inland
E01027668,Harrogate 009A,E06000065,North Yorkshire,21784,7,1557,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,5.6648592878062045,23.739148307907918,Inland
E01027669,Harrogate 009B,E06000065,North Yorkshire,19758,6,1852,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,5.238668714525998,24.118764968745435,Inland
E01027670,Harrogate 012A,E06000065,North Yorkshire,31339,10,1968,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,7.171992720447285,23.585243814099996,Inland
E01027671,Harrogate 012B,E06000065,North Yorkshire,33064,10,1431,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,6.110611150236897,22.73059530151554,Inland
E01027672,Harrogate 012C,E06000065,North Yorkshire,31602,10,1674,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,4.854136740179441,23.15601930723094,Inland
E01027673,Harrogate 009C,E06000065,North Yorkshire,17513,6,1735,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,4.361803550178209,24.20413958476056,Inland
E01027674,Harrogate 007C,E06000065,North Yorkshire,31900,10,1314,13.0,20.0,Urban: Nearer to a major town or city,Urban,Harrogate,4.0822717820293075,25.497916633795388,Inland
E01027675,Harrogate 007D,E06000065,North Yorkshire,31157,10,3098,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,5.931642024919827,25.153517478994466,Inland
E01027676,Harrogate 009D,E06000065,North Yorkshire,13358,4,1792,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,5.618898484926554,24.43963883865655,Inland
E01027677,Harrogate 015D,E06000065,North Yorkshire,26066,8,1464,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.8036817176182163,27.27241547780525,Inland
E01027678,Harrogate 015E,E06000065,North Yorkshire,11730,4,1822,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.2643136911476338,26.84040189902565,Inland
E01027679,Harrogate 019B,E06000065,North Yorkshire,27092,9,1529,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.5274714752745308,26.685916680479504,Inland
E01027680,Harrogate 015F,E06000065,North Yorkshire,23392,7,1287,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.6048300239439853,26.97168314361089,Inland
E01027681,Harrogate 006A,E06000065,North Yorkshire,18181,6,1661,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,10.861152476724012,37.21587567300571,Inland
E01027682,Harrogate 018A,E06000065,North Yorkshire,22605,7,1714,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,7.201512132793417,33.7379809850959,Inland
E01027683,Harrogate 016A,E06000065,North Yorkshire,27812,9,1931,53.0,100.0,Larger rural: Nearer to a major town or city,Rural,Harrogate,16.29028986992039,14.009617823205343,Inland
E01027684,Harrogate 016B,E06000065,North Yorkshire,19361,6,1427,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,18.04773131688919,11.26170885025991,Inland
E01027685,Harrogate 001C,E06000065,North Yorkshire,20267,7,1120,80.0,100.0,Larger rural: Further from a major town or city,Rural,Ripon,13.910028403947297,43.62441618769496,Inland
E01027686,Harrogate 001D,E06000065,North Yorkshire,14873,5,1069,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Ripon,16.345280778082945,48.173599841934816,Inland
E01027687,Harrogate 005D,E06000065,North Yorkshire,24923,8,2384,59.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Ripon,9.843463433083494,30.596509273717924,Inland
E01027688,Harrogate 003B,E06000065,North Yorkshire,22533,7,1596,43.333333333333336,66.66666666666666,Smaller rural: Nearer to a major town or city,Rural,Ripon,5.038102604526261,33.194172976845024,Inland
E01027689,Harrogate 011A,E06000065,North Yorkshire,18102,6,1344,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.3806742817587556,27.790505491889817,Inland
E01027690,Harrogate 010D,E06000065,North Yorkshire,27841,9,1403,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.9362974453674051,28.106096505305942,Inland
E01027691,Harrogate 011B,E06000065,North Yorkshire,25090,8,1497,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.1349762501406833,28.50025129268395,Inland
E01027692,Harrogate 013E,E06000065,North Yorkshire,18049,6,1111,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.233504044314902,27.403738398564933,Inland
E01027693,Harrogate 006B,E06000065,North Yorkshire,22177,7,1704,62.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,17.59394074696725,43.86849552864556,Inland
E01027694,Harrogate 018B,E06000065,North Yorkshire,18706,6,1184,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,11.12715593829905,37.30991259771504,Inland
E01027695,Harrogate 016C,E06000065,North Yorkshire,21767,7,1717,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,14.494750197257858,21.368419818351178,Inland
E01027696,Harrogate 016D,E06000065,North Yorkshire,23931,8,2255,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,18.832692519038613,16.74698852786921,Inland
E01027697,Harrogate 017E,E06000065,North Yorkshire,32987,10,1428,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.9541927338580014,25.00434167337904,Inland
E01027698,Harrogate 020C,E06000065,North Yorkshire,33414,10,1533,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.3431876055495433,25.275768934587024,Inland
E01027699,Harrogate 021A,E06000065,North Yorkshire,33103,10,1266,61.25,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,3.5482771258876444,25.358058819859263,Inland
E01027700,Harrogate 021B,E06000065,North Yorkshire,31909,10,1694,48.75,75.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,3.379718516015879,24.118905073670263,Inland
E01027701,Harrogate 006C,E06000065,North Yorkshire,16195,5,1591,85.0,100.0,Smaller rural: Further from a major town or city,Rural,Ripon,21.174605062066405,52.85376192141299,Inland
E01027702,Harrogate 006D,E06000065,North Yorkshire,15800,5,1040,50.0,100.0,Larger rural: Nearer to a major town or city,Rural,Ripon,15.966338589786165,44.30658448495364,Inland
E01027703,Harrogate 016E,E06000065,North Yorkshire,21622,7,2037,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,11.295864537150088,17.66955540177925,Inland
E01027704,Harrogate 012D,E06000065,North Yorkshire,25810,8,1247,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,5.83906124096565,21.681550185589018,Inland
E01027705,Harrogate 004A,E06000065,North Yorkshire,21986,7,1772,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,0.8956157847344699,37.51716183723918,Inland
E01027706,Harrogate 004B,E06000065,North Yorkshire,12773,4,1765,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,0.1943992483298238,37.36582324452627,Inland
E01027707,Harrogate 004C,E06000065,North Yorkshire,21505,7,1747,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,1.191545307863901,36.432562623299226,Inland
E01027708,Harrogate 004D,E06000065,North Yorkshire,28602,9,1502,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,1.4274047578278937,36.55394829545453,Inland
E01027709,Harrogate 004E,E06000065,North Yorkshire,31383,10,1329,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,1.0622701162222472,37.28988537744469,Inland
E01027710,Harrogate 004F,E06000065,North Yorkshire,11384,4,1153,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,0.9501940163768111,36.921152478039716,Inland
E01027711,Harrogate 004G,E06000065,North Yorkshire,15581,5,1291,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,0.8300311885330373,36.8110824420498,Inland
E01027712,Harrogate 002A,E06000065,North Yorkshire,32037,10,2014,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,2.312200821239387,39.57968445812666,Inland
E01027713,Harrogate 002B,E06000065,North Yorkshire,22532,7,1666,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,0.7810639834597006,37.87948237128448,Inland
E01027714,Harrogate 002C,E06000065,North Yorkshire,26726,8,1578,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,1.221059068784797,38.684977597309675,Inland
E01027715,Harrogate 002D,E06000065,North Yorkshire,28707,9,1270,0.0,0.0,Urban: Nearer to a major town or city,Urban,Ripon,1.1901986664491646,38.52594366379438,Inland
E01027716,Harrogate 020D,E06000065,North Yorkshire,33531,10,1708,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.488675944865685,26.150918943629318,Inland
E01027717,Harrogate 020E,E06000065,North Yorkshire,32748,10,1555,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.5386792334945933,26.762273996184142,Inland
E01027718,Harrogate 020F,E06000065,North Yorkshire,32655,10,2127,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.5504684499610577,26.146215752108922,Inland
E01027719,Harrogate 020G,E06000065,North Yorkshire,32766,10,1542,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.2400747126857894,27.013021324851913,Inland
E01027720,Harrogate 011C,E06000065,North Yorkshire,19059,6,1890,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.2898594492827793,28.854255067447536,Inland
E01027721,Harrogate 011D,E06000065,North Yorkshire,31282,10,1432,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.461194202148009,29.007226338601846,Inland
E01027722,Harrogate 008D,E06000065,North Yorkshire,29800,9,1634,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.906259044281139,29.433187740989965,Inland
E01027723,Harrogate 011E,E06000065,North Yorkshire,10430,4,1412,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.7755475859150727,28.350636326724516,Inland
E01027724,Harrogate 021C,E06000065,North Yorkshire,21849,7,1705,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,7.380348364681994,22.66042823433595,Inland
E01027725,Harrogate 021D,E06000065,North Yorkshire,25569,8,1549,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,7.497799578860843,19.261297466123562,Inland
E01027726,Harrogate 014C,E06000065,North Yorkshire,21165,7,1773,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.946086523785419,25.36489594981433,Inland
E01027727,Harrogate 014D,E06000065,North Yorkshire,22314,7,1943,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.3683130551913902,25.427405194855222,Inland
E01027728,Harrogate 014E,E06000065,North Yorkshire,24161,8,1282,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,3.096422779421653,24.67451413738635,Inland
E01027729,Harrogate 014F,E06000065,North Yorkshire,8587,3,1483,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.542257155035753,24.908793519916383,Inland
E01027730,Harrogate 019C,E06000065,North Yorkshire,30422,10,1464,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.849119565945338,26.205259469950292,Inland
E01027731,Harrogate 019D,E06000065,North Yorkshire,28428,9,1448,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.4095473026979575,25.708508191689944,Inland
E01027732,Harrogate 019E,E06000065,North Yorkshire,31989,10,1226,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,0.8725085595630293,25.79582222839331,Inland
E01027733,Harrogate 017F,E06000065,North Yorkshire,33625,10,1386,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.051356518764224,25.557002209541896,Inland
E01027734,Harrogate 018C,E06000065,North Yorkshire,22826,7,1817,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,7.198917060417557,29.85303575273043,Inland
E01027735,Harrogate 018D,E06000065,North Yorkshire,23239,7,1594,57.5,75.0,Smaller rural: Nearer to a major town or city,Rural,Harrogate,14.972932163865977,38.129900201153596,Inland
E01027736,Harrogate 003C,E06000065,North Yorkshire,18417,6,1737,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Ripon,5.811454273689218,40.08209687194912,Inland
E01027737,Harrogate 003D,E06000065,North Yorkshire,22258,7,1998,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Ripon,9.052670977579252,34.39182702705892,Inland
E01027738,Harrogate 010E,E06000065,North Yorkshire,17803,6,1278,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.90688144704348,27.296586151862048,Inland
E01027739,Harrogate 010F,E06000065,North Yorkshire,18886,6,1054,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.5396596518377896,27.284186050421756,Inland
E01027740,Harrogate 013F,E06000065,North Yorkshire,2291,1,1555,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,1.8312172932458086,26.69000903508063,Inland
E01027741,Harrogate 010G,E06000065,North Yorkshire,18914,6,1433,0.0,0.0,Urban: Nearer to a major town or city,Urban,Harrogate,2.2705270923750134,27.0927803328941,Inland
E01027742,Richmondshire 005A,E06000065,North Yorkshire,13814,5,1301,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Richmondshire,27.308100679137436,44.548333393114866,Inland
E01027743,Richmondshire 001A,E06000065,North Yorkshire,17995,6,1132,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Richmondshire,11.670171151384992,23.587686216166407,Inland
E01027744,Richmondshire 006A,E06000065,North Yorkshire,17693,6,1240,100.0,100.0,Smaller rural: Further from a major town or city,Rural,Richmondshire,15.279530929257907,49.095516597040024,Inland
E01027745,Richmondshire 003A,E06000065,North Yorkshire,18474,6,1611,65.0,100.0,Smaller rural: Nearer to a major town or city,Rural,Richmondshire,7.153540219761364,28.075070284013048,Inland
E01027746,Richmondshire 003B,E06000065,North Yorkshire,21450,7,1433,56.0,100.0,Larger rural: Nearer to a major town or city,Rural,Richmondshire,5.172908606334506,30.066134190529496,Inland
