district,LAD25CD,LAD25NM,msa_name
WF15,E08000034,Kirklees,West Yorkshire
B64,E08000028,Sandwell,West Midlands
GL56,E07000079,,
MK2,E06000042,,
PE33,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
LA8,E06000064,Westmorland and Furness,Cumbria
SY7,E06000051,,
PE6,E06000031,Peterborough,Cambridgeshire & Peterborough
NR25,E07000147,North Norfolk,Norfolk & Suffolk
NG13,E07000176,Rushcliffe,East Midlands
L34,E08000011,Knowsley,Liverpool City Region
PE38,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
TR2,E06000052,,
TR4,E06000052,,
IP31,E07000245,West Suffolk,Norfolk & Suffolk
PO3,E06000044,Portsmouth,Hampshire & Solent
TR20,E06000052,,
TR19,E06000052,,
W10,E09000020,,
GL16,E07000080,,
BS36,E06000025,South Gloucestershire,West of England
S74,E08000016,,
M44,E08000006,Salford,Greater Manchester
B74,E08000025,Birmingham,West Midlands
CH60,E08000015,Wirral,Liverpool City Region
PO8,E07000085,East Hampshire,Hampshire & Solent
OX25,E07000177,,
TR3,E06000052,,
PE14,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
GL10,E07000082,,
L48,E08000015,Wirral,Liverpool City Region
SE28,E09000011,,
TQ6,E07000044,South Hams,Devon and Torbay
SK16,E08000008,Tameside,Greater Manchester
BD15,E08000032,Bradford,West Yorkshire
PE8,E06000061,,
CO11,E07000076,Tendring,Greater Essex
WA13,E06000007,Warrington,Cheshire & Warrington
PL20,E07000047,West Devon,Devon and Torbay
CM22,E07000077,Uttlesford,Greater Essex
OL7,E08000008,Tameside,Greater Manchester
DT10,E06000059,,
HU13,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
L35,E08000011,Knowsley,Liverpool City Region
B45,E08000025,Birmingham,West Midlands
SG7,E07000099,,
KT24,E07000209,,
NE25,E08000022,North Tyneside,North East
TA5,E06000066,,
CO13,E07000076,Tendring,Greater Essex
LA13,E06000064,Westmorland and Furness,Cumbria
KT21,E07000210,,
DN34,E06000012,North East Lincolnshire,Greater Lincolnshire
TN27,E07000105,,
PO31,E06000046,Isle of Wight,Hampshire & Solent
DN8,E08000017,Doncaster,South Yorkshire
IP27,E07000245,West Suffolk,Norfolk & Suffolk
S19,E08000019,,
TA19,E06000066,,
GU12,E07000209,,
S17,E08000019,,
RG15,E07000084,Basingstoke and Deane,Hampshire & Solent
CM17,E07000073,Harlow,Greater Essex
B25,E08000025,Birmingham,West Midlands
YO43,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
BN24,E07000065,Wealden,Sussex & Brighton
PL13,E06000052,,
NG21,E07000175,Newark and Sherwood,East Midlands
IP32,E07000245,West Suffolk,Norfolk & Suffolk
WD19,E07000102,,
SS3,E06000033,Southend-on-Sea,Greater Essex
TN16,E09000006,,
W1B,E09000033,,
TS8,E06000002,Middlesbrough,Tees Valley
CV33,E07000221,,
CT13,E07000108,,
GU3,E07000209,,
TN30,E07000105,,
SG9,E07000242,,
GU52,E07000089,Hart,Hampshire & Solent
ME6,E07000115,,
TA9,E06000066,,
LA11,E06000064,Westmorland and Furness,Cumbria
YO18,E06000065,North Yorkshire,York & North Yorkshire
DA5,E09000004,,
LS23,E08000035,Leeds,West Yorkshire
HP7,E06000060,,
EN10,E07000095,,
CT3,E07000108,,
S45,E07000038,North East Derbyshire,East Midlands
PE7,E07000010,Fenland,Cambridgeshire & Peterborough
WC1N,E09000007,,
GU24,E07000214,,
SO24,E07000094,Winchester,Hampshire & Solent
CA12,E06000063,Cumberland,Cumbria
WR3,E07000237,,
B38,E08000025,Birmingham,West Midlands
NR11,E07000147,North Norfolk,Norfolk & Suffolk
S36,E08000016,,
SW1X,E09000033,,
AL6,E07000241,,
WV5,E07000196,,
L60,E08000015,Wirral,Liverpool City Region
TA10,E06000066,,
TA18,E06000066,,
S44,E07000033,Bolsover,East Midlands
DN9,E06000013,North Lincolnshire,Greater Lincolnshire
CM77,E07000067,Braintree,Greater Essex
RG31,E06000037,,
B27,E08000025,Birmingham,West Midlands
YO5,E06000065,North Yorkshire,York & North Yorkshire
TA11,E06000066,,
LN12,E07000137,East Lindsey,Greater Lincolnshire
LS24,E06000065,North Yorkshire,York & North Yorkshire
HX4,E08000033,Calderdale,West Yorkshire
SL0,E06000060,,
IP9,E07000200,Babergh,Norfolk & Suffolk
WV99,E06000020,,
SS11,E07000066,Basildon,Greater Essex
PL17,E06000052,,
SM3,E09000029,,
TN11,E07000115,,
SS12,E07000066,Basildon,Greater Essex
PE34,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
NR9,E07000149,South Norfolk,Norfolk & Suffolk
M38,E08000006,Salford,Greater Manchester
WV12,E08000030,Walsall,West Midlands
DL9,E06000065,North Yorkshire,York & North Yorkshire
BH4,E06000058,,
WC2E,E09000033,,
B49,E07000221,,
BS40,E06000024,,
KT5,E09000021,,
KT18,E07000208,,
BH2,E06000058,,
YO14,E06000065,North Yorkshire,York & North Yorkshire
WF11,E08000036,Wakefield,West Yorkshire
WV13,E08000030,Walsall,West Midlands
SE12,E09000023,,
LN9,E07000137,East Lindsey,Greater Lincolnshire
L24,E08000012,Liverpool,Liverpool City Region
BL0,E08000002,Bury,Greater Manchester
PE37,E07000143,Breckland,Norfolk & Suffolk
CM11,E07000066,Basildon,Greater Essex
NE48,E06000057,Northumberland,North East
NG33,E07000141,South Kesteven,Greater Lincolnshire
CB21,E07000012,South Cambridgeshire,Cambridgeshire & Peterborough
SE2,E09000011,,
CH61,E08000015,Wirral,Liverpool City Region
TR12,E06000052,,
MK17,E06000042,,
RH14,E07000227,Horsham,Sussex & Brighton
RG25,E07000084,Basingstoke and Deane,Hampshire & Solent
DA17,E09000004,,
KT4,E09000029,,
RG23,E07000084,Basingstoke and Deane,Hampshire & Solent
CV36,E07000221,,
YO22,E06000065,North Yorkshire,York & North Yorkshire
NR27,E07000147,North Norfolk,Norfolk & Suffolk
EX36,E07000043,North Devon,Devon and Torbay
SG11,E07000242,,
LA22,E06000064,Westmorland and Furness,Cumbria
EC2A,E09000012,,
DN40,E06000012,North East Lincolnshire,Greater Lincolnshire
NG14,E07000173,Gedling,East Midlands
CT7,E07000114,,
TN10,E07000115,,
ST19,E07000196,,
WC1X,E09000007,,
B4,E08000025,Birmingham,West Midlands
CA4,E06000063,Cumberland,Cumbria
CM19,E07000073,Harlow,Greater Essex
RM18,E06000034,Thurrock,Greater Essex
S21,E07000038,North East Derbyshire,East Midlands
EC3A,E09000001,,
BA9,E06000066,,
MK12,E06000042,,
RM5,E09000016,,
KT23,E07000210,,
LS20,E08000035,Leeds,West Yorkshire
BH7,E06000058,,
KT14,E07000217,,
GU28,E07000225,Chichester,Sussex & Brighton
TS7,E06000002,Middlesbrough,Tees Valley
N11,E09000010,,
HU11,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
YO13,E06000065,North Yorkshire,York & North Yorkshire
N6,E09000014,,
DE15,E07000193,,
EC1R,E09000019,,
SG17,E06000056,,
EC1M,E09000019,,
CW10,E06000049,Cheshire East,Cheshire & Warrington
PE22,E07000137,East Lindsey,Greater Lincolnshire
L61,E08000015,Wirral,Liverpool City Region
L22,E08000014,Sefton,Liverpool City Region
DL11,E06000065,North Yorkshire,York & North Yorkshire
EC3M,E09000001,,
B10,E08000025,Birmingham,West Midlands
WF16,E08000034,Kirklees,West Yorkshire
TR10,E06000052,,
B35,E08000025,Birmingham,West Midlands
EC4A,E09000001,,
PE23,E07000137,East Lindsey,Greater Lincolnshire
S4,E08000019,,
HU4,E06000010,"Kingston upon Hull, City of",Hull & East Yorkshire
DN10,E07000171,Bassetlaw,East Midlands
WC2N,E09000033,,
WC2H,E09000033,,
SK22,E07000037,High Peak,East Midlands
DN18,E06000013,North Lincolnshire,Greater Lincolnshire
PO10,E07000090,Havant,Hampshire & Solent
CM24,E07000077,Uttlesford,Greater Essex
MK1,E06000042,,
CW4,E06000049,Cheshire East,Cheshire & Warrington
S7,E08000019,,
CT18,E07000112,,
DE73,E06000015,Derby,East Midlands
TF11,E06000051,,
NE42,E06000057,Northumberland,North East
B7,E08000025,Birmingham,West Midlands
BN5,E07000227,Horsham,Sussex & Brighton
TN3,E07000116,,
SN9,E06000054,,
BA16,E06000066,,
NE27,E08000022,North Tyneside,North East
CH47,E08000015,Wirral,Liverpool City Region
WR6,E07000235,,
DA13,E07000109,,
B36,E08000029,Solihull,West Midlands
BH31,E06000059,,
B43,E08000028,Sandwell,West Midlands
OL5,E08000008,Tameside,Greater Manchester
OX17,E06000062,,
L14,E08000012,Liverpool,Liverpool City Region
SY12,E06000051,,
NR5,E07000148,Norwich,Norfolk & Suffolk
WS6,E07000196,,
SN17,E06000030,,
PE32,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
EX33,E07000043,North Devon,Devon and Torbay
GL8,E07000079,,
PE26,E07000011,Huntingdonshire,Cambridgeshire & Peterborough
BS49,E06000024,,
DY14,E06000051,,
EC2V,E09000001,,
GU33,E07000085,East Hampshire,Hampshire & Solent
S64,E08000017,Doncaster,South Yorkshire
TS11,E06000003,Redcar and Cleveland,Tees Valley
SO20,E07000093,Test Valley,Hampshire & Solent
DA6,E09000004,,
WS4,E08000030,Walsall,West Midlands
CB5,E07000008,Cambridge,Cambridgeshire & Peterborough
L47,E08000015,Wirral,Liverpool City Region
BH13,E06000058,,
TN28,E07000112,,
WC1B,E09000007,,
DT5,E06000059,,
TS16,E06000004,Stockton-on-Tees,Tees Valley
RM2,E09000016,,
EC4V,E09000001,,
NR4,E07000148,Norwich,Norfolk & Suffolk
PL11,E06000052,,
PO37,E06000046,Isle of Wight,Hampshire & Solent
DN36,E06000012,North East Lincolnshire,Greater Lincolnshire
NR8,E07000144,Broadland,Norfolk & Suffolk
LN13,E07000137,East Lindsey,Greater Lincolnshire
B78,E07000218,,
PE36,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
BD24,E06000065,North Yorkshire,York & North Yorkshire
NG20,E07000033,Bolsover,East Midlands
TN18,E07000116,,
EX9,E07000040,East Devon,Devon and Torbay
EC1P,E09000019,,
DE45,E07000035,Derbyshire Dales,East Midlands
BH16,E06000059,,
WS8,E08000030,Walsall,West Midlands
L26,E08000011,Knowsley,Liverpool City Region
DE75,E07000032,Amber Valley,East Midlands
EC1Y,E09000019,,
B95,E07000221,,
GU30,E07000085,East Hampshire,Hampshire & Solent
SE24,E09000022,,
EX11,E07000040,East Devon,Devon and Torbay
BN52,E06000043,Brighton and Hove,Sussex & Brighton
EC1A,E09000001,,
MK46,E06000042,,
IP30,E07000203,Mid Suffolk,Norfolk & Suffolk
DA9,E07000107,,
SL8,E06000060,,
CM4,E07000068,Brentwood,Greater Essex
TS15,E06000004,Stockton-on-Tees,Tees Valley
BH18,E06000058,,
OX44,E07000179,,
B34,E08000025,Birmingham,West Midlands
EC1N,E09000007,,
IG7,E07000072,Epping Forest,Greater Essex
CV13,E07000132,,
EX38,E07000046,Torridge,Devon and Torbay
DE12,E07000134,,
SY6,E06000051,,
B72,E08000025,Birmingham,West Midlands
HU2,E06000010,"Kingston upon Hull, City of",Hull & East Yorkshire
SE21,E09000028,,
BL7,E08000001,Bolton,Greater Manchester
GL18,E07000080,,
WV8,E07000196,,
YO19,E06000014,York,York & North Yorkshire
HX5,E08000033,Calderdale,West Yorkshire
DY7,E07000196,,
MK15,E06000042,,
GU31,E07000085,East Hampshire,Hampshire & Solent
GL55,E07000079,,
IP29,E07000245,West Suffolk,Norfolk & Suffolk
WC2R,E09000033,,
GU46,E07000089,Hart,Hampshire & Solent
GU25,E07000212,,
W1P,E09000007,,
M61,E08000003,Manchester,Greater Manchester
BH5,E06000058,,
WC1A,E09000007,,
PE16,E07000010,Fenland,Cambridgeshire & Peterborough
WV15,E06000051,,
EC4Y,E09000001,,
BB6,E07000124,Ribble Valley,Lancashire
EC3R,E09000001,,
YO41,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
BS27,E06000066,,
DL4,E06000047,County Durham,North East
EC2P,E09000019,,
LA6,E06000064,Westmorland and Furness,Cumbria
WD4,E07000096,,
ST9,E07000198,,
IP23,E07000203,Mid Suffolk,Norfolk & Suffolk
BN44,E07000227,Horsham,Sussex & Brighton
SW1E,E09000033,,
DE74,E07000134,,
LN3,E07000142,West Lindsey,Greater Lincolnshire
BN99,E07000223,Adur,Sussex & Brighton
NE13,E08000021,Newcastle upon Tyne,North East
DA10,E07000107,,
M50,E08000006,Salford,Greater Manchester
WS5,E08000030,Walsall,West Midlands
RM6,E09000002,,
CR6,E07000215,,
NE39,E08000037,Gateshead,North East
OX20,E07000181,,
OX27,E07000177,,
NE7,E08000021,Newcastle upon Tyne,North East
NR26,E07000147,North Norfolk,Norfolk & Suffolk
RG45,E06000036,,
GU23,E07000209,,
LA18,E06000063,Cumberland,Cumbria
HU14,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
SW1H,E09000033,,
PO40,E06000046,Isle of Wight,Hampshire & Solent
NE49,E06000057,Northumberland,North East
IP16,E07000244,East Suffolk,Norfolk & Suffolk
HR7,E06000019,,
TS21,E06000047,County Durham,North East
IG5,E09000026,,
PL8,E07000044,South Hams,Devon and Torbay
IG9,E07000072,Epping Forest,Greater Essex
SS99,E06000033,Southend-on-Sea,Greater Essex
RG29,E07000089,Hart,Hampshire & Solent
YO51,E06000065,North Yorkshire,York & North Yorkshire
UB9,E09000017,,
WC2B,E09000007,,
KT7,E07000207,,
CM21,E07000242,,
NG25,E07000175,Newark and Sherwood,East Midlands
TF6,E06000020,,
WV98,E07000239,,
EC3V,E09000001,,
EC4N,E09000001,,
IP10,E07000244,East Suffolk,Norfolk & Suffolk
CR90,E09000008,,
SN6,E06000030,,
RH7,E07000215,,
WC1V,E09000007,,
HU18,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
SW1A,E09000033,,
IP18,E07000244,East Suffolk,Norfolk & Suffolk
GL12,E07000082,,
TW19,E07000213,,
PO17,E07000094,Winchester,Hampshire & Solent
S98,E08000019,,
OX33,E07000179,,
DE72,E07000036,Erewash,East Midlands
CA22,E06000063,Cumberland,Cumbria
GU5,E07000209,,
TS13,E06000003,Redcar and Cleveland,Tees Valley
SP9,E06000054,,
TR9,E06000052,,
HP8,E06000060,,
TN32,E07000064,Rother,Sussex & Brighton
M17,E08000009,Trafford,Greater Manchester
OX39,E07000179,,
NN29,E06000061,,
EC3N,E09000001,,
IP20,E07000149,South Norfolk,Norfolk & Suffolk
IP21,E07000203,Mid Suffolk,Norfolk & Suffolk
DA3,E07000111,,
EC2R,E09000001,,
EC4M,E09000001,,
NR16,E07000143,Breckland,Norfolk & Suffolk
LS4,E08000035,Leeds,West Yorkshire
TA23,E06000066,,
NE62,E06000057,Northumberland,North East
YO60,E06000065,North Yorkshire,York & North Yorkshire
OX49,E07000179,,
TN35,E07000062,Hastings,Sussex & Brighton
WC1R,E09000007,,
CA16,E06000064,Westmorland and Furness,Cumbria
WR8,E07000235,,
TS22,E06000004,Stockton-on-Tees,Tees Valley
LN7,E07000142,West Lindsey,Greater Lincolnshire
CV7,E08000029,Solihull,West Midlands
PL24,E06000052,,
CB25,E07000009,East Cambridgeshire,Cambridgeshire & Peterborough
SN38,E06000030,,
SY14,E06000050,Cheshire West and Chester,Cheshire & Warrington
L16,E08000012,Liverpool,Liverpool City Region
RG28,E07000084,Basingstoke and Deane,Hampshire & Solent
PO32,E06000046,Isle of Wight,Hampshire & Solent
CO14,E07000076,Tendring,Greater Essex
LA15,E06000064,Westmorland and Furness,Cumbria
IP8,E07000200,Babergh,Norfolk & Suffolk
WD5,E07000102,,
LS5,E08000035,Leeds,West Yorkshire
TN19,E07000064,Rother,Sussex & Brighton
BD14,E08000032,Bradford,West Yorkshire
BS25,E06000024,,
WC1E,E09000007,,
TN5,E07000065,Wealden,Sussex & Brighton
DN19,E06000013,North Lincolnshire,Greater Lincolnshire
NR35,E07000244,East Suffolk,Norfolk & Suffolk
GL13,E07000082,,
ST20,E07000197,,
PR26,E07000126,South Ribble,Lancashire
DT8,E06000059,,
BS26,E06000066,,
PL28,E06000052,,
EX21,E07000046,Torridge,Devon and Torbay
CT8,E07000114,,
NE43,E06000057,Northumberland,North East
HR3,E06000019,,
B47,E07000234,,
BN42,E07000223,Adur,Sussex & Brighton
CA17,E06000064,Westmorland and Furness,Cumbria
S32,E07000035,Derbyshire Dales,East Midlands
EX3,E07000041,Exeter,Devon and Torbay
GU19,E07000214,,
MK19,E06000042,,
RM20,E06000034,Thurrock,Greater Essex
IP26,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
LA10,E06000064,Westmorland and Furness,Cumbria
TF12,E06000051,,
EC4R,E09000001,,
CA25,E06000063,Cumberland,Cumbria
NE36,E08000023,South Tyneside,North East
PL18,E06000052,,
LA7,E06000064,Westmorland and Furness,Cumbria
ST21,E07000197,,
WR15,E07000235,,
HR5,E06000019,,
GU26,E07000216,,
NR23,E07000147,North Norfolk,Norfolk & Suffolk
M90,E08000003,Manchester,Greater Manchester
TS27,E06000047,County Durham,North East
ME18,E07000110,,
BA7,E06000066,,
WV7,E06000051,,
EX24,E07000040,East Devon,Devon and Torbay
EC2N,E09000001,,
NE19,E06000057,Northumberland,North East
WR7,E07000238,,
BS41,E06000024,,
DT7,E06000059,,
BS28,E06000066,,
SG16,E06000056,,
HU19,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
PL22,E06000052,,
GU20,E07000214,,
LN10,E07000137,East Lindsey,Greater Lincolnshire
BA8,E06000066,,
NR24,E07000147,North Norfolk,Norfolk & Suffolk
WC2A,E09000007,,
TS2,E06000002,Middlesbrough,Tees Valley
DA4,E07000111,,
NE45,E06000057,Northumberland,North East
WR13,E07000235,,
LS3,E08000035,Leeds,West Yorkshire
L27,E08000012,Liverpool,Liverpool City Region
SL60,E06000040,,
EC2Y,E09000001,,
CA20,E06000063,Cumberland,Cumbria
B50,E07000221,,
IG4,E09000026,,
B80,E07000221,,
TR5,E06000052,,
B48,E07000234,,
GU18,E07000214,,
LE21,E06000016,,
E20,E09000025,,
TF13,E06000051,,
SO42,E07000091,New Forest,Hampshire & Solent
SG3,E07000099,,
NE64,E06000057,Northumberland,North East
TA12,E06000066,,
TQ8,E07000044,South Hams,Devon and Torbay
TN20,E07000065,Wealden,Sussex & Brighton
NE71,E06000057,Northumberland,North East
PL10,E06000052,,
TS29,E06000047,County Durham,North East
W1C,E09000033,,
TQ10,E07000044,South Hams,Devon and Torbay
NP16,E07000080,,
S14,E08000019,,
GL19,E07000080,,
TR6,E06000052,,
DN41,E06000012,North East Lincolnshire,Greater Lincolnshire
EX19,E07000046,Torridge,Devon and Torbay
BA10,E06000066,,
CW3,E07000195,,
TS28,E06000047,County Durham,North East
CA9,E06000064,Westmorland and Furness,Cumbria
PL23,E06000052,,
PO35,E06000046,Isle of Wight,Hampshire & Solent
WR12,E07000238,,
BH3,E06000058,,
BD11,E08000034,Kirklees,West Yorkshire
EC4P,E09000019,,
NP6,E07000080,,
PL32,E06000052,,
CM99,E07000070,Chelmsford,Greater Essex
SO52,E07000093,Test Valley,Hampshire & Solent
ST55,E07000195,,
L70,E08000012,Liverpool,Liverpool City Region
TA22,E06000066,,
IP15,E07000244,East Suffolk,Norfolk & Suffolk
TF8,E06000020,,
RH3,E07000210,,
NW26,E09000005,,
EX37,E07000043,North Devon,Devon and Torbay
RM19,E06000034,Thurrock,Greater Essex
RH18,E07000065,Wealden,Sussex & Brighton
SO43,E07000091,New Forest,Hampshire & Solent
TA13,E06000066,,
ST11,E07000198,,
PO41,E06000046,Isle of Wight,Hampshire & Solent
RH9,E07000215,,
SG15,E06000056,,
B94,E07000221,,
NE35,E08000023,South Tyneside,North East
BS29,E06000024,,
L10,E08000014,Sefton,Liverpool City Region
EX35,E07000043,North Devon,Devon and Torbay
RM4,E07000072,Epping Forest,Greater Essex
CH34,E06000050,Cheshire West and Chester,Cheshire & Warrington
ME11,E07000113,,
SY9,E06000051,,
S33,E07000037,High Peak,East Midlands
UB11,E09000017,,
B96,E07000236,,
NE70,E06000057,Northumberland,North East
TF5,E06000020,,
TN7,E07000065,Wealden,Sussex & Brighton
WV9,E08000031,Wolverhampton,West Midlands
SG10,E07000242,,
L38,E08000014,Sefton,Liverpool City Region
DN39,E06000013,North Lincolnshire,Greater Lincolnshire
NE67,E06000057,Northumberland,North East
CH25,E08000015,Wirral,Liverpool City Region
PO34,E06000046,Isle of Wight,Hampshire & Solent
NE17,E08000037,Gateshead,North East
CH32,E08000015,Wirral,Liverpool City Region
EC50,E09000019,,
TQ11,E07000045,Teignbridge,Devon and Torbay
CA26,E06000063,Cumberland,Cumbria
PO39,E06000046,Isle of Wight,Hampshire & Solent
L28,E08000011,Knowsley,Liverpool City Region
LA16,E06000064,Westmorland and Furness,Cumbria
TN36,E07000064,Rother,Sussex & Brighton
CH27,E08000015,Wirral,Liverpool City Region
NE68,E06000057,Northumberland,North East
CH29,E08000015,Wirral,Liverpool City Region
TA14,E06000066,,
LE41,E06000016,,
CH31,E08000015,Wirral,Liverpool City Region
EC3P,E09000019,,
BN51,E06000043,Brighton and Hove,Sussex & Brighton
ST12,E07000197,,
TR17,E06000052,,
PR11,E07000123,Preston,Lancashire
LA21,E06000064,Westmorland and Furness,Cumbria
NE41,E06000057,Northumberland,North East
GL9,E06000025,South Gloucestershire,West of England
SS22,E06000033,Southend-on-Sea,Greater Essex
PL16,E07000047,West Devon,Devon and Torbay
DA18,E09000004,,
TD12,E06000057,Northumberland,North East
NE44,E06000057,Northumberland,North East
PL34,E06000052,,
CH26,E08000015,Wirral,Liverpool City Region
PL35,E06000052,,
N1C,E09000007,,
PL33,E06000052,,
LA20,E06000064,Westmorland and Furness,Cumbria
TR21,E06000053,,
EX18,E07000043,North Devon,Devon and Torbay
TR93,E06000052,,
LA19,E06000063,Cumberland,Cumbria
M52,E08000003,Manchester,Greater Manchester
CH33,E06000050,Cheshire West and Chester,Cheshire & Warrington
NE18,E06000057,Northumberland,North East
CA23,E06000063,Cumberland,Cumbria
DN38,E06000013,North Lincolnshire,Greater Lincolnshire
SN26,E06000030,,
E98,E09000030,,
LE87,E06000016,,
CA19,E06000063,Cumberland,Cumbria
NR22,E07000147,North Norfolk,Norfolk & Suffolk
MK77,E06000042,,
PL29,E06000052,,
CO8,E07000067,Braintree,Greater Essex
PE5,E06000031,Peterborough,Cambridgeshire & Peterborough
CA27,E06000063,Cumberland,Cumbria
TA16,E06000066,,
LA17,E06000064,Westmorland and Furness,Cumbria
EC88,E09000012,,
LS88,E08000035,Leeds,West Yorkshire
UB18,E09000009,,
L72,E08000014,Sefton,Liverpool City Region
SW95,E09000032,,
DN55,E08000017,Doncaster,South Yorkshire
LS99,E08000035,Leeds,West Yorkshire
B99,E08000025,Birmingham,West Midlands
WA55,E06000007,Warrington,Cheshire & Warrington
BN45,E07000228,Mid Sussex,Sussex & Brighton
CH99,E06000050,Cheshire West and Chester,Cheshire & Warrington
CH70,E06000050,Cheshire West and Chester,Cheshire & Warrington
CH30,E08000015,Wirral,Liverpool City Region
NE92,E08000037,Gateshead,North East
CH28,E08000015,Wirral,Liverpool City Region
CA24,E06000063,Cumberland,Cumbria
SY15,E06000051,,
S97,E08000018,Rotherham,South Yorkshire
NE69,E06000057,Northumberland,North East
HU20,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
CA21,E06000063,Cumberland,Cumbria
E77,E09000030,,
S99,E08000019,,
BN88,E06000043,Brighton and Hove,Sussex & Brighton
TA17,E06000066,,
WA88,E06000006,Halton,Liverpool City Region
M99,E08000003,Manchester,Greater Manchester
NG80,E07000172,Broxtowe,East Midlands
SY22,E06000051,,
PL95,E06000026,,
S95,E08000019,,
TA15,E06000066,,
L29,E08000014,Sefton,Liverpool City Region
BL11,E08000001,Bolton,Greater Manchester
DH99,E06000047,County Durham,North East
S96,E08000019,,
SN99,E06000030,,
S49,E07000034,Chesterfield,East Midlands
L75,E08000014,Sefton,Liverpool City Region
MK98,E06000042,,
LL14,E06000051,,
WR99,E07000237,,
CA18,E06000063,Cumberland,Cumbria
L74,E08000012,Liverpool,Liverpool City Region
B40,E08000029,Solihull,West Midlands
LD8,E06000019,,
CH88,E06000050,Cheshire West and Chester,Cheshire & Warrington
PR0,E07000123,Preston,Lancashire
SR9,E08000024,Sunderland,North East
SL95,E06000039,,
LU95,E06000056,,
LD7,E06000051,,
LE55,E07000134,,
WD99,E07000103,,
CR44,E09000029,,
OL95,E08000004,Oldham,Greater Manchester
LE94,E07000131,,
BB94,E07000122,Pendle,Lancashire
NG70,E07000174,Mansfield,East Midlands
NP25,E06000019,,
CM98,E07000070,Chelmsford,Greater Essex
BD99,E08000032,Bradford,West Yorkshire
SO97,E07000086,Eastleigh,Hampshire & Solent
NP5,E06000019,,
IP98,E07000149,South Norfolk,Norfolk & Suffolk
TR24,E06000053,,
CM92,E07000073,Harlow,Greater Essex
YO90,E06000014,York,York & North Yorkshire
RH77,E07000226,Crawley,Sussex & Brighton
NG90,E07000172,Broxtowe,East Midlands
BS80,E06000025,South Gloucestershire,West of England
BS98,E06000023,"Bristol, City of",West of England
SY21,E06000051,,
NE83,E08000037,Gateshead,North East
SE99,E09000028,,
PE35,E07000146,King's Lynn and West Norfolk,Norfolk & Suffolk
RM50,E09000016,,
NE85,E08000037,Gateshead,North East
WR78,E07000237,,
BL78,E08000001,Bolton,Greater Manchester
PE99,E06000031,Peterborough,Cambridgeshire & Peterborough
ME99,E07000110,,
GU95,E07000214,,
L71,E08000012,Liverpool,Liverpool City Region
N81,E09000014,,
CT50,E07000112,,
DL98,E06000005,Darlington,Tees Valley
L67,E08000012,Liverpool,Liverpool City Region
LS98,E08000035,Leeds,West Yorkshire
B22,E08000025,Birmingham,West Midlands
TS90,E06000002,Middlesbrough,Tees Valley
NR99,E07000148,Norwich,Norfolk & Suffolk
BS77,E06000023,"Bristol, City of",West of England
SO25,E07000094,Winchester,Hampshire & Solent
NE88,E08000037,Gateshead,North East
YO91,E06000014,York,York & North Yorkshire
SY99,E06000051,,
NE98,E08000037,Gateshead,North East
L68,E08000014,Sefton,Liverpool City Region
E22,E09000030,,
FY0,E07000119,Fylde,Lancashire
DE99,E06000015,Derby,East Midlands
TD9,E06000063,Cumberland,Cumbria
CA99,E06000063,Cumberland,Cumbria
CA95,E06000063,Cumberland,Cumbria
NE82,E08000037,Gateshead,North East
BD98,E08000032,Bradford,West Yorkshire
WF90,E08000036,Wakefield,West Yorkshire
DG16,E06000063,Cumberland,Cumbria
TR25,E06000053,,
BD97,E08000032,Bradford,West Yorkshire
DH97,E06000047,County Durham,North East
L80,E08000014,Sefton,Liverpool City Region
LE95,E07000129,,
SR88,E06000047,County Durham,North East
NN99,E06000062,,
NP7,E06000019,,
TR23,E06000053,,
TR22,E06000053,,
SW99,E09000022,,
DH98,E08000037,Gateshead,North East
CW98,E06000049,Cheshire East,Cheshire & Warrington
L73,E08000012,Liverpool,Liverpool City Region
EC3B,E09000001,,
W1,E09000033,,
BB0,E06000008,Blackburn with Darwen,Lancashire
TD5,E06000057,Northumberland,North East
SR43,E08000024,Sunderland,North East
NE89,E08000024,Sunderland,North East
WC99,E09000007,,
BS0,E06000024,,
BN95,E07000223,Adur,Sussex & Brighton
YO95,E06000011,East Riding of Yorkshire,Hull & East Yorkshire
