geo_id,value,date
W06000005,21.52,2021-06-30
W06000006,20.38,2021-06-30
W06000008,26.19,2021-06-30
W06000009,26.29,2021-06-30
W06000010,24.28,2021-06-30
W06000011,20.69,2021-06-30
W06000012,21.3,2021-06-30
W06000013,20.83,2021-06-30
W06000014,22.05,2021-06-30
W06000015,14.7,2021-06-30
W06000016,19.7,2021-06-30
W06000018,20.23,2021-06-30
W06000019,20.36,2021-06-30
W06000020,20.87,2021-06-30
W06000021,25.91,2021-06-30
W06000022,17.03,2021-06-30
W06000023,27.98,2021-06-30
W06000024,18.98,2021-06-30
W92000004,21.44,2021-06-30
W06000001,26.8,2022-06-30
W06000002,23.36,2022-06-30
W06000003,27.63,2022-06-30
W06000004,24.92,2022-06-30
W06000005,21.72,2022-06-30
W06000006,20.57,2022-06-30
W06000008,26.04,2022-06-30
W06000009,26.48,2022-06-30
W06000010,24.55,2022-06-30
W06000011,20.47,2022-06-30
W06000012,21.47,2022-06-30
W06000013,21.07,2022-06-30
W06000014,22.23,2022-06-30
W06000015,14.56,2022-06-30
W06000016,19.76,2022-06-30
W06000018,20.46,2022-06-30
W06000019,20.55,2022-06-30
W06000020,20.92,2022-06-30
W06000021,26.11,2022-06-30
W06000022,16.91,2022-06-30
W06000023,28.22,2022-06-30
W06000024,19.06,2022-06-30
W92000004,21.5,2022-06-30
W06000001,27.06,2023-06-30
W06000002,23.28,2023-06-30
W06000003,27.86,2023-06-30
W06000004,25.01,2023-06-30
W06000005,21.83,2023-06-30
W06000006,20.69,2023-06-30
W06000008,26.23,2023-06-30
W06000009,26.67,2023-06-30
W06000010,24.78,2023-06-30
W06000011,20.21,2023-06-30
W06000012,21.73,2023-06-30
W06000013,21.24,2023-06-30
W06000014,22.38,2023-06-30
W06000015,14.44,2023-06-30
W06000016,19.83,2023-06-30
W06000018,20.55,2023-06-30
W06000019,20.52,2023-06-30
W06000020,21.06,2023-06-30
W06000021,26.28,2023-06-30
W06000022,16.78,2023-06-30
W06000023,28.44,2023-06-30
W06000024,19.38,2023-06-30
W92000004,21.54,2023-06-30
W06000001,27.42,2024-06-30
W06000002,23.36,2024-06-30
W06000003,28.33,2024-06-30
W06000004,25.09,2024-06-30
W06000005,22.1,2024-06-30
W06000006,20.78,2024-06-30
W06000008,26.39,2024-06-30
W06000009,27.0,2024-06-30
W06000010,25.1,2024-06-30
W06000011,20.28,2024-06-30
W06000012,21.81,2024-06-30
W06000013,21.52,2024-06-30
W06000014,22.73,2024-06-30
W06000015,14.57,2024-06-30
W06000016,20.0,2024-06-30
W06000018,20.72,2024-06-30
W06000019,20.72,2024-06-30
W06000020,21.17,2024-06-30
W06000021,26.57,2024-06-30
W06000022,16.82,2024-06-30
W06000023,28.85,2024-06-30
W06000024,19.61,2024-06-30
W92000004,21.73,2024-06-30
