income,type,rate
5400,plus_child_benefit_withdrawal,0
5400,plus_student_loans,0
5500,income_tax,0
5500,plus_nics,0
5500,plus_PA_withdrawl,0
5500,plus_child_benefit_withdrawal,0
5500,plus_student_loans,0
5600,income_tax,0
5600,plus_nics,0
5600,plus_PA_withdrawl,0
5600,plus_child_benefit_withdrawal,0
5600,plus_student_loans,0
5700,income_tax,0
5700,plus_nics,0
5700,plus_PA_withdrawl,0
5700,plus_child_benefit_withdrawal,0
5700,plus_student_loans,0
5800,income_tax,0
5800,plus_nics,0
5800,plus_PA_withdrawl,0
5800,plus_child_benefit_withdrawal,0
5800,plus_student_loans,0
5900,income_tax,0
5900,plus_nics,0
5900,plus_PA_withdrawl,0
5900,plus_child_benefit_withdrawal,0
5900,plus_student_loans,0
6000,income_tax,0
6000,plus_nics,0
6000,plus_PA_withdrawl,0
6000,plus_child_benefit_withdrawal,0
6000,plus_student_loans,0
6100,income_tax,0
6100,plus_nics,0
6100,plus_PA_withdrawl,0
6100,plus_child_benefit_withdrawal,0
6100,plus_student_loans,0
6200,income_tax,0
6200,plus_nics,0
6200,plus_PA_withdrawl,0
6200,plus_child_benefit_withdrawal,0
6200,plus_student_loans,0
6300,income_tax,0
6300,plus_nics,0
6300,plus_PA_withdrawl,0
6300,plus_child_benefit_withdrawal,0
6300,plus_student_loans,0
6400,income_tax,0
6400,plus_nics,0
6400,plus_PA_withdrawl,0
6400,plus_child_benefit_withdrawal,0
6400,plus_student_loans,0
6500,income_tax,0
6500,plus_nics,0
6500,plus_PA_withdrawl,0
6500,plus_child_benefit_withdrawal,0
6500,plus_student_loans,0
6600,income_tax,0
6600,plus_nics,0
6600,plus_PA_withdrawl,0
6600,plus_child_benefit_withdrawal,0
6600,plus_student_loans,0
6700,income_tax,0
6700,plus_nics,0
6700,plus_PA_withdrawl,0
6700,plus_child_benefit_withdrawal,0
6700,plus_student_loans,0
6800,income_tax,0
6800,plus_nics,0
6800,plus_PA_withdrawl,0
6800,plus_child_benefit_withdrawal,0
6800,plus_student_loans,0
6900,income_tax,0
6900,plus_nics,0
6900,plus_PA_withdrawl,0
6900,plus_child_benefit_withdrawal,0
6900,plus_student_loans,0
7000,income_tax,0
7000,plus_nics,0
7000,plus_PA_withdrawl,0
7000,plus_child_benefit_withdrawal,0
7000,plus_student_loans,0
7100,income_tax,0
7100,plus_nics,0
7100,plus_PA_withdrawl,0
7100,plus_child_benefit_withdrawal,0
7100,plus_student_loans,0
7200,income_tax,0
7200,plus_nics,0
7200,plus_PA_withdrawl,0
7200,plus_child_benefit_withdrawal,0
7200,plus_student_loans,0
7300,income_tax,0
7300,plus_nics,0
7300,plus_PA_withdrawl,0
7300,plus_child_benefit_withdrawal,0
7300,plus_student_loans,0
7400,income_tax,0
7400,plus_nics,0
7400,plus_PA_withdrawl,0
7400,plus_child_benefit_withdrawal,0
7400,plus_student_loans,0
7500,income_tax,0
7500,plus_nics,0
7500,plus_PA_withdrawl,0
7500,plus_child_benefit_withdrawal,0
7500,plus_student_loans,0
7600,income_tax,0
7600,plus_nics,0
7600,plus_PA_withdrawl,0
7600,plus_child_benefit_withdrawal,0
7600,plus_student_loans,0
7700,income_tax,0
7700,plus_nics,0
7700,plus_PA_withdrawl,0
7700,plus_child_benefit_withdrawal,0
7700,plus_student_loans,0
7800,income_tax,0
7800,plus_nics,0
7800,plus_PA_withdrawl,0
7800,plus_child_benefit_withdrawal,0
7800,plus_student_loans,0
7900,income_tax,0
7900,plus_nics,0
7900,plus_PA_withdrawl,0
7900,plus_child_benefit_withdrawal,0
7900,plus_student_loans,0
8000,income_tax,0
8000,plus_nics,0
8000,plus_PA_withdrawl,0
8000,plus_child_benefit_withdrawal,0
8000,plus_student_loans,0
8100,income_tax,0
8100,plus_nics,0
8100,plus_PA_withdrawl,0
8100,plus_child_benefit_withdrawal,0
8100,plus_student_loans,0
8200,income_tax,0
8200,plus_nics,0
8200,plus_PA_withdrawl,0
8200,plus_child_benefit_withdrawal,0
8200,plus_student_loans,0
8300,income_tax,0
8300,plus_nics,0
8300,plus_PA_withdrawl,0
8300,plus_child_benefit_withdrawal,0
8300,plus_student_loans,0
8400,income_tax,0
8400,plus_nics,0
8400,plus_PA_withdrawl,0
8400,plus_child_benefit_withdrawal,0
8400,plus_student_loans,0
8500,income_tax,0
8500,plus_nics,0
8500,plus_PA_withdrawl,0
8500,plus_child_benefit_withdrawal,0
8500,plus_student_loans,0
8600,income_tax,0
8600,plus_nics,0
8600,plus_PA_withdrawl,0
8600,plus_child_benefit_withdrawal,0
8600,plus_student_loans,0
8700,income_tax,0
8700,plus_nics,0
8700,plus_PA_withdrawl,0
8700,plus_child_benefit_withdrawal,0
8700,plus_student_loans,0
8800,income_tax,0
8800,plus_nics,0
8800,plus_PA_withdrawl,0
8800,plus_child_benefit_withdrawal,0
8800,plus_student_loans,0
8900,income_tax,0
8900,plus_nics,0
8900,plus_PA_withdrawl,0
8900,plus_child_benefit_withdrawal,0
8900,plus_student_loans,0
9000,income_tax,0
9000,plus_nics,0
9000,plus_PA_withdrawl,0
9000,plus_child_benefit_withdrawal,0
9000,plus_student_loans,0
9100,income_tax,0
9100,plus_nics,0
9100,plus_PA_withdrawl,0
9100,plus_child_benefit_withdrawal,0
9100,plus_student_loans,0
9200,income_tax,0
9200,plus_nics,0
9200,plus_PA_withdrawl,0
9200,plus_child_benefit_withdrawal,0
9200,plus_student_loans,0
9300,income_tax,0
9300,plus_nics,0
9300,plus_PA_withdrawl,0
9300,plus_child_benefit_withdrawal,0
9300,plus_student_loans,0
9400,income_tax,0
9400,plus_nics,0
9400,plus_PA_withdrawl,0
9400,plus_child_benefit_withdrawal,0
9400,plus_student_loans,0
9500,income_tax,0
9500,plus_nics,0
9500,plus_PA_withdrawl,0
9500,plus_child_benefit_withdrawal,0
9500,plus_student_loans,0
9600,income_tax,0
9600,plus_nics,0
9600,plus_PA_withdrawl,0
9600,plus_child_benefit_withdrawal,0
9600,plus_student_loans,0
9700,income_tax,0
9700,plus_nics,0
9700,plus_PA_withdrawl,0
9700,plus_child_benefit_withdrawal,0
9700,plus_student_loans,0
9800,income_tax,0
9800,plus_nics,0
9800,plus_PA_withdrawl,0
9800,plus_child_benefit_withdrawal,0
9800,plus_student_loans,0
9900,income_tax,0
9900,plus_nics,0
9900,plus_PA_withdrawl,0
9900,plus_child_benefit_withdrawal,0
9900,plus_student_loans,0
10000,income_tax,0
10000,plus_nics,0
10000,plus_PA_withdrawl,0
10000,plus_child_benefit_withdrawal,0
10000,plus_student_loans,0
10100,income_tax,0
10100,plus_nics,0
10100,plus_PA_withdrawl,0
10100,plus_child_benefit_withdrawal,0
10100,plus_student_loans,0
10200,income_tax,0
10200,plus_nics,0
10200,plus_PA_withdrawl,0
10200,plus_child_benefit_withdrawal,0
10200,plus_student_loans,0
10300,income_tax,0
10300,plus_nics,0
10300,plus_PA_withdrawl,0
10300,plus_child_benefit_withdrawal,0
10300,plus_student_loans,0
10400,income_tax,0
10400,plus_nics,0
10400,plus_PA_withdrawl,0
10400,plus_child_benefit_withdrawal,0
10400,plus_student_loans,0
10500,income_tax,0
10500,plus_nics,0
10500,plus_PA_withdrawl,0
10500,plus_child_benefit_withdrawal,0
10500,plus_student_loans,0
10600,income_tax,0
10600,plus_nics,0
10600,plus_PA_withdrawl,0
10600,plus_child_benefit_withdrawal,0
10600,plus_student_loans,0
10700,income_tax,0
10700,plus_nics,0
10700,plus_PA_withdrawl,0
10700,plus_child_benefit_withdrawal,0
10700,plus_student_loans,0
10800,income_tax,0
10800,plus_nics,0
10800,plus_PA_withdrawl,0
10800,plus_child_benefit_withdrawal,0
10800,plus_student_loans,0
10900,income_tax,0
10900,plus_nics,0
10900,plus_PA_withdrawl,0
10900,plus_child_benefit_withdrawal,0
10900,plus_student_loans,0
11000,income_tax,0
11000,plus_nics,0
11000,plus_PA_withdrawl,0
11000,plus_child_benefit_withdrawal,0
11000,plus_student_loans,0
11100,income_tax,0
11100,plus_nics,0
11100,plus_PA_withdrawl,0
11100,plus_child_benefit_withdrawal,0
11100,plus_student_loans,0
11200,income_tax,0
11200,plus_nics,0
11200,plus_PA_withdrawl,0
11200,plus_child_benefit_withdrawal,0
11200,plus_student_loans,0
11300,income_tax,0
11300,plus_nics,0
11300,plus_PA_withdrawl,0
11300,plus_child_benefit_withdrawal,0
11300,plus_student_loans,0
11400,income_tax,0
11400,plus_nics,0
11400,plus_PA_withdrawl,0
11400,plus_child_benefit_withdrawal,0
11400,plus_student_loans,0
11500,income_tax,0
11500,plus_nics,0
11500,plus_PA_withdrawl,0
11500,plus_child_benefit_withdrawal,0
11500,plus_student_loans,0
11600,income_tax,0
11600,plus_nics,0
11600,plus_PA_withdrawl,0
11600,plus_child_benefit_withdrawal,0
11600,plus_student_loans,0
11700,income_tax,0
11700,plus_nics,0
11700,plus_PA_withdrawl,0
11700,plus_child_benefit_withdrawal,0
11700,plus_student_loans,0
11800,income_tax,0
11800,plus_nics,0
11800,plus_PA_withdrawl,0
11800,plus_child_benefit_withdrawal,0
11800,plus_student_loans,0
11900,income_tax,0
11900,plus_nics,0
11900,plus_PA_withdrawl,0
11900,plus_child_benefit_withdrawal,0
11900,plus_student_loans,0
12000,income_tax,0
12000,plus_nics,0
12000,plus_PA_withdrawl,0
12000,plus_child_benefit_withdrawal,0
12000,plus_student_loans,0
12100,income_tax,0
12100,plus_nics,0
12100,plus_PA_withdrawl,0
12100,plus_child_benefit_withdrawal,0
12100,plus_student_loans,0
12200,income_tax,0
12200,plus_nics,0
12200,plus_PA_withdrawl,0
12200,plus_child_benefit_withdrawal,0
12200,plus_student_loans,0
12300,income_tax,0
12300,plus_nics,0
12300,plus_PA_withdrawl,0
12300,plus_child_benefit_withdrawal,0
12300,plus_student_loans,0
12400,income_tax,0
12400,plus_nics,0
12400,plus_PA_withdrawl,0
12400,plus_child_benefit_withdrawal,0
12400,plus_student_loans,0
12500,income_tax,0
12500,plus_nics,0
12500,plus_PA_withdrawl,0
12500,plus_child_benefit_withdrawal,0
12500,plus_student_loans,0
12600,income_tax,0.2
12600,plus_nics,0.28
12600,plus_PA_withdrawl,0.28
12600,plus_child_benefit_withdrawal,0.28
12600,plus_student_loans,0.28
12700,income_tax,0.2
12700,plus_nics,0.28
12700,plus_PA_withdrawl,0.28
12700,plus_child_benefit_withdrawal,0.28
12700,plus_student_loans,0.28
12800,income_tax,0.2
12800,plus_nics,0.28
12800,plus_PA_withdrawl,0.28
12800,plus_child_benefit_withdrawal,0.28
12800,plus_student_loans,0.28
12900,income_tax,0.2
12900,plus_nics,0.28
12900,plus_PA_withdrawl,0.28
12900,plus_child_benefit_withdrawal,0.28
12900,plus_student_loans,0.28
13000,income_tax,0.2
13000,plus_nics,0.28
13000,plus_PA_withdrawl,0.28
13000,plus_child_benefit_withdrawal,0.28
13000,plus_student_loans,0.28
13100,income_tax,0.2
13100,plus_nics,0.28
13100,plus_PA_withdrawl,0.28
13100,plus_child_benefit_withdrawal,0.28
13100,plus_student_loans,0.28
13200,income_tax,0.2
13200,plus_nics,0.28
13200,plus_PA_withdrawl,0.28
13200,plus_child_benefit_withdrawal,0.28
13200,plus_student_loans,0.28
13300,income_tax,0.2
13300,plus_nics,0.28
13300,plus_PA_withdrawl,0.28
13300,plus_child_benefit_withdrawal,0.28
13300,plus_student_loans,0.28
13400,income_tax,0.2
13400,plus_nics,0.28
13400,plus_PA_withdrawl,0.28
13400,plus_child_benefit_withdrawal,0.28
13400,plus_student_loans,0.28
13500,income_tax,0.2
13500,plus_nics,0.28
13500,plus_PA_withdrawl,0.28
13500,plus_child_benefit_withdrawal,0.28
13500,plus_student_loans,0.28
13600,income_tax,0.2
13600,plus_nics,0.28
13600,plus_PA_withdrawl,0.28
13600,plus_child_benefit_withdrawal,0.28
13600,plus_student_loans,0.28
13700,income_tax,0.2
13700,plus_nics,0.28
13700,plus_PA_withdrawl,0.28
13700,plus_child_benefit_withdrawal,0.28
13700,plus_student_loans,0.28
13800,income_tax,0.2
13800,plus_nics,0.28
13800,plus_PA_withdrawl,0.28
13800,plus_child_benefit_withdrawal,0.28
13800,plus_student_loans,0.28
13900,income_tax,0.2
13900,plus_nics,0.28
13900,plus_PA_withdrawl,0.28
13900,plus_child_benefit_withdrawal,0.28
13900,plus_student_loans,0.28
14000,income_tax,0.2
14000,plus_nics,0.28
14000,plus_PA_withdrawl,0.28
14000,plus_child_benefit_withdrawal,0.28
14000,plus_student_loans,0.28
14100,income_tax,0.2
14100,plus_nics,0.28
14100,plus_PA_withdrawl,0.28
14100,plus_child_benefit_withdrawal,0.28
14100,plus_student_loans,0.28
14200,income_tax,0.2
14200,plus_nics,0.28
14200,plus_PA_withdrawl,0.28
14200,plus_child_benefit_withdrawal,0.28
14200,plus_student_loans,0.28
14300,income_tax,0.2
14300,plus_nics,0.28
14300,plus_PA_withdrawl,0.28
14300,plus_child_benefit_withdrawal,0.28
14300,plus_student_loans,0.28
14400,income_tax,0.2
14400,plus_nics,0.28
14400,plus_PA_withdrawl,0.28
14400,plus_child_benefit_withdrawal,0.28
14400,plus_student_loans,0.28
14500,income_tax,0.2
14500,plus_nics,0.28
14500,plus_PA_withdrawl,0.28
14500,plus_child_benefit_withdrawal,0.28
14500,plus_student_loans,0.28
14600,income_tax,0.2
14600,plus_nics,0.28
14600,plus_PA_withdrawl,0.28
14600,plus_child_benefit_withdrawal,0.28
14600,plus_student_loans,0.28
14700,income_tax,0.2
14700,plus_nics,0.28
14700,plus_PA_withdrawl,0.28
14700,plus_child_benefit_withdrawal,0.28
14700,plus_student_loans,0.28
14800,income_tax,0.2
14800,plus_nics,0.28
14800,plus_PA_withdrawl,0.28
14800,plus_child_benefit_withdrawal,0.28
14800,plus_student_loans,0.28
14900,income_tax,0.2
14900,plus_nics,0.28
14900,plus_PA_withdrawl,0.28
14900,plus_child_benefit_withdrawal,0.28
14900,plus_student_loans,0.28
15000,income_tax,0.2
15000,plus_nics,0.28
15000,plus_PA_withdrawl,0.28
15000,plus_child_benefit_withdrawal,0.28
15000,plus_student_loans,0.28
15100,income_tax,0.2
15100,plus_nics,0.28
15100,plus_PA_withdrawl,0.28
15100,plus_child_benefit_withdrawal,0.28
15100,plus_student_loans,0.28
15200,income_tax,0.2
15200,plus_nics,0.28
15200,plus_PA_withdrawl,0.28
15200,plus_child_benefit_withdrawal,0.28
15200,plus_student_loans,0.28
15300,income_tax,0.2
15300,plus_nics,0.28
15300,plus_PA_withdrawl,0.28
15300,plus_child_benefit_withdrawal,0.28
15300,plus_student_loans,0.28
15400,income_tax,0.2
15400,plus_nics,0.28
15400,plus_PA_withdrawl,0.28
15400,plus_child_benefit_withdrawal,0.28
15400,plus_student_loans,0.28
15500,income_tax,0.2
15500,plus_nics,0.28
15500,plus_PA_withdrawl,0.28
15500,plus_child_benefit_withdrawal,0.28
15500,plus_student_loans,0.28
15600,income_tax,0.2
15600,plus_nics,0.28
15600,plus_PA_withdrawl,0.28
15600,plus_child_benefit_withdrawal,0.28
15600,plus_student_loans,0.28
15700,income_tax,0.2
15700,plus_nics,0.28
15700,plus_PA_withdrawl,0.28
15700,plus_child_benefit_withdrawal,0.28
15700,plus_student_loans,0.28
15800,income_tax,0.2
15800,plus_nics,0.28
15800,plus_PA_withdrawl,0.28
15800,plus_child_benefit_withdrawal,0.28
15800,plus_student_loans,0.28
15900,income_tax,0.2
15900,plus_nics,0.28
15900,plus_PA_withdrawl,0.28
15900,plus_child_benefit_withdrawal,0.28
15900,plus_student_loans,0.28
16000,income_tax,0.2
16000,plus_nics,0.28
16000,plus_PA_withdrawl,0.28
16000,plus_child_benefit_withdrawal,0.28
16000,plus_student_loans,0.28
16100,income_tax,0.2
16100,plus_nics,0.28
16100,plus_PA_withdrawl,0.28
16100,plus_child_benefit_withdrawal,0.28
16100,plus_student_loans,0.28
16200,income_tax,0.2
16200,plus_nics,0.28
16200,plus_PA_withdrawl,0.28
16200,plus_child_benefit_withdrawal,0.28
16200,plus_student_loans,0.28
16300,income_tax,0.2
16300,plus_nics,0.28
16300,plus_PA_withdrawl,0.28
16300,plus_child_benefit_withdrawal,0.28
16300,plus_student_loans,0.28
16400,income_tax,0.2
16400,plus_nics,0.28
16400,plus_PA_withdrawl,0.28
16400,plus_child_benefit_withdrawal,0.28
16400,plus_student_loans,0.28
16500,income_tax,0.2
16500,plus_nics,0.28
16500,plus_PA_withdrawl,0.28
16500,plus_child_benefit_withdrawal,0.28
16500,plus_student_loans,0.28
16600,income_tax,0.2
16600,plus_nics,0.28
16600,plus_PA_withdrawl,0.28
16600,plus_child_benefit_withdrawal,0.28
16600,plus_student_loans,0.28
16700,income_tax,0.2
16700,plus_nics,0.28
16700,plus_PA_withdrawl,0.28
16700,plus_child_benefit_withdrawal,0.28
16700,plus_student_loans,0.28
16800,income_tax,0.2
16800,plus_nics,0.28
16800,plus_PA_withdrawl,0.28
16800,plus_child_benefit_withdrawal,0.28
16800,plus_student_loans,0.28
16900,income_tax,0.2
16900,plus_nics,0.28
16900,plus_PA_withdrawl,0.28
16900,plus_child_benefit_withdrawal,0.28
16900,plus_student_loans,0.28
17000,income_tax,0.2
17000,plus_nics,0.28
17000,plus_PA_withdrawl,0.28
17000,plus_child_benefit_withdrawal,0.28
17000,plus_student_loans,0.28
17100,income_tax,0.2
17100,plus_nics,0.28
17100,plus_PA_withdrawl,0.28
17100,plus_child_benefit_withdrawal,0.28
17100,plus_student_loans,0.28
17200,income_tax,0.2
17200,plus_nics,0.28
17200,plus_PA_withdrawl,0.28
17200,plus_child_benefit_withdrawal,0.28
17200,plus_student_loans,0.28
17300,income_tax,0.2
17300,plus_nics,0.28
17300,plus_PA_withdrawl,0.28
17300,plus_child_benefit_withdrawal,0.28
17300,plus_student_loans,0.28
17400,income_tax,0.2
17400,plus_nics,0.28
17400,plus_PA_withdrawl,0.28
17400,plus_child_benefit_withdrawal,0.28
17400,plus_student_loans,0.28
17500,income_tax,0.2
17500,plus_nics,0.28
17500,plus_PA_withdrawl,0.28
17500,plus_child_benefit_withdrawal,0.28
17500,plus_student_loans,0.28
17600,income_tax,0.2
17600,plus_nics,0.28
17600,plus_PA_withdrawl,0.28
17600,plus_child_benefit_withdrawal,0.28
17600,plus_student_loans,0.28
17700,income_tax,0.2
17700,plus_nics,0.28
17700,plus_PA_withdrawl,0.28
17700,plus_child_benefit_withdrawal,0.28
17700,plus_student_loans,0.28
17800,income_tax,0.2
17800,plus_nics,0.28
17800,plus_PA_withdrawl,0.28
17800,plus_child_benefit_withdrawal,0.28
17800,plus_student_loans,0.28
17900,income_tax,0.2
17900,plus_nics,0.28
17900,plus_PA_withdrawl,0.28
17900,plus_child_benefit_withdrawal,0.28
17900,plus_student_loans,0.28
18000,income_tax,0.2
18000,plus_nics,0.28
18000,plus_PA_withdrawl,0.28
18000,plus_child_benefit_withdrawal,0.28
18000,plus_student_loans,0.28
18100,income_tax,0.2
18100,plus_nics,0.28
18100,plus_PA_withdrawl,0.28
18100,plus_child_benefit_withdrawal,0.28
18100,plus_student_loans,0.28
18200,income_tax,0.2
18200,plus_nics,0.28
18200,plus_PA_withdrawl,0.28
18200,plus_child_benefit_withdrawal,0.28
18200,plus_student_loans,0.28
18300,income_tax,0.2
18300,plus_nics,0.28
18300,plus_PA_withdrawl,0.28
18300,plus_child_benefit_withdrawal,0.28
18300,plus_student_loans,0.28
18400,income_tax,0.2
18400,plus_nics,0.28
18400,plus_PA_withdrawl,0.28
18400,plus_child_benefit_withdrawal,0.28
18400,plus_student_loans,0.28
18500,income_tax,0.2
18500,plus_nics,0.28
18500,plus_PA_withdrawl,0.28
18500,plus_child_benefit_withdrawal,0.28
18500,plus_student_loans,0.28
18600,income_tax,0.2
18600,plus_nics,0.28
18600,plus_PA_withdrawl,0.28
18600,plus_child_benefit_withdrawal,0.28
18600,plus_student_loans,0.28
18700,income_tax,0.2
18700,plus_nics,0.28
18700,plus_PA_withdrawl,0.28
18700,plus_child_benefit_withdrawal,0.28
18700,plus_student_loans,0.28
18800,income_tax,0.2
18800,plus_nics,0.28
18800,plus_PA_withdrawl,0.28
18800,plus_child_benefit_withdrawal,0.28
