,DATE,Under,Total,underpct,cont
231,01/08/1974,2993,92059,0.032511759,US
232,01/09/1974,3184,92488,0.034426088,US
233,01/10/1974,3188,92518,0.034458159,US
234,01/11/1974,3484,92766,0.037556864,US
235,01/12/1974,3583,92780,0.038618237,US
236,01/01/1975,4133,93128,0.044379778,US
237,01/02/1975,3994,92776,0.043049927,US
238,01/03/1975,4087,93165,0.043868406,US
239,01/04/1975,4179,93399,0.04474352,US
240,01/05/1975,3972,93884,0.042307528,US
241,01/06/1975,3774,93575,0.040331285,US
242,01/07/1975,3669,94021,0.039023197,US
243,01/08/1975,3650,94162,0.038762983,US
244,01/09/1975,3566,94202,0.037854823,US
245,01/10/1975,3600,94267,0.038189398,US
246,01/11/1975,3554,94250,0.037708223,US
247,01/12/1975,3544,94409,0.037538794,US
248,01/01/1976,3776,94934,0.039775002,US
249,01/02/1976,3536,94998,0.037221836,US
250,01/03/1976,3507,95215,0.036832432,US
251,01/04/1976,3515,95746,0.036711716,US
252,01/05/1976,3572,95847,0.037267729,US
253,01/06/1976,3462,95885,0.036105752,US
254,01/07/1976,3497,96583,0.0362072,US
255,01/08/1976,3542,96741,0.036613225,US
256,01/09/1976,3670,96553,0.038010212,US
257,01/10/1976,3781,96704,0.039098693,US
258,01/11/1976,3768,97254,0.038743908,US
259,01/12/1976,3728,97348,0.038295599,US
260,01/01/1977,3580,97208,0.036828245,US
261,01/02/1977,3883,97785,0.039709567,US
262,01/03/1977,3596,98115,0.036650869,US
263,01/04/1977,3407,98330,0.034648632,US
264,01/05/1977,3555,98665,0.036031014,US
265,01/06/1977,3648,99093,0.036813902,US
266,01/07/1977,3726,98913,0.037669467,US
267,01/08/1977,3568,99366,0.035907655,US
268,01/09/1977,3610,99453,0.036298553,US
269,01/10/1977,3577,99815,0.035836297,US
270,01/11/1977,3577,100576,0.035565145,US
271,01/12/1977,3501,100491,0.034838941,US
272,01/01/1978,3333,100873,0.033041547,US
273,01/02/1978,3495,100837,0.034659897,US
274,01/03/1978,3524,101092,0.034859336,US
275,01/04/1978,3588,101574,0.035324,US
276,01/05/1978,3533,101896,0.034672607,US
277,01/06/1978,3669,102371,0.035840228,US
278,01/07/1978,3563,102399,0.034795262,US
279,01/08/1978,3603,102511,0.035147448,US
280,01/09/1978,3566,102795,0.034690403,US
281,01/10/1978,3510,103080,0.034051222,US
282,01/11/1978,3428,103562,0.033100944,US
283,01/12/1978,3309,103809,0.031875849,US
284,01/01/1979,3451,104057,0.033164516,US
285,01/02/1979,3486,104502,0.033358213,US
286,01/03/1979,3494,104589,0.033406955,US
287,01/04/1979,3535,104172,0.033934263,US
288,01/05/1979,3532,104171,0.03390579,US
289,01/06/1979,3701,104638,0.03536956,US
290,01/07/1979,3556,105002,0.033866022,US
291,01/08/1979,3627,105096,0.034511304,US
292,01/09/1979,3495,105530,0.033118544,US
293,01/10/1979,3530,105700,0.033396405,US
294,01/11/1979,3692,105812,0.034892073,US
295,01/12/1979,3787,106258,0.035639669,US
296,01/01/1980,3736,106562,0.035059402,US
297,01/02/1980,3765,106697,0.03528684,US
298,01/03/1980,3730,106442,0.035042558,US
299,01/04/1980,4163,106591,0.03905583,US
300,01/05/1980,4700,106929,0.0439544,US
301,01/06/1980,4553,106780,0.042639071,US
302,01/07/1980,4520,107159,0.042180311,US
303,01/08/1980,4619,107105,0.043125904,US
304,01/09/1980,4512,107098,0.042129638,US
305,01/10/1980,4505,107405,0.041944044,US
306,01/11/1980,4497,107568,0.041806113,US
307,01/12/1980,4449,107352,0.041443103,US
308,01/01/1981,4626,108026,0.042823024,US
309,01/02/1981,4493,108242,0.041508841,US
310,01/03/1981,4474,108553,0.04121489,US
311,01/04/1981,4424,108925,0.040615102,US
312,01/05/1981,4532,109222,0.041493472,US
313,01/06/1981,4434,108396,0.040905568,US
314,01/07/1981,4725,108556,0.043525922,US
315,01/08/1981,4713,108725,0.043347896,US
316,01/09/1981,4809,108294,0.044406892,US
317,01/10/1981,5332,109024,0.048906663,US
318,01/11/1981,5204,109236,0.047639972,US
319,01/12/1981,5536,108912,0.050830028,US
320,01/01/1982,5067,109089,0.046448313,US
321,01/02/1982,5737,109467,0.052408488,US
322,01/03/1982,5938,109567,0.05419515,US
323,01/04/1982,6049,109820,0.055081042,US
324,01/05/1982,6112,110451,0.055336756,US
325,01/06/1982,5997,110081,0.054478066,US
326,01/07/1982,6084,110342,0.055137663,US
327,01/08/1982,6221,110514,0.056291511,US
328,01/09/1982,6705,110721,0.060557618,US
329,01/10/1982,6857,110744,0.061917576,US
330,01/11/1982,6704,111050,0.060369203,US
331,01/12/1982,6657,111083,0.059928162,US
332,01/01/1983,6733,110695,0.060824789,US
333,01/02/1983,6570,110634,0.059384999,US
334,01/03/1983,6448,110587,0.058307034,US
335,01/04/1983,6300,110828,0.056844841,US
336,01/05/1983,6229,110796,0.056220441,US
337,01/06/1983,6240,111879,0.055774542,US
338,01/07/1983,6182,111756,0.05531694,US
339,01/08/1983,6248,112231,0.055670893,US
340,01/09/1983,6196,112298,0.055174625,US
341,01/10/1983,6009,111926,0.053687258,US
342,01/11/1983,6141,112228,0.054718965,US
343,01/12/1983,5882,112327,0.05236497,US
344,01/01/1984,5934,112209,0.052883459,US
345,01/02/1984,5904,112615,0.052426409,US
346,01/03/1984,5665,112713,0.050260396,US
347,01/04/1984,5761,113098,0.050938124,US
348,01/05/1984,5566,113649,0.048975354,US
349,01/06/1984,5884,113817,0.051697022,US
350,01/07/1984,5744,113972,0.050398343,US
351,01/08/1984,5589,113682,0.049163456,US
352,01/09/1984,5728,113857,0.050308721,US
353,01/10/1984,5710,114019,0.050079373,US
354,01/11/1984,5626,114170,0.049277393,US
355,01/12/1984,5797,114581,0.05059303,US
356,01/01/1985,5629,114725,0.049065156,US
357,01/02/1985,5273,114876,0.045901668,US
358,01/03/1985,5718,115328,0.049580327,US
359,01/04/1985,5629,115331,0.048807346,US
360,01/05/1985,5828,115234,0.050575351,US
361,01/06/1985,5618,114965,0.048867046,US
362,01/07/1985,5583,115320,0.048413111,US
363,01/08/1985,5750,115291,0.049873798,US
364,01/09/1985,5602,115905,0.048332686,US
365,01/10/1985,5459,116145,0.047001593,US
366,01/11/1985,5494,116135,0.047307013,US
367,01/12/1985,5512,116354,0.047372673,US
368,01/01/1986,5541,116682,0.047488044,US
369,01/02/1986,5258,116882,0.044985541,US
370,01/03/1986,5555,117220,0.047389524,US
371,01/04/1986,5825,117316,0.049652221,US
372,01/05/1986,5908,117528,0.050268872,US
373,01/06/1986,5628,118084,0.047660987,US
374,01/07/1986,5415,118129,0.045839718,US
375,01/08/1986,5521,118150,0.046728735,US
376,01/09/1986,5615,118395,0.047425989,US
377,01/10/1986,5769,118516,0.048676972,US
378,01/11/1986,5512,118634,0.046462228,US
379,01/12/1986,5613,118611,0.047322761,US
380,01/01/1987,5482,118845,0.046127309,US
381,01/02/1987,5569,119122,0.04675039,US
382,01/03/1987,5436,119270,0.045577262,US
383,01/04/1987,5350,119336,0.0448314,US
384,01/05/1987,5386,120008,0.044880341,US
385,01/06/1987,5242,119644,0.043813313,US
386,01/07/1987,5493,119902,0.045812413,US
387,01/08/1987,5334,120318,0.044332519,US
388,01/09/1987,5309,120011,0.044237612,US
389,01/10/1987,5455,120509,0.045266329,US
390,01/11/1987,5527,120540,0.045851999,US
391,01/12/1987,5279,120729,0.043726031,US
392,01/01/1988,5297,120969,0.043788078,US
393,01/02/1988,5316,121156,0.043877315,US
394,01/03/1988,5278,120913,0.04365122,US
395,01/04/1988,5137,121251,0.042366661,US
396,01/05/1988,4917,121071,0.040612533,US
397,01/06/1988,5294,121473,0.043581701,US
398,01/07/1988,5460,121665,0.044877327,US
399,01/08/1988,5259,122125,0.043062436,US
400,01/09/1988,5085,121960,0.041693998,US
401,01/10/1988,5005,122206,0.040955436,US
402,01/11/1988,5033,122637,0.041039817,US
403,01/12/1988,5369,122622,0.043784965,US
404,01/01/1989,5055,123390,0.040967664,US
405,01/02/1989,4902,123135,0.039809965,US
406,01/03/1989,4871,123227,0.039528675,US
407,01/04/1989,5048,123565,0.040852992,US
408,01/05/1989,4897,123474,0.039660171,US
409,01/06/1989,4969,123995,0.040074197,US
410,01/07/1989,4924,123967,0.039720248,US
411,01/08/1989,4888,124166,0.039366654,US
412,01/09/1989,4825,123944,0.038928871,US
413,01/10/1989,4743,124211,0.038185024,US
414,01/11/1989,4800,124637,0.038511838,US
415,01/12/1989,4817,124497,0.038691695,US
416,01/01/1990,4856,125833,0.038590831,US
417,01/02/1990,4809,125710,0.038254713,US
418,01/03/1990,4856,125801,0.038600647,US
419,01/04/1990,4941,125649,0.039323831,US
420,01/05/1990,4988,125893,0.039620948,US
421,01/06/1990,5364,125573,0.042716189,US
422,01/07/1990,5276,125732,0.041962269,US
423,01/08/1990,5365,125990,0.042582745,US
424,01/09/1990,5364,125892,0.04260795,US
425,01/10/1990,5474,125995,0.043446168,US
426,01/11/1990,5492,126070,0.0435631,US
427,01/12/1990,5699,126142,0.045179242,US
428,01/01/1991,5465,125955,0.043388512,US
429,01/02/1991,5971,126020,0.047381368,US
430,01/03/1991,6062,126238,0.048020406,US
431,01/04/1991,6263,126548,0.049491102,US
432,01/05/1991,6052,126176,0.047964748,US
433,01/06/1991,6106,126331,0.048333347,US
434,01/07/1991,6151,126154,0.048757867,US
435,01/08/1991,6180,126150,0.048989298,US
436,01/09/1991,6437,126650,0.050825109,US
437,01/10/1991,6385,126642,0.050417713,US
438,01/11/1991,6495,126701,0.051262421,US
439,01/12/1991,6455,126664,0.050961599,US
440,01/01/1992,6593,127261,0.051806916,US
441,01/02/1992,6551,127207,0.051498738,US
442,01/03/1992,6531,127604,0.051181781,US
443,01/04/1992,6492,127841,0.050781831,US
444,01/05/1992,6550,128119,0.051124345,US
445,01/06/1992,6462,128459,0.050303988,US
446,01/07/1992,6509,128563,0.050628875,US
447,01/08/1992,6485,128613,0.050422586,US
448,01/09/1992,6410,128501,0.04988288,US
449,01/10/1992,6575,128026,0.051356756,US
450,01/11/1992,6628,128441,0.05160346,US
451,01/12/1992,6458,128554,0.050235699,US
452,01/01/1993,6196,128400,0.048255452,US
453,01/02/1993,6627,128458,0.051588846,US
454,01/03/1993,6318,128598,0.049129846,US
455,01/04/1993,6586,128584,0.051219436,US
456,01/05/1993,6543,129264,0.050617341,US
457,01/06/1993,6635,129411,0.051270758,US
458,01/07/1993,6700,129397,0.051778635,US
459,01/08/1993,6681,129619,0.051543369,US
460,01/09/1993,6575,129268,0.050863323,US
461,01/10/1993,6376,129573,0.049207782,US
462,01/11/1993,6250,129711,0.04818404,US
463,01/12/1993,6291,129941,0.04841428,US
464,01/01/1994,4947,130596,0.03788018,US
465,01/02/1994,4677,130669,0.035792728,US
466,01/03/1994,4890,130400,0.0375,US
467,01/04/1994,4752,130621,0.036380061,US
468,01/05/1994,4836,130779,0.036978414,US
469,01/06/1994,4816,130561,0.036886972,US
470,01/07/1994,4505,130652,0.034480911,US
471,01/08/1994,4359,131275,0.033205104,US
472,01/09/1994,4332,131421,0.032962769,US
473,01/10/1994,4472,131744,0.03394462,US
474,01/11/1994,4468,131891,0.033876459,US
475,01/12/1994,4440,131951,0.033648854,US
476,01/01/1995,4550,132038,0.034459777,US
477,01/02/1995,4397,132115,0.033281611,US
478,01/03/1995,4451,132108,0.033692131,US
479,01/04/1995,4428,132590,0.033396184,US
480,01/05/1995,4513,131851,0.03422803,US
481,01/06/1995,4489,131949,0.03402072,US
482,01/07/1995,4436,132343,0.033518962,US
483,01/08/1995,4513,132336,0.034102587,US
484,01/09/1995,4580,132611,0.034537105,US
485,01/10/1995,4462,132716,0.033620664,US
486,01/11/1995,4489,132614,0.033850121,US
487,01/12/1995,4434,132511,0.033461373,US
488,01/01/1996,4022,132616,0.030328166,US
489,01/02/1996,4420,132952,0.033245081,US
490,01/03/1996,4429,133180,0.033255744,US
491,01/04/1996,4464,133409,0.033461011,US
492,01/05/1996,4327,133667,0.03237149,US
493,01/06/1996,4312,133697,0.032252033,US
494,01/07/1996,4358,134284,0.032453606,US
495,01/08/1996,4391,134054,0.032755457,US
496,01/09/1996,4382,134515,0.032576293,US
497,01/10/1996,4372,134921,0.032404148,US
498,01/11/1996,4025,135007,0.029813269,US
499,01/12/1996,4365,135113,0.032306292,US
500,01/01/1997,4189,135456,0.030925171,US
501,01/02/1997,4242,135400,0.031329394,US
502,01/03/1997,4112,135891,0.030259546,US
503,01/04/1997,4396,136016,0.032319727,US
504,01/05/1997,4032,136119,0.02962114,US
505,01/06/1997,3998,136211,0.029351521,US
506,01/07/1997,4040,136477,0.029602057,US
507,01/08/1997,4049,136618,0.029637383,US
508,01/09/1997,4004,136675,0.029295775,US
509,01/10/1997,3973,136633,0.029077895,US
510,01/11/1997,3962,136961,0.028927943,US
511,01/12/1997,3848,137155,0.028055849,US
512,01/01/1998,3922,137095,0.0286079,US
513,01/02/1998,3866,137112,0.028195927,US
514,01/03/1998,3859,137236,0.028119444,US
515,01/04/1998,3775,137150,0.027524608,US
516,01/05/1998,3727,137372,0.027130711,US
517,01/06/1998,3766,137455,0.027398058,US
518,01/07/1998,3796,137588,0.027589615,US
519,01/08/1998,3537,137570,0.025710547,US
520,01/09/1998,3448,138286,0.024933833,US
521,01/10/1998,3433,138279,0.024826619,US
522,01/11/1998,3339,138381,0.024129035,US
523,01/12/1998,3420,138634,0.024669273,US
524,01/01/1999,3449,139003,0.024812414,US
525,01/02/1999,3425,138967,0.024646139,US
526,01/03/1999,3550,138730,0.025589274,US
527,01/04/1999,3443,138959,0.024777093,US
528,01/05/1999,3393,139107,0.024391296,US
529,01/06/1999,3411,139329,0.024481623,US
530,01/07/1999,3350,139439,0.024024842,US
531,01/08/1999,3286,139430,0.023567381,US
532,01/09/1999,3279,139622,0.023484838,US
533,01/10/1999,3153,139771,0.022558328,US
534,01/11/1999,3225,140025,0.023031601,US
535,01/12/1999,3283,140177,0.02342039,US
536,01/01/2000,3208,142267,0.022549151,US
537,01/02/2000,3167,142456,0.022231426,US
538,01/03/2000,3231,142434,0.022684191,US
539,01/04/2000,3186,142751,0.022318583,US
540,01/05/2000,3283,142388,0.023056718,US
541,01/06/2000,3209,142591,0.022504927,US
542,01/07/2000,3144,142278,0.022097584,US
543,01/08/2000,3211,142514,0.02253112,US
544,01/09/2000,3217,142518,0.022572587,US
545,01/10/2000,3179,142622,0.022289689,US
546,01/11/2000,3467,142962,0.0242512,US
547,01/12/2000,3243,143248,0.02263906,US
548,01/01/2001,3332,143800,0.023171071,US
549,01/02/2001,3296,143701,0.022936514,US
550,01/03/2001,3280,143924,0.022789806,US
551,01/04/2001,3289,143569,0.022908845,US
552,01/05/2001,3439,143318,0.02399559,US
553,01/06/2001,3792,143357,0.026451446,US
554,01/07/2001,3556,143654,0.024753923,US
555,01/08/2001,3380,143284,0.023589515,US
556,01/09/2001,4233,143989,0.029398079,US
557,01/10/2001,4437,144086,0.030794109,US
558,01/11/2001,4317,144240,0.029929285,US
559,01/12/2001,4393,144305,0.030442466,US
560,01/01/2002,4112,143883,0.028578776,US
561,01/02/2002,4289,144653,0.029650266,US
562,01/03/2002,4101,144481,0.028384355,US
563,01/04/2002,4199,144725,0.029013647,US
564,01/05/2002,4103,144938,0.028308656,US
565,01/06/2002,4048,144808,0.027954257,US
566,01/07/2002,4145,144803,0.028625098,US
567,01/08/2002,4301,145009,0.029660228,US
568,01/09/2002,4329,145552,0.029741948,US
569,01/10/2002,4314,145314,0.029687435,US
570,01/11/2002,4329,145041,0.029846733,US
571,01/12/2002,4321,145066,0.029786442,US
572,01/01/2003,4607,145937,0.031568417,US
573,01/02/2003,4844,146100,0.033155373,US
574,01/03/2003,4652,146022,0.031858213,US
575,01/04/2003,4798,146474,0.032756667,US
576,01/05/2003,4570,146500,0.031194539,US
577,01/06/2003,4592,147056,0.0312262,US
578,01/07/2003,4648,146485,0.031730211,US
579,01/08/2003,4419,146445,0.030175151,US
580,01/09/2003,4882,146530,0.033317409,US
581,01/10/2003,4813,146716,0.032804875,US
582,01/11/2003,4862,147000,0.03307483,US
583,01/12/2003,4750,146729,0.032372605,US
584,01/01/2004,4705,146842,0.032041242,US
585,01/02/2004,4549,146709,0.031006959,US
586,01/03/2004,4742,146944,0.032270797,US
587,01/04/2004,4568,146850,0.031106571,US
588,01/05/2004,4588,147065,0.03119709,US
589,01/06/2004,4443,147460,0.030130205,US
590,01/07/2004,4449,147692,0.0301235,US
591,01/08/2004,4474,147564,0.030319048,US
592,01/09/2004,4487,147415,0.030437879,US
593,01/10/2004,4820,147793,0.032613182,US
594,01/11/2004,4547,148162,0.030689381,US
595,01/12/2004,4427,148059,0.029900242,US
596,01/01/2005,4389,148029,0.029649596,US
597,01/02/2005,4250,148364,0.028645763,US
598,01/03/2005,4388,148391,0.029570527,US
599,01/04/2005,4278,148926,0.028725676,US
600,01/05/2005,4315,149261,0.028909092,US
601,01/06/2005,4432,149238,0.02969753,US
602,01/07/2005,4400,149432,0.029444831,US
603,01/08/2005,4491,149779,0.029984177,US
604,01/09/2005,4675,149954,0.031176227,US
605,01/10/2005,4269,150001,0.02845981,US
606,01/11/2005,4219,150065,0.028114484,US
